replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
5           	5000        	14          	0.6268      	-0.111      	0.06881     
6           	1           	152         	0.9865      	0.03009     	8.001       
6           	100         	59          	0.9672      	-0.004016   	1.699       
6           	200         	42          	0.9502      	0.171       	0.9629      
6           	300         	39          	0.9252      	0.09557     	0.7049      
6           	400         	34          	0.9149      	0.04442     	0.5054      
6           	500         	30          	0.9019      	0.0774      	0.4849      
6           	600         	29          	0.8691      	0.06669     	0.4296      
6           	700         	28          	0.842       	0.06964     	0.384       
6           	800         	30          	0.7865      	0.04108     	0.3353      
6           	900         	27          	0.7691      	0.05403     	0.3183      
6           	1000        	26          	0.7748      	0.09943     	0.2984      
6           	1100        	25          	0.7359      	0.151       	0.2793      
6           	1200        	24          	0.7407      	0.131       	0.2849      
6           	1300        	25          	0.7151      	0.1383      	0.2924      
6           	1400        	25          	0.7279      	0.1127      	0.2713      
6           	1500        	19          	0.7349      	0.09125     	0.2273      
6           	1600        	21          	0.7375      	0.04898     	0.2256      
6           	1700        	24          	0.7761      	-0.02076    	0.2266      
6           	1800        	20          	0.7528      	0.02239     	0.2037      
6           	1900        	17          	0.7823      	-0.007228   	0.1993      
6           	2000        	21          	0.7845      	-0.008646   	0.2041      
6           	2100        	19          	0.7693      	-0.01347    	0.201       
6           	2200        	18          	0.7583      	-0.01613    	0.2022      
6           	2300        	22          	0.7825      	-0.01232    	0.2176      
6           	2400        	21          	0.758       	0.02556     	0.1913      
6           	2500        	19          	0.7654      	0.03719     	0.2099      
6           	2600        	19          	0.7766      	0.0175      	0.2066      
6           	2700        	19          	0.7908      	0.01862     	0.1961      
6           	2800        	23          	0.7511      	-0.0001795  	0.1879      
6           	2900        	16          	0.7485      	-0.0006709  	0.1879      
6           	3000        	20          	0.7464      	-0.01485    	0.1943      
6           	3100        	19          	0.774       	-0.02602    	0.1913      
6           	3200        	21          	0.7577      	0.009307    	0.1921      
