replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
10          	3100        	19          	0.7005      	-0.07858    	0.06821     
10          	3200        	18          	0.7021      	-0.04566    	0.05483     
10          	3300        	18          	0.6852      	-0.04828    	0.03559     
10          	3400        	18          	0.6757      	-0.02943    	0.04421     
10          	3500        	16          	0.6799      	-0.02218    	0.03974     
10          	3600        	19          	0.6974      	0.01314     	0.0696      
10          	3700        	16          	0.7148      	0.01674     	0.08512     
10          	3800        	20          	0.7035      	0.02354     	0.1178      
10          	3900        	23          	0.6998      	0.008995    	0.06832     
10          	4000        	15          	0.6941      	0.02195     	0.07274     
10          	4100        	13          	0.6865      	7.559e-05   	0.06339     
10          	4200        	23          	0.7029      	0.02979     	0.1143      
10          	4300        	23          	0.6938      	0.003751    	0.08041     
10          	4400        	18          	0.6966      	-0.0284     	0.1084      
10          	4500        	21          	0.6994      	0.012       	0.07081     
10          	4600        	22          	0.7066      	-0.0003496  	0.08286     
10          	4700        	17          	0.7003      	-0.03071    	0.04134     
10          	4800        	19          	0.673       	-0.02696    	0.02386     
10          	4900        	15          	0.6822      	-0.02029    	0.0213      
10          	5000        	18          	0.683       	0.003685    	0.02654     
