generation  	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2	alive.rpl   
510         	10          	0.003539    	0.003751    	0.003323    	1           
511         	10          	0.003921    	0.00432     	0.003515    	1           
512         	10          	0.004153    	0.004923    	0.003368    	1           
513         	10          	0.004099    	0.004272    	0.003923    	1           
514         	10          	0.004203    	0.004419    	0.003982    	1           
515         	10          	0.004056    	0.004495    	0.003607    	1           
516         	10          	0.003906    	0.004198    	0.003608    	1           
517         	10          	0.003423    	0.00342     	0.003427    	1           
518         	10          	0.003064    	0.002729    	0.003407    	1           
519         	10          	0.002941    	0.00273     	0.003157    	1           
520         	10          	0.002901    	0.00247     	0.003341    	1           
521         	10          	0.002903    	0.00256     	0.003253    	1           
522         	10          	0.002872    	0.002722    	0.003025    	1           
523         	10          	0.00321     	0.003034    	0.003388    	1           
524         	10          	0.003698    	0.003678    	0.003717    	1           
525         	10          	0.004195    	0.004528    	0.003856    	1           
526         	10          	0.004229    	0.004521    	0.003931    	1           
527         	10          	0.004167    	0.004414    	0.003915    	1           
528         	10          	0.00437     	0.004825    	0.003906    	1           
529         	10          	0.004787    	0.005661    	0.003897    	1           
530         	10          	0.004752    	0.005013    	0.004486    	1           
531         	10          	0.004287    	0.004477    	0.004093    	1           
532         	10          	0.004226    	0.004489    	0.003957    	1           
533         	10          	0.00418     	0.004235    	0.004124    	1           
534         	10          	0.004122    	0.003982    	0.004265    	1           
535         	10          	0.004461    	0.004109    	0.004819    	1           
536         	10          	0.004415    	0.003802    	0.00504     	1           
537         	10          	0.004134    	0.003734    	0.004542    	1           
538         	10          	0.003987    	0.003666    	0.004313    	1           
539         	10          	0.003764    	0.003359    	0.004178    	1           
540         	10          	0.00405     	0.003646    	0.004463    	1           
541         	10          	0.003996    	0.003828    	0.004167    	1           
542         	10          	0.003877    	0.003663    	0.004096    	1           
543         	10          	0.003871    	0.003772    	0.003971    	1           
544         	10          	0.003759    	0.003579    	0.003944    	1           
545         	10          	0.004162    	0.004334    	0.003986    	1           
546         	10          	0.003806    	0.004121    	0.003483    	1           
547         	10          	0.003471    	0.003558    	0.003383    	1           
548         	10          	0.003538    	0.003157    	0.003928    	1           
549         	10          	0.003667    	0.003494    	0.003844    	1           
550         	10          	0.003427    	0.003195    	0.003664    	1           
551         	10          	0.003458    	0.003038    	0.003887    	1           
552         	10          	0.003611    	0.002758    	0.004483    	1           
553         	10          	0.003491    	0.002588    	0.004415    	1           
554         	10          	0.003558    	0.003076    	0.004052    	1           
555         	10          	0.003667    	0.003186    	0.00416     	1           
556         	10          	0.003773    	0.003698    	0.00385     	1           
557         	10          	0.003783    	0.003717    	0.003851    	1           
558         	10          	0.003924    	0.00389     	0.003959    	1           
559         	10          	0.003962    	0.004074    	0.003848    	1           
560         	10          	0.003612    	0.003901    	0.003316    	1           
561         	10          	0.003529    	0.003724    	0.003329    	1           
562         	10          	0.003668    	0.003969    	0.00336     	1           
563         	10          	0.003836    	0.004219    	0.003444    	1           
564         	10          	0.003965    	0.00447     	0.003449    	1           
565         	10          	0.003645    	0.004172    	0.003105    	1           
566         	10          	0.004177    	0.005074    	0.003257    	1           
567         	10          	0.004039    	0.005261    	0.002788    	1           
568         	10          	0.003501    	0.004626    	0.002349    	1           
569         	10          	0.003429    	0.004372    	0.002462    	1           
570         	10          	0.003458    	0.004416    	0.002477    	1           
571         	10          	0.003261    	0.004359    	0.002133    	1           
572         	10          	0.003123    	0.004023    	0.0022      	1           
573         	10          	0.003439    	0.004481    	0.002371    	1           
574         	10          	0.003087    	0.003956    	0.002197    	1           
575         	10          	0.003266    	0.004513    	0.001989    	1           
576         	10          	0.003097    	0.004021    	0.002151    	1           
577         	10          	0.003139    	0.00381     	0.002451    	1           
578         	10          	0.003177    	0.00424     	0.002087    	1           
579         	10          	0.003498    	0.004498    	0.002475    	1           
580         	10          	0.003836    	0.004868    	0.002782    	1           
581         	10          	0.003639    	0.004591    	0.002667    	1           
582         	10          	0.003466    	0.004189    	0.002727    	1           
583         	10          	0.003495    	0.003768    	0.003216    	1           
584         	10          	0.00317     	0.003053    	0.003289    	1           
585         	10          	0.002855    	0.002926    	0.002782    	1           
586         	10          	0.003233    	0.00331     	0.003155    	1           
587         	10          	0.00323     	0.002753    	0.003718    	1           
588         	10          	0.003533    	0.003169    	0.003906    	1           
589         	10          	0.00377     	0.003434    	0.004114    	1           
590         	10          	0.003564    	0.003074    	0.004064    	1           
591         	10          	0.00358     	0.002996    	0.004177    	1           
592         	10          	0.003127    	0.002633    	0.003632    	1           
593         	10          	0.003468    	0.003153    	0.003793    	1           
594         	10          	0.003542    	0.003016    	0.004083    	1           
595         	10          	0.004006    	0.003378    	0.004651    	1           
596         	10          	0.004553    	0.00376     	0.005368    	1           
597         	10          	0.004152    	0.003552    	0.004768    	1           
598         	10          	0.004079    	0.003181    	0.005002    	1           
599         	10          	0.004365    	0.003628    	0.005124    	1           
600         	10          	0.004096    	0.003462    	0.00475     	1           
601         	10          	0.004084    	0.003467    	0.004721    	1           
602         	10          	0.004168    	0.003413    	0.004948    	1           
603         	10          	0.004497    	0.00366     	0.005362    	1           
604         	10          	0.004522    	0.003226    	0.005863    	1           
605         	10          	0.004608    	0.003967    	0.005269    	1           
606         	10          	0.0049      	0.004351    	0.005465    	1           
607         	10          	0.004471    	0.003792    	0.005169    	1           
608         	10          	0.004033    	0.003687    	0.00439     	1           
609         	10          	0.003952    	0.00403     	0.003872    	1           
610         	9.95        	0.003568    	0.003505    	0.003633    	1           
611         	10          	0.003365    	0.003734    	0.002985    	1           
612         	10          	0.003298    	0.003502    	0.003088    	1           
613         	10          	0.003223    	0.00333     	0.003113    	1           
614         	10          	0.003311    	0.003825    	0.002781    	1           
615         	10          	0.003514    	0.003781    	0.00324     	1           
616         	10          	0.003689    	0.00345     	0.003936    	1           
617         	10          	0.003687    	0.003887    	0.00348     	1           
618         	10          	0.004001    	0.004145    	0.003852    	1           
619         	10          	0.004137    	0.004454    	0.003808    	1           
620         	10          	0.004191    	0.004685    	0.00368     	1           
621         	10          	0.003647    	0.003952    	0.003332    	1           
622         	10          	0.00324     	0.003928    	0.002527    	1           
623         	10          	0.003584    	0.004183    	0.002965    	1           
624         	10          	0.003466    	0.004346    	0.002555    	1           
625         	10          	0.003648    	0.004206    	0.003071    	1           
626         	10          	0.003515    	0.004313    	0.002692    	1           
627         	10          	0.003692    	0.004304    	0.003061    	1           
628         	10          	0.003492    	0.003768    	0.003207    	1           
629         	10          	0.003797    	0.004258    	0.003319    	1           
630         	10          	0.003655    	0.004129    	0.003164    	1           
631         	10          	0.003886    	0.004451    	0.0033      	1           
632         	10          	0.003433    	0.003522    	0.00334     	1           
633         	10          	0.003585    	0.00345     	0.003725    	1           
634         	10          	0.00353     	0.00337     	0.003695    	1           
635         	10          	0.003429    	0.002849    	0.004032    	1           
636         	10          	0.003223    	0.002861    	0.003599    	1           
637         	10          	0.003455    	0.002833    	0.004102    	1           
638         	10          	0.00281     	0.00259     	0.003039    	1           
639         	10          	0.002885    	0.002724    	0.003054    	1           
640         	10          	0.003024    	0.003133    	0.002911    	1           
641         	10          	0.003091    	0.003083    	0.003099    	1           
642         	10          	0.003339    	0.003449    	0.003224    	1           
643         	10          	0.003061    	0.003193    	0.002924    	1           
644         	10          	0.002969    	0.002826    	0.003118    	1           
645         	10          	0.003394    	0.003402    	0.003386    	1           
646         	10          	0.003235    	0.003315    	0.003152    	1           
647         	10          	0.003235    	0.003362    	0.003103    	1           
648         	10          	0.003365    	0.003662    	0.003056    	1           
649         	10          	0.003494    	0.003794    	0.003181    	1           
650         	10          	0.003191    	0.003026    	0.003362    	1           
651         	10          	0.002871    	0.0023      	0.003466    	1           
652         	10          	0.00313     	0.002786    	0.003486    	1           
653         	10          	0.00343     	0.003102    	0.00377     	1           
654         	10          	0.003193    	0.002712    	0.003693    	1           
655         	10          	0.00323     	0.002789    	0.003686    	1           
656         	10          	0.003071    	0.002995    	0.003149    	1           
657         	10          	0.003169    	0.002923    	0.003423    	1           
658         	10          	0.002909    	0.002721    	0.003105    	1           
659         	10          	0.003163    	0.00314     	0.003187    	1           
660         	10          	0.003114    	0.003306    	0.002914    	1           
661         	10          	0.003717    	0.004376    	0.003034    	1           
662         	10          	0.003837    	0.004317    	0.003339    	1           
663         	10          	0.004176    	0.004172    	0.00418     	1           
664         	10          	0.004669    	0.004425    	0.004922    	1           
665         	10          	0.004602    	0.004128    	0.005093    	1           
666         	10          	0.004853    	0.004498    	0.00522     	1           
667         	10          	0.004542    	0.004215    	0.004881    	1           
668         	10          	0.004406    	0.004029    	0.004796    	1           
669         	10          	0.003849    	0.003692    	0.004012    	1           
670         	10          	0.003756    	0.003991    	0.003512    	1           
671         	10          	0.003905    	0.004298    	0.003499    	1           
672         	10          	0.003675    	0.004187    	0.003146    	1           
673         	10          	0.003581    	0.004415    	0.00272     	1           
674         	10          	0.004091    	0.00421     	0.003969    	1           
675         	10          	0.004267    	0.004167    	0.004371    	1           
676         	10          	0.003962    	0.003971    	0.003953    	1           
677         	10          	0.003657    	0.003744    	0.003568    	1           
678         	10          	0.003708    	0.003737    	0.003677    	1           
679         	10          	0.003786    	0.003841    	0.00373     	1           
680         	10          	0.003862    	0.00385     	0.003874    	1           
681         	10          	0.003849    	0.004164    	0.003525    	1           
682         	10          	0.00369     	0.004023    	0.003346    	1           
683         	10          	0.003919    	0.004254    	0.003574    	1           
684         	10          	0.003757    	0.004273    	0.003225    	1           
685         	10          	0.00345     	0.003893    	0.002992    	1           
686         	10          	0.003886    	0.004464    	0.00329     	1           
687         	10          	0.004404    	0.004711    	0.004087    	1           
688         	10          	0.004783    	0.00533     	0.004218    	1           
689         	10          	0.00471     	0.004864    	0.004552    	1           
690         	10          	0.004815    	0.004638    	0.004997    	1           
691         	10          	0.00438     	0.004264    	0.004499    	1           
692         	10          	0.003663    	0.003725    	0.003601    	1           
693         	10          	0.003872    	0.004389    	0.00334     	1           
694         	10          	0.003823    	0.004424    	0.003205    	1           
695         	10          	0.003542    	0.003789    	0.003289    	1           
696         	10          	0.003213    	0.003332    	0.00309     	1           
697         	10          	0.003708    	0.003697    	0.003719    	1           
698         	10          	0.003682    	0.003383    	0.00399     	1           
699         	10          	0.003798    	0.003385    	0.004223    	1           
700         	10          	0.003509    	0.003369    	0.003653    	1           
701         	10          	0.003202    	0.003083    	0.003324    	1           
702         	10          	0.003059    	0.003034    	0.003086    	1           
703         	10          	0.002906    	0.00293     	0.002882    	1           
704         	10          	0.002892    	0.003184    	0.002591    	1           
705         	10          	0.002733    	0.003029    	0.002427    	1           
706         	10          	0.003047    	0.003237    	0.002851    	1           
707         	10          	0.003085    	0.003274    	0.00289     	1           
708         	10          	0.003033    	0.002832    	0.003241    	1           
709         	10          	0.003198    	0.003134    	0.003263    	1           
710         	10          	0.003487    	0.003557    	0.003414    	1           
711         	10          	0.003677    	0.003822    	0.003527    	1           
712         	10          	0.003642    	0.00387     	0.003407    	1           
713         	10          	0.003387    	0.003215    	0.003564    	1           
714         	10          	0.00337     	0.00304     	0.003708    	1           
715         	10          	0.003346    	0.002991    	0.003712    	1           
716         	10          	0.003237    	0.002832    	0.003654    	1           
717         	10          	0.003616    	0.00324     	0.004002    	1           
718         	10          	0.003449    	0.003492    	0.003405    	1           
719         	10          	0.003122    	0.003003    	0.003246    	1           
720         	10          	0.003308    	0.003423    	0.00319     	1           
721         	10          	0.003314    	0.003176    	0.003456    	1           
722         	10          	0.003484    	0.003129    	0.00385     	1           
723         	10          	0.003647    	0.003496    	0.003802    	1           
724         	10          	0.003828    	0.00351     	0.004156    	1           
725         	10          	0.003979    	0.003753    	0.004211    	1           
726         	10          	0.004224    	0.003624    	0.004841    	1           
727         	10          	0.00445     	0.003975    	0.004939    	1           
728         	10          	0.004421    	0.003794    	0.005066    	1           
729         	10          	0.004498    	0.00362     	0.005402    	1           
730         	10          	0.004257    	0.003331    	0.005211    	1           
731         	10          	0.004817    	0.00401     	0.005648    	1           
732         	10          	0.004951    	0.004894    	0.00501     	1           
733         	10          	0.00508     	0.005012    	0.00515     	1           
734         	10          	0.00479     	0.00434     	0.005254    	1           
735         	10          	0.004295    	0.003484    	0.005131    	1           
736         	10          	0.003945    	0.003406    	0.0045      	1           
737         	10          	0.00363     	0.003482    	0.003784    	1           
738         	10          	0.004056    	0.003777    	0.004344    	1           
739         	10          	0.003737    	0.003317    	0.004171    	1           
740         	10          	0.003846    	0.003286    	0.004425    	1           
741         	10          	0.003848    	0.003466    	0.004243    	1           
742         	10          	0.003814    	0.003203    	0.004446    	1           
743         	10          	0.003756    	0.00333     	0.004198    	1           
744         	10          	0.003688    	0.003604    	0.003775    	1           
745         	10          	0.003463    	0.00328     	0.003653    	1           
746         	10          	0.003377    	0.003066    	0.003698    	1           
747         	10          	0.003298    	0.002916    	0.003694    	1           
748         	10          	0.003231    	0.003244    	0.003219    	1           
749         	10          	0.003202    	0.00344     	0.002954    	1           
750         	10          	0.003377    	0.003179    	0.003583    	1           
751         	10          	0.003456    	0.003081    	0.003847    	1           
752         	10          	0.003438    	0.003098    	0.003792    	1           
753         	10          	0.003445    	0.003298    	0.003599    	1           
754         	10          	0.003616    	0.003128    	0.004127    	1           
755         	10          	0.00349     	0.002791    	0.004224    	1           
756         	10          	0.003377    	0.00249     	0.00431     	1           
757         	10          	0.00311     	0.002197    	0.00407     	1           
758         	10          	0.003013    	0.002081    	0.003997    	1           
759         	10          	0.003217    	0.002482    	0.003992    	1           
760         	10          	0.00306     	0.002334    	0.003825    	1           
761         	10          	0.003014    	0.002525    	0.003529    	1           
762         	10          	0.003142    	0.002552    	0.003762    	1           
763         	10          	0.003308    	0.002719    	0.003925    	1           
764         	10          	0.003401    	0.003005    	0.003816    	1           
765         	10          	0.003263    	0.002753    	0.0038      	1           
766         	10          	0.003546    	0.003046    	0.004071    	1           
767         	10          	0.003167    	0.002456    	0.003914    	1           
768         	10          	0.003026    	0.002383    	0.003701    	1           
769         	10          	0.00325     	0.002848    	0.003673    	1           
770         	10          	0.003008    	0.00257     	0.003469    	1           
771         	10          	0.002999    	0.002441    	0.003585    	1           
772         	10          	0.002852    	0.002499    	0.003222    	1           
773         	10          	0.002761    	0.002108    	0.003445    	1           
774         	10          	0.002955    	0.002243    	0.0037      	1           
775         	10          	0.002674    	0.002319    	0.003044    	1           
776         	10          	0.003065    	0.00264     	0.003509    	1           
777         	10          	0.002841    	0.002526    	0.00317     	1           
778         	10          	0.002658    	0.002403    	0.002925    	1           
779         	10          	0.002569    	0.002458    	0.002685    	1           
780         	10          	0.002841    	0.00285     	0.002831    	1           
781         	10          	0.003039    	0.003071    	0.003006    	1           
782         	10          	0.003139    	0.003109    	0.00317     	1           
783         	10          	0.003138    	0.002899    	0.003388    	1           
784         	10          	0.003283    	0.003066    	0.00351     	1           
785         	10          	0.003297    	0.002998    	0.003608    	1           
786         	10          	0.002912    	0.002695    	0.003139    	1           
787         	10          	0.003073    	0.002884    	0.003271    	1           
788         	10          	0.003227    	0.003101    	0.003358    	1           
789         	10          	0.003341    	0.002853    	0.003849    	1           
790         	10          	0.00344     	0.00299     	0.003908    	1           
791         	10          	0.00379     	0.002889    	0.004729    	1           
792         	10          	0.003599    	0.003205    	0.004011    	1           
793         	10          	0.003634    	0.003251    	0.004034    	1           
794         	10          	0.003826    	0.003277    	0.004401    	1           
795         	10          	0.003487    	0.002848    	0.004155    	1           
796         	10          	0.003209    	0.002597    	0.003851    	1           
797         	9.95        	0.00289     	0.002564    	0.003231    	1           
798         	10          	0.00309     	0.002992    	0.003192    	1           
799         	10          	0.003399    	0.003232    	0.003574    	1           
800         	10          	0.003678    	0.00378     	0.003571    	1           
801         	10          	0.003557    	0.003505    	0.003613    	1           
802         	10          	0.003167    	0.00338     	0.002943    	1           
803         	10          	0.003163    	0.003494    	0.002816    	1           
804         	10          	0.003095    	0.00305     	0.003142    	1           
805         	10          	0.002955    	0.00269     	0.003232    	1           
806         	9.95        	0.00288     	0.002795    	0.00297     	1           
807         	10          	0.00338     	0.003724    	0.003019    	1           
808         	10          	0.003129    	0.003251    	0.003002    	1           
809         	10          	0.003201    	0.003536    	0.002849    	1           
810         	10          	0.002894    	0.003244    	0.002526    	1           
811         	10          	0.002658    	0.002842    	0.002465    	1           
812         	10          	0.002868    	0.002546    	0.003205    	1           
813         	10          	0.00284     	0.002891    	0.002786    	1           
814         	10          	0.002873    	0.003334    	0.002389    	1           
815         	10          	0.002754    	0.003108    	0.002383    	1           
816         	10          	0.003158    	0.003869    	0.002411    	1           
817         	10          	0.003475    	0.004098    	0.002821    	1           
818         	10          	0.00346     	0.004274    	0.002607    	1           
819         	10          	0.00368     	0.004306    	0.003027    	1           
820         	10          	0.003244    	0.003676    	0.002792    	1           
821         	10          	0.003048    	0.003474    	0.002602    	1           
822         	10          	0.003028    	0.003605    	0.002424    	1           
823         	10          	0.002979    	0.00308     	0.002873    	1           
824         	10          	0.003466    	0.003772    	0.003146    	1           
825         	10          	0.003676    	0.003921    	0.003419    	1           
826         	10          	0.003841    	0.004304    	0.003358    	1           
827         	10          	0.004162    	0.004538    	0.003769    	1           
828         	10          	0.00404     	0.004585    	0.003472    	1           
829         	10          	0.003866    	0.004607    	0.003095    	1           
830         	10          	0.004078    	0.004526    	0.003611    	1           
831         	10          	0.003937    	0.004559    	0.003288    	1           
832         	10          	0.003929    	0.004638    	0.00319     	1           
833         	10          	0.004089    	0.004613    	0.003542    	1           
834         	10          	0.004061    	0.004084    	0.004037    	1           
835         	10          	0.003904    	0.00389     	0.003918    	1           
836         	10          	0.003816    	0.003759    	0.003875    	1           
837         	10          	0.003778    	0.003723    	0.003835    	1           
838         	10          	0.003795    	0.003515    	0.004087    	1           
839         	10          	0.003523    	0.003517    	0.003529    	1           
840         	10          	0.003139    	0.00316     	0.003116    	1           
841         	10          	0.003018    	0.002916    	0.003126    	1           
842         	10          	0.002899    	0.002842    	0.002958    	1           
843         	10          	0.002759    	0.002479    	0.003051    	1           
844         	10          	0.002813    	0.002541    	0.0031      	1           
845         	10          	0.002976    	0.002733    	0.00323     	1           
846         	10          	0.003321    	0.003081    	0.003573    	1           
847         	10          	0.003098    	0.002954    	0.00325     	1           
848         	10          	0.003137    	0.003401    	0.00286     	1           
849         	10          	0.003288    	0.003282    	0.003295    	1           
850         	10          	0.003376    	0.003675    	0.003062    	1           
851         	10          	0.003372    	0.003839    	0.002879    	1           
852         	10          	0.003462    	0.003851    	0.00305     	1           
853         	10          	0.003176    	0.003422    	0.002916    	1           
854         	10          	0.003223    	0.003457    	0.002976    	1           
855         	10          	0.003178    	0.003427    	0.002915    	1           
856         	10          	0.002906    	0.002731    	0.003091    	1           
857         	10          	0.00297     	0.003018    	0.002919    	1           
858         	10          	0.002851    	0.002951    	0.002746    	1           
859         	10          	0.002842    	0.002736    	0.002954    	1           
860         	10          	0.003154    	0.003122    	0.003189    	1           
861         	10          	0.003028    	0.002753    	0.003318    	1           
862         	10          	0.003274    	0.003053    	0.003506    	1           
863         	10          	0.003025    	0.002944    	0.003111    	1           
864         	10          	0.003163    	0.002812    	0.003534    	1           
865         	10          	0.002812    	0.002424    	0.003223    	1           
866         	10          	0.003186    	0.00288     	0.003509    	1           
867         	10          	0.003618    	0.002987    	0.004284    	1           
868         	10          	0.003531    	0.002956    	0.004139    	1           
869         	10          	0.003211    	0.002845    	0.003599    	1           
870         	10          	0.003509    	0.003323    	0.003707    	1           
871         	10          	0.003466    	0.002987    	0.003975    	1           
872         	10          	0.003487    	0.00313     	0.003866    	1           
873         	10          	0.003538    	0.003336    	0.003752    	1           
874         	10          	0.003477    	0.003449    	0.003507    	1           
875         	10          	0.003396    	0.003341    	0.003455    	1           
876         	10          	0.002888    	0.002849    	0.00293     	1           
877         	10          	0.002475    	0.002506    	0.002441    	1           
878         	10          	0.00264     	0.002655    	0.002625    	1           
879         	10          	0.00248     	0.002936    	0.001997    	1           
880         	10          	0.002796    	0.003103    	0.00247     	1           
881         	10          	0.002913    	0.003269    	0.002535    	1           
882         	10          	0.002925    	0.003078    	0.002763    	1           
883         	10          	0.002922    	0.003292    	0.002529    	1           
884         	10          	0.002895    	0.003222    	0.002547    	1           
885         	10          	0.002978    	0.003279    	0.002657    	1           
886         	10          	0.00338     	0.003616    	0.003127    	1           
887         	10          	0.00301     	0.003314    	0.002686    	1           
888         	10          	0.003201    	0.003202    	0.003201    	1           
889         	10          	0.003097    	0.002803    	0.00341     	1           
890         	10          	0.002821    	0.002888    	0.00275     	1           
891         	10          	0.002891    	0.002617    	0.003184    	1           
892         	10          	0.002939    	0.002799    	0.003088    	1           
893         	10          	0.003011    	0.002816    	0.00322     	1           
894         	10          	0.003353    	0.002779    	0.003965    	1           
895         	10          	0.003604    	0.003128    	0.004114    	1           
896         	10          	0.003726    	0.002675    	0.004851    	1           
897         	10          	0.003692    	0.002795    	0.004652    	1           
898         	10          	0.003544    	0.002907    	0.004226    	1           
899         	10          	0.003433    	0.003002    	0.003894    	1           
900         	10          	0.003711    	0.003383    	0.004061    	1           
901         	10          	0.003548    	0.002972    	0.004165    	1           
902         	10          	0.003659    	0.003123    	0.004234    	1           
903         	10          	0.003556    	0.00322     	0.003916    	1           
904         	10          	0.004177    	0.003795    	0.004586    	1           
905         	10          	0.003983    	0.003593    	0.004398    	1           
906         	10          	0.003944    	0.003741    	0.004162    	1           
907         	10          	0.003793    	0.003667    	0.003927    	1           
908         	10          	0.003632    	0.003174    	0.004121    	1           
909         	10          	0.003885    	0.003472    	0.004326    	1           
910         	10          	0.003904    	0.003477    	0.00436     	1           
911         	10          	0.003732    	0.003149    	0.004355    	1           
912         	10          	0.004191    	0.003772    	0.004639    	1           
913         	10          	0.003974    	0.003496    	0.004484    	1           
914         	10          	0.004139    	0.003691    	0.004616    	1           
915         	10          	0.003859    	0.003453    	0.004293    	1           
916         	10          	0.003752    	0.003589    	0.003927    	1           
917         	10          	0.003539    	0.003491    	0.00359     	1           
918         	10          	0.003573    	0.00337     	0.003789    	1           
919         	10          	0.003384    	0.003443    	0.003321    	1           
920         	10          	0.003175    	0.003054    	0.003305    	1           
921         	10          	0.003122    	0.002659    	0.003617    	1           
922         	10          	0.003071    	0.002465    	0.003719    	1           
923         	10          	0.003032    	0.002143    	0.003983    	1           
924         	10          	0.003164    	0.002289    	0.0041      	1           
925         	10          	0.003498    	0.002759    	0.004288    	1           
926         	10          	0.003166    	0.002602    	0.00377     	1           
927         	10          	0.003289    	0.002701    	0.003919    	1           
928         	10          	0.003332    	0.002602    	0.004113    	1           
929         	10          	0.003174    	0.002975    	0.003386    	1           
930         	10          	0.00364     	0.003178    	0.004135    	1           
931         	10          	0.003554    	0.003549    	0.003559    	1           
932         	10          	0.003229    	0.003407    	0.00304     	1           
933         	10          	0.003589    	0.003846    	0.003316    	1           
934         	10          	0.003694    	0.003599    	0.003795    	1           
935         	10          	0.003664    	0.004009    	0.003297    	1           
936         	10          	0.003603    	0.004223    	0.002941    	1           
937         	10          	0.003723    	0.00465     	0.002734    	1           
938         	10          	0.003775    	0.004761    	0.002722    	1           
939         	10          	0.003307    	0.004091    	0.002469    	1           
940         	10          	0.003362    	0.003962    	0.00272     	1           
941         	10          	0.003641    	0.004241    	0.003       	1           
942         	10          	0.003852    	0.004041    	0.003651    	1           
943         	10          	0.003559    	0.003727    	0.003379    	1           
944         	10          	0.003607    	0.004117    	0.003063    	1           
945         	10          	0.004251    	0.005196    	0.003243    	1           
946         	10          	0.004221    	0.005372    	0.002991    	1           
947         	10          	0.004026    	0.004745    	0.003257    	1           
948         	10          	0.004292    	0.00527     	0.003244    	1           
949         	10          	0.004152    	0.004763    	0.0035      	1           
950         	10          	0.004008    	0.004915    	0.003042    	1           
951         	10          	0.00346     	0.003939    	0.002948    	1           
952         	10          	0.003268    	0.003876    	0.00262     	1           
953         	10          	0.003707    	0.004632    	0.00272     	1           
954         	10          	0.003862    	0.004633    	0.003041    	1           
955         	10          	0.003455    	0.004017    	0.002858    	1           
956         	10          	0.003263    	0.003854    	0.002635    	1           
957         	10          	0.003643    	0.004145    	0.003109    	1           
958         	10          	0.003887    	0.004557    	0.003174    	1           
959         	10          	0.004217    	0.005093    	0.003283    	1           
960         	10          	0.004204    	0.005066    	0.003285    	1           
961         	10          	0.00396     	0.004536    	0.003347    	1           
962         	10          	0.003719    	0.004073    	0.003341    	1           
963         	10          	0.003827    	0.004119    	0.003516    	1           
964         	10          	0.004053    	0.004054    	0.004052    	1           
965         	10          	0.004042    	0.004252    	0.003818    	1           
966         	10          	0.003843    	0.0042      	0.003464    	1           
967         	10          	0.003681    	0.003866    	0.003483    	1           
968         	10          	0.003616    	0.003861    	0.003357    	1           
969         	10          	0.003691    	0.00405     	0.003309    	1           
970         	10          	0.00349     	0.003735    	0.003229    	1           
971         	10          	0.003301    	0.003571    	0.003014    	1           
972         	10          	0.003476    	0.003551    	0.003398    	1           
973         	10          	0.003657    	0.003657    	0.003658    	1           
974         	10          	0.003615    	0.003216    	0.004039    	1           
975         	10          	0.00349     	0.003286    	0.003708    	1           
976         	10          	0.0037      	0.003481    	0.003934    	1           
977         	10          	0.003477    	0.003198    	0.003775    	1           
978         	10          	0.003853    	0.003833    	0.003875    	1           
979         	10          	0.003415    	0.003684    	0.003125    	1           
980         	10          	0.003371    	0.003728    	0.002987    	1           
981         	10          	0.0035      	0.003475    	0.003526    	1           
982         	10          	0.00335     	0.003366    	0.003332    	1           
983         	10          	0.0033      	0.003042    	0.003577    	1           
984         	10          	0.003407    	0.002899    	0.003951    	1           
985         	10          	0.00347     	0.003181    	0.003778    	1           
986         	10          	0.003057    	0.003236    	0.002866    	1           
987         	10          	0.003       	0.00336     	0.002615    	1           
988         	10          	0.003336    	0.003901    	0.002733    	1           
989         	10          	0.003466    	0.004187    	0.002697    	1           
990         	10          	0.003376    	0.00402     	0.002688    	1           
991         	10          	0.003275    	0.003885    	0.002626    	1           
992         	10          	0.003116    	0.003557    	0.002644    	1           
993         	10          	0.002905    	0.003613    	0.00215     	1           
994         	10          	0.003023    	0.0036      	0.002407    	1           
995         	10          	0.002877    	0.003314    	0.002411    	1           
996         	10          	0.002932    	0.003353    	0.002483    	1           
997         	10          	0.003055    	0.003119    	0.002987    	1           
998         	10          	0.003056    	0.003018    	0.003096    	1           
999         	10          	0.003235    	0.003316    	0.003147    	1           
1000        	10          	0.003227    	0.003433    	0.003007    	1           
