replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
4           	5000        	37          	0.9102      	0.347       	8.862       
5           	1           	158         	0.9867      	-0.005329   	8.073       
5           	100         	95          	0.9833      	0.2553      	8.295       
5           	200         	76          	0.9788      	0.195       	8.911       
5           	300         	71          	0.9746      	0.4299      	8.228       
5           	400         	66          	0.9691      	0.3777      	9.573       
5           	500         	60          	0.9614      	-0.03295    	9.596       
5           	600         	53          	0.951       	-0.2628     	7.899       
5           	700         	49          	0.9498      	-0.1551     	8.326       
5           	800         	52          	0.9502      	-0.01559    	7.86        
5           	900         	43          	0.95        	0.0615      	8.801       
5           	1000        	43          	0.9511      	-0.2335     	9.89        
5           	1100        	38          	0.9466      	-0.1161     	9.855       
5           	1200        	45          	0.9473      	0.1565      	8.23        
5           	1300        	43          	0.9451      	0.1321      	8.717       
5           	1400        	42          	0.944       	0.4242      	7.924       
5           	1500        	39          	0.9459      	0.3893      	8.757       
5           	1600        	43          	0.9412      	0.4356      	8.441       
5           	1700        	39          	0.9347      	0.2163      	9.496       
5           	1800        	38          	0.9376      	0.08443     	8.844       
5           	1900        	37          	0.9308      	0.3815      	7.42        
5           	2000        	39          	0.9281      	0.3425      	7.772       
5           	2100        	35          	0.9275      	0.8141      	7.314       
5           	2200        	35          	0.9302      	1.093       	8.29        
5           	2300        	36          	0.9332      	1.042       	8.124       
5           	2400        	39          	0.9243      	1.178       	7.6         
5           	2500        	39          	0.9166      	0.9664      	7.003       
5           	2600        	39          	0.9195      	0.6302      	8.263       
5           	2700        	30          	0.9269      	0.5609      	7.746       
5           	2800        	36          	0.9218      	0.9163      	7.52        
5           	2900        	41          	0.9106      	1.008       	6.748       
5           	3000        	37          	0.9052      	1.127       	5.667       
5           	3100        	36          	0.9102      	1.201       	6.436       
5           	3200        	36          	0.9126      	1.174       	6.73        
5           	3300        	32          	0.9097      	1.151       	6.497       
5           	3400        	34          	0.915       	1.32        	5.727       
5           	3500        	30          	0.9106      	1.437       	5.843       
5           	3600        	32          	0.8953      	1.282       	5.505       
5           	3700        	32          	0.8785      	1.011       	4.664       
5           	3800        	32          	0.8654      	0.796       	3.913       
5           	3900        	29          	0.8612      	0.6701      	4.548       
5           	4000        	29          	0.8655      	0.625       	4.39        
5           	4100        	29          	0.8716      	0.8413      	5.794       
5           	4200        	27          	0.8875      	0.6737      	5.377       
5           	4300        	32          	0.8814      	0.5099      	5.592       
5           	4400        	29          	0.8826      	0.2002      	6.104       
5           	4500        	27          	0.8857      	0.03511     	5.696       
5           	4600        	29          	0.8894      	-0.3385     	4.992       
5           	4700        	27          	0.8915      	-0.4512     	5.073       
5           	4800        	25          	0.8947      	-0.2421     	4.64        
5           	4900        	28          	0.902       	-0.3074     	5.152       
5           	5000        	30          	0.8834      	-0.4964     	4.8         
6           	1           	152         	0.9867      	0.007786    	8.174       
6           	100         	97          	0.981       	0.05565     	7.454       
6           	200         	87          	0.9788      	0.01055     	7.92        
6           	300         	72          	0.9745      	0.3391      	9.101       
6           	400         	67          	0.9692      	0.1214      	9.616       
6           	500         	54          	0.961       	0.4271      	8.963       
6           	600         	49          	0.9501      	0.7039      	9.761       
6           	700         	42          	0.943       	0.7208      	8.368       
6           	800         	42          	0.9338      	1.065       	8.32        
6           	900         	42          	0.9199      	1.349       	8.294       
6           	1000        	42          	0.9149      	1.389       	8.461       
6           	1100        	35          	0.9213      	1.545       	8.253       
6           	1200        	37          	0.9108      	1.498       	8.822       
6           	1300        	39          	0.8953      	1.891       	7.664       
6           	1400        	32          	0.8799      	2.136       	9.025       
6           	1500        	34          	0.8769      	2.237       	8.221       
6           	1600        	35          	0.8944      	1.803       	8.896       
6           	1700        	37          	0.8921      	1.9         	8.428       
6           	1800        	35          	0.8909      	1.872       	7.293       
6           	1900        	33          	0.8938      	1.666       	7.527       
6           	2000        	27          	0.8743      	2.215       	8.367       
6           	2100        	28          	0.8688      	1.941       	7.35        
6           	2200        	32          	0.8671      	2.077       	6.519       
6           	2300        	34          	0.8864      	2.143       	6.546       
6           	2400        	31          	0.8811      	2.142       	7.256       
6           	2500        	37          	0.8697      	1.981       	7.454       
6           	2600        	33          	0.8682      	2.145       	7.007       
6           	2700        	29          	0.8638      	2.074       	7.682       
6           	2800        	26          	0.8376      	1.976       	7.108       
6           	2900        	27          	0.8179      	2.063       	7.013       
6           	3000        	30          	0.8228      	2.204       	7.256       
6           	3100        	33          	0.8179      	2.319       	7.769       
6           	3200        	24          	0.8446      	1.966       	8.304       
6           	3300        	26          	0.8572      	2.011       	8.452       
6           	3400        	28          	0.8698      	2.222       	8.226       
6           	3500        	26          	0.8641      	2.814       	8.651       
6           	3600        	25          	0.8505      	2.901       	7.531       
6           	3700        	24          	0.8471      	3.035       	7.544       
6           	3800        	25          	0.8667      	2.688       	8.248       
6           	3900        	27          	0.8583      	2.492       	7.784       
6           	4000        	28          	0.8644      	2.253       	9.061       
6           	4100        	35          	0.868       	2.093       	8.197       
6           	4200        	25          	0.8421      	2.369       	7.695       
6           	4300        	29          	0.8274      	2.404       	7.2         
6           	4400        	28          	0.8195      	2.538       	7.124       
6           	4500        	34          	0.8113      	2.104       	7.896       
6           	4600        	29          	0.8202      	2.213       	7.684       
6           	4700        	26          	0.8455      	1.732       	7.467       
6           	4800        	35          	0.846       	2.06        	7.254       
6           	4900        	30          	0.8359      	1.874       	7.302       
6           	5000        	31          	0.7955      	1.699       	6.451       
7           	1           	152         	0.9868      	-0.05795    	8.058       
7           	100         	93          	0.9837      	0.1035      	8.533       
7           	200         	81          	0.9784      	-0.06334    	8.573       
7           	300         	72          	0.9749      	0.1612      	8.853       
7           	400         	69          	0.9723      	-0.03631    	8.143       
7           	500         	55          	0.9688      	0.2191      	7.239       
7           	600         	50          	0.9656      	-0.03955    	7.454       
7           	700         	45          	0.9572      	-0.8966     	7.385       
7           	800         	47          	0.954       	-0.6108     	7.284       
7           	900         	42          	0.959       	-0.6252     	7.285       
7           	1000        	43          	0.9546      	-0.9019     	7.266       
7           	1100        	44          	0.9509      	-0.8263     	6.761       
7           	1200        	42          	0.9537      	-0.5898     	6.867       
7           	1300        	40          	0.9507      	-0.6153     	5.806       
7           	1400        	42          	0.9484      	-0.5049     	5.259       
7           	1500        	38          	0.9438      	-0.5469     	5.571       
7           	1600        	39          	0.9402      	-0.3994     	6.355       
7           	1700        	40          	0.9395      	-0.3196     	6.957       
7           	1800        	39          	0.9276      	-0.3061     	7.094       
7           	1900        	38          	0.9309      	-0.3628     	6.894       
7           	2000        	39          	0.921       	-0.2223     	5.921       
7           	2100        	35          	0.9136      	-0.0401     	5.133       
7           	2200        	31          	0.8992      	-0.1691     	4.843       
7           	2300        	34          	0.9039      	-0.6663     	4.547       
7           	2400        	35          	0.9012      	-0.4236     	5.035       
7           	2500        	37          	0.9078      	-0.5313     	4.652       
7           	2600        	40          	0.9157      	-0.4524     	4.13        
7           	2700        	39          	0.9153      	-0.6967     	3.583       
7           	2800        	37          	0.9101      	-0.6085     	3.461       
7           	2900        	32          	0.9078      	-0.2523     	3.875       
7           	3000        	31          	0.9074      	-0.3171     	4.174       
7           	3100        	34          	0.9005      	-0.3146     	3.538       
7           	3200        	28          	0.9038      	-0.3737     	3.153       
7           	3300        	25          	0.8848      	-0.4019     	2.895       
7           	3400        	25          	0.8962      	-0.4462     	3.131       
7           	3500        	32          	0.8999      	-0.4985     	2.957       
7           	3600        	26          	0.8992      	-0.7215     	2.907       
7           	3700        	27          	0.8911      	-0.7498     	3.108       
7           	3800        	32          	0.8854      	-0.719      	2.61        
7           	3900        	22          	0.8779      	-0.5461     	2.529       
7           	4000        	26          	0.8937      	-0.5064     	2.792       
7           	4100        	27          	0.8853      	-0.5179     	2.69        
7           	4200        	25          	0.8688      	-0.2714     	2.98        
7           	4300        	24          	0.8478      	-0.02095    	3.24        
7           	4400        	28          	0.8461      	-0.1208     	3.468       
7           	4500        	33          	0.821       	0.05683     	3.376       
7           	4600        	25          	0.8286      	0.0558      	3.448       
7           	4700        	29          	0.7958      	0.3859      	3.522       
7           	4800        	31          	0.7471      	0.7164      	3.263       
7           	4900        	34          	0.7386      	0.8297      	3.011       
7           	5000        	32          	0.7711      	0.5285      	3.251       
8           	1           	154         	0.9867      	-0.04354    	7.93        
8           	100         	94          	0.9807      	-0.1241     	7.247       
8           	200         	78          	0.9757      	0.3796      	7.906       
8           	300         	70          	0.9665      	0.3293      	7.911       
8           	400         	60          	0.9675      	-0.1722     	7.38        
8           	500         	54          	0.9613      	-0.1982     	7.46        
8           	600         	54          	0.9581      	-0.4238     	6.585       
8           	700         	47          	0.9483      	-0.3343     	6.512       
8           	800         	46          	0.9486      	-0.1271     	6.433       
8           	900         	42          	0.9444      	0.1356      	6.777       
8           	1000        	41          	0.9417      	-0.179      	6.807       
8           	1100        	42          	0.9341      	0.1244      	6.356       
8           	1200        	36          	0.9306      	-0.002948   	5.176       
8           	1300        	39          	0.9282      	0.0806      	4.705       
8           	1400        	34          	0.9236      	-0.09102    	4.277       
8           	1500        	34          	0.918       	-0.3264     	4.415       
8           	1600        	38          	0.9172      	-0.2302     	4.021       
8           	1700        	35          	0.9225      	-0.2169     	4.482       
8           	1800        	35          	0.9235      	-0.2934     	4.222       
8           	1900        	36          	0.9236      	-0.3027     	4.274       
8           	2000        	34          	0.9166      	-0.3151     	4.361       
8           	2100        	30          	0.919       	-0.1917     	4.446       
8           	2200        	35          	0.9316      	0.06299     	5.192       
8           	2300        	33          	0.9132      	0.1388      	4.309       
8           	2400        	31          	0.893       	0.2802      	4.018       
8           	2500        	34          	0.9058      	0.02109     	3.904       
8           	2600        	39          	0.8948      	-0.3688     	3.072       
8           	2700        	40          	0.9095      	-0.1656     	3.112       
8           	2800        	34          	0.9153      	-0.09112    	3.454       
8           	2900        	32          	0.9045      	-0.2387     	3.572       
8           	3000        	41          	0.9231      	-0.1837     	3.856       
8           	3100        	29          	0.9163      	-0.4015     	4.429       
8           	3200        	36          	0.9086      	-0.3372     	4.13        
8           	3300        	34          	0.8888      	-0.3069     	4           
8           	3400        	35          	0.8692      	-0.4707     	3.755       
8           	3500        	36          	0.8447      	-0.5491     	3.526       
8           	3600        	29          	0.8246      	-0.5044     	3.302       
8           	3700        	33          	0.8102      	-0.7186     	2.296       
8           	3800        	39          	0.8333      	-0.5796     	2.908       
8           	3900        	39          	0.8485      	-0.4982     	2.999       
8           	4000        	35          	0.8603      	-0.5977     	3.914       
8           	4100        	33          	0.8764      	-0.311      	4.508       
8           	4200        	28          	0.8865      	-0.2181     	4.541       
8           	4300        	32          	0.8909      	0.1839      	5.011       
8           	4400        	35          	0.88        	0.04133     	4.167       
8           	4500        	35          	0.8775      	0.03869     	3.867       
8           	4600        	34          	0.8785      	0.1347      	3.572       
8           	4700        	34          	0.8834      	0.4796      	4.022       
8           	4800        	32          	0.8879      	0.5694      	5.044       
8           	4900        	34          	0.8795      	0.5798      	5.203       
8           	5000        	36          	0.8771      	0.4594      	4.759       
9           	1           	153         	0.9866      	-0.001795   	8.063       
9           	100         	91          	0.9819      	0.4658      	8.091       
9           	200         	80          	0.9779      	0.2887      	7.564       
9           	300         	70          	0.9736      	0.4211      	7.488       
9           	400         	65          	0.9674      	0.5366      	7.376       
9           	500         	58          	0.9632      	0.6696      	6.736       
9           	600         	50          	0.9532      	0.7228      	6.124       
9           	700         	42          	0.9565      	0.7656      	6.557       
9           	800         	44          	0.9555      	0.3644      	6.395       
9           	900         	43          	0.9564      	-0.02826    	7.631       
9           	1000        	43          	0.9522      	0.1933      	6.967       
9           	1100        	44          	0.956       	0.2372      	7.223       
9           	1200        	43          	0.9541      	0.4533      	6.933       
9           	1300        	42          	0.9505      	0.8146      	6.39        
9           	1400        	41          	0.9495      	0.6169      	6.107       
9           	1500        	39          	0.9442      	0.3195      	5.642       
9           	1600        	38          	0.9402      	0.8544      	5.697       
9           	1700        	34          	0.9403      	0.445       	5.849       
9           	1800        	37          	0.9411      	0.502       	6.482       
9           	1900        	35          	0.9335      	0.5727      	6.969       
9           	2000        	40          	0.9373      	0.6163      	6.807       
9           	2100        	39          	0.9428      	0.7537      	5.823       
9           	2200        	38          	0.9457      	0.7718      	5.667       
9           	2300        	41          	0.9452      	0.5545      	6.413       
9           	2400        	37          	0.9441      	0.5719      	7.248       
9           	2500        	41          	0.9368      	0.4613      	7.964       
9           	2600        	31          	0.9274      	0.1419      	7.962       
9           	2700        	30          	0.9236      	0.275       	8.454       
9           	2800        	33          	0.9251      	0.177       	8.137       
9           	2900        	33          	0.9282      	0.4364      	7.069       
9           	3000        	28          	0.9316      	0.3153      	7.155       
9           	3100        	28          	0.9222      	0.07389     	7.605       
9           	3200        	29          	0.9167      	0.1691      	8.172       
9           	3300        	26          	0.9212      	-0.1917     	8.335       
9           	3400        	30          	0.9254      	0.06357     	8.021       
9           	3500        	30          	0.9226      	0.2217      	7.711       
9           	3600        	36          	0.9137      	0.3536      	7.991       
9           	3700        	29          	0.9033      	0.8409      	7.72        
9           	3800        	32          	0.9009      	0.2957      	8.42        
9           	3900        	30          	0.8968      	0.2049      	8.794       
9           	4000        	29          	0.8886      	0.5629      	8.131       
9           	4100        	32          	0.8999      	0.3407      	8.565       
9           	4200        	34          	0.8875      	0.6225      	7.701       
9           	4300        	33          	0.899       	0.6043      	8.046       
9           	4400        	36          	0.8956      	0.4499      	8.358       
9           	4500        	32          	0.8922      	0.4381      	8.08        
9           	4600        	34          	0.895       	-0.01071    	7.471       
9           	4700        	31          	0.9059      	0.2153      	7.796       
9           	4800        	34          	0.8994      	-0.0578     	8.112       
9           	4900        	26          	0.8928      	0.06009     	7.541       
9           	5000        	29          	0.8799      	0.2393      	8.153       
10          	1           	151         	0.9867      	0.05842     	7.965       
10          	100         	93          	0.9801      	0.101       	7.065       
10          	200         	82          	0.9755      	0.06514     	8.278       
10          	300         	71          	0.972       	0.3003      	8.426       
10          	400         	61          	0.9622      	-0.1053     	7.67        
10          	500         	55          	0.961       	-0.5375     	8.892       
10          	600         	47          	0.958       	-0.5438     	7.884       
10          	700         	49          	0.9538      	0.06399     	6.911       
10          	800         	50          	0.951       	0.2347      	6.735       
10          	900         	39          	0.9409      	0.3066      	6.198       
10          	1000        	35          	0.9346      	0.201       	5.721       
10          	1100        	39          	0.929       	0.2283      	5.968       
10          	1200        	36          	0.9219      	0.3028      	5.76        
10          	1300        	36          	0.9136      	-0.2399     	5.682       
10          	1400        	35          	0.9128      	-0.3792     	5.501       
10          	1500        	37          	0.9142      	-0.6502     	5.606       
10          	1600        	34          	0.9169      	-0.299      	6.069       
10          	1700        	35          	0.912       	-0.4566     	6.225       
10          	1800        	31          	0.9025      	-0.2837     	6.555       
10          	1900        	34          	0.8995      	-0.104      	6.433       
10          	2000        	33          	0.8983      	0.1494      	6.804       
10          	2100        	36          	0.9029      	0.2151      	6.126       
10          	2200        	36          	0.8964      	0.4992      	5.77        
10          	2300        	30          	0.8811      	0.3944      	5.977       
10          	2400        	32          	0.8799      	0.5751      	6.309       
10          	2500        	33          	0.8752      	0.4314      	6.162       
10          	2600        	30          	0.8415      	0.356       	6.808       
10          	2700        	31          	0.8513      	0.1381      	6.197       
10          	2800        	28          	0.859       	0.1741      	5.566       
10          	2900        	36          	0.8425      	-0.02377    	5.866       
10          	3000        	31          	0.857       	0.349       	5.778       
10          	3100        	31          	0.8402      	0.1427      	5.803       
10          	3200        	32          	0.8468      	0.0447      	5.292       
10          	3300        	29          	0.8406      	-0.4846     	6.056       
10          	3400        	31          	0.8485      	-0.3895     	5.704       
10          	3500        	33          	0.8741      	-0.3393     	6.651       
10          	3600        	30          	0.8639      	0.07393     	6.357       
10          	3700        	26          	0.8673      	-0.1657     	6.191       
10          	3800        	26          	0.8626      	-0.0656     	6.057       
10          	3900        	29          	0.8697      	-0.1356     	5.976       
10          	4000        	30          	0.8789      	-0.384      	6.333       
10          	4100        	33          	0.876       	-0.4348     	6.028       
10          	4200        	27          	0.8746      	-0.3644     	6.585       
10          	4300        	30          	0.8782      	-0.3146     	6.207       
10          	4400        	37          	0.88        	-0.8805     	7.252       
10          	4500        	36          	0.8913      	-1.242      	7.307       
10          	4600        	31          	0.8989      	-0.6543     	7.537       
10          	4700        	34          	0.9086      	-0.3172     	6.554       
10          	4800        	33          	0.8871      	-0.6737     	6.095       
10          	4900        	34          	0.8779      	-0.843      	6.136       
10          	5000        	31          	0.8677      	-0.8928     	5.284       
