replicate   	generation  	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
1           	1           	5.5         	0.5058      	1           	9.764e-06   
1           	2           	5.9         	0.5056      	0.9978      	0.0007923   
1           	3           	6.7         	0.5045      	0.9946      	0.001216    
1           	4           	6.9         	0.5037      	0.992       	0.001642    
1           	5           	7.1         	0.503       	0.99        	0.00249     
1           	6           	7.3         	0.5014      	0.9857      	0.002999    
1           	7           	7.55        	0.5003      	0.9831      	0.003455    
1           	8           	7.6         	0.5004      	0.9828      	0.003829    
1           	9           	7.45        	0.5006      	0.9823      	0.004046    
1           	10          	7.45        	0.4993      	0.9806      	0.00395     
1           	11          	7.5         	0.4986      	0.9772      	0.00535     
1           	12          	7.75        	0.4982      	0.9762      	0.005481    
1           	13          	7.55        	0.4972      	0.9738      	0.005507    
1           	14          	7.75        	0.4945      	0.9693      	0.005404    
1           	15          	8.1         	0.4929      	0.9664      	0.005418    
1           	16          	8           	0.4922      	0.9647      	0.005843    
1           	17          	8.05        	0.4921      	0.9645      	0.00604     
1           	18          	8.25        	0.4894      	0.9588      	0.006411    
1           	19          	8           	0.4882      	0.9555      	0.007075    
1           	20          	8.15        	0.4869      	0.9521      	0.007812    
1           	21          	8.3         	0.4858      	0.9494      	0.007692    
1           	22          	8.35        	0.484       	0.9453      	0.007883    
1           	23          	8.35        	0.4831      	0.944       	0.00773     
1           	24          	8.45        	0.4816      	0.9414      	0.007554    
1           	25          	8.45        	0.4817      	0.9412      	0.007749    
1           	26          	8.4         	0.4817      	0.9424      	0.00742     
1           	27          	8.35        	0.482       	0.9418      	0.008631    
1           	28          	8.4         	0.4812      	0.939       	0.009586    
1           	29          	8.4         	0.4811      	0.9385      	0.01001     
1           	30          	8.35        	0.4791      	0.9339      	0.01029     
1           	31          	8.7         	0.4768      	0.9281      	0.01099     
1           	32          	8.7         	0.4765      	0.9269      	0.01176     
1           	33          	8.8         	0.4739      	0.9215      	0.01233     
1           	34          	8.85        	0.4735      	0.9202      	0.01236     
1           	35          	8.85        	0.4728      	0.9182      	0.01386     
1           	36          	8.75        	0.474       	0.9195      	0.01508     
1           	37          	8.7         	0.4716      	0.9136      	0.01608     
1           	38          	8.8         	0.4731      	0.9167      	0.01552     
1           	39          	8.7         	0.4729      	0.9158      	0.01643     
1           	40          	8.75        	0.4748      	0.9184      	0.01723     
1           	41          	8.95        	0.4741      	0.9165      	0.0181      
1           	42          	8.8         	0.4763      	0.9209      	0.01839     
1           	43          	8.75        	0.4737      	0.9143      	0.0192      
1           	44          	8.85        	0.4717      	0.9091      	0.0202      
1           	45          	8.75        	0.4717      	0.9082      	0.02025     
1           	46          	8.75        	0.473       	0.9097      	0.02155     
1           	47          	8.75        	0.4704      	0.9034      	0.02253     
1           	48          	8.75        	0.4693      	0.9006      	0.02297     
