generation  	alive.rpl   	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
134         	1           	8.5         	0.4214      	0.7773      	0.05338     
135         	1           	8.55        	0.4211      	0.7759      	0.05445     
136         	1           	8.75        	0.4181      	0.7688      	0.05568     
137         	1           	8.75        	0.4177      	0.7692      	0.05442     
138         	1           	8.75        	0.4176      	0.7694      	0.05439     
139         	1           	8.7         	0.4149      	0.7642      	0.05435     
140         	1           	8.6         	0.4148      	0.7629      	0.05561     
141         	1           	8.85        	0.4149      	0.765       	0.05324     
142         	1           	8.85        	0.4102      	0.7552      	0.05375     
143         	1           	8.75        	0.4087      	0.7505      	0.05577     
144         	1           	8.7         	0.4085      	0.7526      	0.05359     
145         	1           	8.65        	0.4063      	0.7469      	0.05491     
146         	1           	8.85        	0.4062      	0.7464      	0.05544     
147         	1           	8.9         	0.4053      	0.7435      	0.05668     
148         	1           	8.65        	0.4066      	0.7465      	0.05576     
149         	1           	8.7         	0.4051      	0.743       	0.05676     
150         	1           	8.7         	0.4035      	0.7379      	0.05879     
151         	1           	8.6         	0.4026      	0.736       	0.05846     
152         	1           	8.7         	0.402       	0.7351      	0.05798     
153         	1           	8.95        	0.4028      	0.7377      	0.05711     
154         	1           	8.8         	0.4056      	0.7402      	0.06018     
155         	1           	8.85        	0.4037      	0.7371      	0.0597      
156         	1           	8.7         	0.4052      	0.7401      	0.05968     
157         	1           	8.8         	0.4058      	0.7405      	0.0601      
158         	1           	8.75        	0.4045      	0.7384      	0.06032     
159         	1           	8.8         	0.408       	0.7453      	0.06034     
160         	1           	8.75        	0.4079      	0.7442      	0.06109     
161         	1           	8.9         	0.4096      	0.7474      	0.0611      
162         	1           	8.8         	0.4127      	0.7506      	0.06435     
163         	1           	8.85        	0.411       	0.7462      	0.06553     
164         	1           	8.85        	0.4093      	0.7421      	0.06605     
165         	1           	9           	0.4091      	0.741       	0.06689     
166         	1           	8.85        	0.4106      	0.7426      	0.06773     
167         	1           	8.9         	0.4109      	0.7432      	0.0684      
168         	1           	8.9         	0.4112      	0.7438      	0.06811     
169         	1           	8.95        	0.4091      	0.742       	0.065       
170         	1           	8.7         	0.403       	0.7326      	0.06164     
171         	1           	8.9         	0.4031      	0.7334      	0.06111     
172         	1           	8.9         	0.4037      	0.7336      	0.06226     
173         	1           	8.85        	0.4006      	0.7299      	0.05971     
174         	1           	8.75        	0.4004      	0.7295      	0.06004     
175         	1           	8.6         	0.4042      	0.7366      	0.06022     
176         	1           	8.55        	0.4054      	0.7388      	0.06017     
177         	1           	8.45        	0.4019      	0.7314      	0.06054     
178         	1           	8.35        	0.4058      	0.7386      	0.06079     
179         	1           	8.6         	0.4077      	0.7425      	0.06011     
180         	1           	8.5         	0.4081      	0.7434      	0.06024     
181         	1           	8.45        	0.4055      	0.7388      	0.06047     
182         	1           	8.45        	0.4092      	0.7448      	0.06197     
183         	1           	8.55        	0.4105      	0.7467      	0.06235     
184         	1           	8.55        	0.4096      	0.7448      	0.06217     
185         	1           	8.55        	0.4114      	0.7472      	0.06301     
186         	1           	8.65        	0.4106      	0.7444      	0.06436     
187         	1           	8.55        	0.4084      	0.7407      	0.06338     
188         	1           	8.55        	0.4055      	0.7345      	0.0641      
189         	1           	8.85        	0.4028      	0.73        	0.06263     
190         	1           	8.85        	0.3999      	0.7257      	0.06104     
191         	1           	8.65        	0.3998      	0.726       	0.06047     
192         	1           	8.55        	0.4025      	0.7309      	0.06089     
193         	1           	8.55        	0.4018      	0.7302      	0.06002     
194         	1           	8.65        	0.402       	0.7306      	0.06051     
195         	1           	8.5         	0.4027      	0.7321      	0.06072     
196         	1           	8.5         	0.4013      	0.7322      	0.05808     
197         	1           	8.5         	0.4007      	0.7296      	0.05911     
198         	1           	8.8         	0.3966      	0.7225      	0.05815     
199         	1           	8.9         	0.3942      	0.7201      	0.05609     
200         	1           	9.05        	0.3895      	0.7123      	0.05463     
201         	1           	8.85        	0.3885      	0.7103      	0.0545      
202         	1           	8.9         	0.3888      	0.712       	0.05346     
203         	1           	9           	0.3926      	0.7209      	0.05151     
204         	1           	8.75        	0.3902      	0.7163      	0.05104     
205         	1           	8.95        	0.3887      	0.7142      	0.05067     
206         	1           	8.9         	0.3911      	0.7191      	0.05082     
207         	1           	8.75        	0.3911      	0.7183      	0.0516      
208         	1           	8.8         	0.3882      	0.7126      	0.05083     
209         	1           	8.7         	0.3897      	0.7135      	0.05347     
210         	1           	8.75        	0.3879      	0.7104      	0.05311     
211         	1           	8.7         	0.3888      	0.7114      	0.05419     
212         	1           	8.8         	0.3889      	0.71        	0.05618     
213         	1           	8.85        	0.3919      	0.7127      	0.05963     
214         	1           	8.65        	0.3922      	0.7126      	0.05955     
215         	1           	8.75        	0.3897      	0.707       	0.06066     
216         	1           	8.75        	0.3887      	0.7034      	0.06212     
217         	1           	8.5         	0.3868      	0.7006      	0.06073     
218         	1           	8.55        	0.3868      	0.6996      	0.06261     
219         	1           	8.6         	0.3862      	0.699       	0.06214     
220         	1           	8.85        	0.3856      	0.6981      	0.06212     
221         	1           	8.7         	0.3824      	0.691       	0.06283     
222         	1           	8.55        	0.3832      	0.6909      	0.06505     
223         	1           	8.85        	0.3831      	0.6894      	0.06563     
224         	1           	8.95        	0.3827      	0.6896      	0.06487     
225         	1           	8.8         	0.3839      	0.6915      	0.06602     
226         	1           	9.1         	0.3808      	0.6884      	0.06274     
227         	1           	8.95        	0.3778      	0.6844      	0.06069     
228         	1           	8.75        	0.3802      	0.6883      	0.06176     
229         	1           	8.6         	0.3792      	0.6855      	0.06268     
230         	1           	8.7         	0.3783      	0.6837      	0.06295     
231         	1           	8.65        	0.381       	0.6879      	0.06362     
232         	1           	8.65        	0.3812      	0.6895      	0.06266     
233         	1           	8.8         	0.3819      	0.6911      	0.06311     
234         	1           	8.75        	0.3816      	0.6927      	0.06121     
235         	1           	8.65        	0.3808      	0.6909      	0.06176     
236         	1           	8.75        	0.3785      	0.6871      	0.06121     
237         	1           	8.9         	0.3734      	0.6795      	0.05836     
238         	1           	8.75        	0.3716      	0.6753      	0.05889     
239         	1           	8.75        	0.3702      	0.6734      	0.05776     
240         	1           	8.85        	0.3664      	0.6645      	0.05862     
241         	1           	8.65        	0.3657      	0.6638      	0.05798     
242         	1           	8.75        	0.3624      	0.6575      	0.05788     
243         	1           	8.65        	0.3635      	0.6577      	0.06025     
244         	1           	8.75        	0.3627      	0.6562      	0.06007     
245         	1           	8.8         	0.3601      	0.6512      	0.06002     
246         	1           	8.75        	0.3611      	0.6517      	0.06162     
247         	1           	8.8         	0.3562      	0.643       	0.06036     
248         	1           	8.7         	0.3572      	0.6441      	0.06144     
249         	1           	8.95        	0.3512      	0.6331      	0.06068     
250         	1           	8.7         	0.3502      	0.6316      	0.06031     
251         	1           	8.8         	0.3492      	0.6296      	0.0603      
252         	1           	8.7         	0.3447      	0.6213      	0.05954     
253         	1           	9.05        	0.3458      	0.6217      	0.06132     
254         	1           	8.95        	0.3445      	0.6181      	0.06233     
255         	1           	8.95        	0.3424      	0.615       	0.06107     
256         	1           	9           	0.3412      	0.6134      	0.06046     
257         	1           	9.1         	0.3396      	0.6077      	0.06303     
258         	1           	9.05        	0.3396      	0.6102      	0.06041     
259         	1           	9           	0.3364      	0.605       	0.05891     
260         	1           	8.95        	0.3374      	0.6071      	0.05798     
261         	1           	9           	0.3347      	0.6021      	0.05785     
262         	1           	9           	0.3335      	0.5986      	0.05871     
263         	1           	9.15        	0.3324      	0.5957      	0.05971     
264         	1           	8.95        	0.3299      	0.5887      	0.06148     
265         	1           	9.1         	0.3283      	0.5852      	0.06218     
266         	1           	9.15        	0.3276      	0.5836      	0.06258     
267         	1           	9.2         	0.327       	0.584       	0.06109     
268         	1           	9.15        	0.3295      	0.5902      	0.05969     
269         	1           	9.15        	0.3271      	0.5869      	0.05843     
270         	1           	9.1         	0.3228      	0.5787      	0.05819     
271         	1           	9.05        	0.3244      	0.5813      	0.05875     
272         	1           	9.05        	0.3239      	0.5803      	0.05872     
273         	1           	9           	0.3253      	0.5832      	0.05823     
274         	1           	9.1         	0.3231      	0.5797      	0.05721     
275         	1           	8.95        	0.3223      	0.5783      	0.05706     
276         	1           	8.95        	0.3193      	0.5711      	0.05813     
277         	1           	9.05        	0.3167      	0.5661      	0.05815     
278         	1           	9.1         	0.3182      	0.5694      	0.05773     
279         	1           	9.15        	0.3191      	0.5693      	0.05948     
280         	1           	9.25        	0.3217      	0.5757      	0.05818     
281         	1           	9.15        	0.3246      	0.579       	0.06069     
282         	1           	8.9         	0.3246      	0.5801      	0.05929     
283         	1           	9.1         	0.3183      	0.5673      	0.05924     
284         	1           	9.1         	0.3185      	0.5677      	0.05926     
285         	1           	9.15        	0.3189      	0.5666      	0.0609      
286         	1           	9.05        	0.3179      	0.5665      	0.05917     
287         	1           	9.1         	0.3166      	0.5652      	0.0577      
288         	1           	8.85        	0.3159      	0.564       	0.05754     
289         	1           	8.7         	0.316       	0.5649      	0.05707     
290         	1           	8.8         	0.3177      	0.5669      	0.05861     
291         	1           	8.85        	0.3183      	0.5687      	0.05729     
292         	1           	8.85        	0.3144      	0.5612      	0.05726     
293         	1           	8.95        	0.3147      	0.5634      	0.0557      
294         	1           	8.8         	0.3162      	0.5659      	0.05592     
295         	1           	8.7         	0.319       	0.5691      	0.05813     
296         	1           	8.9         	0.3157      	0.5598      	0.06076     
297         	1           	8.75        	0.3175      	0.5647      	0.05932     
298         	1           	8.65        	0.3136      	0.5538      	0.06239     
299         	1           	8.7         	0.3151      	0.5548      	0.06424     
300         	1           	8.85        	0.3166      	0.5559      	0.06631     
301         	1           	8.85        	0.3176      	0.5558      	0.06845     
302         	1           	9           	0.3183      	0.5568      	0.06928     
303         	1           	8.95        	0.319       	0.5554      	0.07216     
304         	1           	8.8         	0.3139      	0.5478      	0.06961     
305         	1           	8.9         	0.3127      	0.5424      	0.07326     
306         	1           	8.9         	0.314       	0.5439      	0.07427     
307         	1           	8.9         	0.3159      	0.5489      	0.07324     
308         	1           	9           	0.3152      	0.547       	0.07389     
309         	1           	8.95        	0.3093      	0.5333      	0.07612     
310         	1           	9           	0.3056      	0.5257      	0.07609     
311         	1           	9.1         	0.3034      	0.5223      	0.07551     
312         	1           	9           	0.3046      	0.5268      	0.07353     
313         	1           	9.05        	0.3021      	0.5229      	0.07228     
314         	1           	9.1         	0.3006      	0.5217      	0.07056     
315         	1           	9           	0.2975      	0.5135      	0.07284     
316         	1           	8.85        	0.2995      	0.5169      	0.07302     
317         	1           	9.05        	0.3005      	0.5201      	0.07199     
318         	1           	8.9         	0.3046      	0.5235      	0.07668     
319         	1           	8.95        	0.3049      	0.5257      	0.07514     
320         	1           	8.95        	0.3061      	0.5293      	0.07408     
321         	1           	8.95        	0.3063      	0.5303      	0.07325     
322         	1           	9.05        	0.3071      	0.5311      	0.07395     
323         	1           	9.1         	0.3103      	0.5347      	0.07628     
324         	1           	9.05        	0.3127      	0.5388      	0.0765      
325         	1           	8.95        	0.3121      	0.5376      	0.07696     
326         	1           	8.95        	0.313       	0.5411      	0.07536     
327         	1           	9           	0.3138      	0.5432      	0.07469     
328         	1           	9.1         	0.3136      	0.541       	0.07626     
329         	1           	9           	0.3134      	0.5411      	0.07544     
330         	1           	9.1         	0.31        	0.534       	0.07609     
331         	1           	9           	0.308       	0.5335      	0.07261     
332         	1           	9.05        	0.3075      	0.5331      	0.07257     
333         	1           	9.2         	0.3113      	0.5396      	0.07348     
334         	1           	9.15        	0.3099      	0.5337      	0.07684     
335         	1           	9           	0.3127      	0.5377      	0.07853     
336         	1           	8.85        	0.3071      	0.5301      	0.07558     
337         	1           	8.8         	0.3049      	0.5255      	0.07607     
338         	1           	8.9         	0.3076      	0.5284      	0.07801     
339         	1           	8.9         	0.3041      	0.5223      	0.07747     
340         	1           	8.85        	0.3002      	0.5148      	0.07728     
341         	1           	8.9         	0.2994      	0.5158      	0.07468     
342         	1           	8.8         	0.298       	0.5124      	0.07488     
343         	1           	8.85        	0.2969      	0.5106      	0.07432     
344         	1           	8.8         	0.2963      	0.5101      	0.07369     
345         	1           	8.75        	0.2967      	0.5104      	0.07409     
346         	1           	8.9         	0.2963      	0.5094      	0.07443     
347         	1           	8.95        	0.296       	0.5094      	0.07347     
348         	1           	8.95        	0.2928      	0.5029      	0.07361     
349         	1           	8.85        	0.2932      	0.5059      	0.07156     
350         	1           	8.85        	0.2946      	0.5079      	0.07199     
351         	1           	8.95        	0.2907      	0.4985      	0.07395     
352         	1           	9.1         	0.2906      	0.4993      	0.07331     
353         	1           	9.25        	0.2905      	0.5016      	0.07075     
354         	1           	9.2         	0.2891      	0.4994      	0.07025     
355         	1           	9.2         	0.2878      	0.4989      	0.06786     
356         	1           	9.15        	0.2882      	0.501       	0.06635     
357         	1           	9.05        	0.2856      	0.496       	0.06568     
358         	1           	8.9         	0.2816      	0.4892      	0.06478     
359         	1           	9.2         	0.2814      	0.4873      	0.06641     
360         	1           	9.3         	0.281       	0.4858      	0.067       
361         	1           	9.25        	0.2795      	0.4802      	0.07037     
362         	1           	9.25        	0.2827      	0.4859      	0.071       
363         	1           	9.15        	0.2801      	0.4795      	0.07215     
364         	1           	9.15        	0.2792      	0.4778      	0.07215     
365         	1           	9.35        	0.2809      	0.4794      	0.07435     
366         	1           	9.15        	0.2793      	0.4769      	0.07391     
367         	1           	9.1         	0.2756      	0.4695      	0.07383     
368         	1           	9.15        	0.2757      	0.4686      	0.07508     
369         	1           	9.15        	0.2716      	0.4622      	0.07315     
370         	1           	9           	0.2717      	0.4602      	0.07557     
371         	1           	8.95        	0.2684      	0.4541      	0.075       
372         	1           	9.05        	0.2681      	0.453       	0.07596     
373         	1           	9.15        	0.2683      	0.4533      	0.07591     
374         	1           	9           	0.2665      	0.4512      	0.07441     
375         	1           	9           	0.268       	0.4544      	0.07422     
376         	1           	8.85        	0.2684      	0.4546      	0.07433     
377         	1           	8.8         	0.2687      	0.4565      	0.07294     
378         	1           	8.7         	0.2698      	0.4577      	0.07364     
379         	1           	8.95        	0.2693      	0.4592      	0.07126     
380         	1           	8.8         	0.2688      	0.4577      	0.07208     
381         	1           	8.85        	0.2682      	0.4565      	0.07231     
382         	1           	8.8         	0.2746      	0.4686      	0.07258     
383         	1           	8.9         	0.278       	0.4758      	0.07228     
384         	1           	9           	0.2771      	0.4726      	0.07392     
385         	1           	8.9         	0.276       	0.4694      	0.07503     
386         	1           	8.9         	0.2754      	0.4677      	0.07551     
387         	1           	8.7         	0.2728      	0.4627      	0.07534     
388         	1           	8.65        	0.2697      	0.4549      	0.07702     
389         	1           	8.45        	0.275       	0.4672      	0.075       
390         	1           	8.45        	0.2786      	0.4724      	0.07694     
391         	1           	8.45        	0.2789      	0.4729      	0.07697     
392         	1           	8.5         	0.2786      	0.4749      	0.07433     
393         	1           	8.35        	0.2785      	0.4738      	0.07519     
394         	1           	8.5         	0.2776      	0.4744      	0.07302     
395         	1           	8.5         	0.276       	0.47        	0.07383     
396         	1           	8.3         	0.278       	0.4729      	0.07466     
397         	1           	8.5         	0.2764      	0.4702      	0.07415     
398         	1           	8.5         	0.2748      	0.4705      	0.0706      
399         	1           	8.7         	0.2723      	0.4672      	0.06902     
400         	1           	8.55        	0.2746      	0.4707      	0.06988     
401         	1           	8.65        	0.2763      	0.4739      	0.07019     
402         	1           	8.65        	0.2784      	0.4754      	0.07266     
403         	1           	8.7         	0.2789      	0.4749      	0.074       
404         	1           	8.55        	0.2801      	0.4763      	0.07497     
405         	1           	8.45        	0.2795      	0.475       	0.07517     
406         	1           	8.55        	0.2799      	0.4771      	0.07376     
407         	1           	8.55        	0.278       	0.476       	0.07102     
408         	1           	8.6         	0.2821      	0.4855      	0.06979     
409         	1           	8.5         	0.2815      	0.4844      	0.06947     
410         	1           	8.4         	0.2836      	0.4892      	0.06916     
411         	1           	8.45        	0.2836      	0.4888      	0.06966     
412         	1           	8.55        	0.2827      	0.4867      	0.06998     
413         	1           	8.55        	0.2819      	0.4834      	0.07185     
414         	1           	8.45        	0.2841      	0.4833      	0.07632     
415         	1           	8.5         	0.2811      	0.4755      	0.07852     
416         	1           	8.4         	0.2806      	0.4751      	0.07825     
417         	1           	8.4         	0.2826      	0.4763      	0.08086     
418         	1           	8.5         	0.2786      	0.468       	0.08159     
419         	1           	8.65        	0.2813      	0.4716      	0.08335     
420         	1           	8.55        	0.2787      	0.4668      	0.08278     
421         	1           	8.5         	0.2796      	0.4665      	0.08466     
422         	1           	8.45        	0.2745      	0.4544      	0.08705     
423         	1           	8.35        	0.2762      	0.4581      	0.08646     
424         	1           	8.4         	0.2727      	0.4537      	0.0839      
425         	1           	8.45        	0.2716      	0.4518      	0.08337     
426         	1           	8.3         	0.2687      	0.4463      	0.08291     
427         	1           	8.45        	0.2693      	0.4464      	0.08393     
428         	1           	8.45        	0.2669      	0.4404      	0.08536     
429         	1           	8.55        	0.2651      	0.4384      	0.08408     
430         	1           	8.6         	0.2632      	0.4353      	0.08331     
431         	1           	8.65        	0.2657      	0.4402      	0.08352     
432         	1           	8.45        	0.2644      	0.4399      	0.08093     
433         	1           	8.4         	0.2646      	0.4406      	0.08067     
434         	1           	8.35        	0.2662      	0.444       	0.08019     
435         	1           	8.6         	0.2653      	0.4406      	0.08174     
436         	1           	8.5         	0.2643      	0.4385      	0.08172     
437         	1           	8.6         	0.2658      	0.4412      	0.08186     
438         	1           	8.8         	0.2672      	0.4466      	0.0791      
439         	1           	8.75        	0.2705      	0.4538      	0.07801     
440         	1           	8.7         	0.2666      	0.4478      	0.0766      
441         	1           	8.75        	0.2648      	0.4434      	0.07734     
442         	1           	8.65        	0.267       	0.4462      	0.07878     
443         	1           	8.45        	0.2661      	0.4447      	0.0789      
444         	1           	8.6         	0.2693      	0.4494      	0.0803      
445         	1           	8.5         	0.2728      	0.4552      	0.08178     
446         	1           	8.6         	0.273       	0.4536      	0.08356     
447         	1           	8.55        	0.2737      	0.4565      	0.08173     
448         	1           	8.5         	0.2736      	0.4559      	0.08259     
449         	1           	8.45        	0.2713      	0.4528      	0.08101     
450         	1           	8.7         	0.2705      	0.4504      	0.082       
451         	1           	8.65        	0.2672      	0.4427      	0.08319     
452         	1           	8.45        	0.2736      	0.4542      	0.0839      
453         	1           	8.7         	0.2708      	0.4481      	0.08466     
454         	1           	9.05        	0.2674      	0.4415      	0.08434     
455         	1           	8.85        	0.2637      	0.4352      	0.08362     
456         	1           	8.8         	0.2634      	0.4363      	0.08186     
457         	1           	8.8         	0.2606      	0.4293      	0.0837      
458         	1           	8.65        	0.262       	0.4318      	0.08405     
459         	1           	8.75        	0.2634      	0.4345      	0.08439     
460         	1           	8.6         	0.2607      	0.4292      	0.08446     
461         	1           	8.65        	0.2621      	0.4338      	0.0826      
462         	1           	8.55        	0.2582      	0.4287      	0.07952     
463         	1           	8.55        	0.262       	0.4338      	0.08186     
464         	1           	8.4         	0.2617      	0.4292      	0.08587     
465         	1           	8.4         	0.2606      	0.4276      	0.08506     
466         	1           	8.5         	0.2577      	0.4232      	0.08338     
467         	1           	8.3         	0.2571      	0.4232      	0.08188     
468         	1           	8.35        	0.2556      	0.4195      	0.0826      
469         	1           	8.4         	0.2507      	0.4099      	0.08289     
470         	1           	8.6         	0.2492      	0.4095      	0.08003     
471         	1           	8.4         	0.2491      	0.4067      	0.0826      
472         	1           	8.2         	0.2501      	0.4074      	0.0838      
473         	1           	8.5         	0.2488      	0.4037      	0.08502     
474         	1           	8.5         	0.2482      	0.4025      	0.08517     
475         	1           	8.65        	0.2485      	0.4007      	0.08772     
476         	1           	8.6         	0.2476      	0.4007      	0.08601     
477         	1           	8.6         	0.2469      	0.3979      	0.08727     
478         	1           	8.7         	0.2467      	0.3971      	0.08792     
479         	1           	8.6         	0.2474      	0.4         	0.0866      
480         	1           	8.7         	0.244       	0.3964      	0.08331     
481         	1           	8.85        	0.2431      	0.3929      	0.08507     
482         	1           	8.8         	0.2442      	0.3964      	0.08391     
483         	1           	8.75        	0.2493      	0.4056      	0.08436     
484         	1           	8.95        	0.2485      	0.405       	0.08318     
