replicate   	generation  	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
1           	41          	10          	0.3484      	0.6756      	0.01208     
1           	42          	10          	0.346       	0.6696      	0.013       
1           	43          	9.95        	0.3442      	0.6663      	0.01325     
1           	44          	9.95        	0.3402      	0.6589      	0.01299     
1           	45          	9.95        	0.3354      	0.6495      	0.01309     
1           	46          	9.9         	0.3317      	0.6418      	0.01342     
1           	47          	9.95        	0.3314      	0.6422      	0.01281     
1           	48          	9.9         	0.3279      	0.6346      	0.01307     
1           	49          	9.95        	0.3268      	0.6317      	0.01401     
1           	50          	10          	0.3264      	0.6309      	0.01403     
1           	51          	9.9         	0.3253      	0.6285      	0.01437     
1           	52          	10          	0.3192      	0.6167      	0.01447     
1           	53          	9.95        	0.3131      	0.6047      	0.01455     
1           	54          	9.95        	0.3088      	0.5951      	0.0157      
1           	55          	9.95        	0.307       	0.5918      	0.01494     
1           	56          	9.9         	0.3049      	0.588       	0.01462     
1           	57          	9.9         	0.3045      	0.5863      	0.01564     
1           	58          	9.9         	0.3041      	0.5849      	0.01649     
1           	59          	9.9         	0.3008      	0.5775      	0.01712     
1           	60          	9.9         	0.2935      	0.5629      	0.01776     
1           	61          	9.9         	0.2891      	0.5556      	0.01622     
1           	62          	9.95        	0.2848      	0.5468      	0.01646     
1           	63          	9.9         	0.2861      	0.5495      	0.01621     
1           	64          	10          	0.292       	0.5605      	0.01634     
1           	65          	10          	0.2854      	0.548       	0.01596     
1           	66          	10          	0.2834      	0.5442      	0.01578     
1           	67          	10          	0.2788      	0.5356      	0.01575     
1           	68          	10          	0.2714      	0.5209      	0.01587     
1           	69          	10          	0.2667      	0.511       	0.01684     
1           	70          	9.95        	0.2636      	0.5043      	0.01729     
1           	71          	9.95        	0.2568      	0.4909      	0.01722     
1           	72          	9.95        	0.2486      	0.4744      	0.01778     
1           	73          	10          	0.2485      	0.4742      	0.01786     
1           	74          	10          	0.2458      	0.4695      	0.0171      
1           	75          	10          	0.2443      	0.4665      	0.01736     
1           	76          	10          	0.2445      	0.4657      	0.01865     
1           	77          	10          	0.2405      	0.459       	0.01745     
1           	78          	10          	0.236       	0.4509      	0.01693     
1           	79          	10          	0.2312      	0.4417      	0.01639     
1           	80          	10          	0.2316      	0.4426      	0.01627     
1           	81          	10          	0.2291      	0.4385      	0.01555     
1           	82          	10          	0.2226      	0.4255      	0.01533     
1           	83          	10          	0.2212      	0.423       	0.01511     
1           	84          	10          	0.2171      	0.4142      	0.01538     
1           	85          	10          	0.2162      	0.4133      	0.0148      
1           	86          	10          	0.2143      	0.4099      	0.01424     
1           	87          	10          	0.2113      	0.4044      	0.01388     
1           	88          	10          	0.2066      	0.3953      	0.01383     
1           	89          	10          	0.2021      	0.3868      	0.01344     
1           	90          	10          	0.1969      	0.3753      	0.01431     
1           	91          	10          	0.196       	0.3736      	0.01433     
1           	92          	10          	0.1961      	0.3738      	0.01411     
1           	93          	10          	0.2008      	0.3824      	0.015       
1           	94          	10          	0.1975      	0.3748      	0.01576     
1           	95          	10          	0.1946      	0.369       	0.01557     
1           	96          	10          	0.1908      	0.3607      	0.01635     
1           	97          	10          	0.194       	0.3673      	0.01627     
1           	98          	10          	0.1922      	0.3628      	0.01738     
1           	99          	10          	0.1915      	0.3612      	0.01777     
1           	100         	10          	0.1882      	0.3548      	0.01767     
1           	101         	10          	0.1916      	0.362       	0.01714     
1           	102         	10          	0.1904      	0.3592      	0.01764     
1           	103         	10          	0.1866      	0.3517      	0.01796     
1           	104         	10          	0.1848      	0.3469      	0.01918     
1           	105         	10          	0.1813      	0.341       	0.01827     
1           	106         	10          	0.179       	0.3356      	0.01921     
1           	107         	10          	0.1759      	0.3287      	0.02001     
1           	108         	10          	0.175       	0.3262      	0.02063     
1           	109         	10          	0.1767      	0.3288      	0.02122     
1           	110         	10          	0.1727      	0.3206      	0.02162     
1           	111         	10          	0.1741      	0.3229      	0.02226     
1           	112         	10          	0.1742      	0.3237      	0.0217      
1           	113         	10          	0.1705      	0.317       	0.02109     
1           	114         	10          	0.1719      	0.319       	0.02181     
1           	115         	10          	0.17        	0.3148      	0.02207     
1           	116         	10          	0.1709      	0.3158      	0.02296     
1           	117         	10          	0.17        	0.3139      	0.02283     
1           	118         	10          	0.1686      	0.3116      	0.02259     
1           	119         	10          	0.1663      	0.3076      	0.02211     
1           	120         	10          	0.163       	0.3003      	0.02273     
1           	121         	10          	0.161       	0.2963      	0.02275     
1           	122         	10          	0.1618      	0.298       	0.02247     
1           	123         	10          	0.1594      	0.2926      	0.02327     
1           	124         	10          	0.1563      	0.2863      	0.02331     
1           	125         	9.95        	0.1548      	0.2838      	0.02311     
1           	126         	9.95        	0.1546      	0.282       	0.0248      
1           	127         	9.95        	0.1532      	0.2787      	0.02508     
1           	128         	10          	0.1525      	0.2767      	0.0258      
1           	129         	10          	0.1521      	0.2758      	0.0259      
1           	130         	10          	0.1515      	0.2735      	0.02725     
1           	131         	10          	0.1505      	0.2722      	0.02646     
1           	132         	10          	0.1489      	0.2688      	0.02668     
1           	133         	10          	0.1454      	0.2629      	0.02555     
1           	134         	10          	0.1452      	0.2616      	0.02668     
1           	135         	10          	0.1465      	0.2642      	0.02682     
1           	136         	10          	0.1479      	0.2654      	0.02821     
1           	137         	10          	0.1484      	0.2662      	0.02813     
1           	138         	10          	0.1493      	0.2674      	0.02865     
1           	139         	10          	0.1495      	0.267       	0.02953     
1           	140         	10          	0.1538      	0.2755      	0.02944     
1           	141         	10          	0.1524      	0.272       	0.03005     
1           	142         	10          	0.1526      	0.2724      	0.03031     
1           	143         	10          	0.1497      	0.2667      	0.03015     
1           	144         	10          	0.1522      	0.2734      	0.02848     
1           	145         	10          	0.1537      	0.2764      	0.02826     
1           	146         	10          	0.1512      	0.2727      	0.02691     
1           	147         	10          	0.1499      	0.2714      	0.02555     
1           	148         	10          	0.1471      	0.2658      	0.02568     
1           	149         	10          	0.1413      	0.2541      	0.02591     
1           	150         	10          	0.1415      	0.2549      	0.02562     
1           	151         	10          	0.1431      	0.2555      	0.02819     
1           	152         	10          	0.139       	0.2475      	0.02792     
1           	153         	10          	0.1392      	0.2481      	0.02797     
1           	154         	10          	0.1371      	0.2443      	0.02775     
1           	155         	10          	0.1374      	0.2453      	0.02708     
1           	156         	10          	0.1362      	0.2436      	0.02663     
1           	157         	10          	0.1364      	0.243       	0.02774     
1           	158         	10          	0.1357      	0.2412      	0.02822     
1           	159         	10          	0.1333      	0.2347      	0.03014     
1           	160         	10          	0.1313      	0.2297      	0.03103     
1           	161         	10          	0.1312      	0.2305      	0.02998     
1           	162         	10          	0.1335      	0.2349      	0.03022     
1           	163         	10          	0.1331      	0.233       	0.03135     
1           	164         	10          	0.132       	0.2307      	0.03132     
1           	165         	10          	0.1317      	0.2313      	0.03014     
1           	166         	10          	0.1299      	0.2278      	0.03009     
1           	167         	10          	0.1271      	0.2231      	0.02909     
1           	168         	10          	0.1264      	0.2217      	0.02903     
1           	169         	10          	0.1228      	0.2152      	0.02845     
1           	170         	10          	0.1214      	0.2125      	0.02862     
1           	171         	10          	0.1165      	0.2023      	0.02916     
1           	172         	10          	0.1138      	0.1977      	0.02839     
1           	173         	10          	0.1138      	0.1966      	0.02954     
1           	174         	10          	0.1111      	0.1905      	0.0303      
1           	175         	10          	0.1118      	0.1926      	0.02964     
1           	176         	9.95        	0.1131      	0.1946      	0.03033     
1           	177         	9.95        	0.1094      	0.1874      	0.03032     
1           	178         	10          	0.1077      	0.1847      	0.02959     
1           	179         	10          	0.1076      	0.1829      	0.03123     
1           	180         	10          	0.1046      	0.1776      	0.0306      
1           	181         	10          	0.1041      	0.1774      	0.02965     
1           	182         	10          	0.1046      	0.178       	0.03005     
1           	183         	10          	0.1032      	0.174       	0.03135     
1           	184         	10          	0.1031      	0.1738      	0.03148     
1           	185         	10          	0.104       	0.1753      	0.03161     
1           	186         	10          	0.1033      	0.1738      	0.03172     
1           	187         	10          	0.1041      	0.1766      	0.03049     
1           	188         	10          	0.1023      	0.1739      	0.0298      
1           	189         	10          	0.1045      	0.1773      	0.0307      
1           	190         	10          	0.102       	0.1721      	0.03098     
1           	191         	10          	0.104       	0.1756      	0.03144     
1           	192         	10          	0.1023      	0.1729      	0.03084     
1           	193         	10          	0.0991      	0.1663      	0.03097     
1           	194         	10          	0.09698     	0.1623      	0.03087     
1           	195         	10          	0.09697     	0.1609      	0.03225     
1           	196         	10          	0.09683     	0.1608      	0.03204     
1           	197         	10          	0.09978     	0.1662      	0.03245     
1           	198         	10          	0.09946     	0.1636      	0.03453     
1           	199         	10          	0.09812     	0.1624      	0.03298     
1           	200         	10          	0.09698     	0.1606      	0.03255     
1           	201         	10          	0.09612     	0.1595      	0.03196     
1           	202         	10          	0.09514     	0.1577      	0.03187     
1           	203         	10          	0.09586     	0.1592      	0.03168     
1           	204         	10          	0.09791     	0.1634      	0.03152     
1           	205         	10          	0.09697     	0.1606      	0.03244     
1           	206         	10          	0.09605     	0.1594      	0.03187     
1           	207         	10          	0.09737     	0.1607      	0.03323     
1           	208         	10          	0.09686     	0.1577      	0.03524     
1           	209         	10          	0.09516     	0.1547      	0.03497     
1           	210         	10          	0.09367     	0.1508      	0.03596     
1           	211         	10          	0.09638     	0.1538      	0.03837     
1           	212         	10          	0.09525     	0.1518      	0.03807     
1           	213         	10          	0.09455     	0.1513      	0.03724     
1           	214         	10          	0.09331     	0.1469      	0.03911     
1           	215         	10          	0.09134     	0.144       	0.03813     
1           	216         	10          	0.08971     	0.1412      	0.03758     
1           	217         	10          	0.09088     	0.1448      	0.03629     
1           	218         	10          	0.089       	0.1414      	0.03602     
1           	219         	10          	0.08685     	0.1373      	0.03587     
1           	220         	10          	0.08891     	0.1409      	0.03628     
1           	221         	10          	0.08974     	0.1422      	0.03659     
1           	222         	10          	0.08722     	0.1384      	0.03536     
1           	223         	10          	0.08706     	0.1388      	0.03456     
1           	224         	10          	0.08576     	0.1364      	0.03439     
1           	225         	10          	0.08398     	0.1315      	0.03582     
1           	226         	10          	0.08442     	0.1329      	0.03537     
1           	227         	10          	0.08212     	0.1268      	0.03692     
1           	228         	10          	0.0812      	0.1243      	0.03762     
1           	229         	10          	0.07825     	0.1183      	0.03778     
1           	230         	10          	0.07757     	0.1177      	0.03693     
1           	231         	10          	0.0771      	0.1176      	0.03599     
1           	232         	10          	0.07522     	0.1144      	0.03549     
1           	233         	10          	0.0734      	0.111       	0.0353      
1           	234         	10          	0.0741      	0.1121      	0.03561     
1           	235         	10          	0.07517     	0.114       	0.03585     
1           	236         	10          	0.07276     	0.1106      	0.0345      
1           	237         	10          	0.07162     	0.1091      	0.03365     
1           	238         	10          	0.06943     	0.1049      	0.03352     
1           	239         	10          	0.068       	0.1032      	0.03231     
1           	240         	10          	0.06698     	0.1023      	0.03123     
1           	241         	10          	0.06634     	0.1016      	0.03059     
1           	242         	10          	0.06865     	0.1053      	0.03159     
1           	243         	10          	0.06614     	0.1011      	0.03082     
1           	244         	10          	0.06708     	0.1021      	0.03161     
1           	245         	10          	0.06649     	0.1005      	0.03208     
1           	246         	10          	0.06509     	0.09744     	0.0324      
1           	247         	9.95        	0.06482     	0.09807     	0.03123     
1           	248         	9.95        	0.06479     	0.09888     	0.03031     
1           	249         	10          	0.06234     	0.09436     	0.02998     
1           	250         	10          	0.06141     	0.09277     	0.02967     
1           	251         	10          	0.06117     	0.09153     	0.03046     
1           	252         	10          	0.06089     	0.09141     	0.02998     
1           	253         	10          	0.06023     	0.08908     	0.03101     
1           	254         	10          	0.06151     	0.09044     	0.03225     
1           	255         	9.95        	0.0603      	0.08814     	0.03215     
1           	256         	10          	0.05781     	0.08414     	0.03117     
1           	257         	10          	0.05804     	0.08417     	0.03157     
1           	258         	10          	0.05638     	0.08197     	0.03042     
1           	259         	10          	0.05623     	0.08275     	0.02931     
1           	260         	10          	0.05514     	0.08124     	0.02864     
1           	261         	10          	0.05631     	0.0827      	0.02952     
1           	262         	10          	0.05567     	0.08122     	0.02971     
1           	263         	10          	0.05571     	0.08097     	0.03005     
1           	264         	10          	0.05907     	0.08522     	0.0325      
1           	265         	10          	0.05868     	0.08337     	0.03356     
1           	266         	10          	0.05786     	0.08088     	0.03447     
1           	267         	9.95        	0.05698     	0.08118     	0.03235     
1           	268         	9.95        	0.05716     	0.08251     	0.03132     
1           	269         	10          	0.05659     	0.08326     	0.0294      
1           	270         	10          	0.05698     	0.08236     	0.03111     
1           	271         	10          	0.05694     	0.08252     	0.03088     
1           	272         	10          	0.05668     	0.08166     	0.0312      
1           	273         	10          	0.05671     	0.08181     	0.03113     
1           	274         	10          	0.0572      	0.08287     	0.03105     
1           	275         	10          	0.05625     	0.08051     	0.03155     
1           	276         	10          	0.05738     	0.08083     	0.03353     
1           	277         	10          	0.05807     	0.08104     	0.0347      
1           	278         	10          	0.05846     	0.08209     	0.03441     
1           	279         	10          	0.05928     	0.08185     	0.03633     
1           	280         	10          	0.05894     	0.08095     	0.03652     
1           	281         	10          	0.05749     	0.07885     	0.03575     
1           	282         	10          	0.06021     	0.08397     	0.03605     
1           	283         	10          	0.05956     	0.08229     	0.03643     
1           	284         	10          	0.05871     	0.08008     	0.03693     
1           	285         	10          	0.05856     	0.07915     	0.03757     
1           	286         	10          	0.05817     	0.07802     	0.03793     
1           	287         	10          	0.05789     	0.07798     	0.03734     
1           	288         	10          	0.05791     	0.07836     	0.03701     
1           	289         	10          	0.05796     	0.07782     	0.03766     
1           	290         	10          	0.0579      	0.07671     	0.03866     
1           	291         	10          	0.05729     	0.07583     	0.03835     
1           	292         	10          	0.05707     	0.07587     	0.03789     
1           	293         	10          	0.05759     	0.07698     	0.03784     
1           	294         	10          	0.05516     	0.07299     	0.03697     
1           	295         	10          	0.056       	0.07493     	0.0367      
1           	296         	10          	0.0551      	0.07453     	0.03531     
1           	297         	10          	0.05507     	0.07491     	0.03488     
1           	298         	10          	0.05458     	0.07532     	0.03343     
1           	299         	10          	0.0559      	0.0763      	0.03507     
1           	300         	10          	0.0564      	0.07846     	0.03387     
1           	301         	10          	0.05655     	0.07996     	0.03264     
1           	302         	10          	0.05589     	0.07958     	0.03169     
1           	303         	10          	0.05624     	0.08014     	0.03181     
1           	304         	10          	0.05437     	0.07742     	0.03082     
1           	305         	10          	0.05616     	0.08174     	0.03003     
1           	306         	10          	0.05385     	0.078       	0.0292      
1           	307         	10          	0.05344     	0.07656     	0.02986     
1           	308         	10          	0.0526      	0.07365     	0.03115     
1           	309         	10          	0.05199     	0.07436     	0.0292      
1           	310         	10          	0.05133     	0.07391     	0.02832     
1           	311         	10          	0.05237     	0.07561     	0.02872     
1           	312         	10          	0.05102     	0.07408     	0.02753     
1           	313         	10          	0.05069     	0.07304     	0.02791     
1           	314         	10          	0.0489      	0.06956     	0.02782     
1           	315         	10          	0.04765     	0.06706     	0.02786     
1           	316         	10          	0.04729     	0.06797     	0.02623     
1           	317         	10          	0.04748     	0.06875     	0.02582     
1           	318         	10          	0.04816     	0.06996     	0.02596     
1           	319         	10          	0.04717     	0.06697     	0.02699     
1           	320         	10          	0.04784     	0.06829     	0.027       
1           	321         	10          	0.04716     	0.06621     	0.02772     
1           	322         	10          	0.04698     	0.06631     	0.02725     
1           	323         	10          	0.04678     	0.0652      	0.02797     
1           	324         	10          	0.04783     	0.06698     	0.02824     
1           	325         	10          	0.04819     	0.06749     	0.02845     
1           	326         	10          	0.04808     	0.06765     	0.02806     
1           	327         	10          	0.04754     	0.06745     	0.02713     
1           	328         	10          	0.04687     	0.06669     	0.02654     
1           	329         	10          	0.04648     	0.06643     	0.02601     
1           	330         	10          	0.04708     	0.06773     	0.02589     
1           	331         	10          	0.04733     	0.06834     	0.02574     
1           	332         	10          	0.04734     	0.06768     	0.02646     
1           	333         	10          	0.04861     	0.06769     	0.02898     
1           	334         	10          	0.04943     	0.06935     	0.02894     
1           	335         	10          	0.04862     	0.06944     	0.0272      
1           	336         	10          	0.04747     	0.06779     	0.02655     
1           	337         	10          	0.04579     	0.06504     	0.02593     
1           	338         	10          	0.04507     	0.0641      	0.02545     
1           	339         	10          	0.04514     	0.06384     	0.02586     
1           	340         	10          	0.04536     	0.064       	0.02614     
1           	341         	10          	0.04585     	0.06576     	0.02536     
1           	342         	10          	0.0469      	0.0672      	0.02602     
1           	343         	10          	0.04702     	0.06843     	0.02494     
1           	344         	10          	0.04547     	0.06485     	0.0255      
1           	345         	10          	0.04523     	0.06429     	0.02559     
1           	346         	10          	0.04391     	0.06224     	0.02507     
1           	347         	10          	0.04223     	0.05922     	0.02472     
1           	348         	10          	0.04262     	0.05828     	0.02645     
1           	349         	10          	0.04308     	0.0578      	0.02789     
1           	350         	10          	0.04262     	0.05684     	0.02797     
1           	351         	10          	0.0437      	0.05831     	0.02866     
1           	352         	10          	0.04265     	0.05611     	0.02879     
1           	353         	10          	0.04227     	0.05445     	0.02974     
1           	354         	10          	0.04429     	0.05679     	0.03143     
1           	355         	10          	0.04434     	0.05742     	0.03088     
1           	356         	10          	0.04442     	0.05576     	0.03274     
1           	357         	10          	0.04543     	0.05552     	0.03503     
1           	358         	10          	0.04451     	0.05427     	0.03446     
1           	359         	10          	0.04448     	0.05383     	0.03486     
1           	360         	10          	0.04525     	0.05535     	0.03487     
1           	361         	10          	0.04625     	0.05696     	0.03524     
1           	362         	10          	0.04592     	0.05547     	0.03611     
1           	363         	10          	0.04702     	0.05831     	0.03541     
1           	364         	10          	0.04805     	0.05925     	0.03654     
1           	365         	10          	0.0482      	0.0595      	0.03658     
1           	366         	10          	0.04893     	0.06014     	0.03739     
1           	367         	10          	0.04837     	0.05909     	0.03733     
1           	368         	10          	0.04761     	0.0579      	0.03703     
1           	369         	10          	0.04655     	0.05572     	0.03713     
1           	370         	10          	0.04497     	0.05368     	0.03602     
1           	371         	10          	0.04424     	0.05283     	0.03539     
1           	372         	10          	0.04485     	0.0531      	0.03633     
1           	373         	9.95        	0.04367     	0.05252     	0.03454     
1           	374         	9.95        	0.04386     	0.05294     	0.03447     
1           	375         	10          	0.04351     	0.05305     	0.03366     
1           	376         	10          	0.04263     	0.05186     	0.03312     
1           	377         	10          	0.04239     	0.05077     	0.03375     
1           	378         	10          	0.04191     	0.04986     	0.03372     
1           	379         	10          	0.04183     	0.04831     	0.03515     
1           	380         	10          	0.0427      	0.051       	0.03417     
1           	381         	10          	0.04277     	0.05098     	0.03432     
1           	382         	10          	0.04215     	0.05083     	0.03322     
1           	383         	10          	0.04165     	0.04978     	0.0333      
1           	384         	10          	0.04247     	0.05076     	0.03397     
1           	385         	10          	0.04253     	0.05112     	0.03372     
1           	386         	10          	0.04256     	0.05181     	0.03306     
1           	387         	10          	0.04209     	0.0514      	0.03252     
1           	388         	10          	0.04142     	0.05052     	0.03208     
1           	389         	10          	0.04095     	0.04984     	0.03181     
1           	390         	10          	0.04066     	0.04893     	0.03219     
1           	391         	10          	0.03989     	0.04768     	0.03191     
1           	392         	10          	0.03955     	0.04765     	0.03127     
1           	393         	10          	0.03999     	0.04794     	0.03186     
1           	394         	10          	0.03966     	0.04782     	0.03131     
1           	395         	10          	0.03865     	0.04664     	0.03048     
1           	396         	10          	0.03908     	0.04641     	0.0316      
1           	397         	10          	0.03879     	0.04518     	0.03226     
1           	398         	10          	0.03871     	0.04637     	0.03087     
1           	399         	10          	0.03958     	0.04725     	0.03173     
1           	400         	10          	0.03857     	0.04543     	0.03156     
1           	401         	10          	0.03837     	0.04482     	0.03178     
1           	402         	10          	0.03957     	0.04584     	0.03315     
1           	403         	10          	0.03962     	0.04635     	0.03274     
1           	404         	10          	0.03973     	0.04576     	0.03356     
1           	405         	10          	0.03982     	0.04522     	0.03429     
1           	406         	10          	0.03947     	0.04452     	0.0343      
1           	407         	10          	0.03909     	0.04486     	0.03319     
1           	408         	10          	0.03797     	0.04328     	0.03253     
1           	409         	10          	0.03653     	0.0421      	0.03082     
1           	410         	10          	0.03574     	0.04163     	0.0297      
1           	411         	10          	0.0349      	0.04143     	0.02818     
1           	412         	10          	0.03627     	0.04359     	0.02877     
1           	413         	10          	0.03651     	0.04425     	0.0286      
1           	414         	10          	0.03632     	0.04481     	0.02763     
1           	415         	10          	0.03588     	0.04567     	0.02583     
1           	416         	10          	0.03698     	0.04736     	0.02631     
1           	417         	10          	0.03781     	0.04959     	0.02568     
1           	418         	10          	0.03778     	0.04958     	0.02563     
1           	419         	10          	0.03933     	0.05262     	0.02561     
1           	420         	10          	0.03986     	0.05246     	0.02684     
1           	421         	10          	0.03929     	0.05148     	0.02668     
1           	422         	10          	0.03942     	0.05225     	0.02617     
1           	423         	10          	0.04077     	0.05399     	0.0271      
1           	424         	10          	0.04086     	0.05387     	0.02737     
1           	425         	10          	0.04081     	0.05421     	0.02695     
1           	426         	10          	0.04081     	0.05367     	0.02753     
1           	427         	10          	0.04156     	0.05384     	0.02887     
1           	428         	10          	0.04177     	0.05368     	0.02948     
1           	429         	10          	0.04153     	0.05411     	0.02856     
1           	430         	10          	0.04168     	0.05368     	0.0293      
1           	431         	10          	0.04213     	0.05485     	0.02895     
1           	432         	10          	0.04258     	0.05607     	0.02859     
1           	433         	10          	0.04196     	0.05448     	0.02898     
1           	434         	9.95        	0.0401      	0.05306     	0.02668     
1           	435         	10          	0.03954     	0.052       	0.02664     
1           	436         	9.95        	0.04058     	0.05266     	0.02801     
1           	437         	10          	0.04104     	0.05335     	0.02822     
1           	438         	10          	0.04121     	0.05358     	0.02832     
1           	439         	9.95        	0.04045     	0.05067     	0.02982     
1           	440         	10          	0.04077     	0.05148     	0.02959     
1           	441         	10          	0.041       	0.05129     	0.03025     
1           	442         	10          	0.04077     	0.05094     	0.03014     
1           	443         	10          	0.04154     	0.05302     	0.02952     
1           	444         	10          	0.04127     	0.05325     	0.02871     
1           	445         	10          	0.04164     	0.05432     	0.02838     
1           	446         	10          	0.04137     	0.05365     	0.02856     
1           	447         	10          	0.04128     	0.05372     	0.02829     
1           	448         	10          	0.04114     	0.05376     	0.02795     
1           	449         	10          	0.04028     	0.05249     	0.02753     
1           	450         	10          	0.04051     	0.05254     	0.02794     
1           	451         	10          	0.04099     	0.0529      	0.02852     
1           	452         	10          	0.04131     	0.05303     	0.02904     
1           	453         	10          	0.0414      	0.0528      	0.02944     
1           	454         	10          	0.04074     	0.05219     	0.02872     
1           	455         	10          	0.04067     	0.05347     	0.02721     
1           	456         	10          	0.03986     	0.05299     	0.02606     
1           	457         	10          	0.0411      	0.05507     	0.02642     
1           	458         	10          	0.04124     	0.0549      	0.02692     
1           	459         	10          	0.03986     	0.05398     	0.02504     
1           	460         	10          	0.04125     	0.05675     	0.02501     
1           	461         	10          	0.04115     	0.05721     	0.02429     
1           	462         	10          	0.04096     	0.05732     	0.02382     
1           	463         	10          	0.04243     	0.05824     	0.02585     
1           	464         	10          	0.04325     	0.05918     	0.02659     
1           	465         	10          	0.04297     	0.05851     	0.02664     
1           	466         	10          	0.04177     	0.05595     	0.02687     
1           	467         	10          	0.04238     	0.05663     	0.02738     
1           	468         	10          	0.0416      	0.05578     	0.0267      
1           	469         	10          	0.04361     	0.05817     	0.02834     
1           	470         	10          	0.04408     	0.05892     	0.02854     
1           	471         	10          	0.04329     	0.05779     	0.02816     
1           	472         	10          	0.04375     	0.05908     	0.02775     
1           	473         	10          	0.04437     	0.05856     	0.02962     
1           	474         	10          	0.04591     	0.06129     	0.02992     
1           	475         	9.95        	0.0454      	0.06018     	0.03002     
1           	476         	9.95        	0.04454     	0.05961     	0.02887     
1           	477         	10          	0.04438     	0.05867     	0.02947     
1           	478         	10          	0.04463     	0.05926     	0.02938     
1           	479         	10          	0.04347     	0.05829     	0.02799     
1           	480         	10          	0.04457     	0.06023     	0.02828     
1           	481         	10          	0.04466     	0.06105     	0.02763     
1           	482         	10          	0.04326     	0.05862     	0.02726     
1           	483         	10          	0.04257     	0.05709     	0.02742     
1           	484         	10          	0.04446     	0.0611      	0.02712     
1           	485         	10          	0.044       	0.05983     	0.02751     
1           	486         	10          	0.04464     	0.06018     	0.02844     
1           	487         	10          	0.04361     	0.0589      	0.02762     
1           	488         	10          	0.04337     	0.05851     	0.02755     
1           	489         	10          	0.0426      	0.05564     	0.02902     
1           	490         	10          	0.04181     	0.05486     	0.0282      
1           	491         	10          	0.04061     	0.05328     	0.02737     
1           	492         	10          	0.04083     	0.05308     	0.02805     
1           	493         	10          	0.04085     	0.05453     	0.02658     
1           	494         	10          	0.04044     	0.05464     	0.02562     
1           	495         	9.95        	0.04114     	0.05506     	0.02658     
1           	496         	10          	0.04058     	0.05396     	0.02664     
1           	497         	10          	0.04052     	0.0547      	0.02577     
1           	498         	10          	0.03957     	0.05275     	0.02588     
1           	499         	10          	0.03939     	0.0518      	0.02653     
1           	500         	10          	0.03945     	0.05083     	0.02763     
1           	501         	10          	0.03886     	0.05016     	0.02708     
1           	502         	10          	0.03888     	0.05056     	0.0267      
1           	503         	9.95        	0.03906     	0.04986     	0.02777     
1           	504         	10          	0.03829     	0.04989     	0.02616     
1           	505         	9.95        	0.03941     	0.05107     	0.02725     
1           	506         	10          	0.03901     	0.05095     	0.02655     
1           	507         	9.95        	0.03865     	0.05098     	0.02582     
1           	508         	9.95        	0.03883     	0.05013     	0.02704     
1           	509         	10          	0.03822     	0.04882     	0.02713     
1           	510         	10          	0.03838     	0.04807     	0.02828     
1           	511         	10          	0.03909     	0.04812     	0.02969     
