generation  	alive.rpl   	adlt.nbPops 	adlt.nbInd  	emigrants   	adlt.nbInd_p1	adlt.nbInd_p2	adlt.nbInd_p3	adlt.nbInd_p4	adlt.nbInd_p5	adlt.nbInd_p6
192         	18          	0.5833      	2.369e+05   	0.461       	5.328e+04   	4.587e+04   	3.64e+04    	4.215e+04   	2629        	7923        
193         	18          	0.5062      	2.233e+05   	0.3431      	5.234e+04   	4.51e+04    	3.433e+04   	4.062e+04   	1644        	5563        
194         	18          	0.6667      	2.393e+05   	0.3796      	5.315e+04   	4.465e+04   	3.199e+04   	3.872e+04   	1.28e+04    	3539        
195         	18          	0.9877      	2.879e+05   	0.4413      	5.362e+04   	4.481e+04   	2.985e+04   	4.253e+04   	2.275e+04   	2073        
196         	18          	0.9506      	2.828e+05   	0.6831      	5.24e+04    	4.451e+04   	2.752e+04   	4.098e+04   	2.249e+04   	1.299e+04   
197         	18          	0.9043      	2.755e+05   	0.4722      	5.308e+04   	4.365e+04   	2.6e+04     	3.975e+04   	2.202e+04   	1.252e+04   
198         	18          	1.201       	3.001e+05   	0.3152      	5.367e+04   	4.303e+04   	2.449e+04   	4.361e+04   	2.136e+04   	1.242e+04   
199         	18          	1           	2.925e+05   	0.2799      	5.397e+04   	4.21e+04    	2.337e+04   	4.21e+04    	2.049e+04   	1.207e+04   
200         	18          	1.201       	2.97e+05    	0.2391      	5.368e+04   	4.05e+04    	3.174e+04   	3.992e+04   	2.03e+04    	1.173e+04   
201         	18          	0.9136      	2.887e+05   	0.46        	5.359e+04   	3.872e+04   	3.144e+04   	3.799e+04   	1.915e+04   	1.122e+04   
202         	18          	0.9877      	2.292e+05   	0.4052      	5.414e+04   	4.378e+04   	3.915e+04   	4.178e+04   	1.799e+04   	1.046e+04   
203         	18          	0.6944      	2.393e+05   	0.3081      	5.455e+04   	4.212e+04   	4.632e+04   	4.017e+04   	1.658e+04   	9481        
204         	18          	1           	2.121e+05   	0.4245      	5.53e+04    	5.001e+04   	4.54e+04    	3.906e+04   	1.536e+04   	8440        
205         	18          	0.7778      	2.061e+05   	0.1616      	5.56e+04    	4.954e+04   	4.41e+04    	4.691e+04   	1.422e+04   	6919        
206         	18          	1.111       	2.077e+05   	0.2107      	5.539e+04   	4.788e+04   	4.26e+04    	4.559e+04   	1.304e+04   	5413        
207         	18          	0.9167      	2.078e+05   	0.4077      	5.562e+04   	4.641e+04   	4.047e+04   	4.39e+04    	1.261e+04   	3863        
208         	18          	0.6944      	2.062e+05   	0.6214      	5.4e+04     	4.487e+04   	3.806e+04   	4.176e+04   	1.202e+04   	2572        
209         	18          	1.015       	2.13e+05    	0.1926      	5.412e+04   	4.24e+04    	3.515e+04   	3.925e+04   	1.164e+04   	1473        
210         	18          	0.9167      	2.128e+05   	0.3821      	5.382e+04   	4.067e+04   	3.144e+04   	3.599e+04   	1.101e+04   	817.6       
211         	18          	0.5802      	2.116e+05   	0.1904      	5.282e+04   	3.835e+04   	2.763e+04   	3.24e+04    	1.037e+04   	422.2       
212         	18          	1.028       	2.028e+05   	0.3526      	5.304e+04   	4.121e+04   	3.724e+04   	2.947e+04   	2.045e+04   	215.5       
213         	18          	1.173       	2.426e+05   	0.3734      	5.308e+04   	3.88e+04    	3.48e+04    	2.891e+04   	1.947e+04   	1.253e+04   
214         	18          	0.8395      	2.714e+05   	0.436       	5.328e+04   	4.576e+04   	3.26e+04    	2.602e+04   	1.78e+04    	1.241e+04   
215         	18          	1           	2.784e+05   	0.4653      	5.307e+04   	4.44e+04    	3.091e+04   	2.44e+04    	1.602e+04   	1.228e+04   
216         	18          	1.111       	3.26e+05    	0.2859      	5.268e+04   	4.393e+04   	2.995e+04   	2.304e+04   	1.449e+04   	2.317e+04   
217         	18          	1.173       	3.119e+05   	0.6756      	5.232e+04   	4.827e+04   	2.939e+04   	2.201e+04   	1.246e+04   	2.269e+04   
218         	18          	1.222       	3.479e+05   	0.5715      	5.276e+04   	4.837e+04   	2.852e+04   	2.155e+04   	2.137e+04   	3.192e+04   
219         	18          	1.111       	3.248e+05   	0.3111      	5.521e+04   	4.833e+04   	3.55e+04    	2.082e+04   	1.995e+04   	3.088e+04   
220         	18          	1.028       	3.227e+05   	0.4339      	5.412e+04   	4.89e+04    	3.47e+04    	1.974e+04   	1.881e+04   	3.031e+04   
221         	18          	1.015       	3.318e+05   	0.4173      	5.592e+04   	4.896e+04   	3.326e+04   	1.839e+04   	2.668e+04   	3.736e+04   
222         	18          	1.608       	4.266e+05   	0.6913      	5.628e+04   	5.272e+04   	3.241e+04   	4.203e+04   	3.351e+04   	3.664e+04   
223         	18          	0.8056      	4.187e+05   	0.361       	5.673e+04   	5.444e+04   	3.132e+04   	4.104e+04   	3.225e+04   	3.522e+04   
224         	18          	1.111       	3.828e+05   	0.5612      	5.733e+04   	5.302e+04   	3.043e+04   	4.029e+04   	3.802e+04   	3.365e+04   
225         	18          	0.7932      	3.783e+05   	0.1808      	5.773e+04   	5.123e+04   	2.989e+04   	3.919e+04   	3.675e+04   	3.246e+04   
226         	18          	0.6821      	3.711e+05   	0.3634      	5.715e+04   	4.933e+04   	2.917e+04   	3.767e+04   	3.556e+04   	3.192e+04   
227         	18          	1.025       	3.583e+05   	0.3731      	5.739e+04   	4.858e+04   	2.83e+04    	3.65e+04    	3.302e+04   	3.101e+04   
228         	18          	0.7932      	3.461e+05   	0.3717      	5.724e+04   	4.674e+04   	2.717e+04   	3.536e+04   	2.994e+04   	3.057e+04   
229         	18          	0.6821      	3.433e+05   	0.7099      	5.681e+04   	4.524e+04   	2.581e+04   	4.066e+04   	2.672e+04   	3.007e+04   
230         	18          	1.015       	3.321e+05   	0.575       	5.692e+04   	4.33e+04    	2.458e+04   	3.883e+04   	2.245e+04   	2.897e+04   
231         	18          	1.238       	3.377e+05   	0.2901      	5.635e+04   	4.094e+04   	2.341e+04   	3.59e+04    	1.804e+04   	3.596e+04   
232         	18          	1.136       	3.209e+05   	0.7975      	5.559e+04   	3.848e+04   	2.297e+04   	3.292e+04   	1.381e+04   	3.455e+04   
233         	18          	1.111       	3.092e+05   	0.3025      	5.474e+04   	3.653e+04   	2.221e+04   	2.962e+04   	9860        	3.339e+04   
234         	18          	0.8395      	2.544e+05   	0.5178      	5.533e+04   	3.991e+04   	3.062e+04   	2.697e+04   	6416        	3.133e+04   
235         	18          	1.127       	2.5e+05     	0.1973      	5.524e+04   	4.002e+04   	2.989e+04   	2.399e+04   	3813        	2.966e+04   
236         	18          	0.7932      	2.47e+05    	0.3069      	5.482e+04   	3.952e+04   	2.933e+04   	2.269e+04   	2099        	2.743e+04   
237         	18          	0.7562      	2.313e+05   	0.5068      	5.451e+04   	4.472e+04   	2.789e+04   	2.136e+04   	1036        	2.501e+04   
238         	18          	0.9043      	2.77e+05    	0.151       	5.53e+04    	4.925e+04   	2.668e+04   	2.068e+04   	449.8       	2.26e+04    
239         	18          	1.111       	2.776e+05   	0.3751      	5.629e+04   	4.924e+04   	2.529e+04   	1.968e+04   	215.9       	1.993e+04   
240         	18          	1.284       	2.757e+05   	0.4023      	5.647e+04   	4.978e+04   	2.373e+04   	1.873e+04   	126         	1.679e+04   
241         	18          	1.09        	2.558e+05   	0.2957      	5.708e+04   	4.964e+04   	3.121e+04   	1.751e+04   	62.14       	1.373e+04   
242         	18          	1.099       	2.55e+05    	0.4066      	5.67e+04    	5.336e+04   	3.75e+04    	1.607e+04   	36.44       	2.077e+04   
243         	18          	0.7778      	2.459e+05   	0.2678      	5.684e+04   	5.392e+04   	3.648e+04   	1.483e+04   	39.42       	1.815e+04   
244         	18          	1.028       	2.37e+05    	0.3496      	5.739e+04   	5.295e+04   	4.174e+04   	1.378e+04   	31.84       	1.547e+04   
245         	18          	1           	2.36e+05    	0.7415      	5.763e+04   	5.227e+04   	4.125e+04   	1.321e+04   	22.25       	1.358e+04   
246         	18          	1.111       	2.383e+05   	0.2374      	5.761e+04   	5.102e+04   	4.018e+04   	1.267e+04   	32.35       	1.208e+04   
247         	18          	1.139       	2.635e+05   	0.3967      	5.754e+04   	5.013e+04   	4.478e+04   	2.293e+04   	1.247e+04   	1.096e+04   
248         	18          	1.015       	2.676e+05   	0.2798      	5.804e+04   	4.912e+04   	4.343e+04   	2.278e+04   	1.241e+04   	9938        
249         	18          	1.099       	2.483e+05   	0.4171      	5.816e+04   	4.727e+04   	4.19e+04    	2.292e+04   	1.239e+04   	8721        
250         	18          	0.9877      	2.305e+05   	0.5834      	5.728e+04   	4.698e+04   	4.076e+04   	3.219e+04   	1.222e+04   	7332        
251         	18          	0.6543      	2.097e+05   	0.2253      	5.694e+04   	5.004e+04   	4.214e+04   	3.228e+04   	1.198e+04   	5714        
252         	18          	1.09        	2.133e+05   	0.3609      	5.656e+04   	4.921e+04   	4.078e+04   	3.17e+04    	1.154e+04   	4070        
253         	18          	1.654       	3.205e+05   	0.5566      	5.661e+04   	4.799e+04   	4.499e+04   	3.093e+04   	2.182e+04   	2686        
254         	18          	0.9877      	3.242e+05   	0.4638      	5.695e+04   	4.658e+04   	4.355e+04   	3.014e+04   	2.094e+04   	1642        
255         	18          	1.472       	3.232e+05   	0.8006      	5.697e+04   	4.555e+04   	4.206e+04   	2.823e+04   	2.045e+04   	847.1       
256         	18          	1.015       	3.461e+05   	0.6662      	5.478e+04   	4.429e+04   	4.468e+04   	2.679e+04   	1.936e+04   	430.2       
257         	18          	1           	3.514e+05   	0.2749      	5.488e+04   	4.314e+04   	4.435e+04   	2.491e+04   	1.818e+04   	195.8       
258         	18          	1.472       	3.316e+05   	0.831       	5.444e+04   	4.828e+04   	4.317e+04   	3.117e+04   	2.65e+04    	87.67       
259         	18          	1.556       	3.363e+05   	0.6203      	5.46e+04    	4.752e+04   	4.21e+04    	2.889e+04   	2.526e+04   	71.36       
260         	18          	1.099       	3.527e+05   	0.3614      	5.476e+04   	4.609e+04   	4.051e+04   	2.673e+04   	2.446e+04   	1.24e+04    
261         	18          	1.608       	3.492e+05   	0.5929      	5.528e+04   	4.939e+04   	3.938e+04   	2.484e+04   	2.37e+04    	1.245e+04   
262         	18          	1.386       	3.518e+05   	0.6171      	5.564e+04   	4.852e+04   	3.779e+04   	2.344e+04   	2.282e+04   	1.23e+04    
263         	18          	1.386       	3.46e+05    	0.5125      	5.533e+04   	5.115e+04   	3.629e+04   	2.193e+04   	2.226e+04   	1.238e+04   
264         	18          	1.472       	3.53e+05    	0.5755      	5.59e+04    	5.026e+04   	3.511e+04   	2.103e+04   	2.182e+04   	1.229e+04   
265         	18          	1.583       	3.558e+05   	0.7144      	5.525e+04   	5.205e+04   	3.445e+04   	2.962e+04   	2.117e+04   	1.215e+04   
266         	18          	1.444       	3.514e+05   	0.5243      	5.385e+04   	5.122e+04   	3.32e+04    	2.847e+04   	1.997e+04   	1.182e+04   
267         	18          	1.719       	3.449e+05   	0.7468      	5.42e+04    	4.988e+04   	3.254e+04   	2.71e+04    	1.888e+04   	1.111e+04   
268         	18          	1.778       	3.571e+05   	0.8568      	5.436e+04   	4.901e+04   	3.192e+04   	2.569e+04   	1.747e+04   	3.142e+04   
269         	18          	1.275       	3.012e+05   	0.585       	5.034e+04   	4.819e+04   	3.136e+04   	2.441e+04   	1.62e+04    	3.869e+04   
270         	18          	1.275       	2.958e+05   	0.5444      	5.05e+04    	4.7e+04     	3.135e+04   	2.322e+04   	1.471e+04   	3.729e+04   
271         	18          	1.543       	3.113e+05   	0.4457      	5.039e+04   	4.923e+04   	3.092e+04   	2.166e+04   	1.353e+04   	3.539e+04   
272         	18          	1.386       	3.13e+05    	0.4466      	5.107e+04   	4.938e+04   	3.035e+04   	2.057e+04   	1.284e+04   	3.333e+04   
273         	18          	1.654       	3.076e+05   	0.4504      	5.145e+04   	4.883e+04   	2.944e+04   	1.956e+04   	2.319e+04   	3.12e+04    
274         	18          	1.21        	3.146e+05   	0.3251      	5.177e+04   	4.966e+04   	2.848e+04   	1.832e+04   	2.314e+04   	2.808e+04   
275         	18          	1.608       	3.169e+05   	0.5908      	5.046e+04   	4.96e+04    	2.751e+04   	1.7e+04     	2.293e+04   	2.498e+04   
276         	18          	1.608       	3.112e+05   	0.3858      	5.058e+04   	4.974e+04   	2.607e+04   	1.577e+04   	3.231e+04   	2.208e+04   
277         	18          	1.667       	3.247e+05   	0.523       	5.089e+04   	5.477e+04   	3.319e+04   	1.457e+04   	3.186e+04   	1.865e+04   
278         	18          	1.806       	3.351e+05   	0.3751      	5.015e+04   	5.542e+04   	3.989e+04   	1.368e+04   	3.136e+04   	1.496e+04   
279         	18          	1.617       	2.956e+05   	0.4107      	5.052e+04   	5.567e+04   	3.973e+04   	2.308e+04   	3.862e+04   	2.144e+04   
280         	18          	1.543       	3.19e+05    	0.462       	4.919e+04   	5.601e+04   	3.949e+04   	2.299e+04   	3.745e+04   	2.788e+04   
281         	18          	1.556       	3.261e+05   	0.4277      	4.906e+04   	5.651e+04   	3.956e+04   	2.277e+04   	4.302e+04   	2.578e+04   
282         	18          	1.654       	3.666e+05   	0.7294      	4.886e+04   	5.534e+04   	3.939e+04   	2.268e+04   	5.074e+04   	2.403e+04   
283         	18          	1.84        	3.633e+05   	0.653       	4.895e+04   	5.504e+04   	3.873e+04   	2.251e+04   	4.854e+04   	3.155e+04   
284         	18          	1.806       	3.63e+05    	0.6028      	4.97e+04    	5.664e+04   	3.831e+04   	2.244e+04   	4.661e+04   	3.051e+04   
285         	18          	1.719       	3.745e+05   	0.9712      	5.102e+04   	5.601e+04   	3.825e+04   	2.184e+04   	4.357e+04   	3.028e+04   
286         	18          	1.556       	3.889e+05   	0.7211      	5.156e+04   	5.663e+04   	4.352e+04   	2.121e+04   	4.125e+04   	2.952e+04   
287         	18          	1.917       	3.973e+05   	0.5072      	5.292e+04   	5.593e+04   	4.761e+04   	3.009e+04   	3.833e+04   	2.85e+04    
288         	18          	1.83        	4.187e+05   	0.7677      	5.394e+04   	5.553e+04   	4.683e+04   	2.864e+04   	4.15e+04    	2.646e+04   
289         	18          	1.83        	4.395e+05   	0.3831      	5.492e+04   	5.498e+04   	4.606e+04   	2.709e+04   	3.857e+04   	3.296e+04   
290         	18          	1.889       	4.115e+05   	0.3564      	5.328e+04   	5.381e+04   	4.479e+04   	2.572e+04   	3.539e+04   	3.083e+04   
291         	18          	1.806       	4.116e+05   	0.5414      	5.37e+04    	5.241e+04   	4.372e+04   	2.437e+04   	3.227e+04   	2.861e+04   
292         	18          	1.877       	4.171e+05   	0.402       	5.322e+04   	5.186e+04   	4.255e+04   	2.261e+04   	3.55e+04    	2.633e+04   
293         	18          	1.719       	4.343e+05   	0.9147      	5.359e+04   	5.065e+04   	4.082e+04   	2.133e+04   	3.308e+04   	3.286e+04   
294         	18          	1.877       	4.266e+05   	0.4285      	5.055e+04   	5.019e+04   	3.92e+04    	2.947e+04   	3.083e+04   	3.127e+04   
295         	18          	1.25        	4.243e+05   	0.3999      	5.109e+04   	5e+04       	3.735e+04   	2.838e+04   	3.586e+04   	2.971e+04   
296         	18          	1.941       	4.194e+05   	0.7008      	5.134e+04   	4.976e+04   	3.518e+04   	2.719e+04   	3.525e+04   	2.766e+04   
297         	18          	1.497       	3.765e+05   	0.4736      	5.192e+04   	4.906e+04   	4.013e+04   	2.592e+04   	3.41e+04    	2.537e+04   
298         	18          	1.444       	3.774e+05   	0.6134      	5.149e+04   	4.978e+04   	3.95e+04    	2.47e+04    	3.244e+04   	2.327e+04   
299         	18          	1.941       	3.791e+05   	0.5101      	5.236e+04   	5.03e+04    	3.93e+04    	2.384e+04   	3.097e+04   	2.049e+04   
300         	18          	1.333       	3.844e+05   	0.6109      	5.311e+04   	5.454e+04   	3.935e+04   	2.301e+04   	2.856e+04   	1.736e+04   
301         	18          	1.583       	3.939e+05   	0.3274      	5.256e+04   	5.408e+04   	4.619e+04   	2.228e+04   	3.436e+04   	1.422e+04   
302         	18          	1.386       	3.925e+05   	0.6538      	5.389e+04   	5.407e+04   	4.565e+04   	2.145e+04   	3.203e+04   	1.113e+04   
303         	18          	1.84        	4.08e+05    	0.5879      	5.481e+04   	5.282e+04   	4.551e+04   	2.066e+04   	3.697e+04   	8615        
304         	18          	1.654       	4.102e+05   	0.3849      	5.481e+04   	5.272e+04   	4.994e+04   	1.997e+04   	3.583e+04   	1.726e+04   
305         	18          	1.222       	3.78e+05    	0.4567      	5.495e+04   	5.428e+04   	4.879e+04   	1.887e+04   	3.465e+04   	1.592e+04   
306         	18          	1.608       	4.112e+05   	0.5167      	5.504e+04   	5.298e+04   	4.828e+04   	1.748e+04   	3.325e+04   	2.459e+04   
307         	18          	1.275       	4.339e+05   	0.4365      	5.541e+04   	5.362e+04   	4.688e+04   	1.626e+04   	3.254e+04   	2.339e+04   
308         	18          	1.386       	4.347e+05   	0.527       	5.402e+04   	5.335e+04   	4.636e+04   	1.493e+04   	3.178e+04   	2.244e+04   
309         	18          	1.608       	4.307e+05   	0.6649      	5.493e+04   	5.25e+04    	4.488e+04   	1.382e+04   	3.071e+04   	2.165e+04   
310         	18          	1.877       	4.234e+05   	0.6961      	5.499e+04   	5.229e+04   	4.438e+04   	1.301e+04   	3.04e+04    	2.118e+04   
311         	18          	1.778       	4.228e+05   	0.5601      	5.434e+04   	5.137e+04   	4.385e+04   	1.26e+04    	2.961e+04   	2.018e+04   
312         	18          	1.608       	4.086e+05   	0.5181      	5.008e+04   	5.058e+04   	4.295e+04   	1.247e+04   	2.841e+04   	1.875e+04   
313         	18          	1.321       	4.216e+05   	0.6243      	4.977e+04   	5.221e+04   	4.247e+04   	1.222e+04   	2.682e+04   	1.713e+04   
314         	18          	1.164       	4.17e+05    	0.3137      	5.023e+04   	5.172e+04   	4.176e+04   	1.233e+04   	2.471e+04   	1.526e+04   
315         	18          	1.756       	4.352e+05   	0.7857      	5.049e+04   	5.154e+04   	4.084e+04   	1.243e+04   	2.278e+04   	2.369e+04   
316         	18          	1.617       	4.308e+05   	0.4775      	5.09e+04    	5.228e+04   	4.015e+04   	1.227e+04   	2.031e+04   	2.187e+04   
317         	18          	1.617       	4.205e+05   	0.313       	5.123e+04   	5.293e+04   	3.956e+04   	1.231e+04   	1.819e+04   	2.017e+04   
318         	18          	1.534       	4.102e+05   	0.5499      	4.692e+04   	5.311e+04   	3.875e+04   	1.235e+04   	2.606e+04   	1.822e+04   
319         	18          	1.432       	4.158e+05   	0.573       	4.729e+04   	5.359e+04   	3.807e+04   	1.23e+04    	2.464e+04   	1.683e+04   
320         	18          	1.694       	4.252e+05   	0.602       	4.69e+04    	5.441e+04   	4.43e+04    	1.235e+04   	2.368e+04   	2.288e+04   
321         	18          	1.432       	4.237e+05   	0.8744      	4.808e+04   	5.342e+04   	4.385e+04   	1.238e+04   	2.313e+04   	2.253e+04   
322         	18          	1           	3.873e+05   	0.3407      	4.837e+04   	5.591e+04   	4.264e+04   	1.244e+04   	3.132e+04   	2.199e+04   
323         	18          	1.497       	3.839e+05   	0.4239      	4.896e+04   	5.532e+04   	4.181e+04   	1.25e+04    	3.137e+04   	2.114e+04   
324         	18          	1.694       	3.875e+05   	0.6146      	4.869e+04   	5.486e+04   	4.071e+04   	1.232e+04   	3.193e+04   	1.984e+04   
325         	18          	1.497       	3.928e+05   	0.5252      	4.968e+04   	5.494e+04   	3.948e+04   	2.309e+04   	3.992e+04   	2.802e+04   
326         	18          	1.432       	3.959e+05   	0.5711      	5.033e+04   	5.435e+04   	3.816e+04   	2.284e+04   	3.916e+04   	2.614e+04   
327         	18          	1.506       	3.823e+05   	1.134       	5.036e+04   	5.312e+04   	3.684e+04   	3.228e+04   	3.898e+04   	2.404e+04   
328         	18          	1.497       	3.77e+05    	0.4582      	5.014e+04   	5.215e+04   	3.581e+04   	3.212e+04   	3.755e+04   	2.125e+04   
329         	18          	1.728       	3.968e+05   	0.472       	4.948e+04   	5.197e+04   	4.153e+04   	3.235e+04   	3.613e+04   	1.87e+04    
330         	18          	1.667       	3.957e+05   	0.4794      	4.915e+04   	5.108e+04   	4.084e+04   	3.223e+04   	3.448e+04   	1.652e+04   
331         	18          	1.608       	4.163e+05   	0.5961      	4.897e+04   	5.047e+04   	4.01e+04    	3.203e+04   	3.975e+04   	1.475e+04   
332         	18          	1.608       	3.797e+05   	0.6925      	4.925e+04   	5.008e+04   	3.997e+04   	3.992e+04   	3.723e+04   	1.371e+04   
333         	18          	1.988       	3.677e+05   	0.5305      	4.896e+04   	4.964e+04   	3.961e+04   	3.88e+04    	4.065e+04   	1.293e+04   
334         	18          	1.778       	3.864e+05   	0.3903      	4.928e+04   	5.247e+04   	3.929e+04   	3.787e+04   	3.81e+04    	1.24e+04    
335         	18          	1.386       	3.806e+05   	0.4757      	5.011e+04   	5.22e+04    	3.89e+04    	3.655e+04   	3.571e+04   	1.195e+04   
336         	18          	1.719       	3.859e+05   	0.746       	5.125e+04   	5.272e+04   	3.816e+04   	3.488e+04   	3.301e+04   	1.181e+04   
337         	18          	1.988       	4.357e+05   	0.3887      	5.215e+04   	5.492e+04   	3.693e+04   	3.276e+04   	3.147e+04   	2.237e+04   
338         	18          	1.654       	4.128e+05   	0.602       	5.043e+04   	5.48e+04    	4.289e+04   	3.006e+04   	3.725e+04   	2.199e+04   
339         	18          	1.608       	4.14e+05    	0.6875      	5.261e+04   	5.492e+04   	4.101e+04   	2.76e+04    	3.569e+04   	2.116e+04   
340         	18          	1.778       	4.224e+05   	0.7095      	5.365e+04   	5.433e+04   	3.879e+04   	2.476e+04   	3.522e+04   	2.022e+04   
341         	18          	1.719       	4.131e+05   	0.8836      	5.435e+04   	5.377e+04   	3.771e+04   	3.083e+04   	3.408e+04   	1.91e+04    
342         	18          	1.719       	4.04e+05    	0.5438      	5.513e+04   	5.386e+04   	3.604e+04   	2.971e+04   	3.239e+04   	2.768e+04   
343         	18          	1.25        	3.917e+05   	0.8828      	5.181e+04   	5.417e+04   	3.436e+04   	2.814e+04   	3.813e+04   	2.631e+04   
344         	18          	1.84        	4.259e+05   	0.5528      	5.115e+04   	5.451e+04   	3.332e+04   	2.645e+04   	4.365e+04   	2.514e+04   
345         	18          	2.052       	4.758e+05   	0.5232      	5.061e+04   	5.36e+04    	3.269e+04   	2.476e+04   	4.263e+04   	3.313e+04   
346         	18          	1.608       	4.811e+05   	0.5054      	5.048e+04   	5.324e+04   	3.181e+04   	2.476e+04   	4.106e+04   	3.247e+04   
347         	18          	1.84        	4.731e+05   	0.3779      	5.072e+04   	5.611e+04   	3.095e+04   	2.366e+04   	3.932e+04   	3.939e+04   
348         	18          	1.867       	4.368e+05   	0.6923      	5.054e+04   	5.691e+04   	3.014e+04   	2.279e+04   	3.9e+04     	4.617e+04   
349         	18          	1.028       	4.38e+05    	0.4481      	4.983e+04   	5.672e+04   	2.93e+04    	2.262e+04   	3.75e+04    	4.589e+04   
350         	18          	1.312       	3.994e+05   	0.62        	4.993e+04   	5.793e+04   	2.809e+04   	2.192e+04   	3.54e+04    	4.533e+04   
351         	18          	1.778       	3.904e+05   	0.5603      	4.845e+04   	5.808e+04   	2.693e+04   	2.112e+04   	3.376e+04   	4.389e+04   
352         	18          	1.654       	3.533e+05   	0.5082      	4.932e+04   	5.831e+04   	2.603e+04   	2.038e+04   	3.182e+04   	4.756e+04   
353         	18          	1.645       	3.389e+05   	0.7111      	4.524e+04   	5.8e+04     	2.499e+04   	1.953e+04   	2.959e+04   	4.475e+04   
354         	18          	1.386       	3.533e+05   	0.4467      	4.697e+04   	5.556e+04   	2.418e+04   	1.836e+04   	3.563e+04   	4.181e+04   
355         	18          	1.472       	3.434e+05   	0.7977      	4.769e+04   	5.424e+04   	2.34e+04    	1.681e+04   	3.313e+04   	3.884e+04   
356         	18          	1.472       	3.298e+05   	0.6159      	4.84e+04    	5.407e+04   	2.286e+04   	2.57e+04    	3.107e+04   	3.575e+04   
357         	18          	1.472       	3.243e+05   	0.4987      	4.962e+04   	5.292e+04   	2.279e+04   	2.427e+04   	2.92e+04    	3.23e+04    
358         	18          	1.583       	3.541e+05   	0.2898      	5.024e+04   	5.272e+04   	3.21e+04    	2.336e+04   	2.791e+04   	2.859e+04   
359         	18          	1.756       	3.781e+05   	0.5983      	5.121e+04   	5.22e+04    	4.031e+04   	2.256e+04   	2.594e+04   	2.546e+04   
360         	18          	1.608       	3.867e+05   	0.7454      	5.094e+04   	5.184e+04   	4.681e+04   	2.156e+04   	2.39e+04    	2.201e+04   
361         	18          	0.9414      	3.637e+05   	0.5953      	5.074e+04   	5.152e+04   	4.659e+04   	2.09e+04    	3.07e+04    	1.915e+04   
362         	18          	1.472       	3.425e+05   	0.6698      	4.584e+04   	5.097e+04   	4.653e+04   	1.998e+04   	3.648e+04   	2.499e+04   
363         	18          	1.333       	3.331e+05   	0.5897      	3.962e+04   	5.065e+04   	4.594e+04   	1.876e+04   	3.567e+04   	2.195e+04   
364         	18          	1.444       	3.576e+05   	0.4441      	3.881e+04   	5.121e+04   	5.06e+04    	1.759e+04   	3.43e+04    	1.953e+04   
365         	18          	1.099       	3.586e+05   	0.4616      	3.919e+04   	5.074e+04   	5.034e+04   	1.634e+04   	3.275e+04   	1.713e+04   
366         	18          	2.028       	3.729e+05   	0.9351      	3.943e+04   	5.183e+04   	4.867e+04   	1.478e+04   	3.087e+04   	2.442e+04   
367         	18          	1.361       	3.733e+05   	0.7244      	3.975e+04   	5.252e+04   	4.745e+04   	1.378e+04   	2.951e+04   	2.284e+04   
368         	18          	0.9414      	3.743e+05   	0.5721      	4.077e+04   	5.356e+04   	4.604e+04   	1.313e+04   	2.79e+04    	2.182e+04   
369         	18          	1.444       	4.198e+05   	0.428       	4.149e+04   	5.435e+04   	4.414e+04   	2.327e+04   	2.607e+04   	2.07e+04    
370         	18          	1.728       	4.198e+05   	0.652       	4.235e+04   	5.467e+04   	4.234e+04   	2.273e+04   	2.365e+04   	1.98e+04    
371         	18          	1.728       	4.553e+05   	0.6982      	4.363e+04   	5.445e+04   	4.081e+04   	3.197e+04   	3.01e+04    	1.862e+04   
372         	18          	1.654       	4.571e+05   	0.6024      	4.315e+04   	5.508e+04   	3.956e+04   	3.215e+04   	2.769e+04   	1.706e+04   
373         	18          	1.645       	4.387e+05   	0.7462      	4.385e+04   	5.481e+04   	4.551e+04   	3.14e+04    	2.536e+04   	1.519e+04   
374         	18          	1.951       	4.971e+05   	0.8413      	4.491e+04   	5.461e+04   	4.505e+04   	3.065e+04   	3.257e+04   	1.379e+04   
375         	18          	1.423       	4.599e+05   	0.402       	4.55e+04    	5.459e+04   	4.49e+04    	3.792e+04   	3.166e+04   	1.219e+04   
376         	18          	1.284       	4.528e+05   	0.7164      	4.702e+04   	5.411e+04   	4.531e+04   	3.661e+04   	3.072e+04   	1.065e+04   
377         	18          	1.583       	4.627e+05   	0.5113      	4.814e+04   	5.334e+04   	4.61e+04    	3.463e+04   	3.042e+04   	2.015e+04   
378         	18          	1.617       	4.799e+05   	0.3178      	4.977e+04   	5.228e+04   	5.137e+04   	3.957e+04   	3.009e+04   	1.866e+04   
379         	18          	1.83        	4.716e+05   	0.4769      	5.054e+04   	5.096e+04   	5.038e+04   	3.743e+04   	2.938e+04   	1.717e+04   
380         	18          	1.25        	4.539e+05   	0.4334      	5.049e+04   	5.1e+04     	4.964e+04   	3.515e+04   	2.858e+04   	1.55e+04    
381         	18          	1.21        	4.424e+05   	0.5419      	5.098e+04   	4.963e+04   	4.93e+04    	3.272e+04   	2.762e+04   	1.372e+04   
382         	18          	1.765       	4.284e+05   	0.3176      	5.162e+04   	4.9e+04     	4.834e+04   	3.062e+04   	2.635e+04   	1.175e+04   
383         	18          	1.583       	4.059e+05   	0.8351      	5.176e+04   	4.801e+04   	5.085e+04   	2.898e+04   	2.509e+04   	1.02e+04    
