generation  	alive.rpl   	adlt.nbPops 	adlt.nbInd  	emigrants   	adlt.nbInd_p1	adlt.nbInd_p2	adlt.nbInd_p3	adlt.nbInd_p4	adlt.nbInd_p5	adlt.nbInd_p6
578         	17          	2.242       	6.271e+05   	0.982       	2.386e+04   	5.339e+04   	5.774e+04   	4.849e+04   	3.367e+04   	3.33e+04    
579         	17          	2.616       	6.14e+05    	0.9479      	2.365e+04   	5.21e+04    	5.744e+04   	4.697e+04   	3.398e+04   	3.254e+04   
580         	17          	1.91        	5.557e+05   	0.5767      	1.312e+04   	5.241e+04   	5.762e+04   	4.623e+04   	3.405e+04   	3.151e+04   
581         	17          	2.062       	5.549e+05   	0.7364      	1.328e+04   	5.278e+04   	5.806e+04   	4.578e+04   	3.397e+04   	2.994e+04   
582         	17          	2.339       	5.542e+05   	1.061       	1.328e+04   	5.214e+04   	5.825e+04   	4.578e+04   	3.4e+04     	2.851e+04   
583         	17          	2.062       	5.2e+05     	0.7258      	1.29e+04    	5.285e+04   	5.853e+04   	4.494e+04   	3.436e+04   	2.621e+04   
584         	17          	2.145       	5.313e+05   	0.8507      	1.269e+04   	5.285e+04   	5.866e+04   	4.456e+04   	4.214e+04   	2.291e+04   
585         	17          	1.91        	5.135e+05   	0.5235      	1.289e+04   	5.357e+04   	5.883e+04   	4.375e+04   	4.852e+04   	1.953e+04   
586         	17          	1.869       	4.36e+05    	0.4689      	1.252e+04   	4.792e+04   	5.809e+04   	4.287e+04   	4.784e+04   	1.614e+04   
587         	17          	2.145       	4.254e+05   	0.5178      	1.288e+04   	4.813e+04   	5.872e+04   	4.197e+04   	4.627e+04   	1.326e+04   
588         	17          	1.675       	3.823e+05   	0.8551      	1.31e+04    	4.71e+04    	5.883e+04   	4.774e+04   	4.564e+04   	1.067e+04   
589         	17          	1.993       	4.057e+05   	0.5938      	1.315e+04   	4.7e+04     	5.725e+04   	4.718e+04   	4.977e+04   	8383        
590         	17          	1.529       	4.015e+05   	0.6505      	1.323e+04   	4.698e+04   	5.671e+04   	4.683e+04   	4.841e+04   	6195        
591         	17          	1.986       	4.034e+05   	0.9257      	1.307e+04   	4.653e+04   	5.726e+04   	4.777e+04   	4.647e+04   	4319        
592         	17          	2.104       	4.052e+05   	0.7266      	1.319e+04   	4.612e+04   	5.578e+04   	4.743e+04   	4.451e+04   	2858        
593         	17          	2.028       	3.846e+05   	0.6078      	1.32e+04    	4.033e+04   	5.596e+04   	4.742e+04   	4.191e+04   	1644        
594         	17          	1.474       	3.701e+05   	0.4844      	1.34e+04    	4.025e+04   	5.504e+04   	4.714e+04   	4.411e+04   	903.8       
595         	17          	1.855       	3.897e+05   	1.113       	1.373e+04   	3.319e+04   	5.447e+04   	4.743e+04   	4.28e+04    	401.3       
596         	17          	1.765       	3.883e+05   	0.5723      	1.356e+04   	3.358e+04   	5.463e+04   	4.724e+04   	4.156e+04   	186.2       
597         	17          	1.356       	3.925e+05   	0.8785      	1.45e+04    	3.395e+04   	5.357e+04   	4.692e+04   	4.08e+04    	78.35       
598         	17          	2.09        	4.02e+05    	0.9141      	1.584e+04   	3.571e+04   	5.392e+04   	4.572e+04   	4.074e+04   	39          
599         	17          	1.737       	3.55e+05    	1.132       	1.71e+04    	3.737e+04   	5.338e+04   	4.974e+04   	4.795e+04   	66.64       
600         	17          	2.062       	3.607e+05   	0.952       	1.869e+04   	3.886e+04   	5.326e+04   	4.844e+04   	4.794e+04   	38.48       
601         	17          	1.439       	3.649e+05   	0.6871      	2.033e+04   	4.114e+04   	5.442e+04   	4.744e+04   	4.853e+04   	43.28       
602         	17          	1.869       	3.725e+05   	0.5592      	2.151e+04   	4.309e+04   	5.451e+04   	4.711e+04   	4.781e+04   	26.22       
603         	17          	1.938       	3.732e+05   	0.8684      	2.15e+04    	4.462e+04   	5.472e+04   	4.719e+04   	4.745e+04   	73.53       
604         	17          	1.467       	3.694e+05   	0.7414      	2.26e+04    	3.941e+04   	5.407e+04   	4.692e+04   	4.63e+04    	79.85       
605         	16          	1.684       	3.175e+05   	0.6631      	2.473e+04   	4.179e+04   	5.44e+04    	4.121e+04   	4.036e+04   	33.44       
606         	16          	1.559       	3.103e+05   	0.6218      	2.529e+04   	4.246e+04   	5.472e+04   	3.998e+04   	3.879e+04   	52.36       
607         	16          	1           	3.047e+05   	0.5672      	2.587e+04   	4.329e+04   	5.486e+04   	3.88e+04    	3.695e+04   	1.39e+04    
608         	16          	1.688       	3.03e+05    	0.4354      	2.612e+04   	4.331e+04   	5.526e+04   	3.665e+04   	3.478e+04   	1.388e+04   
609         	16          	1.809       	3.059e+05   	0.7012      	2.607e+04   	4.508e+04   	5.53e+04    	3.937e+04   	3.273e+04   	1.391e+04   
610         	16          	1.34        	3.087e+05   	0.3632      	2.587e+04   	4.624e+04   	5.614e+04   	3.834e+04   	3.063e+04   	1.379e+04   
611         	16          	1.809       	3.445e+05   	0.7737      	2.593e+04   	4.071e+04   	5.622e+04   	3.701e+04   	2.903e+04   	1.359e+04   
612         	16          	1.902       	3.42e+05    	0.4502      	2.466e+04   	4.216e+04   	5.691e+04   	3.614e+04   	2.774e+04   	1.329e+04   
613         	16          	1.809       	3.426e+05   	1.043       	2.503e+04   	4.298e+04   	5.656e+04   	3.504e+04   	2.647e+04   	1.309e+04   
614         	16          	1.75        	3.426e+05   	0.6705      	2.518e+04   	4.252e+04   	5.589e+04   	3.385e+04   	2.603e+04   	1.257e+04   
615         	16          	1.734       	3.43e+05    	0.4395      	2.456e+04   	4.347e+04   	5.653e+04   	3.315e+04   	2.564e+04   	1.184e+04   
616         	16          	1.812       	3.451e+05   	0.7333      	2.487e+04   	4.286e+04   	5.587e+04   	3.186e+04   	2.563e+04   	1.054e+04   
617         	16          	1.809       	3.477e+05   	0.5892      	2.536e+04   	4.314e+04   	5.506e+04   	3.114e+04   	2.556e+04   	9131        
618         	16          	2.059       	3.454e+05   	0.9482      	2.554e+04   	4.09e+04    	5.435e+04   	2.97e+04    	2.548e+04   	7577        
619         	16          	1.734       	3.82e+05    	0.6527      	2.578e+04   	4.225e+04   	5.506e+04   	3.734e+04   	2.547e+04   	5893        
620         	16          	1.559       	4.455e+05   	0.4272      	2.594e+04   	4.25e+04    	5.484e+04   	3.621e+04   	3.554e+04   	1.731e+04   
621         	16          	1.652       	4.562e+05   	0.618       	2.557e+04   	4.389e+04   	5.445e+04   	3.56e+04    	3.567e+04   	1.564e+04   
622         	16          	1.59        	3.86e+05    	0.6703      	2.535e+04   	2.568e+04   	5.484e+04   	3.53e+04    	3.585e+04   	1.437e+04   
623         	16          	1.859       	4.082e+05   	0.4575      	2.557e+04   	2.56e+04    	5.543e+04   	3.539e+04   	3.592e+04   	3.513e+04   
624         	16          	2.609       	4.368e+05   	0.943       	2.555e+04   	2.543e+04   	5.588e+04   	4.248e+04   	3.577e+04   	3.417e+04   
625         	16          	2.188       	4.408e+05   	0.6836      	2.571e+04   	2.556e+04   	5.626e+04   	4.297e+04   	3.506e+04   	3.294e+04   
626         	16          	2.109       	4.434e+05   	0.7308      	2.484e+04   	2.596e+04   	5.659e+04   	4.364e+04   	3.508e+04   	3.221e+04   
627         	16          	1.734       	4.469e+05   	0.7508      	2.535e+04   	2.557e+04   	5.643e+04   	4.392e+04   	3.455e+04   	3.56e+04    
628         	16          	2.34        	4.489e+05   	0.816       	2.514e+04   	2.506e+04   	5.699e+04   	4.408e+04   	3.397e+04   	3.472e+04   
629         	16          	2.234       	4.512e+05   	0.784       	2.551e+04   	2.545e+04   	5.668e+04   	4.458e+04   	3.306e+04   	3.332e+04   
630         	16          	2.188       	4.468e+05   	0.6146      	2.503e+04   	2.585e+04   	5.652e+04   	4.452e+04   	3.233e+04   	3.122e+04   
631         	16          	2.359       	4.491e+05   	0.9718      	2.519e+04   	2.539e+04   	5.726e+04   	4.452e+04   	3.152e+04   	2.929e+04   
632         	16          	2.312       	4.566e+05   	0.56        	2.555e+04   	2.524e+04   	5.764e+04   	4.407e+04   	3.035e+04   	2.611e+04   
633         	16          	3.059       	4.971e+05   	1.762       	2.506e+04   	2.617e+04   	5.784e+04   	4.396e+04   	2.899e+04   	3.984e+04   
634         	15          	1.929       	4.823e+05   	1.003       	2.667e+04   	2.808e+04   	5.652e+04   	4.548e+04   	1.749e+04   	3.848e+04   
635         	15          	1.867       	4.145e+05   	0.7617      	2.605e+04   	2.977e+04   	5.648e+04   	4.516e+04   	1.632e+04   	4.191e+04   
636         	15          	2.196       	4.277e+05   	0.4353      	2.654e+04   	3.15e+04    	5.66e+04    	4.528e+04   	1.56e+04    	3.88e+04    
637         	15          	2.196       	4.911e+05   	0.7566      	2.678e+04   	3.191e+04   	5.614e+04   	4.563e+04   	3.695e+04   	3.599e+04   
638         	15          	2.222       	4.466e+05   	0.654       	1.451e+04   	3.369e+04   	5.551e+04   	4.595e+04   	3.671e+04   	3.412e+04   
639         	15          	2.116       	4.569e+05   	1.046       	1.416e+04   	3.495e+04   	5.614e+04   	4.61e+04    	3.677e+04   	3.238e+04   
640         	15          	2.196       	4.582e+05   	0.7528      	1.421e+04   	3.569e+04   	5.602e+04   	4.63e+04    	3.704e+04   	3.003e+04   
641         	15          	2.196       	4.599e+05   	0.572       	1.438e+04   	3.603e+04   	5.631e+04   	4.597e+04   	3.68e+04    	2.799e+04   
642         	15          	2.373       	5.176e+05   	0.6886      	1.415e+04   	3.594e+04   	5.547e+04   	4.609e+04   	3.704e+04   	3.424e+04   
643         	15          	2.827       	5.141e+05   	0.6591      	1.332e+04   	3.589e+04   	5.585e+04   	4.61e+04    	3.684e+04   	3.078e+04   
644         	15          	2.356       	5.118e+05   	1.235       	1.403e+04   	3.628e+04   	5.546e+04   	4.616e+04   	3.612e+04   	2.725e+04   
645         	15          	2.782       	5.127e+05   	0.853       	1.396e+04   	3.698e+04   	5.574e+04   	4.575e+04   	3.525e+04   	2.305e+04   
646         	15          	2.249       	5.135e+05   	0.5869      	1.431e+04   	3.704e+04   	5.57e+04    	4.551e+04   	3.434e+04   	1.981e+04   
647         	15          	2.116       	5.125e+05   	0.8105      	1.425e+04   	3.703e+04   	5.612e+04   	4.49e+04    	3.292e+04   	1.729e+04   
648         	15          	2.196       	5.016e+05   	0.5214      	1.437e+04   	3.757e+04   	5.611e+04   	4.471e+04   	3.169e+04   	2.622e+04   
649         	15          	2.116       	5.084e+05   	0.6491      	1.447e+04   	3.785e+04   	5.537e+04   	4.545e+04   	3.023e+04   	2.509e+04   
650         	15          	2.596       	5.106e+05   	0.6562      	1.452e+04   	3.82e+04    	5.605e+04   	4.623e+04   	2.862e+04   	2.388e+04   
651         	15          	2.596       	5.116e+05   	0.8988      	1.469e+04   	3.843e+04   	5.644e+04   	4.606e+04   	2.805e+04   	2.294e+04   
652         	15          	2.249       	4.267e+05   	0.6215      	55.8        	3.785e+04   	5.62e+04    	4.565e+04   	3.763e+04   	2.139e+04   
653         	15          	2.027       	4.151e+05   	0.8223      	119.8       	3.726e+04   	5.519e+04   	4.595e+04   	4.44e+04    	1.924e+04   
654         	15          	2.507       	4.197e+05   	0.7827      	246         	3.752e+04   	5.478e+04   	4.653e+04   	4.499e+04   	1.72e+04    
655         	15          	2.382       	4.64e+05    	1.007       	492.1       	3.62e+04    	5.501e+04   	4.565e+04   	4.527e+04   	2.654e+04   
656         	15          	1.796       	4.656e+05   	0.2948      	938.2       	3.69e+04    	5.485e+04   	4.575e+04   	4.502e+04   	2.419e+04   
657         	15          	2.693       	4.671e+05   	1.406       	1649        	3.677e+04   	5.562e+04   	4.626e+04   	4.45e+04    	2.752e+04   
658         	15          	2.596       	4.721e+05   	0.822       	2707        	3.668e+04   	5.679e+04   	4.558e+04   	4.28e+04    	2.708e+04   
659         	15          	1.84        	4.343e+05   	0.63        	4172        	3.687e+04   	5.663e+04   	4.538e+04   	4.902e+04   	2.669e+04   
660         	15          	2.196       	4.418e+05   	1.067       	5824        	3.751e+04   	5.676e+04   	4.577e+04   	4.86e+04    	2.651e+04   
661         	15          	2.649       	4.482e+05   	0.9034      	7570        	3.778e+04   	5.596e+04   	4.6e+04     	4.73e+04    	2.582e+04   
662         	15          	1.973       	3.816e+05   	0.4571      	9220        	3.692e+04   	5.593e+04   	4.594e+04   	5.14e+04    	2.502e+04   
663         	15          	2.329       	3.871e+05   	0.5074      	1.07e+04    	3.61e+04    	5.559e+04   	4.551e+04   	5.032e+04   	2.363e+04   
664         	15          	2.24        	3.853e+05   	0.5386      	1.199e+04   	3.674e+04   	5.568e+04   	4.57e+04    	4.932e+04   	2.205e+04   
665         	15          	2.516       	3.944e+05   	0.5803      	1.304e+04   	3.725e+04   	5.59e+04    	4.588e+04   	4.835e+04   	1.981e+04   
666         	15          	2.089       	4.005e+05   	1.083       	1.362e+04   	3.653e+04   	5.568e+04   	4.627e+04   	4.575e+04   	2.142e+04   
667         	15          	2.489       	4.014e+05   	0.5195      	1.421e+04   	3.701e+04   	5.516e+04   	4.588e+04   	4.448e+04   	1.966e+04   
668         	15          	2.373       	3.93e+05    	0.6544      	1.427e+04   	3.685e+04   	5.666e+04   	4.583e+04   	4.282e+04   	1.797e+04   
669         	15          	1.956       	4.102e+05   	0.539       	1.333e+04   	3.769e+04   	5.74e+04    	4.573e+04   	4.018e+04   	2.808e+04   
670         	15          	1.529       	4.157e+05   	0.3023      	1.391e+04   	3.71e+04    	5.789e+04   	4.591e+04   	3.794e+04   	2.698e+04   
671         	15          	2.507       	3.694e+05   	0.4936      	1.338e+04   	3.676e+04   	5.644e+04   	5.181e+04   	3.561e+04   	2.611e+04   
672         	15          	2.249       	3.776e+05   	0.6762      	1.398e+04   	3.618e+04   	5.645e+04   	5.202e+04   	3.312e+04   	2.52e+04    
673         	15          	2.507       	3.882e+05   	0.5308      	1.433e+04   	3.549e+04   	5.667e+04   	5.166e+04   	3.134e+04   	2.412e+04   
674         	15          	2.516       	4.116e+05   	0.7875      	1.456e+04   	3.665e+04   	5.767e+04   	5.108e+04   	2.981e+04   	4.157e+04   
675         	15          	2.56        	4.257e+05   	1.06        	1.468e+04   	3.749e+04   	5.774e+04   	5.104e+04   	2.825e+04   	3.98e+04    
676         	15          	1.716       	4.413e+05   	0.5547      	1.462e+04   	3.857e+04   	5.784e+04   	5.163e+04   	2.746e+04   	3.691e+04   
677         	15          	2.107       	4.206e+05   	0.6625      	1.457e+04   	3.758e+04   	5.732e+04   	5.143e+04   	2.675e+04   	3.391e+04   
678         	15          	1.707       	4.064e+05   	0.7177      	1.432e+04   	3.806e+04   	5.45e+04    	5.036e+04   	2.683e+04   	3.095e+04   
679         	15          	1.956       	4.021e+05   	0.7536      	1.422e+04   	3.79e+04    	5.365e+04   	5.081e+04   	2.669e+04   	2.718e+04   
680         	15          	2.24        	3.993e+05   	0.3873      	1.463e+04   	3.813e+04   	5.338e+04   	5.133e+04   	2.67e+04    	2.293e+04   
681         	15          	2.116       	3.982e+05   	1.085       	1.468e+04   	3.749e+04   	5.351e+04   	5.119e+04   	2.699e+04   	1.922e+04   
682         	15          	1.84        	4.139e+05   	0.2467      	1.47e+04    	3.704e+04   	5.32e+04    	5.122e+04   	3.755e+04   	1.551e+04   
683         	15          	1.707       	3.461e+05   	1           	1.446e+04   	3.747e+04   	5.468e+04   	4.983e+04   	3.756e+04   	2.328e+04   
684         	15          	1.973       	3.463e+05   	0.5883      	1.44e+04    	3.823e+04   	5.55e+04    	4.866e+04   	3.746e+04   	2.026e+04   
685         	15          	1.973       	3.565e+05   	0.7659      	1.47e+04    	3.839e+04   	5.571e+04   	4.81e+04    	4.56e+04    	2.851e+04   
686         	15          	1.973       	3.62e+05    	0.7468      	1.488e+04   	3.749e+04   	5.645e+04   	4.75e+04    	4.477e+04   	2.645e+04   
687         	15          	1.707       	3.728e+05   	0.6337      	1.481e+04   	3.696e+04   	5.744e+04   	4.619e+04   	4.381e+04   	2.521e+04   
688         	15          	1.707       	3.701e+05   	0.913       	1.481e+04   	3.804e+04   	5.809e+04   	4.511e+04   	4.967e+04   	2.417e+04   
689         	15          	1.573       	3.782e+05   	0.2905      	1.494e+04   	3.652e+04   	5.643e+04   	4.44e+04    	4.865e+04   	2.284e+04   
690         	15          	2.462       	3.88e+05    	0.4929      	1.492e+04   	3.643e+04   	5.729e+04   	4.432e+04   	4.758e+04   	2.106e+04   
691         	15          	1.36        	4.119e+05   	0.3193      	1.415e+04   	3.653e+04   	5.731e+04   	5.038e+04   	4.578e+04   	1.888e+04   
692         	15          	1.929       	3.745e+05   	0.7477      	1.44e+04    	2.662e+04   	5.848e+04   	5.06e+04    	4.399e+04   	1.667e+04   
693         	15          	1.707       	3.814e+05   	1.029       	1.362e+04   	2.718e+04   	5.789e+04   	5.018e+04   	4.124e+04   	1.407e+04   
694         	15          	1.956       	3.571e+05   	0.9135      	1.421e+04   	1.475e+04   	5.811e+04   	5.16e+04    	3.925e+04   	2.311e+04   
695         	15          	2.116       	3.565e+05   	0.7366      	1.45e+04    	1.468e+04   	5.793e+04   	5.184e+04   	3.728e+04   	2.083e+04   
696         	15          	2.649       	3.558e+05   	0.8282      	1.474e+04   	1.479e+04   	5.74e+04    	5.204e+04   	3.473e+04   	1.883e+04   
697         	15          	2.222       	3.641e+05   	0.6439      	1.391e+04   	1.463e+04   	5.75e+04    	5.173e+04   	3.225e+04   	1.712e+04   
698         	15          	2.196       	3.657e+05   	0.6175      	1.408e+04   	1.431e+04   	5.788e+04   	5.187e+04   	3.055e+04   	1.563e+04   
699         	15          	2.222       	3.726e+05   	0.687       	1.39e+04    	1.426e+04   	5.78e+04    	5.156e+04   	2.931e+04   	1.445e+04   
700         	15          	2.089       	3.792e+05   	0.5008      	1.411e+04   	1.39e+04    	5.764e+04   	5.181e+04   	2.762e+04   	1.371e+04   
701         	15          	2.382       	3.441e+05   	0.8065      	1.399e+04   	1.431e+04   	5.75e+04    	5.587e+04   	2.678e+04   	1.47e+04    
702         	15          	2.107       	3.499e+05   	0.4927      	1.416e+04   	1.475e+04   	5.76e+04    	5.586e+04   	2.672e+04   	1.462e+04   
703         	15          	1.707       	3.627e+05   	0.8654      	1.432e+04   	1.539e+04   	5.659e+04   	5.621e+04   	2.635e+04   	1.437e+04   
704         	15          	2.427       	3.729e+05   	0.6753      	1.413e+04   	1.643e+04   	5.723e+04   	5.558e+04   	2.657e+04   	1.4e+04     
705         	15          	1.849       	3.682e+05   	0.5648      	1.362e+04   	1.806e+04   	5.726e+04   	5.57e+04    	3.722e+04   	1.342e+04   
706         	15          	2.907       	4.263e+05   	1.887       	1.397e+04   	1.983e+04   	5.797e+04   	5.535e+04   	3.7e+04     	2.541e+04   
707         	15          	2.089       	4.406e+05   	0.7779      	1.453e+04   	2.16e+04    	5.801e+04   	5.557e+04   	3.726e+04   	2.465e+04   
708         	15          	2.249       	4.16e+05    	0.6652      	1.467e+04   	2.354e+04   	5.657e+04   	5.442e+04   	4.599e+04   	2.312e+04   
709         	15          	2.382       	4.254e+05   	0.6221      	1.489e+04   	2.428e+04   	5.601e+04   	5.376e+04   	4.592e+04   	2.112e+04   
710         	15          	2.782       	4.281e+05   	0.5794      	1.507e+04   	2.515e+04   	5.474e+04   	5.272e+04   	4.544e+04   	1.915e+04   
711         	15          	2.356       	4.033e+05   	0.9472      	1.661e+04   	2.647e+04   	5.45e+04    	5.168e+04   	4.463e+04   	2.836e+04   
712         	15          	2.596       	4.122e+05   	0.7035      	1.861e+04   	2.689e+04   	5.537e+04   	5.091e+04   	4.418e+04   	2.611e+04   
713         	15          	2.996       	4.175e+05   	0.7964      	2.071e+04   	2.684e+04   	5.518e+04   	5.04e+04    	4.349e+04   	2.389e+04   
714         	15          	2.649       	4.249e+05   	1.063       	2.225e+04   	2.742e+04   	5.347e+04   	4.941e+04   	4.282e+04   	2.163e+04   
715         	15          	2.382       	4.315e+05   	1.007       	2.363e+04   	2.735e+04   	5.333e+04   	4.925e+04   	4.137e+04   	1.918e+04   
716         	15          	3.049       	4.403e+05   	0.8369      	2.472e+04   	2.766e+04   	5.249e+04   	5.075e+04   	4.019e+04   	1.691e+04   
717         	15          	2.116       	4.227e+05   	0.4557      	2.521e+04   	2.764e+04   	5.254e+04   	5.564e+04   	4.63e+04    	1.439e+04   
718         	15          	2.907       	3.903e+05   	0.7655      	2.605e+04   	2.772e+04   	5.245e+04   	5.813e+04   	5.068e+04   	1.21e+04    
719         	15          	2.596       	4.032e+05   	0.4355      	2.651e+04   	2.638e+04   	5.25e+04    	5.793e+04   	5.007e+04   	9383        
720         	15          	2.773       	4.119e+05   	0.6306      	2.657e+04   	2.647e+04   	5.284e+04   	5.794e+04   	5.07e+04    	6972        
721         	15          	2.24        	3.887e+05   	0.6152      	2.672e+04   	2.661e+04   	5.362e+04   	5.6e+04     	4.976e+04   	4931        
722         	15          	2.062       	3.642e+05   	0.8608      	2.735e+04   	2.688e+04   	5.355e+04   	5.598e+04   	5.478e+04   	3157        
723         	15          	2.649       	3.775e+05   	0.5252      	2.749e+04   	2.678e+04   	5.469e+04   	5.555e+04   	5.411e+04   	1927        
724         	15          	2.249       	3.58e+05    	0.5677      	2.778e+04   	2.667e+04   	5.456e+04   	5.234e+04   	5.274e+04   	1043        
725         	15          	2.782       	3.714e+05   	0.4091      	2.79e+04    	2.603e+04   	5.464e+04   	5.207e+04   	5.088e+04   	540.4       
726         	15          	1.316       	3.865e+05   	0.6004      	2.703e+04   	2.744e+04   	5.492e+04   	5.158e+04   	5.082e+04   	282.5       
727         	15          	2.116       	3.995e+05   	0.9741      	2.644e+04   	2.905e+04   	5.401e+04   	4.958e+04   	4.966e+04   	121.3       
728         	15          	2.489       	4.043e+05   	0.679       	2.668e+04   	3.075e+04   	5.279e+04   	4.804e+04   	4.88e+04    	101.1       
729         	15          	2.249       	4.225e+05   	0.731       	2.705e+04   	3.158e+04   	5.423e+04   	4.822e+04   	4.886e+04   	37.58       
730         	15          	1.84        	4.391e+05   	0.4939      	2.69e+04    	3.354e+04   	5.546e+04   	4.749e+04   	4.949e+04   	46.76       
731         	15          	3.156       	4.555e+05   	0.5343      	2.694e+04   	3.486e+04   	5.608e+04   	4.761e+04   	5.077e+04   	15.85       
732         	15          	2.64        	4.785e+05   	0.9136      	2.717e+04   	3.594e+04   	5.69e+04    	4.857e+04   	5.147e+04   	1.47e+04    
733         	15          	3.022       	4.876e+05   	1.614       	2.657e+04   	3.546e+04   	5.698e+04   	4.925e+04   	5.192e+04   	1.459e+04   
734         	15          	2.373       	5.047e+05   	0.8234      	2.657e+04   	3.62e+04    	5.712e+04   	4.944e+04   	5.283e+04   	1.443e+04   
735         	15          	2.489       	5.189e+05   	0.8106      	2.644e+04   	3.701e+04   	5.788e+04   	5.037e+04   	5.329e+04   	1.47e+04    
736         	15          	2.907       	5.339e+05   	0.634       	2.612e+04   	3.711e+04   	5.857e+04   	5.052e+04   	5.357e+04   	1.449e+04   
737         	15          	2.729       	5.289e+05   	0.8898      	2.639e+04   	3.617e+04   	5.891e+04   	4.973e+04   	5.548e+04   	1.448e+04   
738         	15          	2.729       	5.343e+05   	0.7546      	2.689e+04   	3.645e+04   	5.851e+04   	4.965e+04   	5.557e+04   	1.438e+04   
739         	15          	2.382       	5.425e+05   	0.515       	2.69e+04    	3.736e+04   	5.819e+04   	4.991e+04   	5.552e+04   	1.412e+04   
740         	15          	2.516       	5.469e+05   	0.8489      	2.673e+04   	3.701e+04   	5.739e+04   	5.03e+04    	5.528e+04   	1.348e+04   
741         	15          	2.862       	5.507e+05   	1.276       	2.696e+04   	3.677e+04   	5.736e+04   	4.999e+04   	5.439e+04   	1.276e+04   
742         	15          	3.262       	5.727e+05   	0.7534      	2.673e+04   	3.732e+04   	5.817e+04   	5.267e+04   	5.207e+04   	1.175e+04   
743         	15          	3.173       	5.847e+05   	0.8494      	2.671e+04   	3.805e+04   	5.828e+04   	5.28e+04    	5.114e+04   	1.043e+04   
744         	15          	3.956       	5.976e+05   	1.455       	2.687e+04   	3.721e+04   	5.788e+04   	5.33e+04    	4.912e+04   	8742        
745         	15          	2.96        	5.25e+05    	0.7693      	2.713e+04   	3.741e+04   	5.622e+04   	5.39e+04    	4.78e+04    	7019        
746         	15          	3.396       	5.403e+05   	0.7618      	2.601e+04   	3.737e+04   	5.685e+04   	5.433e+04   	4.671e+04   	5208        
747         	15          	3.396       	5.497e+05   	0.8706      	2.612e+04   	3.716e+04   	5.59e+04    	5.466e+04   	4.57e+04    	3605        
748         	15          	3.093       	5.582e+05   	0.5425      	2.651e+04   	3.756e+04   	5.571e+04   	5.537e+04   	4.556e+04   	2249        
749         	15          	3.227       	5.663e+05   	0.7312      	2.639e+04   	3.812e+04   	5.443e+04   	5.57e+04    	4.541e+04   	1231        
750         	15          	2.489       	5.684e+05   	0.7535      	2.645e+04   	3.858e+04   	5.561e+04   	5.819e+04   	4.492e+04   	643.5       
751         	15          	2.489       	5.805e+05   	0.5077      	2.706e+04   	3.726e+04   	5.513e+04   	5.789e+04   	4.505e+04   	294.7       
752         	15          	3.049       	5.664e+05   	1.101       	2.735e+04   	3.624e+04   	5.489e+04   	5.757e+04   	4.985e+04   	124.3       
753         	15          	3.449       	5.722e+05   	0.6492      	2.749e+04   	3.647e+04   	5.472e+04   	5.677e+04   	4.955e+04   	63.85       
754         	15          	3.396       	5.88e+05    	0.6193      	2.751e+04   	3.677e+04   	5.384e+04   	5.714e+04   	4.978e+04   	37.04       
755         	15          	3.796       	6.534e+05   	0.8031      	2.74e+04    	3.669e+04   	5.387e+04   	5.767e+04   	5.483e+04   	73.97       
756         	15          	3.173       	6.602e+05   	0.8274      	2.768e+04   	3.614e+04   	5.407e+04   	5.766e+04   	5.432e+04   	49.18       
757         	15          	3.36        	6.059e+05   	0.8537      	2.756e+04   	3.695e+04   	5.297e+04   	5.701e+04   	5.691e+04   	31.82       
758         	15          	3.422       	6.198e+05   	0.5676      	2.696e+04   	3.632e+04   	5.356e+04   	5.651e+04   	5.759e+04   	55.17       
759         	15          	3.316       	6.388e+05   	0.6016      	2.725e+04   	3.561e+04   	5.144e+04   	5.596e+04   	5.707e+04   	1.478e+04   
760         	14          	3.679       	5.411e+05   	0.6078      	2.866e+04   	2.807e+04   	5.353e+04   	5.409e+04   	5.574e+04   	49.25       
761         	14          	2.801       	5.081e+05   	0.7676      	2.89e+04    	2.804e+04   	5.405e+04   	5.453e+04   	5.548e+04   	79.88       
762         	14          	3.245       	5.187e+05   	0.4921      	2.907e+04   	2.868e+04   	5.307e+04   	5.422e+04   	5.467e+04   	53.27       
763         	14          	2.821       	5.363e+05   	0.6931      	2.909e+04   	2.978e+04   	5.32e+04    	5.529e+04   	5.336e+04   	32.35       
764         	14          	3.168       	5.499e+05   	0.8243      	2.792e+04   	3.118e+04   	5.371e+04   	5.502e+04   	5.25e+04    	51.8        
765         	14          	3.102       	5.639e+05   	0.681       	2.85e+04    	3.31e+04    	5.211e+04   	5.538e+04   	5.013e+04   	38.14       
766         	14          	3.107       	5.969e+05   	0.9674      	2.872e+04   	3.492e+04   	5.231e+04   	5.633e+04   	4.827e+04   	38.35       
767         	14          	3.25        	6.043e+05   	1.219       	2.825e+04   	3.591e+04   	5.188e+04   	5.692e+04   	4.77e+04    	15.03       
768         	13          	3.314       	6.077e+05   	0.9181      	3.042e+04   	4.057e+04   	5.316e+04   	5.711e+04   	4.099e+04   	17.87       
769         	13          	4.095       	6.302e+05   	1.119       	3.022e+04   	4.283e+04   	5.275e+04   	5.814e+04   	4.081e+04   	52.75       
770         	13          	3.444       	6.524e+05   	0.7561      	3.001e+04   	4.445e+04   	5.306e+04   	5.772e+04   	3.988e+04   	16.7        
771         	13          	3.325       	6.726e+05   	1.057       	3.01e+04    	4.582e+04   	5.281e+04   	5.718e+04   	4.004e+04   	38.38       
