replicate   	generation  	adlt.nbInd  	q.adlt.a.freq_l1_a1	q.adlt.a.freq_l1_a2	q.adlt.a.freq_l2_a1	q.adlt.a.freq_l2_a2
1           	1           	2           	0.5         	0.5         	0.5         	0.5         
1           	2           	14          	0.4286      	0.5714      	0.5714      	0.4286      
1           	3           	57          	0.5702      	0.4298      	0.4912      	0.5088      
1           	4           	232         	0.7198      	0.2802      	0.4871      	0.5129      
1           	5           	1000        	0.767       	0.233       	0.48        	0.52        
1           	6           	1000        	0.814       	0.186       	0.468       	0.532       
1           	7           	1000        	0.833       	0.167       	0.463       	0.537       
1           	8           	1000        	0.852       	0.148       	0.459       	0.541       
1           	9           	1000        	0.8525      	0.1475      	0.449       	0.551       
1           	10          	1000        	0.8615      	0.1385      	0.4615      	0.5385      
1           	11          	1000        	0.87        	0.13        	0.454       	0.546       
1           	12          	1000        	0.8815      	0.1185      	0.4545      	0.5455      
1           	13          	1000        	0.9005      	0.0995      	0.4295      	0.5705      
1           	14          	1000        	0.896       	0.104       	0.431       	0.569       
1           	15          	1000        	0.899       	0.101       	0.436       	0.564       
1           	16          	1000        	0.892       	0.108       	0.4365      	0.5635      
1           	17          	1000        	0.9         	0.1         	0.4365      	0.5635      
1           	18          	1000        	0.901       	0.099       	0.43        	0.57        
1           	19          	1000        	0.9215      	0.0785      	0.429       	0.571       
1           	20          	1000        	0.9275      	0.0725      	0.435       	0.565       
1           	21          	1000        	0.931       	0.069       	0.436       	0.564       
1           	22          	1000        	0.933       	0.067       	0.4445      	0.5555      
1           	23          	1000        	0.939       	0.061       	0.447       	0.553       
1           	24          	1000        	0.9465      	0.0535      	0.461       	0.539       
1           	25          	1000        	0.949       	0.051       	0.4545      	0.5455      
1           	26          	1000        	0.955       	0.045       	0.449       	0.551       
1           	27          	1000        	0.968       	0.032       	0.455       	0.545       
1           	28          	1000        	0.969       	0.031       	0.454       	0.546       
1           	29          	1000        	0.9705      	0.0295      	0.448       	0.552       
1           	30          	1000        	0.9705      	0.0295      	0.443       	0.557       
1           	31          	1000        	0.9675      	0.0325      	0.445       	0.555       
1           	32          	1000        	0.9595      	0.0405      	0.456       	0.544       
1           	33          	1000        	0.9615      	0.0385      	0.478       	0.522       
1           	34          	1000        	0.964       	0.036       	0.4665      	0.5335      
1           	35          	1000        	0.966       	0.034       	0.4595      	0.5405      
1           	36          	1000        	0.964       	0.036       	0.4655      	0.5345      
1           	37          	1000        	0.967       	0.033       	0.465       	0.535       
1           	38          	1000        	0.968       	0.032       	0.463       	0.537       
1           	39          	1000        	0.967       	0.033       	0.44        	0.56        
1           	40          	1000        	0.968       	0.032       	0.4355      	0.5645      
1           	41          	1000        	0.971       	0.029       	0.4155      	0.5845      
1           	42          	1000        	0.9685      	0.0315      	0.4055      	0.5945      
1           	43          	1000        	0.9695      	0.0305      	0.414       	0.586       
1           	44          	1000        	0.9725      	0.0275      	0.417       	0.583       
1           	45          	1000        	0.972       	0.028       	0.4165      	0.5835      
1           	46          	1000        	0.969       	0.031       	0.395       	0.605       
1           	47          	1000        	0.9735      	0.0265      	0.3995      	0.6005      
1           	48          	1000        	0.9735      	0.0265      	0.4095      	0.5905      
1           	49          	1000        	0.9725      	0.0275      	0.42        	0.58        
1           	50          	1000        	0.9775      	0.0225      	0.43        	0.57        
1           	51          	1000        	0.9815      	0.0185      	0.42        	0.58        
1           	52          	1000        	0.9835      	0.0165      	0.416       	0.584       
1           	53          	1000        	0.984       	0.016       	0.418       	0.582       
1           	54          	1000        	0.9875      	0.0125      	0.4045      	0.5955      
1           	55          	1000        	0.982       	0.018       	0.423       	0.577       
1           	56          	1000        	0.9835      	0.0165      	0.418       	0.582       
1           	57          	1000        	0.987       	0.013       	0.424       	0.576       
1           	58          	1000        	0.988       	0.012       	0.4345      	0.5655      
1           	59          	1000        	0.9925      	0.0075      	0.439       	0.561       
1           	60          	1000        	0.995       	0.005       	0.4075      	0.5925      
1           	61          	1000        	0.993       	0.007       	0.419       	0.581       
1           	62          	1000        	0.9925      	0.0075      	0.448       	0.552       
1           	63          	1000        	0.9925      	0.0075      	0.4565      	0.5435      
1           	64          	1000        	0.9925      	0.0075      	0.4505      	0.5495      
1           	65          	1000        	0.9905      	0.0095      	0.466       	0.534       
1           	66          	1000        	0.991       	0.009       	0.4825      	0.5175      
1           	67          	1000        	0.9935      	0.0065      	0.4715      	0.5285      
1           	68          	1000        	0.9945      	0.0055      	0.4545      	0.5455      
1           	69          	1000        	0.994       	0.006       	0.4675      	0.5325      
1           	70          	1000        	0.994       	0.006       	0.4655      	0.5345      
1           	71          	1000        	0.995       	0.005       	0.464       	0.536       
1           	72          	1000        	0.998       	0.002       	0.4715      	0.5285      
1           	73          	1000        	0.998       	0.002       	0.467       	0.533       
1           	74          	1000        	0.9985      	0.0015      	0.4725      	0.5275      
1           	75          	1000        	0.9985      	0.0015      	0.482       	0.518       
1           	76          	1000        	0.998       	0.002       	0.4725      	0.5275      
1           	77          	1000        	0.998       	0.002       	0.472       	0.528       
1           	78          	1000        	0.9975      	0.0025      	0.458       	0.542       
1           	79          	1000        	0.998       	0.002       	0.452       	0.548       
1           	80          	1000        	0.9985      	0.0015      	0.453       	0.547       
1           	81          	1000        	0.998       	0.002       	0.4715      	0.5285      
1           	82          	1000        	0.997       	0.003       	0.4875      	0.5125      
1           	83          	1000        	0.9985      	0.0015      	0.487       	0.513       
1           	84          	1000        	0.999       	0.001       	0.481       	0.519       
1           	85          	1000        	0.9995      	0.0005      	0.4715      	0.5285      
1           	86          	1000        	0.9995      	0.0005      	0.461       	0.539       
1           	87          	1000        	1           	0           	0.446       	0.554       
1           	88          	1000        	1           	0           	0.4425      	0.5575      
1           	89          	1000        	1           	0           	0.4265      	0.5735      
1           	90          	1000        	1           	0           	0.434       	0.566       
1           	91          	1000        	1           	0           	0.4435      	0.5565      
1           	92          	1000        	1           	0           	0.444       	0.556       
1           	93          	1000        	1           	0           	0.4435      	0.5565      
1           	94          	1000        	1           	0           	0.437       	0.563       
1           	95          	1000        	1           	0           	0.453       	0.547       
1           	96          	1000        	1           	0           	0.4485      	0.5515      
1           	97          	1000        	1           	0           	0.4395      	0.5605      
1           	98          	1000        	1           	0           	0.4395      	0.5605      
1           	99          	1000        	1           	0           	0.469       	0.531       
1           	100         	1000        	1           	0           	0.4775      	0.5225      
1           	101         	1000        	1           	0           	0.471       	0.529       
1           	102         	1000        	1           	0           	0.4615      	0.5385      
1           	103         	1000        	1           	0           	0.445       	0.555       
1           	104         	1000        	1           	0           	0.442       	0.558       
1           	105         	1000        	1           	0           	0.4595      	0.5405      
1           	106         	1000        	1           	0           	0.474       	0.526       
1           	107         	1000        	1           	0           	0.4745      	0.5255      
1           	108         	1000        	1           	0           	0.4745      	0.5255      
1           	109         	1000        	1           	0           	0.457       	0.543       
1           	110         	1000        	1           	0           	0.442       	0.558       
1           	111         	1000        	1           	0           	0.431       	0.569       
1           	112         	1000        	1           	0           	0.4075      	0.5925      
1           	113         	1000        	1           	0           	0.4085      	0.5915      
1           	114         	1000        	1           	0           	0.3935      	0.6065      
1           	115         	1000        	1           	0           	0.398       	0.602       
1           	116         	1000        	1           	0           	0.3825      	0.6175      
1           	117         	1000        	1           	0           	0.3905      	0.6095      
1           	118         	1000        	1           	0           	0.3865      	0.6135      
1           	119         	1000        	1           	0           	0.3855      	0.6145      
1           	120         	1000        	1           	0           	0.382       	0.618       
1           	121         	1000        	1           	0           	0.3935      	0.6065      
1           	122         	1000        	1           	0           	0.392       	0.608       
1           	123         	1000        	1           	0           	0.395       	0.605       
1           	124         	1000        	1           	0           	0.3805      	0.6195      
1           	125         	1000        	1           	0           	0.3735      	0.6265      
1           	126         	1000        	1           	0           	0.376       	0.624       
1           	127         	1000        	1           	0           	0.382       	0.618       
1           	128         	1000        	1           	0           	0.403       	0.597       
1           	129         	1000        	1           	0           	0.404       	0.596       
1           	130         	1000        	1           	0           	0.405       	0.595       
1           	131         	1000        	1           	0           	0.396       	0.604       
1           	132         	1000        	1           	0           	0.3805      	0.6195      
1           	133         	1000        	1           	0           	0.368       	0.632       
1           	134         	1000        	1           	0           	0.371       	0.629       
1           	135         	1000        	1           	0           	0.3705      	0.6295      
1           	136         	1000        	1           	0           	0.375       	0.625       
1           	137         	1000        	1           	0           	0.366       	0.634       
1           	138         	1000        	1           	0           	0.3725      	0.6275      
1           	139         	1000        	1           	0           	0.3815      	0.6185      
1           	140         	1000        	1           	0           	0.384       	0.616       
1           	141         	1000        	1           	0           	0.3925      	0.6075      
1           	142         	1000        	1           	0           	0.406       	0.594       
1           	143         	1000        	1           	0           	0.4055      	0.5945      
1           	144         	1000        	1           	0           	0.431       	0.569       
1           	145         	1000        	1           	0           	0.4455      	0.5545      
1           	146         	1000        	1           	0           	0.4505      	0.5495      
1           	147         	1000        	1           	0           	0.4655      	0.5345      
1           	148         	1000        	1           	0           	0.475       	0.525       
1           	149         	1000        	1           	0           	0.4375      	0.5625      
1           	150         	1000        	1           	0           	0.4265      	0.5735      
1           	151         	1000        	1           	0           	0.4365      	0.5635      
1           	152         	1000        	1           	0           	0.439       	0.561       
1           	153         	1000        	1           	0           	0.459       	0.541       
1           	154         	1000        	1           	0           	0.4595      	0.5405      
1           	155         	1000        	1           	0           	0.4665      	0.5335      
1           	156         	1000        	1           	0           	0.4565      	0.5435      
1           	157         	1000        	1           	0           	0.4535      	0.5465      
1           	158         	1000        	1           	0           	0.445       	0.555       
1           	159         	1000        	1           	0           	0.4615      	0.5385      
1           	160         	1000        	1           	0           	0.4655      	0.5345      
1           	161         	1000        	1           	0           	0.4585      	0.5415      
1           	162         	1000        	1           	0           	0.442       	0.558       
1           	163         	1000        	1           	0           	0.449       	0.551       
1           	164         	1000        	1           	0           	0.436       	0.564       
1           	165         	1000        	1           	0           	0.445       	0.555       
1           	166         	1000        	1           	0           	0.4585      	0.5415      
1           	167         	1000        	1           	0           	0.454       	0.546       
1           	168         	1000        	1           	0           	0.432       	0.568       
1           	169         	1000        	1           	0           	0.4395      	0.5605      
1           	170         	1000        	1           	0           	0.459       	0.541       
1           	171         	1000        	1           	0           	0.468       	0.532       
1           	172         	1000        	1           	0           	0.4635      	0.5365      
1           	173         	1000        	1           	0           	0.465       	0.535       
1           	174         	1000        	1           	0           	0.474       	0.526       
1           	175         	1000        	1           	0           	0.472       	0.528       
1           	176         	1000        	1           	0           	0.483       	0.517       
1           	177         	1000        	1           	0           	0.4825      	0.5175      
1           	178         	1000        	1           	0           	0.4885      	0.5115      
1           	179         	1000        	1           	0           	0.4995      	0.5005      
1           	180         	1000        	1           	0           	0.4895      	0.5105      
1           	181         	1000        	1           	0           	0.485       	0.515       
1           	182         	1000        	1           	0           	0.4835      	0.5165      
1           	183         	1000        	1           	0           	0.489       	0.511       
1           	184         	1000        	1           	0           	0.4905      	0.5095      
1           	185         	1000        	1           	0           	0.4695      	0.5305      
1           	186         	1000        	1           	0           	0.4655      	0.5345      
1           	187         	1000        	1           	0           	0.4525      	0.5475      
1           	188         	1000        	1           	0           	0.439       	0.561       
1           	189         	1000        	1           	0           	0.428       	0.572       
1           	190         	1000        	1           	0           	0.415       	0.585       
1           	191         	1000        	1           	0           	0.414       	0.586       
1           	192         	1000        	1           	0           	0.41        	0.59        
1           	193         	1000        	1           	0           	0.4045      	0.5955      
1           	194         	1000        	1           	0           	0.4145      	0.5855      
1           	195         	1000        	1           	0           	0.438       	0.562       
1           	196         	1000        	1           	0           	0.4325      	0.5675      
1           	197         	1000        	1           	0           	0.419       	0.581       
1           	198         	1000        	1           	0           	0.405       	0.595       
1           	199         	1000        	1           	0           	0.4085      	0.5915      
1           	200         	1000        	1           	0           	0.4015      	0.5985      
2           	1           	2           	0.5         	0.5         	0.5         	0.5         
2           	2           	11          	0.5         	0.5         	0.6364      	0.3636      
2           	3           	73          	0.6781      	0.3219      	0.637       	0.363       
2           	4           	334         	0.7485      	0.2515      	0.6377      	0.3623      
2           	5           	1000        	0.7795      	0.2205      	0.6415      	0.3585      
2           	6           	1000        	0.8295      	0.1705      	0.627       	0.373       
2           	7           	1000        	0.841       	0.159       	0.624       	0.376       
2           	8           	1000        	0.872       	0.128       	0.62        	0.38        
2           	9           	1000        	0.881       	0.119       	0.63        	0.37        
2           	10          	1000        	0.8965      	0.1035      	0.6265      	0.3735      
2           	11          	1000        	0.9145      	0.0855      	0.6185      	0.3815      
2           	12          	1000        	0.9145      	0.0855      	0.6365      	0.3635      
2           	13          	1000        	0.9185      	0.0815      	0.631       	0.369       
2           	14          	1000        	0.9235      	0.0765      	0.6235      	0.3765      
2           	15          	1000        	0.918       	0.082       	0.6215      	0.3785      
2           	16          	1000        	0.9315      	0.0685      	0.603       	0.397       
2           	17          	1000        	0.938       	0.062       	0.606       	0.394       
2           	18          	1000        	0.9415      	0.0585      	0.617       	0.383       
2           	19          	1000        	0.9485      	0.0515      	0.598       	0.402       
2           	20          	1000        	0.952       	0.048       	0.592       	0.408       
2           	21          	1000        	0.9525      	0.0475      	0.5795      	0.4205      
2           	22          	1000        	0.952       	0.048       	0.579       	0.421       
2           	23          	1000        	0.9425      	0.0575      	0.5845      	0.4155      
2           	24          	1000        	0.945       	0.055       	0.596       	0.404       
2           	25          	1000        	0.947       	0.053       	0.594       	0.406       
2           	26          	1000        	0.946       	0.054       	0.5925      	0.4075      
2           	27          	1000        	0.948       	0.052       	0.6005      	0.3995      
2           	28          	1000        	0.9615      	0.0385      	0.5975      	0.4025      
2           	29          	1000        	0.967       	0.033       	0.5985      	0.4015      
2           	30          	1000        	0.963       	0.037       	0.597       	0.403       
2           	31          	1000        	0.9635      	0.0365      	0.604       	0.396       
2           	32          	1000        	0.965       	0.035       	0.596       	0.404       
2           	33          	1000        	0.9745      	0.0255      	0.614       	0.386       
2           	34          	1000        	0.981       	0.019       	0.6175      	0.3825      
2           	35          	1000        	0.987       	0.013       	0.6075      	0.3925      
2           	36          	1000        	0.987       	0.013       	0.6005      	0.3995      
2           	37          	1000        	0.9815      	0.0185      	0.602       	0.398       
2           	38          	1000        	0.9815      	0.0185      	0.6095      	0.3905      
2           	39          	1000        	0.9775      	0.0225      	0.626       	0.374       
2           	40          	1000        	0.975       	0.025       	0.6205      	0.3795      
2           	41          	1000        	0.9665      	0.0335      	0.614       	0.386       
2           	42          	1000        	0.9685      	0.0315      	0.621       	0.379       
2           	43          	1000        	0.9635      	0.0365      	0.6285      	0.3715      
2           	44          	1000        	0.96        	0.04        	0.6405      	0.3595      
2           	45          	1000        	0.952       	0.048       	0.6315      	0.3685      
2           	46          	1000        	0.951       	0.049       	0.638       	0.362       
2           	47          	1000        	0.9565      	0.0435      	0.6395      	0.3605      
2           	48          	1000        	0.9645      	0.0355      	0.632       	0.368       
2           	49          	1000        	0.9725      	0.0275      	0.644       	0.356       
2           	50          	1000        	0.9685      	0.0315      	0.658       	0.342       
2           	51          	1000        	0.9685      	0.0315      	0.663       	0.337       
2           	52          	1000        	0.963       	0.037       	0.679       	0.321       
2           	53          	1000        	0.966       	0.034       	0.6885      	0.3115      
2           	54          	1000        	0.9655      	0.0345      	0.6955      	0.3045      
2           	55          	1000        	0.9705      	0.0295      	0.6935      	0.3065      
2           	56          	1000        	0.966       	0.034       	0.6695      	0.3305      
2           	57          	1000        	0.968       	0.032       	0.66        	0.34        
2           	58          	1000        	0.968       	0.032       	0.661       	0.339       
2           	59          	1000        	0.969       	0.031       	0.657       	0.343       
2           	60          	1000        	0.9685      	0.0315      	0.6695      	0.3305      
2           	61          	1000        	0.97        	0.03        	0.671       	0.329       
2           	62          	1000        	0.972       	0.028       	0.662       	0.338       
2           	63          	1000        	0.978       	0.022       	0.652       	0.348       
2           	64          	1000        	0.983       	0.017       	0.6505      	0.3495      
2           	65          	1000        	0.983       	0.017       	0.646       	0.354       
2           	66          	1000        	0.981       	0.019       	0.651       	0.349       
2           	67          	1000        	0.9805      	0.0195      	0.64        	0.36        
2           	68          	1000        	0.9855      	0.0145      	0.647       	0.353       
2           	69          	1000        	0.9895      	0.0105      	0.6255      	0.3745      
2           	70          	1000        	0.9845      	0.0155      	0.6085      	0.3915      
2           	71          	1000        	0.9825      	0.0175      	0.594       	0.406       
2           	72          	1000        	0.9805      	0.0195      	0.592       	0.408       
2           	73          	1000        	0.9805      	0.0195      	0.5915      	0.4085      
2           	74          	1000        	0.978       	0.022       	0.5955      	0.4045      
2           	75          	1000        	0.975       	0.025       	0.607       	0.393       
2           	76          	1000        	0.9765      	0.0235      	0.6015      	0.3985      
2           	77          	1000        	0.9775      	0.0225      	0.602       	0.398       
2           	78          	1000        	0.977       	0.023       	0.62        	0.38        
2           	79          	1000        	0.976       	0.024       	0.6105      	0.3895      
2           	80          	1000        	0.969       	0.031       	0.6185      	0.3815      
2           	81          	1000        	0.968       	0.032       	0.6235      	0.3765      
2           	82          	1000        	0.971       	0.029       	0.617       	0.383       
2           	83          	1000        	0.97        	0.03        	0.6255      	0.3745      
2           	84          	1000        	0.9665      	0.0335      	0.64        	0.36        
2           	85          	1000        	0.968       	0.032       	0.6545      	0.3455      
2           	86          	1000        	0.963       	0.037       	0.647       	0.353       
2           	87          	1000        	0.9545      	0.0455      	0.64        	0.36        
2           	88          	1000        	0.9525      	0.0475      	0.643       	0.357       
2           	89          	1000        	0.953       	0.047       	0.64        	0.36        
2           	90          	1000        	0.9475      	0.0525      	0.623       	0.377       
2           	91          	1000        	0.9505      	0.0495      	0.6075      	0.3925      
2           	92          	1000        	0.95        	0.05        	0.6005      	0.3995      
2           	93          	1000        	0.956       	0.044       	0.59        	0.41        
2           	94          	1000        	0.958       	0.042       	0.597       	0.403       
2           	95          	1000        	0.9535      	0.0465      	0.588       	0.412       
2           	96          	1000        	0.9555      	0.0445      	0.5535      	0.4465      
2           	97          	1000        	0.954       	0.046       	0.555       	0.445       
2           	98          	1000        	0.9555      	0.0445      	0.5515      	0.4485      
2           	99          	1000        	0.9525      	0.0475      	0.5635      	0.4365      
2           	100         	1000        	0.961       	0.039       	0.5595      	0.4405      
2           	101         	1000        	0.9705      	0.0295      	0.556       	0.444       
2           	102         	1000        	0.975       	0.025       	0.5485      	0.4515      
2           	103         	1000        	0.9765      	0.0235      	0.548       	0.452       
2           	104         	1000        	0.9805      	0.0195      	0.54        	0.46        
2           	105         	1000        	0.982       	0.018       	0.543       	0.457       
2           	106         	1000        	0.982       	0.018       	0.5525      	0.4475      
2           	107         	1000        	0.983       	0.017       	0.5585      	0.4415      
2           	108         	1000        	0.9865      	0.0135      	0.5635      	0.4365      
2           	109         	1000        	0.987       	0.013       	0.5555      	0.4445      
2           	110         	1000        	0.9845      	0.0155      	0.5505      	0.4495      
2           	111         	1000        	0.978       	0.022       	0.567       	0.433       
2           	112         	1000        	0.981       	0.019       	0.563       	0.437       
2           	113         	1000        	0.984       	0.016       	0.576       	0.424       
2           	114         	1000        	0.986       	0.014       	0.572       	0.428       
2           	115         	1000        	0.983       	0.017       	0.5725      	0.4275      
2           	116         	1000        	0.979       	0.021       	0.5785      	0.4215      
2           	117         	1000        	0.983       	0.017       	0.5905      	0.4095      
2           	118         	1000        	0.986       	0.014       	0.5865      	0.4135      
2           	119         	1000        	0.987       	0.013       	0.5935      	0.4065      
2           	120         	1000        	0.9875      	0.0125      	0.575       	0.425       
2           	121         	1000        	0.9855      	0.0145      	0.5685      	0.4315      
2           	122         	1000        	0.9825      	0.0175      	0.59        	0.41        
2           	123         	1000        	0.984       	0.016       	0.599       	0.401       
2           	124         	1000        	0.9865      	0.0135      	0.5885      	0.4115      
2           	125         	1000        	0.9805      	0.0195      	0.569       	0.431       
2           	126         	1000        	0.9775      	0.0225      	0.568       	0.432       
2           	127         	1000        	0.9795      	0.0205      	0.5645      	0.4355      
2           	128         	1000        	0.9845      	0.0155      	0.583       	0.417       
2           	129         	1000        	0.989       	0.011       	0.5905      	0.4095      
2           	130         	1000        	0.988       	0.012       	0.5865      	0.4135      
2           	131         	1000        	0.987       	0.013       	0.593       	0.407       
2           	132         	1000        	0.9895      	0.0105      	0.5925      	0.4075      
2           	133         	1000        	0.991       	0.009       	0.583       	0.417       
2           	134         	1000        	0.9905      	0.0095      	0.592       	0.408       
2           	135         	1000        	0.9925      	0.0075      	0.5935      	0.4065      
2           	136         	1000        	0.995       	0.005       	0.598       	0.402       
2           	137         	1000        	0.997       	0.003       	0.6035      	0.3965      
2           	138         	1000        	0.9935      	0.0065      	0.583       	0.417       
2           	139         	1000        	0.9925      	0.0075      	0.579       	0.421       
2           	140         	1000        	0.99        	0.01        	0.5795      	0.4205      
2           	141         	1000        	0.9935      	0.0065      	0.5735      	0.4265      
2           	142         	1000        	0.9915      	0.0085      	0.5845      	0.4155      
2           	143         	1000        	0.9915      	0.0085      	0.5665      	0.4335      
2           	144         	1000        	0.9885      	0.0115      	0.5515      	0.4485      
2           	145         	1000        	0.9885      	0.0115      	0.55        	0.45        
2           	146         	1000        	0.9905      	0.0095      	0.5455      	0.4545      
2           	147         	1000        	0.987       	0.013       	0.561       	0.439       
2           	148         	1000        	0.986       	0.014       	0.561       	0.439       
2           	149         	1000        	0.987       	0.013       	0.5605      	0.4395      
2           	150         	1000        	0.984       	0.016       	0.584       	0.416       
2           	151         	1000        	0.9865      	0.0135      	0.576       	0.424       
2           	152         	1000        	0.985       	0.015       	0.585       	0.415       
2           	153         	1000        	0.9835      	0.0165      	0.5955      	0.4045      
2           	154         	1000        	0.9815      	0.0185      	0.587       	0.413       
2           	155         	1000        	0.979       	0.021       	0.59        	0.41        
2           	156         	1000        	0.9805      	0.0195      	0.604       	0.396       
2           	157         	1000        	0.978       	0.022       	0.591       	0.409       
2           	158         	1000        	0.9855      	0.0145      	0.59        	0.41        
2           	159         	1000        	0.9855      	0.0145      	0.567       	0.433       
2           	160         	1000        	0.983       	0.017       	0.5525      	0.4475      
2           	161         	1000        	0.979       	0.021       	0.5555      	0.4445      
2           	162         	1000        	0.98        	0.02        	0.5565      	0.4435      
2           	163         	1000        	0.9805      	0.0195      	0.5455      	0.4545      
2           	164         	1000        	0.981       	0.019       	0.562       	0.438       
2           	165         	1000        	0.9815      	0.0185      	0.572       	0.428       
2           	166         	1000        	0.982       	0.018       	0.5775      	0.4225      
2           	167         	1000        	0.9765      	0.0235      	0.5635      	0.4365      
2           	168         	1000        	0.979       	0.021       	0.5685      	0.4315      
2           	169         	1000        	0.9845      	0.0155      	0.575       	0.425       
2           	170         	1000        	0.9865      	0.0135      	0.5655      	0.4345      
2           	171         	1000        	0.9895      	0.0105      	0.562       	0.438       
2           	172         	1000        	0.988       	0.012       	0.5715      	0.4285      
2           	173         	1000        	0.9885      	0.0115      	0.5475      	0.4525      
2           	174         	1000        	0.99        	0.01        	0.558       	0.442       
2           	175         	1000        	0.993       	0.007       	0.5625      	0.4375      
2           	176         	1000        	0.992       	0.008       	0.5585      	0.4415      
2           	177         	1000        	0.9905      	0.0095      	0.5695      	0.4305      
2           	178         	1000        	0.9905      	0.0095      	0.5785      	0.4215      
2           	179         	1000        	0.9935      	0.0065      	0.5885      	0.4115      
2           	180         	1000        	0.9905      	0.0095      	0.579       	0.421       
2           	181         	1000        	0.9945      	0.0055      	0.576       	0.424       
2           	182         	1000        	0.995       	0.005       	0.581       	0.419       
2           	183         	1000        	0.9955      	0.0045      	0.591       	0.409       
2           	184         	1000        	0.9965      	0.0035      	0.592       	0.408       
2           	185         	1000        	0.998       	0.002       	0.5745      	0.4255      
2           	186         	1000        	0.9975      	0.0025      	0.578       	0.422       
2           	187         	1000        	0.9965      	0.0035      	0.576       	0.424       
2           	188         	1000        	0.996       	0.004       	0.5825      	0.4175      
2           	189         	1000        	0.9965      	0.0035      	0.5915      	0.4085      
2           	190         	1000        	0.9985      	0.0015      	0.6015      	0.3985      
2           	191         	1000        	0.999       	0.001       	0.6025      	0.3975      
2           	192         	1000        	0.9995      	0.0005      	0.584       	0.416       
2           	193         	1000        	0.9995      	0.0005      	0.5955      	0.4045      
2           	194         	1000        	1           	0           	0.584       	0.416       
2           	195         	1000        	1           	0           	0.584       	0.416       
2           	196         	1000        	1           	0           	0.59        	0.41        
2           	197         	1000        	1           	0           	0.586       	0.414       
2           	198         	1000        	1           	0           	0.6045      	0.3955      
2           	199         	1000        	1           	0           	0.605       	0.395       
2           	200         	1000        	1           	0           	0.608       	0.392       
3           	1           	2           	0.5         	0.5         	0.5         	0.5         
3           	2           	15          	0.3333      	0.6667      	0.5667      	0.4333      
3           	3           	79          	0.7089      	0.2911      	0.3797      	0.6203      
3           	4           	385         	0.6948      	0.3052      	0.3766      	0.6234      
3           	5           	1000        	0.7315      	0.2685      	0.3815      	0.6185      
3           	6           	1000        	0.756       	0.244       	0.379       	0.621       
3           	7           	1000        	0.782       	0.218       	0.3595      	0.6405      
3           	8           	1000        	0.801       	0.199       	0.362       	0.638       
3           	9           	1000        	0.8005      	0.1995      	0.3525      	0.6475      
3           	10          	1000        	0.7885      	0.2115      	0.347       	0.653       
3           	11          	1000        	0.797       	0.203       	0.3675      	0.6325      
3           	12          	1000        	0.8         	0.2         	0.364       	0.636       
3           	13          	1000        	0.812       	0.188       	0.359       	0.641       
3           	14          	1000        	0.831       	0.169       	0.353       	0.647       
3           	15          	1000        	0.841       	0.159       	0.339       	0.661       
3           	16          	1000        	0.856       	0.144       	0.341       	0.659       
3           	17          	1000        	0.858       	0.142       	0.3405      	0.6595      
3           	18          	1000        	0.8605      	0.1395      	0.336       	0.664       
3           	19          	1000        	0.872       	0.128       	0.3465      	0.6535      
3           	20          	1000        	0.894       	0.106       	0.3545      	0.6455      
3           	21          	1000        	0.909       	0.091       	0.34        	0.66        
3           	22          	1000        	0.912       	0.088       	0.3395      	0.6605      
3           	23          	1000        	0.9155      	0.0845      	0.3335      	0.6665      
3           	24          	1000        	0.9205      	0.0795      	0.336       	0.664       
3           	25          	1000        	0.922       	0.078       	0.3375      	0.6625      
3           	26          	1000        	0.9305      	0.0695      	0.326       	0.674       
3           	27          	1000        	0.9335      	0.0665      	0.322       	0.678       
3           	28          	1000        	0.9355      	0.0645      	0.321       	0.679       
3           	29          	1000        	0.9415      	0.0585      	0.3105      	0.6895      
3           	30          	1000        	0.9385      	0.0615      	0.311       	0.689       
3           	31          	1000        	0.946       	0.054       	0.2915      	0.7085      
3           	32          	1000        	0.946       	0.054       	0.287       	0.713       
3           	33          	1000        	0.949       	0.051       	0.2905      	0.7095      
3           	34          	1000        	0.958       	0.042       	0.283       	0.717       
3           	35          	1000        	0.9625      	0.0375      	0.282       	0.718       
3           	36          	1000        	0.969       	0.031       	0.2965      	0.7035      
3           	37          	1000        	0.9655      	0.0345      	0.282       	0.718       
3           	38          	1000        	0.9615      	0.0385      	0.2965      	0.7035      
3           	39          	1000        	0.966       	0.034       	0.2995      	0.7005      
3           	40          	1000        	0.9545      	0.0455      	0.3125      	0.6875      
3           	41          	1000        	0.944       	0.056       	0.3115      	0.6885      
3           	42          	1000        	0.949       	0.051       	0.326       	0.674       
3           	43          	1000        	0.9565      	0.0435      	0.312       	0.688       
3           	44          	1000        	0.9515      	0.0485      	0.3195      	0.6805      
3           	45          	1000        	0.9605      	0.0395      	0.3365      	0.6635      
3           	46          	1000        	0.957       	0.043       	0.3415      	0.6585      
3           	47          	1000        	0.964       	0.036       	0.327       	0.673       
3           	48          	1000        	0.9615      	0.0385      	0.3295      	0.6705      
3           	49          	1000        	0.9645      	0.0355      	0.3355      	0.6645      
3           	50          	1000        	0.9525      	0.0475      	0.345       	0.655       
3           	51          	1000        	0.9565      	0.0435      	0.344       	0.656       
3           	52          	1000        	0.9525      	0.0475      	0.345       	0.655       
3           	53          	1000        	0.961       	0.039       	0.3365      	0.6635      
3           	54          	1000        	0.9635      	0.0365      	0.3595      	0.6405      
