replicate   	generation  	adlt.nbInd  	q.adlt.a.freq_l1_a1	q.adlt.a.freq_l1_a2	q.adlt.a.freq_l2_a1	q.adlt.a.freq_l2_a2
46          	115         	1000        	0.999       	0.001       	0.558       	0.442       
46          	116         	1000        	0.9985      	0.0015      	0.5475      	0.4525      
46          	117         	1000        	0.9985      	0.0015      	0.5335      	0.4665      
46          	118         	1000        	0.9975      	0.0025      	0.5135      	0.4865      
46          	119         	1000        	0.9975      	0.0025      	0.5025      	0.4975      
46          	120         	1000        	0.9985      	0.0015      	0.497       	0.503       
46          	121         	1000        	0.999       	0.001       	0.517       	0.483       
46          	122         	1000        	0.999       	0.001       	0.5095      	0.4905      
46          	123         	1000        	0.9985      	0.0015      	0.519       	0.481       
46          	124         	1000        	1           	0           	0.509       	0.491       
46          	125         	1000        	1           	0           	0.5105      	0.4895      
46          	126         	1000        	1           	0           	0.508       	0.492       
46          	127         	1000        	1           	0           	0.496       	0.504       
46          	128         	1000        	1           	0           	0.5         	0.5         
46          	129         	1000        	1           	0           	0.509       	0.491       
46          	130         	1000        	1           	0           	0.493       	0.507       
46          	131         	1000        	1           	0           	0.493       	0.507       
46          	132         	1000        	1           	0           	0.5045      	0.4955      
46          	133         	1000        	1           	0           	0.5195      	0.4805      
46          	134         	1000        	1           	0           	0.509       	0.491       
46          	135         	1000        	1           	0           	0.4985      	0.5015      
46          	136         	1000        	1           	0           	0.489       	0.511       
46          	137         	1000        	1           	0           	0.4905      	0.5095      
46          	138         	1000        	1           	0           	0.472       	0.528       
46          	139         	1000        	1           	0           	0.4705      	0.5295      
46          	140         	1000        	1           	0           	0.4815      	0.5185      
46          	141         	1000        	1           	0           	0.471       	0.529       
46          	142         	1000        	1           	0           	0.472       	0.528       
46          	143         	1000        	1           	0           	0.465       	0.535       
46          	144         	1000        	1           	0           	0.471       	0.529       
46          	145         	1000        	1           	0           	0.4825      	0.5175      
46          	146         	1000        	1           	0           	0.4765      	0.5235      
46          	147         	1000        	1           	0           	0.4745      	0.5255      
46          	148         	1000        	1           	0           	0.4755      	0.5245      
46          	149         	1000        	1           	0           	0.457       	0.543       
46          	150         	1000        	1           	0           	0.4525      	0.5475      
46          	151         	1000        	1           	0           	0.446       	0.554       
46          	152         	1000        	1           	0           	0.456       	0.544       
46          	153         	1000        	1           	0           	0.4755      	0.5245      
46          	154         	1000        	1           	0           	0.488       	0.512       
46          	155         	1000        	1           	0           	0.4935      	0.5065      
46          	156         	1000        	1           	0           	0.4905      	0.5095      
46          	157         	1000        	1           	0           	0.484       	0.516       
46          	158         	1000        	1           	0           	0.474       	0.526       
46          	159         	1000        	1           	0           	0.478       	0.522       
46          	160         	1000        	1           	0           	0.476       	0.524       
46          	161         	1000        	1           	0           	0.4855      	0.5145      
46          	162         	1000        	1           	0           	0.4675      	0.5325      
46          	163         	1000        	1           	0           	0.466       	0.534       
46          	164         	1000        	1           	0           	0.4735      	0.5265      
46          	165         	1000        	1           	0           	0.4925      	0.5075      
46          	166         	1000        	1           	0           	0.4705      	0.5295      
46          	167         	1000        	1           	0           	0.4855      	0.5145      
46          	168         	1000        	1           	0           	0.4975      	0.5025      
46          	169         	1000        	1           	0           	0.505       	0.495       
46          	170         	1000        	1           	0           	0.485       	0.515       
46          	171         	1000        	1           	0           	0.469       	0.531       
46          	172         	1000        	1           	0           	0.473       	0.527       
46          	173         	1000        	1           	0           	0.4665      	0.5335      
46          	174         	1000        	1           	0           	0.4685      	0.5315      
46          	175         	1000        	1           	0           	0.4855      	0.5145      
46          	176         	1000        	1           	0           	0.482       	0.518       
46          	177         	1000        	1           	0           	0.482       	0.518       
46          	178         	1000        	1           	0           	0.4915      	0.5085      
46          	179         	1000        	1           	0           	0.482       	0.518       
46          	180         	1000        	1           	0           	0.4915      	0.5085      
46          	181         	1000        	1           	0           	0.4815      	0.5185      
46          	182         	1000        	1           	0           	0.488       	0.512       
46          	183         	1000        	1           	0           	0.4835      	0.5165      
46          	184         	1000        	1           	0           	0.472       	0.528       
46          	185         	1000        	1           	0           	0.488       	0.512       
46          	186         	1000        	1           	0           	0.4805      	0.5195      
46          	187         	1000        	1           	0           	0.4845      	0.5155      
46          	188         	1000        	1           	0           	0.496       	0.504       
46          	189         	1000        	1           	0           	0.5165      	0.4835      
46          	190         	1000        	1           	0           	0.5175      	0.4825      
46          	191         	1000        	1           	0           	0.505       	0.495       
46          	192         	1000        	1           	0           	0.5205      	0.4795      
46          	193         	1000        	1           	0           	0.5075      	0.4925      
46          	194         	1000        	1           	0           	0.5075      	0.4925      
46          	195         	1000        	1           	0           	0.5115      	0.4885      
46          	196         	1000        	1           	0           	0.5045      	0.4955      
46          	197         	1000        	1           	0           	0.5095      	0.4905      
46          	198         	1000        	1           	0           	0.502       	0.498       
46          	199         	1000        	1           	0           	0.53        	0.47        
46          	200         	1000        	1           	0           	0.529       	0.471       
47          	1           	2           	0.5         	0.5         	0.5         	0.5         
47          	2           	8           	0.6875      	0.3125      	0.25        	0.75        
47          	3           	24          	0.6042      	0.3958      	0.2708      	0.7292      
47          	4           	108         	0.6574      	0.3426      	0.2361      	0.7639      
47          	5           	487         	0.655       	0.345       	0.23        	0.77        
47          	6           	1000        	0.658       	0.342       	0.213       	0.787       
47          	7           	1000        	0.675       	0.325       	0.195       	0.805       
47          	8           	1000        	0.6895      	0.3105      	0.1945      	0.8055      
47          	9           	1000        	0.7025      	0.2975      	0.1825      	0.8175      
47          	10          	1000        	0.7245      	0.2755      	0.167       	0.833       
47          	11          	1000        	0.7455      	0.2545      	0.148       	0.852       
47          	12          	1000        	0.755       	0.245       	0.141       	0.859       
47          	13          	1000        	0.7615      	0.2385      	0.139       	0.861       
47          	14          	1000        	0.7695      	0.2305      	0.1235      	0.8765      
47          	15          	1000        	0.799       	0.201       	0.126       	0.874       
47          	16          	1000        	0.7965      	0.2035      	0.1145      	0.8855      
47          	17          	1000        	0.79        	0.21        	0.095       	0.905       
47          	18          	1000        	0.793       	0.207       	0.091       	0.909       
47          	19          	1000        	0.785       	0.215       	0.089       	0.911       
47          	20          	1000        	0.7805      	0.2195      	0.081       	0.919       
47          	21          	1000        	0.7925      	0.2075      	0.0805      	0.9195      
47          	22          	1000        	0.8065      	0.1935      	0.063       	0.937       
47          	23          	1000        	0.81        	0.19        	0.0575      	0.9425      
47          	24          	1000        	0.79        	0.21        	0.0555      	0.9445      
47          	25          	1000        	0.801       	0.199       	0.0495      	0.9505      
47          	26          	1000        	0.7935      	0.2065      	0.046       	0.954       
47          	27          	1000        	0.7945      	0.2055      	0.045       	0.955       
47          	28          	1000        	0.787       	0.213       	0.0435      	0.9565      
47          	29          	1000        	0.791       	0.209       	0.0405      	0.9595      
47          	30          	1000        	0.8165      	0.1835      	0.0415      	0.9585      
47          	31          	1000        	0.807       	0.193       	0.038       	0.962       
47          	32          	1000        	0.8065      	0.1935      	0.0445      	0.9555      
47          	33          	1000        	0.8105      	0.1895      	0.0475      	0.9525      
47          	34          	1000        	0.8015      	0.1985      	0.046       	0.954       
47          	35          	1000        	0.821       	0.179       	0.0395      	0.9605      
47          	36          	1000        	0.8305      	0.1695      	0.042       	0.958       
47          	37          	1000        	0.8355      	0.1645      	0.0435      	0.9565      
47          	38          	1000        	0.837       	0.163       	0.047       	0.953       
47          	39          	1000        	0.8435      	0.1565      	0.045       	0.955       
47          	40          	1000        	0.841       	0.159       	0.0455      	0.9545      
47          	41          	1000        	0.8535      	0.1465      	0.04        	0.96        
47          	42          	1000        	0.8515      	0.1485      	0.0445      	0.9555      
47          	43          	1000        	0.851       	0.149       	0.039       	0.961       
47          	44          	1000        	0.858       	0.142       	0.0385      	0.9615      
47          	45          	1000        	0.861       	0.139       	0.0325      	0.9675      
47          	46          	1000        	0.856       	0.144       	0.025       	0.975       
47          	47          	1000        	0.8545      	0.1455      	0.0255      	0.9745      
47          	48          	1000        	0.858       	0.142       	0.0225      	0.9775      
47          	49          	1000        	0.855       	0.145       	0.0195      	0.9805      
47          	50          	1000        	0.8495      	0.1505      	0.019       	0.981       
47          	51          	1000        	0.8395      	0.1605      	0.02        	0.98        
47          	52          	1000        	0.8295      	0.1705      	0.0205      	0.9795      
47          	53          	1000        	0.8285      	0.1715      	0.018       	0.982       
47          	54          	1000        	0.819       	0.181       	0.0205      	0.9795      
47          	55          	1000        	0.814       	0.186       	0.021       	0.979       
47          	56          	1000        	0.807       	0.193       	0.0205      	0.9795      
47          	57          	1000        	0.8225      	0.1775      	0.0155      	0.9845      
47          	58          	1000        	0.835       	0.165       	0.015       	0.985       
47          	59          	1000        	0.8215      	0.1785      	0.0185      	0.9815      
47          	60          	1000        	0.8315      	0.1685      	0.019       	0.981       
47          	61          	1000        	0.824       	0.176       	0.0135      	0.9865      
47          	62          	1000        	0.828       	0.172       	0.0175      	0.9825      
47          	63          	1000        	0.8385      	0.1615      	0.021       	0.979       
47          	64          	1000        	0.8345      	0.1655      	0.0235      	0.9765      
47          	65          	1000        	0.844       	0.156       	0.0205      	0.9795      
47          	66          	1000        	0.8415      	0.1585      	0.0195      	0.9805      
47          	67          	1000        	0.846       	0.154       	0.021       	0.979       
47          	68          	1000        	0.8575      	0.1425      	0.0225      	0.9775      
47          	69          	1000        	0.8565      	0.1435      	0.022       	0.978       
47          	70          	1000        	0.8575      	0.1425      	0.023       	0.977       
47          	71          	1000        	0.861       	0.139       	0.0235      	0.9765      
47          	72          	1000        	0.8645      	0.1355      	0.025       	0.975       
47          	73          	1000        	0.8615      	0.1385      	0.0235      	0.9765      
47          	74          	1000        	0.8555      	0.1445      	0.0265      	0.9735      
47          	75          	1000        	0.855       	0.145       	0.025       	0.975       
47          	76          	1000        	0.86        	0.14        	0.024       	0.976       
47          	77          	1000        	0.8575      	0.1425      	0.027       	0.973       
47          	78          	1000        	0.8565      	0.1435      	0.023       	0.977       
47          	79          	1000        	0.86        	0.14        	0.0215      	0.9785      
47          	80          	1000        	0.865       	0.135       	0.018       	0.982       
47          	81          	1000        	0.869       	0.131       	0.0195      	0.9805      
47          	82          	1000        	0.877       	0.123       	0.015       	0.985       
47          	83          	1000        	0.87        	0.13        	0.02        	0.98        
47          	84          	1000        	0.8775      	0.1225      	0.021       	0.979       
47          	85          	1000        	0.885       	0.115       	0.0195      	0.9805      
47          	86          	1000        	0.8815      	0.1185      	0.0215      	0.9785      
47          	87          	1000        	0.881       	0.119       	0.0275      	0.9725      
47          	88          	1000        	0.8915      	0.1085      	0.0245      	0.9755      
47          	89          	1000        	0.9005      	0.0995      	0.0185      	0.9815      
47          	90          	1000        	0.8995      	0.1005      	0.0165      	0.9835      
47          	91          	1000        	0.9         	0.1         	0.0135      	0.9865      
47          	92          	1000        	0.8975      	0.1025      	0.017       	0.983       
47          	93          	1000        	0.884       	0.116       	0.0185      	0.9815      
47          	94          	1000        	0.881       	0.119       	0.0155      	0.9845      
47          	95          	1000        	0.882       	0.118       	0.0155      	0.9845      
47          	96          	1000        	0.884       	0.116       	0.015       	0.985       
47          	97          	1000        	0.8735      	0.1265      	0.0125      	0.9875      
47          	98          	1000        	0.8635      	0.1365      	0.013       	0.987       
47          	99          	1000        	0.861       	0.139       	0.0095      	0.9905      
47          	100         	1000        	0.8665      	0.1335      	0.0095      	0.9905      
47          	101         	1000        	0.8715      	0.1285      	0.0055      	0.9945      
47          	102         	1000        	0.863       	0.137       	0.0065      	0.9935      
47          	103         	1000        	0.856       	0.144       	0.0095      	0.9905      
47          	104         	1000        	0.86        	0.14        	0.017       	0.983       
47          	105         	1000        	0.8615      	0.1385      	0.0175      	0.9825      
47          	106         	1000        	0.862       	0.138       	0.019       	0.981       
47          	107         	1000        	0.866       	0.134       	0.0195      	0.9805      
47          	108         	1000        	0.8765      	0.1235      	0.0185      	0.9815      
47          	109         	1000        	0.875       	0.125       	0.0195      	0.9805      
47          	110         	1000        	0.891       	0.109       	0.02        	0.98        
47          	111         	1000        	0.888       	0.112       	0.02        	0.98        
47          	112         	1000        	0.899       	0.101       	0.018       	0.982       
47          	113         	1000        	0.8885      	0.1115      	0.014       	0.986       
47          	114         	1000        	0.893       	0.107       	0.0165      	0.9835      
47          	115         	1000        	0.894       	0.106       	0.0175      	0.9825      
47          	116         	1000        	0.8965      	0.1035      	0.0145      	0.9855      
47          	117         	1000        	0.8905      	0.1095      	0.013       	0.987       
47          	118         	1000        	0.892       	0.108       	0.011       	0.989       
47          	119         	1000        	0.8915      	0.1085      	0.015       	0.985       
47          	120         	1000        	0.888       	0.112       	0.0135      	0.9865      
47          	121         	1000        	0.8875      	0.1125      	0.0135      	0.9865      
47          	122         	1000        	0.8855      	0.1145      	0.012       	0.988       
47          	123         	1000        	0.8855      	0.1145      	0.0125      	0.9875      
47          	124         	1000        	0.887       	0.113       	0.016       	0.984       
47          	125         	1000        	0.8925      	0.1075      	0.0165      	0.9835      
47          	126         	1000        	0.885       	0.115       	0.016       	0.984       
47          	127         	1000        	0.8845      	0.1155      	0.015       	0.985       
47          	128         	1000        	0.879       	0.121       	0.0125      	0.9875      
47          	129         	1000        	0.886       	0.114       	0.0105      	0.9895      
47          	130         	1000        	0.8945      	0.1055      	0.0135      	0.9865      
47          	131         	1000        	0.881       	0.119       	0.0145      	0.9855      
47          	132         	1000        	0.8645      	0.1355      	0.019       	0.981       
47          	133         	1000        	0.86        	0.14        	0.0155      	0.9845      
47          	134         	1000        	0.8585      	0.1415      	0.018       	0.982       
47          	135         	1000        	0.8695      	0.1305      	0.021       	0.979       
47          	136         	1000        	0.8745      	0.1255      	0.0185      	0.9815      
47          	137         	1000        	0.876       	0.124       	0.021       	0.979       
47          	138         	1000        	0.871       	0.129       	0.025       	0.975       
47          	139         	1000        	0.8765      	0.1235      	0.0225      	0.9775      
47          	140         	1000        	0.8815      	0.1185      	0.0225      	0.9775      
47          	141         	1000        	0.8785      	0.1215      	0.02        	0.98        
47          	142         	1000        	0.8835      	0.1165      	0.021       	0.979       
47          	143         	1000        	0.8895      	0.1105      	0.0185      	0.9815      
47          	144         	1000        	0.8795      	0.1205      	0.017       	0.983       
47          	145         	1000        	0.875       	0.125       	0.018       	0.982       
47          	146         	1000        	0.884       	0.116       	0.019       	0.981       
47          	147         	1000        	0.886       	0.114       	0.0155      	0.9845      
47          	148         	1000        	0.887       	0.113       	0.014       	0.986       
47          	149         	1000        	0.8865      	0.1135      	0.011       	0.989       
47          	150         	1000        	0.8975      	0.1025      	0.01        	0.99        
47          	151         	1000        	0.8945      	0.1055      	0.011       	0.989       
47          	152         	1000        	0.901       	0.099       	0.0085      	0.9915      
47          	153         	1000        	0.9085      	0.0915      	0.0085      	0.9915      
47          	154         	1000        	0.9135      	0.0865      	0.01        	0.99        
47          	155         	1000        	0.9075      	0.0925      	0.008       	0.992       
47          	156         	1000        	0.904       	0.096       	0.0125      	0.9875      
47          	157         	1000        	0.9085      	0.0915      	0.0095      	0.9905      
47          	158         	1000        	0.9055      	0.0945      	0.009       	0.991       
47          	159         	1000        	0.908       	0.092       	0.007       	0.993       
47          	160         	1000        	0.915       	0.085       	0.0055      	0.9945      
47          	161         	1000        	0.907       	0.093       	0.008       	0.992       
47          	162         	1000        	0.919       	0.081       	0.006       	0.994       
47          	163         	1000        	0.9135      	0.0865      	0.0045      	0.9955      
47          	164         	1000        	0.9165      	0.0835      	0.002       	0.998       
47          	165         	1000        	0.916       	0.084       	0.0015      	0.9985      
47          	166         	1000        	0.9105      	0.0895      	0.0035      	0.9965      
47          	167         	1000        	0.9175      	0.0825      	0.003       	0.997       
47          	168         	1000        	0.917       	0.083       	0.0035      	0.9965      
47          	169         	1000        	0.9235      	0.0765      	0.004       	0.996       
47          	170         	1000        	0.9085      	0.0915      	0.0055      	0.9945      
47          	171         	1000        	0.9115      	0.0885      	0.0045      	0.9955      
47          	172         	1000        	0.9145      	0.0855      	0.003       	0.997       
47          	173         	1000        	0.919       	0.081       	0.002       	0.998       
47          	174         	1000        	0.9105      	0.0895      	0.003       	0.997       
47          	175         	1000        	0.9115      	0.0885      	0.003       	0.997       
47          	176         	1000        	0.909       	0.091       	0.004       	0.996       
47          	177         	1000        	0.905       	0.095       	0.005       	0.995       
47          	178         	1000        	0.8965      	0.1035      	0.0055      	0.9945      
47          	179         	1000        	0.88        	0.12        	0.0065      	0.9935      
47          	180         	1000        	0.871       	0.129       	0.0035      	0.9965      
47          	181         	1000        	0.865       	0.135       	0.0035      	0.9965      
47          	182         	1000        	0.85        	0.15        	0.002       	0.998       
47          	183         	1000        	0.8605      	0.1395      	0.0015      	0.9985      
47          	184         	1000        	0.843       	0.157       	0.001       	0.999       
47          	185         	1000        	0.844       	0.156       	0.0005      	0.9995      
47          	186         	1000        	0.8515      	0.1485      	0           	1           
47          	187         	1000        	0.8385      	0.1615      	0           	1           
47          	188         	1000        	0.842       	0.158       	0           	1           
47          	189         	1000        	0.838       	0.162       	0           	1           
47          	190         	1000        	0.8385      	0.1615      	0           	1           
47          	191         	1000        	0.838       	0.162       	0           	1           
47          	192         	1000        	0.841       	0.159       	0           	1           
47          	193         	1000        	0.8525      	0.1475      	0           	1           
47          	194         	1000        	0.845       	0.155       	0           	1           
47          	195         	1000        	0.841       	0.159       	0           	1           
47          	196         	1000        	0.8205      	0.1795      	0           	1           
47          	197         	1000        	0.8135      	0.1865      	0           	1           
47          	198         	1000        	0.8225      	0.1775      	0           	1           
47          	199         	1000        	0.8295      	0.1705      	0           	1           
47          	200         	1000        	0.8405      	0.1595      	0           	1           
48          	1           	2           	0.5         	0.5         	0.5         	0.5         
48          	2           	8           	0.4375      	0.5625      	0.5         	0.5         
48          	3           	38          	0.5658      	0.4342      	0.6053      	0.3947      
48          	4           	151         	0.6623      	0.3377      	0.5397      	0.4603      
48          	5           	622         	0.7058      	0.2942      	0.5233      	0.4767      
48          	6           	1000        	0.745       	0.255       	0.531       	0.469       
48          	7           	1000        	0.776       	0.224       	0.501       	0.499       
48          	8           	1000        	0.8005      	0.1995      	0.4985      	0.5015      
48          	9           	1000        	0.839       	0.161       	0.5         	0.5         
48          	10          	1000        	0.853       	0.147       	0.487       	0.513       
48          	11          	1000        	0.867       	0.133       	0.4725      	0.5275      
48          	12          	1000        	0.871       	0.129       	0.453       	0.547       
48          	13          	1000        	0.8735      	0.1265      	0.466       	0.534       
48          	14          	1000        	0.8825      	0.1175      	0.4755      	0.5245      
48          	15          	1000        	0.8735      	0.1265      	0.463       	0.537       
48          	16          	1000        	0.8765      	0.1235      	0.457       	0.543       
48          	17          	1000        	0.89        	0.11        	0.4445      	0.5555      
48          	18          	1000        	0.891       	0.109       	0.439       	0.561       
48          	19          	1000        	0.9         	0.1         	0.436       	0.564       
48          	20          	1000        	0.9145      	0.0855      	0.435       	0.565       
48          	21          	1000        	0.916       	0.084       	0.431       	0.569       
48          	22          	1000        	0.9215      	0.0785      	0.448       	0.552       
48          	23          	1000        	0.9305      	0.0695      	0.4305      	0.5695      
48          	24          	1000        	0.934       	0.066       	0.411       	0.589       
48          	25          	1000        	0.9305      	0.0695      	0.411       	0.589       
48          	26          	1000        	0.9265      	0.0735      	0.4025      	0.5975      
48          	27          	1000        	0.927       	0.073       	0.3945      	0.6055      
48          	28          	1000        	0.917       	0.083       	0.3735      	0.6265      
48          	29          	1000        	0.918       	0.082       	0.3845      	0.6155      
48          	30          	1000        	0.919       	0.081       	0.3845      	0.6155      
48          	31          	1000        	0.927       	0.073       	0.398       	0.602       
48          	32          	1000        	0.9225      	0.0775      	0.3685      	0.6315      
48          	33          	1000        	0.924       	0.076       	0.3635      	0.6365      
48          	34          	1000        	0.9285      	0.0715      	0.3545      	0.6455      
48          	35          	1000        	0.927       	0.073       	0.3525      	0.6475      
48          	36          	1000        	0.924       	0.076       	0.361       	0.639       
48          	37          	1000        	0.9295      	0.0705      	0.3585      	0.6415      
48          	38          	1000        	0.9385      	0.0615      	0.3475      	0.6525      
48          	39          	1000        	0.9375      	0.0625      	0.3385      	0.6615      
48          	40          	1000        	0.9265      	0.0735      	0.3415      	0.6585      
48          	41          	1000        	0.933       	0.067       	0.344       	0.656       
48          	42          	1000        	0.929       	0.071       	0.3475      	0.6525      
48          	43          	1000        	0.927       	0.073       	0.348       	0.652       
48          	44          	1000        	0.9325      	0.0675      	0.3655      	0.6345      
48          	45          	1000        	0.943       	0.057       	0.3655      	0.6345      
48          	46          	1000        	0.9485      	0.0515      	0.3665      	0.6335      
48          	47          	1000        	0.957       	0.043       	0.3565      	0.6435      
48          	48          	1000        	0.9585      	0.0415      	0.3625      	0.6375      
48          	49          	1000        	0.9625      	0.0375      	0.3675      	0.6325      
48          	50          	1000        	0.963       	0.037       	0.343       	0.657       
48          	51          	1000        	0.9675      	0.0325      	0.338       	0.662       
48          	52          	1000        	0.972       	0.028       	0.3225      	0.6775      
48          	53          	1000        	0.9685      	0.0315      	0.3365      	0.6635      
48          	54          	1000        	0.972       	0.028       	0.329       	0.671       
48          	55          	1000        	0.969       	0.031       	0.3235      	0.6765      
48          	56          	1000        	0.9735      	0.0265      	0.3225      	0.6775      
48          	57          	1000        	0.974       	0.026       	0.315       	0.685       
48          	58          	1000        	0.975       	0.025       	0.3225      	0.6775      
48          	59          	1000        	0.971       	0.029       	0.3095      	0.6905      
48          	60          	1000        	0.9735      	0.0265      	0.313       	0.687       
48          	61          	1000        	0.9765      	0.0235      	0.3205      	0.6795      
48          	62          	1000        	0.9745      	0.0255      	0.3205      	0.6795      
48          	63          	1000        	0.9725      	0.0275      	0.309       	0.691       
48          	64          	1000        	0.976       	0.024       	0.3         	0.7         
48          	65          	1000        	0.9775      	0.0225      	0.308       	0.692       
48          	66          	1000        	0.9795      	0.0205      	0.304       	0.696       
48          	67          	1000        	0.9785      	0.0215      	0.296       	0.704       
48          	68          	1000        	0.981       	0.019       	0.3045      	0.6955      
48          	69          	1000        	0.9805      	0.0195      	0.2935      	0.7065      
48          	70          	1000        	0.9845      	0.0155      	0.3015      	0.6985      
48          	71          	1000        	0.9765      	0.0235      	0.298       	0.702       
48          	72          	1000        	0.976       	0.024       	0.3065      	0.6935      
48          	73          	1000        	0.9675      	0.0325      	0.31        	0.69        
48          	74          	1000        	0.9685      	0.0315      	0.302       	0.698       
48          	75          	1000        	0.974       	0.026       	0.3105      	0.6895      
48          	76          	1000        	0.975       	0.025       	0.318       	0.682       
48          	77          	1000        	0.9755      	0.0245      	0.319       	0.681       
48          	78          	1000        	0.973       	0.027       	0.3165      	0.6835      
48          	79          	1000        	0.9825      	0.0175      	0.3295      	0.6705      
48          	80          	1000        	0.982       	0.018       	0.3235      	0.6765      
48          	81          	1000        	0.978       	0.022       	0.3305      	0.6695      
48          	82          	1000        	0.98        	0.02        	0.326       	0.674       
48          	83          	1000        	0.9835      	0.0165      	0.3345      	0.6655      
48          	84          	1000        	0.9835      	0.0165      	0.3325      	0.6675      
48          	85          	1000        	0.989       	0.011       	0.343       	0.657       
48          	86          	1000        	0.9845      	0.0155      	0.3485      	0.6515      
48          	87          	1000        	0.987       	0.013       	0.3355      	0.6645      
48          	88          	1000        	0.985       	0.015       	0.34        	0.66        
48          	89          	1000        	0.984       	0.016       	0.339       	0.661       
48          	90          	1000        	0.9835      	0.0165      	0.3345      	0.6655      
48          	91          	1000        	0.987       	0.013       	0.3215      	0.6785      
48          	92          	1000        	0.9885      	0.0115      	0.3155      	0.6845      
48          	93          	1000        	0.989       	0.011       	0.3115      	0.6885      
48          	94          	1000        	0.988       	0.012       	0.3185      	0.6815      
48          	95          	1000        	0.9905      	0.0095      	0.316       	0.684       
48          	96          	1000        	0.9885      	0.0115      	0.294       	0.706       
48          	97          	1000        	0.9905      	0.0095      	0.2865      	0.7135      
48          	98          	1000        	0.992       	0.008       	0.2835      	0.7165      
48          	99          	1000        	0.9895      	0.0105      	0.2825      	0.7175      
48          	100         	1000        	0.9875      	0.0125      	0.2775      	0.7225      
48          	101         	1000        	0.9875      	0.0125      	0.275       	0.725       
48          	102         	1000        	0.9855      	0.0145      	0.258       	0.742       
48          	103         	1000        	0.9865      	0.0135      	0.235       	0.765       
48          	104         	1000        	0.988       	0.012       	0.2305      	0.7695      
48          	105         	1000        	0.9895      	0.0105      	0.2365      	0.7635      
48          	106         	1000        	0.985       	0.015       	0.233       	0.767       
48          	107         	1000        	0.984       	0.016       	0.2445      	0.7555      
48          	108         	1000        	0.983       	0.017       	0.242       	0.758       
48          	109         	1000        	0.9835      	0.0165      	0.221       	0.779       
48          	110         	1000        	0.984       	0.016       	0.215       	0.785       
48          	111         	1000        	0.9865      	0.0135      	0.218       	0.782       
48          	112         	1000        	0.9855      	0.0145      	0.2135      	0.7865      
48          	113         	1000        	0.9875      	0.0125      	0.215       	0.785       
48          	114         	1000        	0.9835      	0.0165      	0.209       	0.791       
48          	115         	1000        	0.9845      	0.0155      	0.205       	0.795       
48          	116         	1000        	0.987       	0.013       	0.2035      	0.7965      
48          	117         	1000        	0.9855      	0.0145      	0.2045      	0.7955      
48          	118         	1000        	0.976       	0.024       	0.1955      	0.8045      
48          	119         	1000        	0.9705      	0.0295      	0.1915      	0.8085      
48          	120         	1000        	0.967       	0.033       	0.1805      	0.8195      
48          	121         	1000        	0.962       	0.038       	0.1825      	0.8175      
48          	122         	1000        	0.9665      	0.0335      	0.165       	0.835       
48          	123         	1000        	0.9705      	0.0295      	0.155       	0.845       
48          	124         	1000        	0.967       	0.033       	0.162       	0.838       
48          	125         	1000        	0.9695      	0.0305      	0.1575      	0.8425      
48          	126         	1000        	0.964       	0.036       	0.1505      	0.8495      
48          	127         	1000        	0.9735      	0.0265      	0.147       	0.853       
48          	128         	1000        	0.9745      	0.0255      	0.147       	0.853       
48          	129         	1000        	0.9795      	0.0205      	0.1345      	0.8655      
48          	130         	1000        	0.98        	0.02        	0.1325      	0.8675      
48          	131         	1000        	0.9775      	0.0225      	0.13        	0.87        
48          	132         	1000        	0.981       	0.019       	0.135       	0.865       
48          	133         	1000        	0.9855      	0.0145      	0.144       	0.856       
48          	134         	1000        	0.984       	0.016       	0.14        	0.86        
48          	135         	1000        	0.986       	0.014       	0.1445      	0.8555      
48          	136         	1000        	0.9855      	0.0145      	0.1395      	0.8605      
48          	137         	1000        	0.9845      	0.0155      	0.151       	0.849       
48          	138         	1000        	0.984       	0.016       	0.151       	0.849       
48          	139         	1000        	0.977       	0.023       	0.1315      	0.8685      
48          	140         	1000        	0.976       	0.024       	0.126       	0.874       
48          	141         	1000        	0.979       	0.021       	0.1275      	0.8725      
48          	142         	1000        	0.9835      	0.0165      	0.1355      	0.8645      
48          	143         	1000        	0.9885      	0.0115      	0.1255      	0.8745      
48          	144         	1000        	0.988       	0.012       	0.124       	0.876       
48          	145         	1000        	0.9885      	0.0115      	0.127       	0.873       
48          	146         	1000        	0.993       	0.007       	0.145       	0.855       
48          	147         	1000        	0.997       	0.003       	0.148       	0.852       
48          	148         	1000        	0.9985      	0.0015      	0.1435      	0.8565      
48          	149         	1000        	0.9995      	0.0005      	0.1425      	0.8575      
48          	150         	1000        	0.9995      	0.0005      	0.148       	0.852       
48          	151         	1000        	0.9985      	0.0015      	0.153       	0.847       
48          	152         	1000        	0.998       	0.002       	0.156       	0.844       
48          	153         	1000        	0.9975      	0.0025      	0.1365      	0.8635      
48          	154         	1000        	0.9975      	0.0025      	0.1395      	0.8605      
48          	155         	1000        	0.9965      	0.0035      	0.14        	0.86        
48          	156         	1000        	0.997       	0.003       	0.1295      	0.8705      
48          	157         	1000        	0.9985      	0.0015      	0.132       	0.868       
48          	158         	1000        	0.999       	0.001       	0.1225      	0.8775      
48          	159         	1000        	0.999       	0.001       	0.123       	0.877       
48          	160         	1000        	0.998       	0.002       	0.122       	0.878       
48          	161         	1000        	0.9985      	0.0015      	0.133       	0.867       
48          	162         	1000        	0.998       	0.002       	0.1365      	0.8635      
