generation  	alive.rpl   	n.adlt.nbAll	n.adlt.ho   	n.adlt.hs   
2061        	1           	11          	0.8932      	0.8946      
2062        	1           	11          	0.8999      	0.8953      
2063        	1           	11          	0.8966      	0.8959      
2064        	1           	11          	0.8937      	0.8957      
2065        	1           	11          	0.8972      	0.8969      
2066        	1           	11          	0.8986      	0.8975      
2067        	1           	11          	0.8959      	0.8968      
2068        	1           	11          	0.8936      	0.8964      
2069        	1           	11          	0.8935      	0.8966      
2070        	1           	11          	0.8941      	0.8973      
2071        	1           	11          	0.8927      	0.8976      
2072        	1           	11          	0.8946      	0.8976      
2073        	1           	11          	0.8995      	0.898       
2074        	1           	11          	0.9026      	0.8982      
2075        	1           	11          	0.9017      	0.8988      
2076        	1           	11          	0.8976      	0.8993      
2077        	1           	11          	0.8962      	0.8996      
2078        	1           	11          	0.8994      	0.8995      
2079        	1           	11          	0.9023      	0.8996      
2080        	1           	11          	0.8993      	0.8992      
2081        	1           	11          	0.8981      	0.8995      
2082        	1           	11          	0.9011      	0.8996      
2083        	1           	11          	0.9033      	0.8994      
2084        	1           	11          	0.905       	0.8996      
2085        	1           	11          	0.9058      	0.9002      
2086        	1           	11          	0.9017      	0.9         
2087        	1           	11          	0.8996      	0.8999      
2088        	1           	11          	0.9024      	0.8999      
2089        	1           	11          	0.8997      	0.8997      
2090        	1           	11          	0.8978      	0.8999      
2091        	1           	11          	0.9004      	0.8999      
2092        	1           	11          	0.9016      	0.8998      
2093        	1           	11          	0.8901      	0.8997      
2094        	1           	11          	0.8981      	0.8995      
2095        	1           	11          	0.8993      	0.8991      
2096        	1           	11          	0.8975      	0.8985      
2097        	1           	11          	0.8991      	0.898       
2098        	1           	11          	0.8968      	0.8974      
2099        	1           	11          	0.8976      	0.8977      
2100        	1           	11          	0.8973      	0.8975      
2101        	1           	11          	0.8932      	0.898       
2102        	1           	11          	0.8927      	0.8981      
2103        	1           	11          	0.8977      	0.8975      
2104        	1           	11          	0.9023      	0.8974      
2105        	1           	11          	0.895       	0.8976      
2106        	1           	11          	0.903       	0.8971      
2107        	1           	11          	0.8998      	0.8964      
2108        	1           	11          	0.9024      	0.896       
2109        	1           	11          	0.8982      	0.8966      
2110        	1           	11          	0.8981      	0.8967      
2111        	1           	11          	0.8945      	0.8956      
2112        	1           	11          	0.8964      	0.8953      
2113        	1           	11          	0.8964      	0.8962      
2114        	1           	11          	0.9002      	0.8959      
2115        	1           	11          	0.8918      	0.896       
2116        	1           	11          	0.8974      	0.8963      
2117        	1           	11          	0.8992      	0.8963      
2118        	1           	11          	0.8975      	0.8974      
2119        	1           	11          	0.8992      	0.8971      
2120        	1           	11          	0.901       	0.8969      
2121        	1           	11          	0.8963      	0.8974      
2122        	1           	11          	0.9013      	0.8981      
2123        	1           	11          	0.8906      	0.8983      
2124        	1           	11          	0.8986      	0.898       
2125        	1           	11          	0.8975      	0.8974      
2126        	1           	11          	0.8998      	0.8978      
2127        	1           	11          	0.8956      	0.8977      
2128        	1           	11          	0.8972      	0.8984      
2129        	1           	11          	0.8977      	0.8981      
2130        	1           	11          	0.8986      	0.8987      
2131        	1           	11          	0.9025      	0.8988      
2132        	1           	11          	0.897       	0.8982      
2133        	1           	11          	0.9012      	0.8981      
2134        	1           	11          	0.9001      	0.8986      
2135        	1           	11          	0.8986      	0.8987      
2136        	1           	11          	0.9004      	0.8988      
2137        	1           	11          	0.8972      	0.8989      
2138        	1           	11          	0.9012      	0.8989      
2139        	1           	11          	0.8967      	0.8991      
2140        	1           	11          	0.9013      	0.8995      
2141        	1           	11          	0.8984      	0.8992      
2142        	1           	11          	0.8962      	0.8995      
2143        	1           	11          	0.8971      	0.8992      
2144        	1           	11          	0.9001      	0.8999      
2145        	1           	11          	0.897       	0.9004      
2146        	1           	11          	0.9018      	0.9003      
2147        	1           	11          	0.9004      	0.9004      
2148        	1           	11          	0.9036      	0.9008      
2149        	1           	11          	0.902       	0.9013      
2150        	1           	11          	0.9025      	0.901       
2151        	1           	11          	0.8994      	0.9007      
2152        	1           	11          	0.9045      	0.9006      
2153        	1           	11          	0.9006      	0.9005      
2154        	1           	11          	0.8972      	0.9004      
2155        	1           	11          	0.9067      	0.9006      
2156        	1           	11          	0.9003      	0.9         
2157        	1           	11          	0.8964      	0.9001      
2158        	1           	11          	0.9         	0.9001      
2159        	1           	11          	0.8996      	0.9003      
2160        	1           	11          	0.8991      	0.9002      
2161        	1           	11          	0.9053      	0.9002      
2162        	1           	11          	0.8986      	0.9002      
2163        	1           	11          	0.901       	0.9001      
2164        	1           	11          	0.897       	0.8998      
2165        	1           	11          	0.8972      	0.8993      
2166        	1           	11          	0.8955      	0.8988      
2167        	1           	11          	0.8976      	0.8992      
2168        	1           	11          	0.8972      	0.8995      
2169        	1           	11          	0.9032      	0.8993      
2170        	1           	11          	0.8952      	0.8997      
2171        	1           	11          	0.8966      	0.8996      
2172        	1           	11          	0.9039      	0.8998      
2173        	1           	11          	0.8985      	0.9003      
2174        	1           	11          	0.8987      	0.9002      
2175        	1           	11          	0.8962      	0.9         
2176        	1           	11          	0.8998      	0.9004      
2177        	1           	11          	0.8999      	0.9005      
2178        	1           	11          	0.8965      	0.901       
2179        	1           	11          	0.9012      	0.901       
2180        	1           	11          	0.8983      	0.9011      
2181        	1           	11          	0.9014      	0.9013      
2182        	1           	11          	0.8979      	0.9011      
2183        	1           	11          	0.9025      	0.901       
2184        	1           	11          	0.9038      	0.9013      
2185        	1           	11          	0.8981      	0.9013      
2186        	1           	11          	0.9081      	0.9015      
2187        	1           	11          	0.9029      	0.9019      
2188        	1           	11          	0.8998      	0.9015      
2189        	1           	11          	0.9032      	0.9015      
2190        	1           	11          	0.9057      	0.902       
2191        	1           	11          	0.8999      	0.9022      
2192        	1           	11          	0.9034      	0.9017      
2193        	1           	11          	0.8988      	0.9017      
2194        	1           	11          	0.9004      	0.9018      
2195        	1           	11          	0.9042      	0.9014      
2196        	1           	11          	0.9083      	0.9016      
2197        	1           	11          	0.9015      	0.9016      
2198        	1           	11          	0.906       	0.9012      
2199        	1           	11          	0.9049      	0.901       
2200        	1           	11          	0.9031      	0.9004      
2201        	1           	11          	0.9032      	0.9009      
2202        	1           	11          	0.9026      	0.9015      
2203        	1           	11          	0.9045      	0.9012      
2204        	1           	11          	0.9016      	0.9009      
2205        	1           	11          	0.898       	0.9008      
2206        	1           	11          	0.8986      	0.9006      
2207        	1           	11          	0.8943      	0.9008      
2208        	1           	11          	0.9042      	0.9009      
2209        	1           	11          	0.9017      	0.9009      
2210        	1           	11          	0.9069      	0.9007      
2211        	1           	11          	0.8952      	0.9004      
2212        	1           	11          	0.8962      	0.9002      
2213        	1           	11          	0.9         	0.9001      
2214        	1           	11          	0.9009      	0.9001      
2215        	1           	11          	0.8971      	0.9002      
2216        	1           	11          	0.9001      	0.9007      
2217        	1           	11          	0.8989      	0.9005      
2218        	1           	11          	0.9048      	0.9009      
2219        	1           	11          	0.9019      	0.9012      
2220        	1           	11          	0.9002      	0.9015      
2221        	1           	11          	0.9008      	0.9015      
2222        	1           	11          	0.8984      	0.9016      
2223        	1           	11          	0.9012      	0.9017      
2224        	1           	11          	0.9027      	0.9015      
2225        	1           	11          	0.9013      	0.9014      
2226        	1           	11          	0.9035      	0.9015      
2227        	1           	11          	0.8985      	0.9016      
2228        	1           	11          	0.905       	0.9018      
2229        	1           	11          	0.9044      	0.9018      
2230        	1           	11          	0.9036      	0.9017      
2231        	1           	11          	0.9025      	0.902       
2232        	1           	11          	0.9         	0.9023      
2233        	1           	11          	0.9029      	0.902       
2234        	1           	11          	0.9031      	0.9024      
2235        	1           	11          	0.9011      	0.902       
2236        	1           	11          	0.8971      	0.9017      
2237        	1           	11          	0.8976      	0.902       
2238        	1           	11          	0.8962      	0.9017      
2239        	1           	11          	0.9022      	0.9014      
2240        	1           	11          	0.8975      	0.9018      
2241        	1           	11          	0.9053      	0.9016      
2242        	1           	11          	0.8987      	0.9012      
2243        	1           	11          	0.9076      	0.9014      
2244        	1           	11          	0.9009      	0.902       
2245        	1           	11          	0.8982      	0.9025      
2246        	1           	11          	0.9052      	0.9022      
2247        	1           	11          	0.9038      	0.9025      
2248        	1           	11          	0.8989      	0.9028      
2249        	1           	11          	0.8991      	0.903       
2250        	1           	11          	0.9012      	0.9026      
2251        	1           	11          	0.9066      	0.903       
2252        	1           	11          	0.9008      	0.903       
2253        	1           	11          	0.9077      	0.9029      
2254        	1           	11          	0.9032      	0.9027      
2255        	1           	11          	0.9022      	0.9028      
2256        	1           	11          	0.9024      	0.903       
2257        	1           	11          	0.9004      	0.9027      
2258        	1           	11          	0.9033      	0.9024      
2259        	1           	11          	0.9058      	0.9029      
2260        	1           	11          	0.905       	0.9023      
2261        	1           	11          	0.9001      	0.9014      
2262        	1           	11          	0.8995      	0.901       
2263        	1           	11          	0.8959      	0.901       
2264        	1           	11          	0.9006      	0.9005      
2265        	1           	11          	0.8962      	0.8999      
2266        	1           	11          	0.8988      	0.8995      
2267        	1           	11          	0.9033      	0.8997      
2268        	1           	11          	0.9018      	0.8995      
2269        	1           	11          	0.9025      	0.8995      
2270        	1           	11          	0.8945      	0.899       
2271        	1           	11          	0.8986      	0.899       
2272        	1           	11          	0.9031      	0.8989      
2273        	1           	11          	0.8982      	0.8989      
2274        	1           	11          	0.8997      	0.8989      
2275        	1           	11          	0.9021      	0.8987      
2276        	1           	11          	0.8998      	0.8989      
2277        	1           	11          	0.9009      	0.8988      
2278        	1           	11          	0.8947      	0.8987      
2279        	1           	11          	0.8983      	0.899       
2280        	1           	11          	0.8946      	0.899       
2281        	1           	11          	0.9077      	0.8986      
2282        	1           	11          	0.9008      	0.8982      
2283        	1           	11          	0.8934      	0.8984      
2284        	1           	11          	0.895       	0.8987      
2285        	1           	11          	0.8982      	0.8993      
2286        	1           	11          	0.9068      	0.9001      
2287        	1           	11          	0.8935      	0.9         
2288        	1           	11          	0.9011      	0.8999      
2289        	1           	11          	0.9032      	0.9002      
2290        	1           	11          	0.9048      	0.8997      
2291        	1           	11          	0.9003      	0.8995      
2292        	1           	11          	0.8968      	0.8992      
2293        	1           	11          	0.9052      	0.8997      
2294        	1           	11          	0.8934      	0.8999      
2295        	1           	11          	0.8987      	0.8997      
2296        	1           	11          	0.899       	0.9001      
2297        	1           	11          	0.8976      	0.9002      
2298        	1           	11          	0.901       	0.9001      
2299        	1           	11          	0.8957      	0.9005      
2300        	1           	11          	0.9039      	0.9006      
2301        	1           	11          	0.8929      	0.9003      
2302        	1           	11          	0.9044      	0.8998      
2303        	1           	11          	0.8989      	0.8997      
2304        	1           	11          	0.8958      	0.9         
2305        	1           	11          	0.8949      	0.9005      
2306        	1           	11          	0.9046      	0.9003      
2307        	1           	11          	0.8994      	0.9008      
2308        	1           	11          	0.8952      	0.9003      
2309        	1           	11          	0.9016      	0.9001      
2310        	1           	11          	0.9026      	0.8999      
2311        	1           	11          	0.8963      	0.9005      
2312        	1           	11          	0.8975      	0.9007      
2313        	1           	11          	0.9017      	0.9002      
2314        	1           	11          	0.8939      	0.9003      
2315        	1           	11          	0.9004      	0.9008      
2316        	1           	11          	0.8975      	0.9013      
2317        	1           	11          	0.9066      	0.9018      
2318        	1           	11          	0.8993      	0.9017      
2319        	1           	11          	0.9015      	0.9018      
2320        	1           	11          	0.8965      	0.9023      
2321        	1           	11          	0.9001      	0.9021      
2322        	1           	11          	0.9025      	0.9024      
2323        	1           	11          	0.8978      	0.9024      
2324        	1           	11          	0.9018      	0.9028      
2325        	1           	11          	0.9006      	0.9027      
2326        	1           	11          	0.9027      	0.9025      
2327        	1           	11          	0.9025      	0.9028      
2328        	1           	11          	0.9004      	0.9026      
2329        	1           	11          	0.9046      	0.9026      
2330        	1           	11          	0.9004      	0.9031      
2331        	1           	11          	0.9042      	0.9034      
2332        	1           	11          	0.9031      	0.9031      
2333        	1           	11          	0.9025      	0.9033      
2334        	1           	11          	0.899       	0.9032      
2335        	1           	11          	0.9088      	0.9033      
2336        	1           	11          	0.9007      	0.9037      
2337        	1           	11          	0.9005      	0.9036      
2338        	1           	11          	0.9028      	0.9034      
2339        	1           	11          	0.8993      	0.9027      
2340        	1           	11          	0.906       	0.9027      
2341        	1           	11          	0.9055      	0.9025      
2342        	1           	11          	0.8952      	0.9022      
2343        	1           	11          	0.9024      	0.9017      
2344        	1           	11          	0.9051      	0.9015      
2345        	1           	11          	0.9001      	0.9009      
2346        	1           	11          	0.9023      	0.9014      
2347        	1           	11          	0.8978      	0.9011      
2348        	1           	11          	0.9014      	0.9008      
2349        	1           	11          	0.9011      	0.9005      
2350        	1           	11          	0.9038      	0.9002      
2351        	1           	11          	0.9028      	0.901       
2352        	1           	11          	0.8993      	0.9015      
2353        	1           	11          	0.8953      	0.9012      
2354        	1           	11          	0.9011      	0.9005      
2355        	1           	11          	0.8927      	0.9012      
2356        	1           	11          	0.9017      	0.9013      
2357        	1           	11          	0.9021      	0.9016      
2358        	1           	11          	0.9005      	0.9011      
2359        	1           	11          	0.9035      	0.9005      
2360        	1           	11          	0.8991      	0.9012      
2361        	1           	11          	0.9053      	0.9006      
2362        	1           	11          	0.8924      	0.9         
2363        	1           	11          	0.9062      	0.9005      
2364        	1           	11          	0.9012      	0.9004      
2365        	1           	11          	0.8975      	0.9006      
2366        	1           	11          	0.8962      	0.9002      
2367        	1           	11          	0.902       	0.9005      
2368        	1           	11          	0.8965      	0.9004      
2369        	1           	11          	0.898       	0.9004      
2370        	1           	11          	0.8981      	0.9011      
2371        	1           	11          	0.8992      	0.9009      
2372        	1           	11          	0.9014      	0.9008      
2373        	1           	11          	0.9017      	0.9007      
2374        	1           	11          	0.9005      	0.9006      
2375        	1           	11          	0.9002      	0.9008      
2376        	1           	11          	0.9011      	0.9007      
2377        	1           	11          	0.9012      	0.9005      
2378        	1           	11          	0.8987      	0.9002      
2379        	1           	11          	0.903       	0.9002      
2380        	1           	11          	0.902       	0.9003      
2381        	1           	11          	0.9013      	0.9007      
2382        	1           	11          	0.9018      	0.9005      
2383        	1           	11          	0.8971      	0.9         
2384        	1           	11          	0.8993      	0.9         
2385        	1           	11          	0.8989      	0.8999      
2386        	1           	11          	0.8976      	0.8999      
2387        	1           	11          	0.9042      	0.8991      
2388        	1           	11          	0.9001      	0.8991      
2389        	1           	11          	0.8968      	0.8993      
2390        	1           	11          	0.8948      	0.8983      
2391        	1           	11          	0.8997      	0.8985      
2392        	1           	11          	0.8927      	0.898       
2393        	1           	11          	0.8973      	0.8973      
2394        	1           	11          	0.8942      	0.8969      
2395        	1           	11          	0.8987      	0.8974      
2396        	1           	11          	0.891       	0.8975      
2397        	1           	11          	0.8977      	0.8981      
2398        	1           	11          	0.9012      	0.8988      
2399        	1           	11          	0.8991      	0.8999      
2400        	1           	11          	0.8991      	0.8998      
2401        	1           	11          	0.9011      	0.8997      
2402        	1           	11          	0.8967      	0.8999      
2403        	1           	11          	0.8935      	0.8997      
2404        	1           	11          	0.8991      	0.899       
2405        	1           	11          	0.9011      	0.899       
2406        	1           	11          	0.8985      	0.8995      
2407        	1           	11          	0.9031      	0.899       
2408        	1           	11          	0.9009      	0.8996      
2409        	1           	11          	0.9067      	0.8996      
2410        	1           	11          	0.9005      	0.8992      
2411        	1           	11          	0.8957      	0.8994      
2412        	1           	11          	0.9029      	0.8998      
2413        	1           	11          	0.9035      	0.8998      
2414        	1           	11          	0.8969      	0.8998      
2415        	1           	11          	0.9005      	0.9001      
2416        	1           	11          	0.8969      	0.8995      
2417        	1           	11          	0.8986      	0.8992      
2418        	1           	11          	0.9029      	0.8993      
2419        	1           	11          	0.904       	0.8992      
2420        	1           	11          	0.8989      	0.8992      
2421        	1           	11          	0.9018      	0.8989      
2422        	1           	11          	0.8998      	0.8984      
2423        	1           	11          	0.8957      	0.8982      
2424        	1           	11          	0.8989      	0.8982      
2425        	1           	11          	0.898       	0.8987      
2426        	1           	11          	0.9048      	0.8989      
2427        	1           	11          	0.8986      	0.8991      
2428        	1           	11          	0.8971      	0.8989      
2429        	1           	11          	0.9042      	0.8994      
2430        	1           	11          	0.9023      	0.9002      
2431        	1           	11          	0.8969      	0.9007      
2432        	1           	11          	0.8996      	0.9009      
2433        	1           	11          	0.9048      	0.9019      
2434        	1           	11          	0.8995      	0.9016      
2435        	1           	11          	0.9043      	0.9022      
2436        	1           	11          	0.9016      	0.9018      
2437        	1           	11          	0.9006      	0.9014      
2438        	1           	11          	0.9013      	0.9019      
2439        	1           	11          	0.9035      	0.9021      
2440        	1           	11          	0.8985      	0.9019      
2441        	1           	11          	0.9011      	0.9017      
2442        	1           	11          	0.8984      	0.902       
2443        	1           	11          	0.9008      	0.9019      
2444        	1           	11          	0.9033      	0.901       
2445        	1           	11          	0.899       	0.9013      
2446        	1           	11          	0.902       	0.9015      
2447        	1           	11          	0.8974      	0.9015      
2448        	1           	11          	0.8986      	0.9012      
2449        	1           	11          	0.9033      	0.9013      
2450        	1           	11          	0.9015      	0.9014      
2451        	1           	11          	0.9016      	0.9017      
2452        	1           	11          	0.9015      	0.901       
2453        	1           	11          	0.9069      	0.9009      
2454        	1           	11          	0.9039      	0.9004      
2455        	1           	11          	0.8995      	0.9009      
2456        	1           	11          	0.9028      	0.9008      
2457        	1           	11          	0.9006      	0.9002      
2458        	1           	11          	0.9053      	0.9003      
2459        	1           	11          	0.9019      	0.9008      
2460        	1           	11          	0.9006      	0.9007      
2461        	1           	11          	0.9003      	0.9009      
2462        	1           	11          	0.8998      	0.9001      
2463        	1           	11          	0.9014      	0.9001      
2464        	1           	11          	0.9025      	0.8996      
2465        	1           	11          	0.9017      	0.8991      
2466        	1           	11          	0.9065      	0.8987      
2467        	1           	11          	0.8975      	0.8989      
2468        	1           	11          	0.9013      	0.899       
2469        	1           	11          	0.8983      	0.8993      
2470        	1           	11          	0.8956      	0.8983      
2471        	1           	11          	0.8937      	0.8977      
2472        	1           	11          	0.8956      	0.8976      
2473        	1           	11          	0.8959      	0.8977      
2474        	1           	11          	0.9         	0.8986      
2475        	1           	11          	0.8962      	0.898       
2476        	1           	11          	0.8929      	0.8973      
2477        	1           	11          	0.8988      	0.8974      
2478        	1           	11          	0.8924      	0.8974      
2479        	1           	11          	0.896       	0.8974      
2480        	1           	11          	0.8997      	0.8974      
2481        	1           	11          	0.9006      	0.8974      
2482        	1           	11          	0.8949      	0.8971      
2483        	1           	11          	0.8981      	0.8976      
2484        	1           	11          	0.8982      	0.8984      
2485        	1           	11          	0.8956      	0.8987      
2486        	1           	11          	0.8998      	0.8987      
2487        	1           	11          	0.895       	0.8979      
2488        	1           	11          	0.8942      	0.8983      
2489        	1           	11          	0.902       	0.8982      
2490        	1           	11          	0.8942      	0.8976      
2491        	1           	11          	0.9025      	0.8975      
2492        	1           	11          	0.9012      	0.8973      
2493        	1           	11          	0.8967      	0.8972      
2494        	1           	11          	0.8973      	0.8979      
2495        	1           	11          	0.8999      	0.8983      
2496        	1           	11          	0.8974      	0.8987      
2497        	1           	11          	0.9019      	0.8981      
2498        	1           	11          	0.8962      	0.8972      
2499        	1           	11          	0.8965      	0.8969      
2500        	1           	11          	0.8959      	0.897       
2501        	1           	11          	0.8957      	0.8966      
2502        	1           	11          	0.8961      	0.897       
2503        	1           	11          	0.8967      	0.8982      
2504        	1           	11          	0.9003      	0.8978      
2505        	1           	11          	0.8973      	0.8977      
2506        	1           	11          	0.8977      	0.8977      
2507        	1           	11          	0.9041      	0.898       
2508        	1           	11          	0.8953      	0.8971      
2509        	1           	11          	0.9001      	0.8972      
2510        	1           	11          	0.8984      	0.8974      
2511        	1           	11          	0.9022      	0.8978      
2512        	1           	11          	0.8983      	0.8977      
2513        	1           	11          	0.9015      	0.898       
2514        	1           	11          	0.9         	0.898       
2515        	1           	11          	0.9011      	0.8977      
2516        	1           	11          	0.8944      	0.897       
2517        	1           	11          	0.8967      	0.896       
2518        	1           	11          	0.8936      	0.897       
2519        	1           	11          	0.8964      	0.898       
2520        	1           	11          	0.8966      	0.8978      
2521        	1           	11          	0.8967      	0.8974      
2522        	1           	11          	0.8996      	0.8974      
2523        	1           	11          	0.9         	0.8976      
2524        	1           	11          	0.8966      	0.8975      
2525        	1           	11          	0.9004      	0.8978      
2526        	1           	11          	0.9018      	0.8984      
2527        	1           	11          	0.8943      	0.8988      
2528        	1           	11          	0.8971      	0.8986      
2529        	1           	11          	0.9013      	0.8986      
2530        	1           	11          	0.8973      	0.8986      
2531        	1           	11          	0.901       	0.8988      
2532        	1           	11          	0.8985      	0.8991      
2533        	1           	11          	0.9036      	0.9002      
2534        	1           	11          	0.9041      	0.9002      
2535        	1           	11          	0.901       	0.9004      
2536        	1           	11          	0.8987      	0.9         
2537        	1           	11          	0.9038      	0.8997      
2538        	1           	11          	0.8977      	0.9004      
2539        	1           	11          	0.9017      	0.8998      
2540        	1           	11          	0.8986      	0.8995      
2541        	1           	11          	0.8953      	0.8995      
2542        	1           	11          	0.8936      	0.8986      
2543        	1           	11          	0.8973      	0.8985      
2544        	1           	11          	0.8897      	0.8986      
2545        	1           	11          	0.8989      	0.8987      
2546        	1           	11          	0.8977      	0.8985      
2547        	1           	11          	0.8967      	0.8985      
2548        	1           	11          	0.8971      	0.8979      
2549        	1           	11          	0.8946      	0.897       
2550        	1           	11          	0.9003      	0.8965      
2551        	1           	11          	0.898       	0.8959      
2552        	1           	11          	0.8961      	0.8964      
2553        	1           	11          	0.8959      	0.8961      
2554        	1           	11          	0.8921      	0.8958      
2555        	1           	11          	0.8947      	0.8957      
2556        	1           	11          	0.8997      	0.8962      
2557        	1           	11          	0.8978      	0.8969      
2558        	1           	11          	0.8941      	0.8972      
2559        	1           	11          	0.9016      	0.8968      
2560        	1           	11          	0.8962      	0.897       
2561        	1           	11          	0.9002      	0.8973      
2562        	1           	11          	0.8988      	0.8973      
2563        	1           	11          	0.8961      	0.8977      
2564        	1           	11          	0.8949      	0.8977      
2565        	1           	11          	0.8955      	0.898       
2566        	1           	11          	0.9028      	0.8975      
2567        	1           	11          	0.8958      	0.8971      
2568        	1           	11          	0.8944      	0.8961      
2569        	1           	11          	0.8933      	0.8954      
2570        	1           	11          	0.9004      	0.8956      
2571        	1           	11          	0.898       	0.8952      
2572        	1           	11          	0.892       	0.8948      
2573        	1           	11          	0.8959      	0.8956      
2574        	1           	11          	0.903       	0.8954      
2575        	1           	11          	0.8935      	0.8948      
2576        	1           	11          	0.8952      	0.8944      
2577        	1           	11          	0.8916      	0.8934      
2578        	1           	11          	0.897       	0.8934      
2579        	1           	11          	0.896       	0.8945      
2580        	1           	11          	0.9002      	0.8948      
2581        	1           	11          	0.8945      	0.8946      
2582        	1           	11          	0.8928      	0.8946      
2583        	1           	11          	0.8924      	0.8941      
2584        	1           	11          	0.8965      	0.8938      
2585        	1           	11          	0.8902      	0.8937      
2586        	1           	11          	0.8923      	0.8935      
2587        	1           	11          	0.8998      	0.8937      
2588        	1           	11          	0.8935      	0.8943      
2589        	1           	11          	0.8979      	0.8941      
2590        	1           	11          	0.8904      	0.8933      
2591        	1           	11          	0.8871      	0.8932      
2592        	1           	11          	0.8864      	0.8923      
2593        	1           	11          	0.887       	0.8914      
2594        	1           	11          	0.8896      	0.8909      
2595        	1           	11          	0.8906      	0.8909      
2596        	1           	11          	0.8903      	0.8897      
2597        	1           	11          	0.8846      	0.8889      
2598        	1           	11          	0.8949      	0.8893      
2599        	1           	11          	0.891       	0.8893      
2600        	1           	11          	0.8969      	0.8899      
2601        	1           	11          	0.8868      	0.8898      
2602        	1           	11          	0.8897      	0.89        
2603        	1           	11          	0.8894      	0.8899      
2604        	1           	11          	0.89        	0.8879      
2605        	1           	11          	0.8835      	0.8878      
2606        	1           	11          	0.8892      	0.8882      
2607        	1           	11          	0.8879      	0.8885      
2608        	1           	11          	0.8913      	0.8889      
2609        	1           	11          	0.8934      	0.8878      
2610        	1           	11          	0.8869      	0.887       
2611        	1           	11          	0.8827      	0.8864      
2612        	1           	11          	0.8888      	0.8874      
2613        	1           	11          	0.8861      	0.8863      
2614        	1           	11          	0.8882      	0.8865      
2615        	1           	11          	0.8879      	0.8861      
2616        	1           	11          	0.8813      	0.8855      
2617        	1           	11          	0.883       	0.8849      
2618        	1           	11          	0.8851      	0.8864      
2619        	1           	11          	0.8861      	0.8868      
2620        	1           	11          	0.8946      	0.8855      
2621        	1           	11          	0.8833      	0.8855      
2622        	1           	11          	0.8817      	0.8849      
2623        	1           	11          	0.8819      	0.8841      
2624        	1           	11          	0.8833      	0.8833      
2625        	1           	11          	0.8799      	0.8828      
2626        	1           	11          	0.8847      	0.8826      
2627        	1           	11          	0.8796      	0.8844      
2628        	1           	11          	0.8853      	0.8844      
2629        	1           	11          	0.8878      	0.885       
2630        	1           	11          	0.8842      	0.8842      
2631        	1           	11          	0.8814      	0.8845      
2632        	1           	11          	0.8877      	0.8848      
2633        	1           	11          	0.8832      	0.8852      
2634        	1           	11          	0.8804      	0.8845      
2635        	1           	11          	0.8869      	0.8843      
2636        	1           	11          	0.8888      	0.8851      
2637        	1           	11          	0.887       	0.8857      
2638        	1           	11          	0.8865      	0.8864      
2639        	1           	11          	0.8822      	0.8864      
2640        	1           	11          	0.8876      	0.8869      
2641        	1           	11          	0.8832      	0.8868      
2642        	1           	11          	0.8847      	0.8871      
2643        	1           	11          	0.8913      	0.8876      
2644        	1           	11          	0.886       	0.8878      
2645        	1           	11          	0.887       	0.8865      
2646        	1           	11          	0.8934      	0.8864      
2647        	1           	11          	0.8878      	0.8865      
2648        	1           	11          	0.8903      	0.8865      
2649        	1           	11          	0.8869      	0.8872      
2650        	1           	11          	0.8908      	0.8876      
2651        	1           	11          	0.8787      	0.8882      
2652        	1           	11          	0.8915      	0.8882      
2653        	1           	11          	0.8887      	0.8898      
2654        	1           	11          	0.887       	0.8901      
2655        	1           	11          	0.8931      	0.8898      
2656        	1           	11          	0.8907      	0.8895      
2657        	1           	11          	0.8872      	0.8893      
2658        	1           	11          	0.8903      	0.8899      
2659        	1           	11          	0.8862      	0.8898      
2660        	1           	11          	0.8916      	0.8893      
2661        	1           	11          	0.8934      	0.8895      
2662        	1           	11          	0.8892      	0.8881      
2663        	1           	11          	0.8907      	0.8875      
2664        	1           	11          	0.8865      	0.888       
2665        	1           	11          	0.8902      	0.8883      
2666        	1           	11          	0.8891      	0.889       
2667        	1           	11          	0.8916      	0.8886      
2668        	1           	11          	0.8904      	0.8888      
2669        	1           	11          	0.8854      	0.8887      
2670        	1           	11          	0.8847      	0.8891      
2671        	1           	11          	0.8915      	0.8888      
2672        	1           	11          	0.8796      	0.8887      
2673        	1           	11          	0.8897      	0.8893      
2674        	1           	11          	0.8873      	0.8892      
2675        	1           	11          	0.8846      	0.8887      
2676        	1           	11          	0.8862      	0.8885      
2677        	1           	11          	0.8903      	0.8892      
2678        	1           	11          	0.8886      	0.8896      
2679        	1           	11          	0.8831      	0.8892      
2680        	1           	11          	0.8919      	0.8901      
2681        	1           	11          	0.8899      	0.8903      
2682        	1           	11          	0.8896      	0.8904      
2683        	1           	11          	0.8976      	0.8906      
2684        	1           	11          	0.8866      	0.8908      
2685        	1           	11          	0.8894      	0.8911      
2686        	1           	11          	0.8854      	0.8902      
2687        	1           	11          	0.8851      	0.8897      
2688        	1           	11          	0.8859      	0.8903      
2689        	1           	11          	0.888       	0.891       
2690        	1           	11          	0.8873      	0.8913      
2691        	1           	11          	0.8926      	0.8912      
2692        	1           	11          	0.8927      	0.891       
2693        	1           	11          	0.891       	0.8914      
2694        	1           	11          	0.8867      	0.8914      
2695        	1           	11          	0.8906      	0.891       
2696        	1           	11          	0.8887      	0.8908      
2697        	1           	11          	0.8895      	0.8912      
2698        	1           	11          	0.8912      	0.8899      
2699        	1           	11          	0.8869      	0.8894      
