generation  	alive.rpl   	n.adlt.nbAll	n.adlt.ho   	n.adlt.hs   
1063        	1           	11          	0.8156      	0.8137      
1064        	1           	11          	0.8098      	0.8105      
1065        	1           	11          	0.8061      	0.8079      
1066        	1           	11          	0.8037      	0.8079      
1067        	1           	11          	0.8103      	0.8067      
1068        	1           	11          	0.8035      	0.8058      
1069        	1           	11          	0.8091      	0.8086      
1070        	1           	11          	0.8082      	0.8053      
1071        	1           	11          	0.8079      	0.8038      
1072        	1           	11          	0.8032      	0.8045      
1073        	1           	11          	0.8059      	0.8047      
1074        	1           	11          	0.8073      	0.8093      
1075        	1           	11          	0.8068      	0.8109      
1076        	1           	11          	0.8071      	0.812       
1077        	1           	11          	0.8109      	0.8123      
1078        	1           	11          	0.81        	0.8113      
1079        	1           	11          	0.8113      	0.8111      
1080        	1           	11          	0.8118      	0.8117      
1081        	1           	11          	0.8077      	0.8147      
1082        	1           	11          	0.8151      	0.8158      
1083        	1           	11          	0.8199      	0.8158      
1084        	1           	11          	0.8094      	0.8128      
1085        	1           	11          	0.8106      	0.8111      
1086        	1           	11          	0.8103      	0.8113      
1087        	1           	11          	0.8086      	0.8109      
1088        	1           	11          	0.8153      	0.8081      
1089        	1           	11          	0.8039      	0.8042      
1090        	1           	11          	0.8064      	0.8022      
1091        	1           	11          	0.7942      	0.7999      
1092        	1           	11          	0.7946      	0.7984      
1093        	1           	11          	0.8014      	0.7988      
1094        	1           	11          	0.7981      	0.8011      
1095        	1           	11          	0.8084      	0.8027      
1096        	1           	11          	0.8088      	0.8051      
1097        	1           	11          	0.7988      	0.8041      
1098        	1           	11          	0.8071      	0.8033      
1099        	1           	11          	0.8111      	0.804       
1100        	1           	11          	0.8062      	0.8026      
1101        	1           	11          	0.8091      	0.8056      
1102        	1           	11          	0.8065      	0.8085      
1103        	1           	11          	0.8064      	0.8091      
1104        	1           	11          	0.8025      	0.8075      
1105        	1           	11          	0.8089      	0.8071      
1106        	1           	11          	0.8093      	0.8119      
1107        	1           	11          	0.807       	0.8097      
1108        	1           	11          	0.8014      	0.808       
1109        	1           	11          	0.8059      	0.806       
1110        	1           	11          	0.8035      	0.805       
1111        	1           	11          	0.8032      	0.8049      
1112        	1           	11          	0.8041      	0.805       
1113        	1           	11          	0.802       	0.803       
1114        	1           	11          	0.8005      	0.8004      
1115        	1           	11          	0.8015      	0.8036      
1116        	1           	11          	0.8018      	0.8025      
1117        	1           	11          	0.8005      	0.8053      
1118        	1           	11          	0.8015      	0.803       
1119        	1           	11          	0.8073      	0.805       
1120        	1           	11          	0.8019      	0.8023      
1121        	1           	11          	0.8008      	0.8011      
1122        	1           	11          	0.795       	0.801       
1123        	1           	11          	0.7994      	0.7982      
1124        	1           	11          	0.8004      	0.7987      
1125        	1           	11          	0.7963      	0.7947      
1126        	1           	11          	0.7998      	0.7976      
1127        	1           	11          	0.7977      	0.8001      
1128        	1           	11          	0.8071      	0.7989      
1129        	1           	11          	0.8013      	0.8015      
1130        	1           	11          	0.7982      	0.7978      
1131        	1           	11          	0.8066      	0.7995      
1132        	1           	11          	0.8054      	0.8004      
1133        	1           	11          	0.8059      	0.8013      
1134        	1           	11          	0.7997      	0.8038      
1135        	1           	11          	0.8044      	0.8         
1136        	1           	11          	0.795       	0.7961      
1137        	1           	11          	0.7892      	0.7928      
1138        	1           	11          	0.794       	0.7889      
1139        	1           	11          	0.788       	0.786       
1140        	1           	11          	0.7893      	0.7872      
1141        	1           	11          	0.792       	0.7885      
1142        	1           	11          	0.7928      	0.7914      
1143        	1           	11          	0.7955      	0.7937      
1144        	1           	11          	0.7986      	0.7982      
1145        	1           	11          	0.8056      	0.7977      
1146        	1           	11          	0.8004      	0.8018      
1147        	1           	11          	0.8027      	0.8013      
1148        	1           	11          	0.7986      	0.8014      
1149        	1           	11          	0.808       	0.8037      
1150        	1           	11          	0.8029      	0.8037      
1151        	1           	11          	0.8079      	0.8034      
1152        	1           	11          	0.8061      	0.8045      
1153        	1           	11          	0.7978      	0.8039      
1154        	1           	11          	0.8074      	0.8046      
1155        	1           	11          	0.8123      	0.806       
1156        	1           	11          	0.801       	0.8051      
1157        	1           	11          	0.7992      	0.8021      
1158        	1           	11          	0.8062      	0.801       
1159        	1           	11          	0.8084      	0.8026      
1160        	1           	11          	0.8076      	0.8027      
1161        	1           	11          	0.7995      	0.804       
1162        	1           	11          	0.7977      	0.8049      
1163        	1           	11          	0.7995      	0.7984      
1164        	1           	11          	0.7994      	0.798       
1165        	1           	11          	0.7998      	0.8008      
1166        	1           	11          	0.8046      	0.7999      
1167        	1           	11          	0.8095      	0.8009      
1168        	1           	11          	0.7997      	0.7995      
1169        	1           	11          	0.7991      	0.8018      
1170        	1           	11          	0.8016      	0.7954      
1171        	1           	11          	0.7974      	0.7955      
1172        	1           	11          	0.7947      	0.7961      
1173        	1           	11          	0.794       	0.794       
1174        	1           	11          	0.7918      	0.7922      
1175        	1           	11          	0.7876      	0.7901      
1176        	1           	11          	0.7848      	0.7902      
1177        	1           	11          	0.793       	0.7933      
1178        	1           	11          	0.7964      	0.7977      
1179        	1           	11          	0.7945      	0.7965      
1180        	1           	11          	0.805       	0.798       
1181        	1           	11          	0.7973      	0.7988      
1182        	1           	11          	0.7943      	0.7968      
1183        	1           	11          	0.794       	0.7963      
1184        	1           	11          	0.7966      	0.7944      
1185        	1           	11          	0.7871      	0.7951      
1186        	1           	11          	0.7914      	0.795       
1187        	1           	11          	0.7926      	0.7966      
1188        	1           	11          	0.8009      	0.7989      
1189        	1           	11          	0.798       	0.7997      
1190        	1           	11          	0.8018      	0.8013      
1191        	1           	11          	0.8028      	0.8017      
1192        	1           	11          	0.8027      	0.8003      
1193        	1           	11          	0.8036      	0.8029      
1194        	1           	11          	0.8023      	0.803       
1195        	1           	11          	0.8052      	0.8029      
1196        	1           	11          	0.8121      	0.8083      
1197        	1           	11          	0.8089      	0.8113      
1198        	1           	11          	0.8081      	0.8076      
1199        	1           	11          	0.8084      	0.807       
1200        	1           	11          	0.8093      	0.8049      
1201        	1           	11          	0.8069      	0.8062      
1202        	1           	11          	0.8043      	0.8056      
1203        	1           	11          	0.8103      	0.808       
1204        	1           	11          	0.8135      	0.8093      
1205        	1           	11          	0.8042      	0.8088      
1206        	1           	11          	0.8161      	0.8108      
1207        	1           	11          	0.8069      	0.8089      
1208        	1           	11          	0.8104      	0.8128      
1209        	1           	11          	0.8109      	0.8148      
1210        	1           	11          	0.8156      	0.8152      
1211        	1           	11          	0.8125      	0.8148      
1212        	1           	11          	0.8216      	0.8176      
1213        	1           	11          	0.8138      	0.8152      
1214        	1           	11          	0.8124      	0.818       
1215        	1           	11          	0.811       	0.8176      
1216        	1           	11          	0.8178      	0.8184      
1217        	1           	11          	0.8085      	0.8162      
1218        	1           	11          	0.824       	0.8214      
1219        	1           	11          	0.8252      	0.8231      
1220        	1           	11          	0.8264      	0.8233      
1221        	1           	11          	0.8244      	0.8249      
1222        	1           	11          	0.8284      	0.824       
1223        	1           	11          	0.8362      	0.8284      
1224        	1           	11          	0.8346      	0.8311      
1225        	1           	11          	0.8359      	0.8332      
1226        	1           	11          	0.8286      	0.8349      
1227        	1           	11          	0.8392      	0.8338      
1228        	1           	11          	0.8362      	0.8356      
1229        	1           	11          	0.8301      	0.8344      
1230        	1           	11          	0.8312      	0.8324      
1231        	1           	11          	0.8371      	0.8325      
1232        	1           	11          	0.8317      	0.8315      
1233        	1           	11          	0.8275      	0.8308      
1234        	1           	11          	0.8282      	0.8256      
1235        	1           	11          	0.8222      	0.8244      
1236        	1           	11          	0.8224      	0.8262      
1237        	1           	11          	0.8266      	0.8254      
1238        	1           	11          	0.8215      	0.8222      
1239        	1           	11          	0.8182      	0.8217      
1240        	1           	11          	0.819       	0.8174      
1241        	1           	11          	0.8139      	0.8182      
1242        	1           	11          	0.8167      	0.8201      
1243        	1           	11          	0.8178      	0.8174      
1244        	1           	11          	0.8235      	0.8217      
1245        	1           	11          	0.8191      	0.8215      
1246        	1           	11          	0.8257      	0.8226      
1247        	1           	11          	0.8311      	0.8232      
1248        	1           	11          	0.82        	0.8236      
1249        	1           	11          	0.8268      	0.8234      
1250        	1           	11          	0.8254      	0.8245      
1251        	1           	11          	0.822       	0.823       
1252        	1           	11          	0.8278      	0.8223      
1253        	1           	11          	0.824       	0.8228      
1254        	1           	11          	0.8261      	0.8265      
1255        	1           	11          	0.8339      	0.8299      
1256        	1           	11          	0.8343      	0.8294      
1257        	1           	11          	0.8318      	0.8294      
1258        	1           	11          	0.8264      	0.8279      
1259        	1           	11          	0.8303      	0.8278      
1260        	1           	11          	0.8318      	0.8291      
1261        	1           	11          	0.8301      	0.8279      
1262        	1           	11          	0.8291      	0.8281      
1263        	1           	11          	0.8271      	0.8283      
1264        	1           	11          	0.8313      	0.8291      
1265        	1           	11          	0.8392      	0.8328      
1266        	1           	11          	0.8287      	0.8322      
1267        	1           	11          	0.8394      	0.832       
1268        	1           	11          	0.833       	0.8307      
1269        	1           	11          	0.833       	0.8322      
1270        	1           	11          	0.8321      	0.8321      
1271        	1           	11          	0.8293      	0.8321      
1272        	1           	11          	0.8368      	0.8343      
1273        	1           	11          	0.8334      	0.8349      
1274        	1           	11          	0.8351      	0.8353      
1275        	1           	11          	0.8327      	0.838       
1276        	1           	11          	0.8413      	0.8386      
1277        	1           	11          	0.8392      	0.8395      
1278        	1           	11          	0.8365      	0.8394      
1279        	1           	11          	0.8423      	0.839       
1280        	1           	11          	0.8431      	0.8425      
1281        	1           	11          	0.8399      	0.8387      
1282        	1           	11          	0.8349      	0.8395      
1283        	1           	11          	0.8361      	0.8397      
1284        	1           	11          	0.8431      	0.8404      
1285        	1           	11          	0.8379      	0.8413      
1286        	1           	11          	0.844       	0.8407      
1287        	1           	11          	0.8414      	0.8427      
1288        	1           	11          	0.841       	0.8399      
1289        	1           	11          	0.8421      	0.8426      
1290        	1           	11          	0.839       	0.8407      
1291        	1           	11          	0.8436      	0.8452      
1292        	1           	11          	0.8491      	0.8466      
1293        	1           	11          	0.8506      	0.8494      
1294        	1           	11          	0.8517      	0.8499      
1295        	1           	11          	0.8462      	0.85        
1296        	1           	11          	0.8593      	0.8533      
1297        	1           	11          	0.8496      	0.8539      
1298        	1           	11          	0.8561      	0.853       
1299        	1           	11          	0.8502      	0.8536      
1300        	1           	11          	0.8562      	0.8524      
1301        	1           	11          	0.8591      	0.8537      
1302        	1           	11          	0.8586      	0.8577      
1303        	1           	11          	0.8577      	0.8571      
1304        	1           	11          	0.8556      	0.8552      
1305        	1           	11          	0.8618      	0.8569      
1306        	1           	11          	0.8552      	0.8594      
1307        	1           	11          	0.8614      	0.8588      
1308        	1           	11          	0.8588      	0.859       
1309        	1           	11          	0.8512      	0.8586      
1310        	1           	11          	0.8512      	0.8567      
1311        	1           	11          	0.8523      	0.8543      
1312        	1           	11          	0.8606      	0.8553      
1313        	1           	11          	0.8518      	0.855       
1314        	1           	11          	0.8554      	0.8563      
1315        	1           	11          	0.8627      	0.8557      
1316        	1           	11          	0.8536      	0.8546      
1317        	1           	11          	0.8523      	0.8556      
1318        	1           	11          	0.8548      	0.8557      
1319        	1           	11          	0.8564      	0.8556      
1320        	1           	11          	0.8628      	0.8543      
1321        	1           	11          	0.8523      	0.8522      
1322        	1           	11          	0.8464      	0.8488      
1323        	1           	11          	0.8513      	0.8488      
1324        	1           	11          	0.8416      	0.8479      
1325        	1           	11          	0.8492      	0.8467      
1326        	1           	11          	0.8486      	0.8489      
1327        	1           	11          	0.8487      	0.8495      
1328        	1           	11          	0.8526      	0.8486      
1329        	1           	11          	0.8516      	0.8496      
1330        	1           	11          	0.8548      	0.8517      
1331        	1           	11          	0.8556      	0.8525      
1332        	1           	11          	0.8576      	0.8557      
1333        	1           	11          	0.8498      	0.8545      
1334        	1           	11          	0.8541      	0.8543      
1335        	1           	11          	0.8602      	0.8542      
1336        	1           	11          	0.8525      	0.854       
1337        	1           	11          	0.8536      	0.8531      
1338        	1           	11          	0.8496      	0.8562      
1339        	1           	11          	0.8591      	0.8577      
1340        	1           	11          	0.854       	0.8558      
1341        	1           	11          	0.854       	0.8564      
1342        	1           	11          	0.8607      	0.859       
1343        	1           	11          	0.8606      	0.8576      
1344        	1           	11          	0.8578      	0.8575      
1345        	1           	11          	0.8514      	0.8588      
1346        	1           	11          	0.8591      	0.8608      
1347        	1           	11          	0.8603      	0.8615      
1348        	1           	11          	0.8587      	0.8596      
1349        	1           	11          	0.8585      	0.858       
1350        	1           	11          	0.8524      	0.8573      
1351        	1           	11          	0.8532      	0.8577      
1352        	1           	11          	0.8589      	0.8562      
1353        	1           	11          	0.8514      	0.8558      
1354        	1           	11          	0.8545      	0.8551      
1355        	1           	11          	0.8522      	0.8551      
1356        	1           	11          	0.8546      	0.8546      
1357        	1           	11          	0.8558      	0.8569      
1358        	1           	11          	0.8564      	0.8568      
1359        	1           	11          	0.8619      	0.8596      
1360        	1           	11          	0.8651      	0.8607      
1361        	1           	11          	0.8648      	0.861       
1362        	1           	11          	0.8587      	0.8595      
1363        	1           	11          	0.8561      	0.8598      
1364        	1           	11          	0.8632      	0.859       
1365        	1           	11          	0.8583      	0.8587      
1366        	1           	11          	0.8569      	0.8586      
1367        	1           	11          	0.859       	0.8609      
1368        	1           	11          	0.864       	0.8593      
1369        	1           	11          	0.8587      	0.8582      
1370        	1           	11          	0.8591      	0.8603      
1371        	1           	11          	0.8616      	0.8603      
1372        	1           	11          	0.8689      	0.8588      
1373        	1           	11          	0.8568      	0.8569      
1374        	1           	11          	0.8589      	0.8601      
1375        	1           	11          	0.8583      	0.862       
1376        	1           	11          	0.8668      	0.8624      
1377        	1           	11          	0.8628      	0.8621      
1378        	1           	11          	0.8612      	0.8633      
1379        	1           	11          	0.8599      	0.8612      
1380        	1           	11          	0.8592      	0.8611      
1381        	1           	11          	0.8657      	0.8608      
1382        	1           	11          	0.8611      	0.8607      
1383        	1           	11          	0.8611      	0.8592      
1384        	1           	11          	0.8619      	0.8589      
1385        	1           	11          	0.8559      	0.8593      
1386        	1           	11          	0.8621      	0.86        
1387        	1           	11          	0.8594      	0.8597      
1388        	1           	11          	0.8539      	0.8595      
1389        	1           	11          	0.8591      	0.8614      
1390        	1           	11          	0.8603      	0.8605      
1391        	1           	11          	0.8605      	0.8605      
1392        	1           	11          	0.8603      	0.8594      
1393        	1           	11          	0.8597      	0.8582      
1394        	1           	11          	0.8625      	0.8581      
1395        	1           	11          	0.8593      	0.8581      
1396        	1           	11          	0.8568      	0.8577      
1397        	1           	11          	0.8626      	0.856       
1398        	1           	11          	0.8592      	0.8558      
1399        	1           	11          	0.8598      	0.8572      
1400        	1           	11          	0.8534      	0.8568      
1401        	1           	11          	0.8601      	0.8587      
1402        	1           	11          	0.851       	0.857       
1403        	1           	11          	0.8539      	0.8545      
1404        	1           	11          	0.8583      	0.8555      
1405        	1           	11          	0.8514      	0.8565      
1406        	1           	11          	0.8517      	0.854       
1407        	1           	11          	0.8473      	0.8538      
1408        	1           	11          	0.8587      	0.8553      
1409        	1           	11          	0.8575      	0.856       
1410        	1           	11          	0.8545      	0.8581      
1411        	1           	11          	0.8604      	0.8576      
1412        	1           	11          	0.8565      	0.8585      
1413        	1           	11          	0.8589      	0.8587      
1414        	1           	11          	0.8586      	0.8591      
1415        	1           	11          	0.8603      	0.8576      
1416        	1           	11          	0.8581      	0.8609      
1417        	1           	11          	0.8652      	0.862       
1418        	1           	11          	0.8625      	0.8601      
1419        	1           	11          	0.8602      	0.86        
1420        	1           	11          	0.8601      	0.8601      
1421        	1           	11          	0.8561      	0.8595      
1422        	1           	11          	0.8532      	0.8596      
1423        	1           	11          	0.8615      	0.8588      
1424        	1           	11          	0.8614      	0.8602      
1425        	1           	11          	0.8585      	0.8611      
1426        	1           	11          	0.855       	0.8594      
1427        	1           	11          	0.8576      	0.8594      
1428        	1           	11          	0.864       	0.8579      
1429        	1           	11          	0.8604      	0.8614      
1430        	1           	11          	0.8575      	0.8616      
1431        	1           	11          	0.866       	0.8604      
1432        	1           	11          	0.8545      	0.8614      
1433        	1           	11          	0.862       	0.8607      
1434        	1           	11          	0.8598      	0.8616      
1435        	1           	11          	0.8602      	0.8599      
1436        	1           	11          	0.86        	0.8586      
1437        	1           	11          	0.8521      	0.8565      
1438        	1           	11          	0.8587      	0.8557      
1439        	1           	11          	0.8584      	0.8542      
1440        	1           	11          	0.8497      	0.8516      
1441        	1           	11          	0.8484      	0.8512      
1442        	1           	11          	0.8507      	0.8508      
1443        	1           	11          	0.8511      	0.8503      
1444        	1           	11          	0.8532      	0.8509      
1445        	1           	11          	0.8499      	0.8502      
1446        	1           	11          	0.8519      	0.8517      
1447        	1           	11          	0.8547      	0.8523      
1448        	1           	11          	0.8529      	0.8546      
1449        	1           	11          	0.8507      	0.855       
1450        	1           	11          	0.8572      	0.8567      
1451        	1           	11          	0.863       	0.8564      
1452        	1           	11          	0.8602      	0.859       
1453        	1           	11          	0.8596      	0.8612      
1454        	1           	11          	0.8658      	0.8641      
1455        	1           	11          	0.8594      	0.8638      
1456        	1           	11          	0.8658      	0.864       
1457        	1           	11          	0.8617      	0.8627      
1458        	1           	11          	0.8622      	0.862       
1459        	1           	11          	0.8627      	0.8644      
1460        	1           	11          	0.8663      	0.8623      
1461        	1           	11          	0.8666      	0.8622      
1462        	1           	11          	0.8696      	0.865       
1463        	1           	11          	0.8673      	0.8646      
1464        	1           	11          	0.8616      	0.8637      
1465        	1           	11          	0.8556      	0.8624      
1466        	1           	11          	0.8624      	0.8637      
1467        	1           	11          	0.8614      	0.8641      
1468        	1           	11          	0.8561      	0.8617      
1469        	1           	11          	0.858       	0.8607      
1470        	1           	11          	0.8571      	0.862       
1471        	1           	11          	0.8599      	0.8601      
1472        	1           	11          	0.8563      	0.8596      
1473        	1           	11          	0.861       	0.8592      
1474        	1           	11          	0.8604      	0.8582      
1475        	1           	11          	0.8617      	0.8608      
1476        	1           	11          	0.8657      	0.8615      
1477        	1           	11          	0.8643      	0.8612      
1478        	1           	11          	0.8623      	0.858       
1479        	1           	11          	0.8608      	0.8588      
1480        	1           	11          	0.8554      	0.8599      
1481        	1           	11          	0.8682      	0.8629      
1482        	1           	11          	0.8646      	0.8656      
1483        	1           	11          	0.8703      	0.8668      
1484        	1           	11          	0.8669      	0.8658      
1485        	1           	11          	0.8666      	0.8655      
1486        	1           	11          	0.8675      	0.865       
1487        	1           	11          	0.8588      	0.865       
1488        	1           	11          	0.8698      	0.8674      
1489        	1           	11          	0.8692      	0.8681      
1490        	1           	11          	0.8695      	0.8711      
1491        	1           	11          	0.8684      	0.8694      
1492        	1           	11          	0.8698      	0.8709      
1493        	1           	11          	0.8718      	0.8719      
1494        	1           	11          	0.8709      	0.8713      
1495        	1           	11          	0.8666      	0.8716      
1496        	1           	11          	0.8715      	0.8717      
1497        	1           	11          	0.8674      	0.8703      
1498        	1           	11          	0.875       	0.8715      
1499        	1           	11          	0.8653      	0.8717      
1500        	1           	11          	0.8712      	0.8706      
1501        	1           	11          	0.8752      	0.8707      
1502        	1           	11          	0.8701      	0.8718      
1503        	1           	11          	0.8746      	0.8717      
1504        	1           	11          	0.8679      	0.8707      
1505        	1           	11          	0.8695      	0.8706      
1506        	1           	11          	0.8682      	0.8711      
1507        	1           	11          	0.8763      	0.8716      
1508        	1           	11          	0.8711      	0.8714      
1509        	1           	11          	0.8689      	0.8708      
1510        	1           	11          	0.8726      	0.8716      
1511        	1           	11          	0.8724      	0.8725      
1512        	1           	11          	0.87        	0.8732      
1513        	1           	11          	0.8721      	0.8734      
1514        	1           	11          	0.873       	0.8729      
1515        	1           	11          	0.8742      	0.873       
1516        	1           	11          	0.8726      	0.8735      
1517        	1           	11          	0.8737      	0.8723      
1518        	1           	11          	0.8648      	0.8712      
1519        	1           	11          	0.8678      	0.8711      
1520        	1           	11          	0.8699      	0.8706      
1521        	1           	11          	0.8686      	0.8717      
1522        	1           	11          	0.8668      	0.8699      
1523        	1           	11          	0.8701      	0.8707      
1524        	1           	11          	0.8723      	0.8715      
1525        	1           	11          	0.8758      	0.8723      
1526        	1           	11          	0.8747      	0.8725      
1527        	1           	11          	0.8694      	0.8728      
1528        	1           	11          	0.8759      	0.8732      
1529        	1           	11          	0.8679      	0.8724      
1530        	1           	11          	0.8678      	0.8734      
1531        	1           	11          	0.874       	0.8731      
1532        	1           	11          	0.873       	0.8718      
1533        	1           	11          	0.8769      	0.8737      
1534        	1           	11          	0.8708      	0.8742      
1535        	1           	11          	0.8713      	0.8738      
1536        	1           	11          	0.8715      	0.8738      
1537        	1           	11          	0.8704      	0.8734      
1538        	1           	11          	0.8767      	0.8742      
1539        	1           	11          	0.8797      	0.8739      
1540        	1           	11          	0.8753      	0.8745      
1541        	1           	11          	0.8716      	0.8738      
1542        	1           	11          	0.8675      	0.8732      
1543        	1           	11          	0.8733      	0.872       
1544        	1           	11          	0.8721      	0.8711      
1545        	1           	11          	0.8752      	0.8723      
1546        	1           	11          	0.8781      	0.872       
1547        	1           	11          	0.8733      	0.8732      
1548        	1           	11          	0.8761      	0.8743      
1549        	1           	11          	0.8732      	0.874       
1550        	1           	11          	0.871       	0.8731      
1551        	1           	11          	0.8721      	0.8739      
1552        	1           	11          	0.8763      	0.8747      
1553        	1           	11          	0.8777      	0.8742      
1554        	1           	11          	0.8828      	0.8757      
1555        	1           	11          	0.8733      	0.8759      
1556        	1           	11          	0.8766      	0.876       
1557        	1           	11          	0.8708      	0.8768      
1558        	1           	11          	0.871       	0.8765      
1559        	1           	11          	0.8758      	0.8756      
1560        	1           	11          	0.8794      	0.8761      
1561        	1           	11          	0.8744      	0.8767      
1562        	1           	11          	0.8796      	0.8774      
1563        	1           	11          	0.8792      	0.8779      
1564        	1           	11          	0.8723      	0.8783      
1565        	1           	11          	0.8769      	0.8794      
1566        	1           	11          	0.8806      	0.8787      
1567        	1           	11          	0.8763      	0.8792      
1568        	1           	11          	0.8842      	0.8799      
1569        	1           	11          	0.8778      	0.8794      
1570        	1           	11          	0.8771      	0.8796      
1571        	1           	11          	0.8801      	0.8803      
1572        	1           	11          	0.881       	0.8809      
1573        	1           	11          	0.8754      	0.8803      
1574        	1           	11          	0.882       	0.8799      
1575        	1           	11          	0.8811      	0.8793      
1576        	1           	11          	0.8793      	0.8797      
1577        	1           	11          	0.8813      	0.8801      
1578        	1           	11          	0.8779      	0.8805      
1579        	1           	11          	0.8851      	0.8807      
1580        	1           	11          	0.8822      	0.8803      
1581        	1           	11          	0.8775      	0.88        
1582        	1           	11          	0.8795      	0.8802      
1583        	1           	11          	0.8781      	0.8801      
1584        	1           	11          	0.8795      	0.8814      
1585        	1           	11          	0.8785      	0.8817      
1586        	1           	11          	0.8797      	0.881       
1587        	1           	11          	0.883       	0.8806      
1588        	1           	11          	0.879       	0.8799      
1589        	1           	11          	0.8804      	0.88        
1590        	1           	11          	0.8751      	0.8815      
1591        	1           	11          	0.8867      	0.8825      
1592        	1           	11          	0.8817      	0.8822      
1593        	1           	11          	0.8848      	0.883       
1594        	1           	11          	0.8827      	0.8832      
1595        	1           	11          	0.8788      	0.8828      
1596        	1           	11          	0.8856      	0.8819      
1597        	1           	11          	0.8787      	0.8812      
1598        	1           	11          	0.8818      	0.8816      
1599        	1           	11          	0.8834      	0.8811      
1600        	1           	11          	0.8794      	0.8818      
1601        	1           	11          	0.8838      	0.8816      
1602        	1           	11          	0.8789      	0.8828      
1603        	1           	11          	0.8822      	0.8816      
1604        	1           	11          	0.8781      	0.8812      
1605        	1           	11          	0.8782      	0.8813      
1606        	1           	11          	0.8811      	0.8815      
1607        	1           	11          	0.8881      	0.8817      
1608        	1           	11          	0.8806      	0.8808      
1609        	1           	11          	0.8825      	0.8803      
1610        	1           	11          	0.8814      	0.8798      
1611        	1           	11          	0.8795      	0.8799      
1612        	1           	11          	0.8782      	0.8794      
1613        	1           	11          	0.8789      	0.8802      
1614        	1           	11          	0.8851      	0.8795      
1615        	1           	11          	0.8824      	0.8801      
1616        	1           	11          	0.8821      	0.8811      
1617        	1           	11          	0.8819      	0.8816      
1618        	1           	11          	0.8777      	0.8802      
1619        	1           	11          	0.8816      	0.8798      
1620        	1           	11          	0.8798      	0.8806      
1621        	1           	11          	0.8766      	0.8799      
1622        	1           	11          	0.8817      	0.8793      
1623        	1           	11          	0.8806      	0.8787      
1624        	1           	11          	0.8848      	0.8818      
1625        	1           	11          	0.8823      	0.8814      
1626        	1           	11          	0.8815      	0.882       
1627        	1           	11          	0.8818      	0.8822      
1628        	1           	11          	0.8831      	0.8822      
1629        	1           	11          	0.8794      	0.8816      
1630        	1           	11          	0.882       	0.8818      
1631        	1           	11          	0.875       	0.8815      
1632        	1           	11          	0.8862      	0.8815      
1633        	1           	11          	0.8843      	0.8814      
1634        	1           	11          	0.8725      	0.8799      
1635        	1           	11          	0.8757      	0.8792      
1636        	1           	11          	0.8816      	0.8797      
1637        	1           	11          	0.8813      	0.8804      
1638        	1           	11          	0.8826      	0.8799      
1639        	1           	11          	0.8769      	0.8802      
1640        	1           	11          	0.8819      	0.8805      
1641        	1           	11          	0.8802      	0.8808      
1642        	1           	11          	0.8821      	0.8803      
1643        	1           	11          	0.8746      	0.8804      
1644        	1           	11          	0.8751      	0.8798      
1645        	1           	11          	0.8822      	0.878       
1646        	1           	11          	0.8754      	0.8768      
1647        	1           	11          	0.8726      	0.8762      
1648        	1           	11          	0.8715      	0.8762      
1649        	1           	11          	0.8791      	0.8752      
1650        	1           	11          	0.8806      	0.8757      
1651        	1           	11          	0.8769      	0.8762      
1652        	1           	11          	0.8775      	0.8763      
1653        	1           	11          	0.8821      	0.8763      
1654        	1           	11          	0.8782      	0.876       
1655        	1           	11          	0.8741      	0.8767      
1656        	1           	11          	0.8718      	0.8766      
1657        	1           	11          	0.8778      	0.8768      
1658        	1           	11          	0.8765      	0.8776      
1659        	1           	11          	0.8804      	0.8779      
1660        	1           	11          	0.8771      	0.879       
1661        	1           	11          	0.8762      	0.8792      
1662        	1           	11          	0.8757      	0.8785      
1663        	1           	11          	0.8813      	0.879       
1664        	1           	11          	0.8779      	0.878       
1665        	1           	11          	0.8772      	0.8788      
1666        	1           	11          	0.8818      	0.8795      
1667        	1           	11          	0.8728      	0.8789      
1668        	1           	11          	0.8736      	0.8797      
1669        	1           	11          	0.88        	0.8798      
1670        	1           	11          	0.8726      	0.8786      
1671        	1           	11          	0.8753      	0.8773      
1672        	1           	11          	0.8725      	0.8782      
1673        	1           	11          	0.8749      	0.8789      
1674        	1           	11          	0.8777      	0.8788      
1675        	1           	11          	0.8813      	0.8796      
1676        	1           	11          	0.8814      	0.8802      
1677        	1           	11          	0.8763      	0.8802      
1678        	1           	11          	0.8808      	0.8807      
1679        	1           	11          	0.879       	0.8814      
1680        	1           	11          	0.8775      	0.8826      
1681        	1           	11          	0.8812      	0.8833      
1682        	1           	11          	0.8879      	0.8834      
1683        	1           	11          	0.8863      	0.884       
1684        	1           	11          	0.8833      	0.8841      
1685        	1           	11          	0.8859      	0.8823      
1686        	1           	11          	0.883       	0.8812      
1687        	1           	11          	0.8836      	0.8818      
1688        	1           	11          	0.8795      	0.8806      
1689        	1           	11          	0.8796      	0.8805      
1690        	1           	11          	0.8806      	0.8811      
1691        	1           	11          	0.8826      	0.8815      
1692        	1           	11          	0.8791      	0.8808      
1693        	1           	11          	0.877       	0.8806      
1694        	1           	11          	0.8781      	0.8797      
1695        	1           	11          	0.8794      	0.8795      
1696        	1           	11          	0.8732      	0.8805      
1697        	1           	11          	0.8789      	0.8809      
1698        	1           	11          	0.879       	0.881       
1699        	1           	11          	0.8782      	0.8816      
1700        	1           	11          	0.8806      	0.8819      
1701        	1           	11          	0.8781      	0.8816      
1702        	1           	11          	0.8848      	0.8813      
