replicate   	generation  	n.adlt.nbAll	n.adlt.ho   	n.adlt.hs   
1           	481         	11          	0.556       	0.5586      
1           	482         	11          	0.5645      	0.5632      
1           	483         	11          	0.5616      	0.5616      
1           	484         	11          	0.564       	0.5647      
1           	485         	11          	0.569       	0.565       
1           	486         	11          	0.5568      	0.5594      
1           	487         	11          	0.5511      	0.5559      
1           	488         	11          	0.5559      	0.5546      
1           	489         	11          	0.5547      	0.5551      
1           	490         	11          	0.5556      	0.5575      
1           	491         	11          	0.5486      	0.5476      
1           	492         	11          	0.5474      	0.5435      
1           	493         	11          	0.5391      	0.5403      
1           	494         	11          	0.54        	0.5394      
1           	495         	11          	0.5432      	0.5466      
1           	496         	11          	0.5466      	0.5482      
1           	497         	11          	0.5478      	0.5543      
1           	498         	11          	0.557       	0.5551      
1           	499         	11          	0.5618      	0.5617      
1           	500         	11          	0.5644      	0.5667      
1           	501         	11          	0.5624      	0.5649      
1           	502         	11          	0.5665      	0.568       
1           	503         	11          	0.5705      	0.5691      
1           	504         	11          	0.5735      	0.5691      
1           	505         	11          	0.5685      	0.5686      
1           	506         	11          	0.5751      	0.5773      
1           	507         	11          	0.5776      	0.5759      
1           	508         	11          	0.569       	0.5722      
1           	509         	11          	0.5784      	0.5732      
1           	510         	11          	0.5846      	0.5851      
1           	511         	11          	0.588       	0.5886      
1           	512         	11          	0.5957      	0.5915      
1           	513         	11          	0.6053      	0.5982      
1           	514         	11          	0.603       	0.5986      
1           	515         	11          	0.6022      	0.6009      
1           	516         	11          	0.5946      	0.5997      
1           	517         	11          	0.6096      	0.6091      
1           	518         	11          	0.6105      	0.6102      
1           	519         	11          	0.6161      	0.6159      
1           	520         	11          	0.6116      	0.6113      
1           	521         	11          	0.6154      	0.6136      
1           	522         	11          	0.6061      	0.6101      
1           	523         	11          	0.6052      	0.6106      
1           	524         	11          	0.6166      	0.6172      
1           	525         	11          	0.6207      	0.6214      
1           	526         	11          	0.6325      	0.628       
1           	527         	11          	0.6314      	0.6307      
1           	528         	11          	0.6318      	0.632       
1           	529         	11          	0.6352      	0.6339      
1           	530         	11          	0.6283      	0.629       
1           	531         	11          	0.6331      	0.6309      
1           	532         	11          	0.6391      	0.6372      
1           	533         	11          	0.63        	0.6347      
1           	534         	11          	0.6302      	0.6303      
1           	535         	11          	0.6312      	0.6304      
1           	536         	11          	0.6276      	0.6293      
1           	537         	11          	0.6326      	0.6307      
1           	538         	11          	0.6295      	0.632       
1           	539         	11          	0.6426      	0.6399      
1           	540         	11          	0.6278      	0.6341      
1           	541         	11          	0.6369      	0.6387      
1           	542         	11          	0.6336      	0.6395      
1           	543         	11          	0.6356      	0.6375      
1           	544         	11          	0.6388      	0.6403      
1           	545         	11          	0.6401      	0.6397      
1           	546         	11          	0.6486      	0.6479      
1           	547         	11          	0.6517      	0.6483      
1           	548         	11          	0.6537      	0.6567      
1           	549         	11          	0.6679      	0.6648      
1           	550         	11          	0.665       	0.6639      
1           	551         	11          	0.6657      	0.6626      
1           	552         	11          	0.677       	0.6712      
1           	553         	11          	0.6684      	0.6659      
1           	554         	11          	0.6723      	0.6754      
1           	555         	11          	0.6713      	0.674       
1           	556         	11          	0.6799      	0.6773      
1           	557         	11          	0.6792      	0.6766      
1           	558         	11          	0.6772      	0.674       
1           	559         	11          	0.6742      	0.6714      
1           	560         	11          	0.6735      	0.6731      
1           	561         	11          	0.6721      	0.6704      
1           	562         	11          	0.6727      	0.6701      
1           	563         	11          	0.6802      	0.6738      
1           	564         	11          	0.6724      	0.6721      
1           	565         	11          	0.6737      	0.676       
1           	566         	11          	0.6785      	0.6775      
1           	567         	11          	0.6757      	0.6759      
1           	568         	11          	0.6686      	0.6699      
1           	569         	11          	0.6694      	0.6701      
1           	570         	11          	0.6721      	0.6741      
1           	571         	11          	0.6769      	0.6769      
