replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
10          	4000        	18          	0.7404      	-0.132      	0.1682      
10          	4100        	22          	0.7387      	-0.1605     	0.1735      
10          	4200        	23          	0.7336      	-0.1449     	0.1997      
10          	4300        	20          	0.7273      	-0.1001     	0.1463      
10          	4400        	24          	0.7352      	-0.07979    	0.1766      
10          	4500        	22          	0.7205      	-0.07969    	0.129       
10          	4600        	22          	0.6955      	-0.09252    	0.1257      
10          	4700        	15          	0.6793      	-0.109      	0.1098      
10          	4800        	17          	0.7074      	-0.1132     	0.1292      
10          	4900        	16          	0.6916      	-0.08284    	0.1176      
10          	5000        	12          	0.699       	-0.08442    	0.1034      
