replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
8           	3400        	31          	0.8723      	0.8039      	6.851       
8           	3500        	30          	0.862       	0.7498      	5.257       
8           	3600        	38          	0.8639      	0.4296      	5.603       
8           	3700        	32          	0.8595      	0.4687      	5.332       
8           	3800        	26          	0.8511      	0.6002      	5.532       
8           	3900        	32          	0.8557      	0.5317      	5.694       
8           	4000        	37          	0.8379      	0.494       	5.997       
8           	4100        	33          	0.8467      	0.2742      	6.828       
8           	4200        	31          	0.8504      	-0.05628    	8.221       
8           	4300        	32          	0.8582      	-0.2611     	9.559       
8           	4400        	31          	0.8677      	0.1817      	9.294       
8           	4500        	27          	0.8761      	0.1011      	8.974       
8           	4600        	27          	0.8844      	0.3255      	8.429       
8           	4700        	28          	0.8877      	0.2484      	9.034       
8           	4800        	39          	0.8953      	0.3914      	9.397       
8           	4900        	29          	0.8807      	0.3268      	10.05       
8           	5000        	25          	0.8698      	0.5608      	9.833       
9           	1           	152         	0.9867      	0.01188     	8.119       
9           	100         	92          	0.9823      	-0.01559    	7.555       
9           	200         	78          	0.9793      	-0.301      	8.059       
9           	300         	72          	0.9759      	-0.4188     	7.853       
9           	400         	65          	0.9746      	-0.6425     	7.692       
9           	500         	57          	0.9706      	-1.046      	7.401       
9           	600         	57          	0.9664      	-1.369      	7.831       
9           	700         	53          	0.9595      	-1.06       	7.512       
9           	800         	52          	0.9539      	-1.048      	7.367       
9           	900         	54          	0.9498      	-1.101      	7.576       
9           	1000        	48          	0.9307      	-0.8862     	6.909       
9           	1100        	51          	0.9223      	-0.9155     	6.607       
9           	1200        	50          	0.9308      	-0.8225     	6.025       
9           	1300        	51          	0.9192      	-0.6511     	5.476       
9           	1400        	44          	0.9251      	-0.4558     	5.322       
9           	1500        	45          	0.924       	-0.3872     	4.715       
9           	1600        	41          	0.9202      	-0.3803     	4.744       
9           	1700        	43          	0.9129      	-0.5838     	4.833       
9           	1800        	41          	0.9042      	-0.6292     	4.947       
9           	1900        	40          	0.9116      	-0.5986     	5.869       
9           	2000        	39          	0.9083      	-0.2849     	5.402       
9           	2100        	34          	0.9059      	-0.4765     	5.612       
9           	2200        	38          	0.9113      	-0.9249     	6.048       
9           	2300        	39          	0.9028      	-0.5367     	6.13        
9           	2400        	34          	0.9036      	-0.5478     	5.845       
9           	2500        	39          	0.9185      	-0.6835     	5.862       
