replicate   	generation  	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
1           	1           	5.5         	0.5055      	1           	1.984e-05   
1           	2           	7.15        	0.5008      	0.9905      	0.0004356   
1           	3           	8.5         	0.4944      	0.9772      	0.001121    
1           	4           	8.9         	0.4881      	0.9638      	0.001615    
1           	5           	9.3         	0.4843      	0.956       	0.002124    
1           	6           	9.75        	0.4781      	0.9438      	0.002478    
1           	7           	9.85        	0.4725      	0.9321      	0.002738    
1           	8           	9.85        	0.4668      	0.9199      	0.003574    
1           	9           	9.85        	0.4617      	0.9091      	0.003972    
1           	10          	9.95        	0.4534      	0.8929      	0.004276    
1           	11          	9.95        	0.4484      	0.8819      	0.004822    
1           	12          	9.95        	0.444       	0.8723      	0.005756    
1           	13          	9.9         	0.4424      	0.8686      	0.005975    
1           	14          	9.9         	0.4351      	0.8537      	0.006978    
1           	15          	9.85        	0.4333      	0.8499      	0.007365    
1           	16          	9.95        	0.4287      	0.8405      	0.007629    
1           	17          	10          	0.4224      	0.8272      	0.00815     
1           	18          	9.95        	0.417       	0.8155      	0.009255    
1           	19          	10          	0.4145      	0.8103      	0.00934     
1           	20          	9.9         	0.41        	0.8015      	0.009446    
1           	21          	9.9         	0.4069      	0.7953      	0.009279    
1           	22          	9.95        	0.4003      	0.7816      	0.009653    
1           	23          	10          	0.3944      	0.7686      	0.0105      
1           	24          	10          	0.39        	0.7593      	0.01099     
1           	25          	10          	0.3885      	0.7557      	0.01183     
1           	26          	9.95        	0.3806      	0.7391      	0.01269     
1           	27          	10          	0.3794      	0.7374      	0.01172     
1           	28          	10          	0.3769      	0.7322      	0.01192     
1           	29          	9.95        	0.3724      	0.7233      	0.01232     
1           	30          	9.95        	0.3709      	0.7193      	0.01322     
1           	31          	10          	0.3666      	0.7103      	0.01392     
1           	32          	10          	0.3644      	0.706       	0.0141      
1           	33          	10          	0.3626      	0.7031      	0.01368     
1           	34          	10          	0.3582      	0.6939      	0.01475     
1           	35          	10          	0.3513      	0.6798      	0.01533     
1           	36          	10          	0.3508      	0.6784      	0.0159      
1           	37          	10          	0.3456      	0.6684      	0.01586     
1           	38          	10          	0.3472      	0.6709      	0.01692     
1           	39          	10          	0.3417      	0.6596      	0.01721     
1           	40          	10          	0.3387      	0.6543      	0.01652     
1           	41          	10          	0.3405      	0.6576      	0.01664     
1           	42          	10          	0.3362      	0.6504      	0.01556     
1           	43          	10          	0.3305      	0.6379      	0.01661     
1           	44          	10          	0.3274      	0.6311      	0.01756     
1           	45          	10          	0.3185      	0.6146      	0.01626     
1           	46          	10          	0.3146      	0.6063      	0.01695     
1           	47          	10          	0.3118      	0.6019      	0.01625     
1           	48          	10          	0.309       	0.5966      	0.01572     
1           	49          	10          	0.3024      	0.5839      	0.01559     
1           	50          	10          	0.2967      	0.5729      	0.01513     
1           	51          	10          	0.2944      	0.5682      	0.01567     
1           	52          	10          	0.294       	0.567       	0.01566     
1           	53          	10          	0.2937      	0.5654      	0.01645     
1           	54          	10          	0.2877      	0.5536      	0.01657     
1           	55          	10          	0.2822      	0.5425      	0.01713     
1           	56          	10          	0.278       	0.5343      	0.01729     
1           	57          	10          	0.2754      	0.5284      	0.0181      
1           	58          	10          	0.2687      	0.5155      	0.01774     
1           	59          	10          	0.2655      	0.5093      	0.01759     
1           	60          	10          	0.2618      	0.502       	0.01785     
1           	61          	10          	0.2581      	0.4953      	0.01695     
1           	62          	10          	0.2542      	0.4868      	0.01776     
1           	63          	10          	0.2502      	0.4785      	0.01802     
1           	64          	10          	0.2459      	0.4705      	0.01761     
1           	65          	10          	0.2423      	0.4639      	0.0169      
1           	66          	10          	0.2402      	0.4593      	0.01733     
1           	67          	10          	0.2415      	0.4631      	0.01634     
1           	68          	10          	0.239       	0.4582      	0.01639     
1           	69          	10          	0.2344      	0.4484      	0.01712     
1           	70          	10          	0.2343      	0.4478      	0.01748     
1           	71          	10          	0.2296      	0.4382      	0.01796     
1           	72          	10          	0.2269      	0.4321      	0.01862     
1           	73          	10          	0.224       	0.4251      	0.01981     
1           	74          	10          	0.222       	0.4209      	0.02004     
1           	75          	10          	0.218       	0.4135      	0.01945     
1           	76          	10          	0.2159      	0.4099      	0.01868     
1           	77          	10          	0.2132      	0.4035      	0.01956     
1           	78          	10          	0.2139      	0.4049      	0.01983     
1           	79          	10          	0.2115      	0.3991      	0.02051     
1           	80          	10          	0.2098      	0.3952      	0.02102     
1           	81          	10          	0.2069      	0.3894      	0.02089     
1           	82          	10          	0.2011      	0.378       	0.02074     
1           	83          	10          	0.2022      	0.379       	0.0219      
1           	84          	10          	0.1965      	0.3679      	0.0218      
1           	85          	9.95        	0.196       	0.3678      	0.02106     
1           	86          	9.95        	0.192       	0.3599      	0.02114     
1           	87          	10          	0.1887      	0.353       	0.02143     
1           	88          	9.95        	0.188       	0.3506      	0.02275     
1           	89          	9.95        	0.1856      	0.3452      	0.02339     
1           	90          	9.95        	0.1853      	0.3456      	0.02235     
1           	91          	9.95        	0.1816      	0.3395      	0.0211      
1           	92          	10          	0.1773      	0.3306      	0.02138     
1           	93          	10          	0.1758      	0.3266      	0.02225     
1           	94          	10          	0.1723      	0.3196      	0.02231     
1           	95          	10          	0.1733      	0.3209      	0.0229      
1           	96          	10          	0.1736      	0.3221      	0.02254     
1           	97          	10          	0.1713      	0.3177      	0.02237     
1           	98          	10          	0.1655      	0.3056      	0.02285     
1           	99          	10          	0.166       	0.3061      	0.02344     
1           	100         	10          	0.1626      	0.2974      	0.02539     
1           	101         	10          	0.1586      	0.2905      	0.02439     
1           	102         	10          	0.1556      	0.2854      	0.02358     
1           	103         	9.95        	0.1512      	0.2768      	0.02338     
1           	104         	10          	0.1489      	0.2718      	0.02387     
1           	105         	10          	0.1509      	0.2759      	0.0238      
1           	106         	10          	0.1493      	0.2726      	0.02412     
1           	107         	10          	0.1505      	0.2747      	0.02435     
1           	108         	10          	0.15        	0.2729      	0.02526     
1           	109         	10          	0.1493      	0.2724      	0.02433     
1           	110         	10          	0.146       	0.2658      	0.02433     
1           	111         	10          	0.1455      	0.2648      	0.02423     
1           	112         	10          	0.1468      	0.2675      	0.02428     
1           	113         	10          	0.1467      	0.2679      	0.02374     
1           	114         	10          	0.1451      	0.2646      	0.02373     
1           	115         	10          	0.1477      	0.2682      	0.02533     
1           	116         	10          	0.1446      	0.2618      	0.02564     
1           	117         	10          	0.1402      	0.252       	0.02683     
1           	118         	10          	0.1365      	0.2447      	0.0269      
1           	119         	10          	0.1384      	0.2471      	0.02826     
1           	120         	10          	0.1375      	0.247       	0.02651     
1           	121         	10          	0.1342      	0.2419      	0.02498     
1           	122         	9.95        	0.1376      	0.249       	0.02462     
1           	123         	10          	0.1353      	0.245       	0.0242      
1           	124         	10          	0.133       	0.2398      	0.02473     
1           	125         	10          	0.1306      	0.2343      	0.02546     
1           	126         	10          	0.1276      	0.2295      	0.02439     
1           	127         	10          	0.1271      	0.2288      	0.02394     
1           	128         	10          	0.1255      	0.2249      	0.02457     
1           	129         	10          	0.122       	0.219       	0.02366     
1           	130         	10          	0.122       	0.2178      	0.02475     
1           	131         	10          	0.1213      	0.2152      	0.02594     
1           	132         	10          	0.1198      	0.2127      	0.02554     
1           	133         	10          	0.1202      	0.2134      	0.02548     
1           	134         	10          	0.1199      	0.2132      	0.02503     
1           	135         	10          	0.1186      	0.2104      	0.02539     
1           	136         	10          	0.116       	0.2051      	0.02537     
1           	137         	10          	0.1155      	0.2029      	0.02673     
1           	138         	10          	0.1155      	0.2024      	0.02715     
1           	139         	10          	0.1131      	0.1989      	0.02588     
1           	140         	10          	0.1109      	0.1928      	0.02764     
1           	141         	10          	0.1059      	0.1826      	0.02798     
1           	142         	10          	0.1058      	0.182       	0.0284      
1           	143         	10          	0.1056      	0.1815      	0.02854     
1           	144         	10          	0.1062      	0.1828      	0.02828     
1           	145         	10          	0.1061      	0.1827      	0.02816     
1           	146         	10          	0.1083      	0.1866      	0.02869     
1           	147         	10          	0.1086      	0.1874      	0.02847     
1           	148         	10          	0.1052      	0.1804      	0.02885     
1           	149         	10          	0.103       	0.1765      	0.0284      
1           	150         	10          	0.1027      	0.1759      	0.0284      
1           	151         	10          	0.09937     	0.1698      	0.02779     
1           	152         	10          	0.09827     	0.1678      	0.02761     
1           	153         	10          	0.09846     	0.1674      	0.0284      
1           	154         	9.95        	0.1004      	0.1703      	0.02936     
1           	155         	10          	0.09839     	0.1668      	0.02875     
1           	156         	10          	0.09926     	0.1686      	0.02862     
1           	157         	10          	0.09857     	0.1674      	0.02849     
1           	158         	9.95        	0.09646     	0.1625      	0.02923     
1           	159         	10          	0.09672     	0.1622      	0.0301      
1           	160         	10          	0.0975      	0.1644      	0.02936     
1           	161         	9.95        	0.09675     	0.1629      	0.02935     
1           	162         	9.95        	0.09934     	0.1671      	0.03028     
1           	163         	10          	0.09597     	0.161       	0.02981     
1           	164         	10          	0.09321     	0.1554      	0.02995     
1           	165         	10          	0.09566     	0.1608      	0.0294      
1           	166         	10          	0.09482     	0.1588      	0.02972     
1           	167         	10          	0.09323     	0.1554      	0.02997     
1           	168         	10          	0.09244     	0.1537      	0.03        
1           	169         	10          	0.08898     	0.1478      	0.029       
1           	170         	10          	0.08904     	0.1465      	0.0305      
1           	171         	10          	0.08653     	0.141       	0.03116     
1           	172         	10          	0.08611     	0.1405      	0.03083     
1           	173         	10          	0.08622     	0.1408      	0.03073     
1           	174         	10          	0.08535     	0.1398      	0.02995     
1           	175         	10          	0.08682     	0.1423      	0.03034     
1           	176         	9.95        	0.08791     	0.1439      	0.0309      
1           	177         	9.95        	0.08864     	0.1445      	0.03172     
1           	178         	9.95        	0.08979     	0.147       	0.03156     
1           	179         	10          	0.08835     	0.1453      	0.03043     
1           	180         	10          	0.08759     	0.1439      	0.03023     
1           	181         	10          	0.08465     	0.1389      	0.02946     
1           	182         	10          	0.08443     	0.1395      	0.02835     
1           	183         	10          	0.08485     	0.1393      	0.02937     
1           	184         	10          	0.08815     	0.1452      	0.03002     
1           	185         	10          	0.08738     	0.1432      	0.03052     
1           	186         	10          	0.08826     	0.1454      	0.03003     
1           	187         	10          	0.08951     	0.1483      	0.02961     
1           	188         	10          	0.08917     	0.1479      	0.02935     
1           	189         	10          	0.08885     	0.1482      	0.02845     
1           	190         	10          	0.08895     	0.1495      	0.02735     
1           	191         	10          	0.08588     	0.1448      	0.02596     
1           	192         	10          	0.08495     	0.1431      	0.02578     
1           	193         	9.95        	0.08638     	0.1458      	0.02592     
1           	194         	9.95        	0.08516     	0.144       	0.02532     
1           	195         	9.95        	0.08251     	0.1387      	0.02536     
1           	196         	9.95        	0.08034     	0.1356      	0.024       
1           	197         	9.95        	0.07944     	0.1335      	0.02424     
1           	198         	9.95        	0.07916     	0.1324      	0.02468     
1           	199         	10          	0.07799     	0.1309      	0.02393     
1           	200         	10          	0.07781     	0.1305      	0.02399     
1           	201         	10          	0.0767      	0.1286      	0.02377     
1           	202         	10          	0.07633     	0.1279      	0.02366     
1           	203         	10          	0.07593     	0.1269      	0.02387     
1           	204         	10          	0.07502     	0.1254      	0.02355     
1           	205         	10          	0.07622     	0.1281      	0.02324     
1           	206         	10          	0.07511     	0.1251      	0.02403     
1           	207         	10          	0.07455     	0.1246      	0.02337     
1           	208         	9.95        	0.07415     	0.1226      	0.02469     
1           	209         	10          	0.07241     	0.1198      	0.02408     
1           	210         	10          	0.07183     	0.1188      	0.0239      
1           	211         	10          	0.0721      	0.1184      	0.02485     
1           	212         	10          	0.07        	0.1146      	0.02449     
1           	213         	10          	0.069       	0.1127      	0.02436     
1           	214         	10          	0.06856     	0.1123      	0.02383     
1           	215         	10          	0.06861     	0.1126      	0.02374     
1           	216         	10          	0.06582     	0.1069      	0.02388     
1           	217         	10          	0.06596     	0.1067      	0.02439     
1           	218         	10          	0.06367     	0.1022      	0.02435     
1           	219         	10          	0.06567     	0.1066      	0.02385     
1           	220         	10          	0.06741     	0.1111      	0.02285     
1           	221         	10          	0.0641      	0.1041      	0.02326     
1           	222         	10          	0.06361     	0.1025      	0.02393     
1           	223         	10          	0.06442     	0.1038      	0.02423     
1           	224         	10          	0.06356     	0.1023      	0.02399     
1           	225         	10          	0.06305     	0.1022      	0.02308     
1           	226         	10          	0.06229     	0.1008      	0.02287     
1           	227         	10          	0.06163     	0.09889     	0.02356     
1           	228         	10          	0.06089     	0.09766     	0.02329     
1           	229         	10          	0.05981     	0.0951      	0.02375     
1           	230         	10          	0.06027     	0.09514     	0.02466     
1           	231         	10          	0.05846     	0.09137     	0.02486     
1           	232         	10          	0.05899     	0.09114     	0.0262      
1           	233         	10          	0.05806     	0.08961     	0.02588     
1           	234         	10          	0.05741     	0.08823     	0.02597     
1           	235         	10          	0.05657     	0.08659     	0.02596     
1           	236         	10          	0.05725     	0.08773     	0.02617     
1           	237         	10          	0.05493     	0.08286     	0.02645     
1           	238         	10          	0.05513     	0.08193     	0.02781     
1           	239         	10          	0.05365     	0.0789      	0.02793     
1           	240         	10          	0.05359     	0.07845     	0.02825     
1           	241         	10          	0.05379     	0.07976     	0.02729     
1           	242         	10          	0.05394     	0.07965     	0.0277      
1           	243         	10          	0.05345     	0.07866     	0.02774     
1           	244         	10          	0.05421     	0.07898     	0.02901     
1           	245         	10          	0.05367     	0.07918     	0.02775     
1           	246         	10          	0.05526     	0.08221     	0.0279      
1           	247         	10          	0.05615     	0.08375     	0.02811     
1           	248         	10          	0.05565     	0.08296     	0.02788     
1           	249         	9.95        	0.05646     	0.08498     	0.02748     
1           	250         	9.95        	0.0538      	0.08074     	0.0264      
1           	251         	9.95        	0.05305     	0.08035     	0.02531     
1           	252         	9.95        	0.05331     	0.0812      	0.02496     
1           	253         	10          	0.05304     	0.08111     	0.02455     
1           	254         	10          	0.05382     	0.08254     	0.02467     
1           	255         	10          	0.05311     	0.0804      	0.02544     
1           	256         	10          	0.05309     	0.07849     	0.02735     
1           	257         	10          	0.05215     	0.07817     	0.0258      
1           	258         	10          	0.05157     	0.0762      	0.02671     
1           	259         	10          	0.05205     	0.07722     	0.02663     
1           	260         	10          	0.05112     	0.07519     	0.02682     
1           	261         	10          	0.04951     	0.07182     	0.02697     
1           	262         	10          	0.04983     	0.07114     	0.02827     
1           	263         	10          	0.04945     	0.07022     	0.02844     
1           	264         	10          	0.04855     	0.06843     	0.02844     
1           	265         	10          	0.04806     	0.06711     	0.02881     
1           	266         	10          	0.04812     	0.0659      	0.03016     
1           	267         	10          	0.04762     	0.06515     	0.02994     
1           	268         	10          	0.04739     	0.06382     	0.03083     
1           	269         	10          	0.04856     	0.06623     	0.03071     
1           	270         	10          	0.04859     	0.06572     	0.03127     
1           	271         	10          	0.04724     	0.06418     	0.03014     
1           	272         	10          	0.04606     	0.06178     	0.03017     
1           	273         	10          	0.04538     	0.061       	0.02961     
1           	274         	10          	0.04593     	0.06193     	0.02977     
1           	275         	10          	0.0458      	0.06138     	0.03007     
1           	276         	10          	0.04644     	0.0624      	0.03032     
1           	277         	10          	0.046       	0.06128     	0.03056     
1           	278         	10          	0.04665     	0.06365     	0.02947     
1           	279         	10          	0.04762     	0.06439     	0.03071     
1           	280         	10          	0.04802     	0.06447     	0.03143     
1           	281         	10          	0.04826     	0.06549     	0.03089     
1           	282         	10          	0.04828     	0.06501     	0.0314      
1           	283         	10          	0.04761     	0.06273     	0.03235     
1           	284         	10          	0.04778     	0.06353     	0.03189     
1           	285         	10          	0.04705     	0.06193     	0.03204     
1           	286         	10          	0.04753     	0.06327     	0.03166     
1           	287         	10          	0.04696     	0.06169     	0.03209     
1           	288         	10          	0.04773     	0.063       	0.03233     
1           	289         	10          	0.04716     	0.06154     	0.03262     
1           	290         	10          	0.04717     	0.06043     	0.03378     
1           	291         	10          	0.04758     	0.0606      	0.03442     
1           	292         	10          	0.04779     	0.0606      	0.03486     
1           	293         	10          	0.04774     	0.06125     	0.03411     
1           	294         	10          	0.04948     	0.06379     	0.03503     
1           	295         	10          	0.05003     	0.06383     	0.03611     
1           	296         	10          	0.05122     	0.06512     	0.03719     
1           	297         	10          	0.05076     	0.06453     	0.03685     
1           	298         	10          	0.05036     	0.06439     	0.03618     
1           	299         	10          	0.04955     	0.06189     	0.03707     
1           	300         	10          	0.05039     	0.06284     	0.03778     
1           	301         	10          	0.04949     	0.06181     	0.03703     
1           	302         	10          	0.04992     	0.06186     	0.03783     
1           	303         	10          	0.04935     	0.06125     	0.03732     
1           	304         	10          	0.04825     	0.05986     	0.03654     
1           	305         	10          	0.04791     	0.05904     	0.03668     
1           	306         	10          	0.04711     	0.05897     	0.03512     
1           	307         	10          	0.04751     	0.06054     	0.03435     
1           	308         	10          	0.04664     	0.05826     	0.03489     
1           	309         	10          	0.04496     	0.05555     	0.03425     
