generation  	alive.rpl   	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
1           	1           	5.5         	0.5055      	1           	2.415e-05   
2           	1           	10          	0.4536      	0.8969      	0.0004997   
3           	1           	10          	0.4048      	0.8002      	0.0009227   
4           	1           	10          	0.3641      	0.7202      	0.0007035   
5           	1           	10          	0.33        	0.6523      	0.001037    
6           	1           	10          	0.2906      	0.5742      	0.001074    
7           	1           	10          	0.2582      	0.5101      	0.0009812   
8           	1           	10          	0.2295      	0.4526      	0.001949    
9           	1           	10          	0.204       	0.4016      	0.002301    
10          	1           	10          	0.1766      	0.3465      	0.002794    
11          	1           	10          	0.1561      	0.3062      	0.00263     
12          	1           	10          	0.1412      	0.2761      	0.003244    
13          	1           	10          	0.1294      	0.2528      	0.003083    
14          	1           	10          	0.1146      	0.2235      	0.003218    
15          	1           	10          	0.1016      	0.1976      	0.003521    
16          	1           	10          	0.08963     	0.1743      	0.003105    
17          	1           	10          	0.08131     	0.1575      	0.00351     
18          	1           	10          	0.07327     	0.1418      	0.003325    
19          	1           	10          	0.06488     	0.1251      	0.003353    
20          	1           	10          	0.05967     	0.1149      	0.003327    
21          	1           	10          	0.0564      	0.108       	0.003691    
22          	1           	10          	0.04995     	0.09503     	0.003908    
23          	1           	10          	0.04722     	0.0899      	0.003647    
24          	1           	10          	0.0434      	0.08205     	0.003965    
25          	1           	10          	0.03738     	0.07048     	0.00363     
26          	1           	10          	0.03249     	0.06119     	0.003246    
27          	1           	10          	0.02954     	0.05519     	0.003401    
28          	1           	10          	0.02714     	0.0501      	0.003714    
29          	1           	10          	0.02523     	0.04561     	0.004428    
30          	1           	10          	0.02318     	0.04137     	0.004617    
31          	1           	10          	0.02201     	0.03944     	0.004232    
32          	1           	10          	0.01963     	0.03438     	0.004589    
33          	1           	10          	0.01788     	0.03089     	0.004615    
34          	1           	10          	0.01585     	0.02701     	0.004494    
35          	1           	10          	0.01438     	0.02403     	0.004557    
36          	1           	10          	0.01369     	0.02286     	0.004353    
37          	1           	10          	0.01215     	0.01995     	0.004193    
38          	1           	10          	0.01197     	0.01877     	0.005037    
39          	1           	10          	0.01135     	0.01716     	0.005425    
40          	1           	10          	0.01077     	0.01624     	0.005198    
41          	1           	10          	0.009455    	0.01317     	0.00567     
42          	1           	10          	0.008567    	0.01216     	0.004902    
43          	1           	10          	0.007656    	0.01057     	0.004683    
44          	1           	10          	0.007341    	0.009511    	0.005126    
45          	1           	10          	0.006198    	0.007398    	0.004975    
46          	1           	10          	0.006239    	0.0075      	0.004953    
47          	1           	10          	0.005752    	0.007001    	0.004479    
