replicate   	generation  	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
1           	1           	5.5         	0.5058      	1           	-2.464e-08  
1           	2           	8.25        	0.4963      	0.9808      	0.0003735   
1           	3           	9.35        	0.4859      	0.9602      	0.0009268   
1           	4           	9.75        	0.4743      	0.9374      	0.001276    
1           	5           	9.8         	0.4636      	0.9157      	0.001383    
1           	6           	9.9         	0.4537      	0.8956      	0.001978    
1           	7           	9.95        	0.4431      	0.8741      	0.002521    
1           	8           	9.95        	0.4324      	0.8522      	0.002823    
1           	9           	9.95        	0.4171      	0.8219      	0.0033      
1           	10          	9.95        	0.4104      	0.8082      	0.00365     
1           	11          	10          	0.4016      	0.7908      	0.004043    
1           	12          	10          	0.3912      	0.7698      	0.004199    
1           	13          	10          	0.3809      	0.7484      	0.005227    
1           	14          	10          	0.3724      	0.7308      	0.005759    
1           	15          	10          	0.362       	0.7105      	0.006112    
1           	16          	10          	0.3564      	0.6985      	0.006849    
1           	17          	10          	0.3499      	0.6843      	0.008192    
1           	18          	10          	0.3388      	0.6621      	0.008271    
1           	19          	10          	0.3325      	0.6501      	0.007948    
1           	20          	10          	0.3302      	0.6458      	0.007896    
1           	21          	10          	0.324       	0.633       	0.008343    
1           	22          	10          	0.3217      	0.6281      	0.008037    
1           	23          	10          	0.3177      	0.6197      	0.008345    
1           	24          	10          	0.3108      	0.6064      	0.008078    
1           	25          	10          	0.3006      	0.5871      	0.007749    
1           	26          	10          	0.2938      	0.5734      	0.007684    
1           	27          	10          	0.2869      	0.5601      	0.00759     
1           	28          	10          	0.2824      	0.5504      	0.0086      
1           	29          	10          	0.2802      	0.5463      	0.008246    
1           	30          	10          	0.2798      	0.5445      	0.009061    
1           	31          	10          	0.2732      	0.532       	0.00866     
1           	32          	10          	0.2683      	0.5219      	0.009018    
1           	33          	10          	0.2645      	0.514       	0.009505    
1           	34          	10          	0.2594      	0.5032      	0.01043     
1           	35          	10          	0.2556      	0.4951      	0.01083     
1           	36          	10          	0.2487      	0.4811      	0.01074     
1           	37          	10          	0.2431      	0.4702      	0.01069     
1           	38          	10          	0.2395      	0.4637      	0.01022     
1           	39          	10          	0.2328      	0.4504      	0.01008     
1           	40          	10          	0.2267      	0.4373      	0.01117     
1           	41          	10          	0.2206      	0.4249      	0.01136     
1           	42          	10          	0.2118      	0.4066      	0.01245     
1           	43          	10          	0.2088      	0.3995      	0.01371     
1           	44          	10          	0.2018      	0.3865      	0.01295     
1           	45          	10          	0.1983      	0.3792      	0.01305     
1           	46          	9.95        	0.195       	0.3727      	0.01316     
1           	47          	9.95        	0.1893      	0.3611      	0.01337     
1           	48          	9.95        	0.1883      	0.359       	0.0135      
1           	49          	10          	0.1814      	0.3466      	0.01238     
1           	50          	10          	0.1799      	0.3441      	0.01201     
1           	51          	10          	0.1756      	0.3353      	0.01214     
1           	52          	10          	0.1716      	0.3274      	0.01213     
1           	53          	10          	0.1689      	0.3203      	0.01388     
1           	54          	10          	0.1629      	0.3088      	0.01367     
1           	55          	9.95        	0.1604      	0.3057      	0.01203     
1           	56          	9.95        	0.155       	0.2949      	0.01234     
1           	57          	10          	0.1498      	0.2845      	0.01252     
1           	58          	10          	0.1463      	0.277       	0.01311     
1           	59          	10          	0.1447      	0.2733      	0.01384     
1           	60          	10          	0.1432      	0.2701      	0.01392     
1           	61          	10          	0.1383      	0.2604      	0.01376     
1           	62          	10          	0.1363      	0.2562      	0.01416     
1           	63          	10          	0.1323      	0.248       	0.01436     
1           	64          	10          	0.131       	0.246       	0.01382     
1           	65          	10          	0.1266      	0.2372      	0.01392     
1           	66          	10          	0.124       	0.2324      	0.01361     
1           	67          	10          	0.1223      	0.2296      	0.01303     
1           	68          	10          	0.1173      	0.2195      	0.01312     
1           	69          	10          	0.1129      	0.2114      	0.01252     
1           	70          	10          	0.1108      	0.2068      	0.01296     
1           	71          	10          	0.1078      	0.2008      	0.01282     
1           	72          	10          	0.1064      	0.1981      	0.01296     
1           	73          	10          	0.106       	0.1971      	0.01309     
1           	74          	10          	0.1042      	0.1938      	0.01272     
1           	75          	10          	0.1027      	0.191       	0.01262     
1           	76          	10          	0.1001      	0.1848      	0.01358     
1           	77          	9.95        	0.09625     	0.1769      	0.01382     
1           	78          	9.95        	0.09342     	0.1706      	0.01452     
1           	79          	10          	0.09466     	0.1728      	0.01479     
1           	80          	9.95        	0.09128     	0.1661      	0.01495     
1           	81          	9.95        	0.0897      	0.1637      	0.01425     
1           	82          	10          	0.08595     	0.1549      	0.01571     
1           	83          	10          	0.08527     	0.1549      	0.01443     
1           	84          	10          	0.08205     	0.1494      	0.01352     
