replicate   	generation  	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
1           	1           	5.5         	0.5058      	1           	-8.022e-05  
1           	2           	10          	0.3972      	0.7843      	0.0006014   
1           	3           	10          	0.3203      	0.6321      	0.0006782   
1           	4           	10          	0.2509      	0.4946      	0.0008717   
1           	5           	10          	0.2023      	0.3977      	0.001614    
1           	6           	10          	0.1584      	0.3115      	0.001275    
1           	7           	10          	0.1229      	0.2417      	0.001022    
1           	8           	10          	0.09844     	0.1933      	0.001162    
1           	9           	10          	0.07927     	0.1555      	0.001146    
1           	10          	10          	0.06449     	0.1264      	0.001055    
1           	11          	10          	0.05247     	0.1025      	0.001236    
1           	12          	10          	0.04373     	0.08495     	0.001502    
1           	13          	10          	0.03474     	0.06709     	0.001577    
1           	14          	10          	0.02728     	0.05251     	0.001452    
1           	15          	10          	0.02154     	0.04118     	0.001406    
1           	16          	10          	0.01771     	0.03327     	0.00174     
1           	17          	10          	0.01475     	0.02729     	0.001884    
1           	18          	10          	0.01255     	0.02277     	0.002077    
1           	19          	10          	0.01005     	0.01789     	0.002012    
1           	20          	10          	0.00824     	0.01435     	0.001968    
1           	21          	10          	0.007283    	0.01206     	0.002378    
1           	22          	10          	0.005933    	0.00933     	0.002445    
1           	23          	10          	0.004937    	0.007112    	0.002702    
1           	24          	10          	0.004216    	0.005893    	0.002492    
1           	25          	10          	0.003816    	0.004879    	0.002724    
1           	26          	10          	0.003032    	0.003517    	0.002532    
1           	27          	10          	0.002628    	0.002955    	0.002291    
1           	28          	10          	0.00259     	0.002776    	0.002398    
1           	29          	10          	0.002627    	0.003274    	0.00196     
1           	30          	10          	0.002409    	0.003297    	0.001494    
1           	31          	10          	0.002372    	0.002962    	0.001763    
1           	32          	10          	0.002231    	0.002798    	0.001647    
1           	33          	10          	0.002277    	0.002808    	0.001731    
1           	34          	10          	0.002191    	0.002725    	0.001641    
1           	35          	10          	0.002225    	0.002647    	0.00179     
1           	36          	10          	0.002328    	0.002605    	0.002043    
1           	37          	10          	0.002201    	0.002361    	0.002036    
1           	38          	10          	0.001938    	0.001855    	0.002024    
1           	39          	10          	0.001992    	0.001864    	0.002124    
1           	40          	10          	0.002132    	0.001926    	0.002344    
1           	41          	10          	0.001974    	0.001765    	0.00219     
1           	42          	10          	0.001875    	0.001916    	0.001832    
1           	43          	10          	0.001787    	0.001986    	0.001584    
1           	44          	10          	0.002001    	0.002461    	0.001529    
1           	45          	10          	0.002315    	0.00251     	0.002115    
1           	46          	10          	0.002227    	0.002655    	0.001789    
1           	47          	10          	0.001996    	0.002527    	0.001452    
1           	48          	10          	0.002316    	0.002621    	0.002002    
1           	49          	10          	0.002342    	0.002119    	0.00257     
1           	50          	10          	0.002168    	0.002088    	0.002249    
1           	51          	10          	0.001941    	0.001677    	0.002212    
1           	52          	10          	0.001963    	0.001972    	0.001954    
1           	53          	10          	0.001916    	0.001975    	0.001855    
1           	54          	10          	0.001948    	0.00218     	0.00171     
1           	55          	10          	0.002092    	0.00222     	0.00196     
1           	56          	10          	0.00234     	0.002129    	0.002556    
1           	57          	10          	0.002266    	0.002216    	0.002318    
1           	58          	10          	0.00231     	0.002071    	0.002555    
1           	59          	10          	0.002003    	0.001956    	0.00205     
1           	60          	10          	0.001888    	0.001823    	0.001955    
1           	61          	10          	0.001857    	0.001912    	0.0018      
1           	62          	10          	0.001814    	0.001958    	0.001666    
1           	63          	10          	0.002044    	0.002071    	0.002017    
1           	64          	10          	0.002157    	0.002308    	0.002002    
1           	65          	10          	0.002166    	0.002571    	0.001751    
1           	66          	10          	0.001951    	0.001998    	0.001902    
1           	67          	10          	0.001832    	0.001731    	0.001936    
1           	68          	10          	0.002035    	0.002009    	0.002061    
1           	69          	10          	0.001782    	0.001564    	0.002007    
1           	70          	10          	0.001504    	0.001289    	0.001726    
1           	71          	10          	0.001809    	0.00178     	0.001839    
1           	72          	10          	0.001862    	0.001804    	0.001921    
1           	73          	10          	0.001746    	0.001541    	0.001957    
