replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
6           	2700        	29          	0.8891      	4.511       	53.93       
6           	2800        	32          	0.8868      	4.847       	54.66       
6           	2900        	29          	0.8706      	5.297       	60.06       
6           	3000        	38          	0.878       	5.96        	57.84       
6           	3100        	29          	0.8684      	5.468       	63.16       
6           	3200        	32          	0.8504      	6.131       	74.09       
6           	3300        	29          	0.8456      	6.374       	73.45       
6           	3400        	34          	0.8443      	6.527       	73.31       
6           	3500        	27          	0.8484      	5.468       	77.86       
6           	3600        	28          	0.8404      	4.969       	78.78       
6           	3700        	29          	0.8357      	6.157       	68.14       
6           	3800        	36          	0.8169      	7.163       	63.73       
6           	3900        	32          	0.8299      	7.923       	57.45       
6           	4000        	29          	0.8256      	7.469       	58.89       
6           	4100        	32          	0.8258      	7.48        	58.86       
6           	4200        	34          	0.8044      	8.283       	54.42       
6           	4300        	32          	0.8347      	6.576       	66.75       
6           	4400        	36          	0.8391      	6.933       	58.22       
6           	4500        	34          	0.8469      	6.284       	54.38       
6           	4600        	33          	0.839       	7.381       	57.25       
6           	4700        	28          	0.845       	6.549       	55.28       
6           	4800        	27          	0.8404      	6.141       	59.4        
6           	4900        	28          	0.8496      	6.569       	62.13       
6           	5000        	40          	0.8269      	6.483       	60.81       
7           	1           	255         	0.9961      	-0.167      	95.12       
7           	100         	201         	0.9908      	-0.2661     	107         
7           	200         	143         	0.986       	0.21        	99.29       
7           	300         	110         	0.9805      	0.7135      	108.3       
7           	400         	96          	0.9762      	0.1326      	101.7       
7           	500         	83          	0.9733      	-0.5461     	103.4       
7           	600         	78          	0.9696      	-1.236      	100.6       
7           	700         	71          	0.9665      	-1.363      	102.8       
7           	800         	69          	0.9646      	-1.409      	91.54       
7           	900         	54          	0.9647      	-1.462      	90.7        
7           	1000        	57          	0.9614      	-1.474      	79.58       
7           	1100        	54          	0.9566      	-1.284      	80.21       
7           	1200        	53          	0.9527      	-1.894      	72.63       
7           	1300        	51          	0.9509      	-0.8205     	77.74       
7           	1400        	48          	0.9471      	-1.46       	74.01       
7           	1500        	47          	0.9466      	-1.803      	75.73       
7           	1600        	42          	0.9379      	0.02104     	67.91       
7           	1700        	46          	0.9401      	0.738       	60.89       
7           	1800        	39          	0.9397      	1.432       	63.94       
7           	1900        	38          	0.9379      	1.818       	71.72       
7           	2000        	42          	0.9382      	3.121       	58.82       
7           	2100        	38          	0.9322      	3.655       	54.58       
7           	2200        	38          	0.9339      	3.723       	56.13       
7           	2300        	40          	0.9395      	3.79        	49.54       
7           	2400        	34          	0.9304      	4.406       	48.51       
7           	2500        	33          	0.9249      	4.474       	42.81       
7           	2600        	34          	0.9221      	4.366       	43.06       
7           	2700        	36          	0.9292      	3.354       	48.88       
7           	2800        	38          	0.9304      	2.882       	48.98       
7           	2900        	39          	0.9324      	3.165       	40.98       
7           	3000        	33          	0.9376      	1.604       	44.91       
7           	3100        	33          	0.9363      	1.642       	40.59       
7           	3200        	32          	0.9314      	1.781       	34.35       
7           	3300        	26          	0.9299      	2.596       	35.67       
7           	3400        	32          	0.9241      	3.054       	43.49       
7           	3500        	30          	0.9124      	4.054       	49.91       
7           	3600        	32          	0.9145      	3.534       	50          
7           	3700        	34          	0.9185      	2.751       	57.63       
7           	3800        	31          	0.9094      	3.657       	57.1        
7           	3900        	33          	0.9067      	4.076       	57.88       
7           	4000        	31          	0.9061      	4.093       	53.92       
7           	4100        	35          	0.9189      	3.03        	51.42       
7           	4200        	41          	0.907       	3.626       	51.12       
7           	4300        	37          	0.9057      	3.518       	57.77       
7           	4400        	29          	0.8976      	3.617       	74.51       
7           	4500        	30          	0.8919      	2.597       	80.75       
7           	4600        	31          	0.8947      	2.818       	76.36       
7           	4700        	31          	0.8965      	2.867       	74.7        
7           	4800        	24          	0.8922      	1.751       	76.93       
7           	4900        	33          	0.8976      	0.2933      	80.23       
7           	5000        	33          	0.8897      	0.1933      	85.99       
8           	1           	255         	0.9961      	-0.06705    	97.53       
8           	100         	198         	0.9908      	-0.3158     	95.26       
8           	200         	146         	0.986       	-0.6328     	98.06       
8           	300         	109         	0.9804      	0.09848     	110.8       
8           	400         	91          	0.9731      	0.8651      	106.9       
8           	500         	71          	0.964       	1.977       	105         
8           	600         	62          	0.9551      	2.112       	107.2       
8           	700         	57          	0.946       	2.149       	97.94       
8           	800         	50          	0.945       	2.405       	101.7       
8           	900         	46          	0.9326      	1.418       	114.8       
8           	1000        	45          	0.92        	0.5435      	122.7       
8           	1100        	46          	0.916       	1.165       	124.6       
8           	1200        	47          	0.9064      	1.961       	121.1       
8           	1300        	42          	0.901       	1.901       	114.4       
8           	1400        	38          	0.9048      	2.637       	99.13       
8           	1500        	32          	0.9041      	2.601       	98.99       
8           	1600        	34          	0.915       	1.7         	92.83       
8           	1700        	38          	0.916       	0.2871      	96.86       
8           	1800        	34          	0.902       	0.1965      	106.8       
8           	1900        	34          	0.8947      	-1.234      	103.7       
8           	2000        	32          	0.8941      	-0.1819     	101.9       
8           	2100        	35          	0.8723      	-2.315      	112.1       
8           	2200        	34          	0.8701      	-1.872      	104.7       
8           	2300        	27          	0.8568      	-3.257      	112.7       
8           	2400        	29          	0.8537      	-3.614      	105.1       
8           	2500        	27          	0.8539      	-3.17       	102.2       
8           	2600        	34          	0.8521      	-3.58       	95.57       
8           	2700        	33          	0.8499      	-2.458      	93.58       
8           	2800        	27          	0.8369      	-4.054      	94.84       
8           	2900        	33          	0.8668      	-2.215      	84.66       
8           	3000        	28          	0.8732      	-2.302      	79.2        
8           	3100        	31          	0.8644      	-1.597      	93.33       
8           	3200        	34          	0.8435      	-3.884      	90.82       
8           	3300        	38          	0.8531      	-3.544      	84.35       
8           	3400        	29          	0.855       	-3.348      	84.93       
8           	3500        	27          	0.8582      	-2.265      	71.14       
8           	3600        	31          	0.84        	-3.321      	71.83       
8           	3700        	24          	0.8271      	-3.707      	65.96       
8           	3800        	27          	0.8273      	-3.545      	68.7        
8           	3900        	34          	0.8453      	-3.124      	66.78       
8           	4000        	27          	0.8369      	-2.752      	63.45       
8           	4100        	35          	0.8298      	-2.372      	64.84       
8           	4200        	31          	0.8419      	-2.334      	53.94       
8           	4300        	35          	0.8265      	-2.05       	52.07       
8           	4400        	33          	0.8331      	-2.558      	46.05       
8           	4500        	34          	0.8486      	-2.486      	43.52       
8           	4600        	31          	0.8459      	-2.095      	38.64       
8           	4700        	35          	0.8648      	-2.37       	46.51       
8           	4800        	33          	0.8463      	-1.756      	41.43       
8           	4900        	30          	0.8558      	-1.24       	41.97       
8           	5000        	26          	0.8472      	-0.5487     	38.58       
9           	1           	255         	0.9961      	-0.0188     	98.51       
9           	100         	207         	0.9906      	0.4389      	107.3       
9           	200         	150         	0.9877      	1.16        	100.3       
9           	300         	117         	0.9829      	0.6376      	107.5       
9           	400         	92          	0.979       	0.6377      	106.4       
9           	500         	85          	0.9745      	0.8936      	96.82       
9           	600         	78          	0.9715      	1.179       	85.97       
9           	700         	66          	0.9683      	-1.022      	85.15       
9           	800         	63          	0.9659      	0.5133      	83.97       
9           	900         	57          	0.9627      	1.198       	86.84       
9           	1000        	56          	0.9552      	1.63        	92.77       
9           	1100        	53          	0.9522      	2.598       	87.98       
9           	1200        	51          	0.9491      	3.19        	76.76       
9           	1300        	54          	0.9465      	3.914       	76.52       
9           	1400        	45          	0.9262      	3.334       	68.04       
9           	1500        	43          	0.925       	1.828       	65.55       
9           	1600        	41          	0.9124      	3.129       	57.76       
9           	1700        	43          	0.8988      	3.485       	51.04       
9           	1800        	38          	0.9004      	4.831       	46.85       
