generation  	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2	alive.rpl   
514         	10          	0.001493    	0.001236    	0.00175     	1           
515         	10          	0.001647    	0.001516    	0.001779    	1           
516         	10          	0.00154     	0.001371    	0.001709    	1           
517         	10          	0.001837    	0.001679    	0.001996    	1           
518         	10          	0.001857    	0.00149     	0.002225    	1           
519         	10          	0.001788    	0.001719    	0.001858    	1           
520         	10          	0.001901    	0.001786    	0.002017    	1           
521         	10          	0.001931    	0.002039    	0.001822    	1           
522         	10          	0.001469    	0.00189     	0.001047    	1           
523         	10          	0.001482    	0.001776    	0.001187    	1           
524         	10          	0.001276    	0.001304    	0.001248    	1           
525         	10          	0.001287    	0.001815    	0.0007575   	1           
526         	10          	0.001122    	0.001449    	0.0007945   	1           
527         	10          	0.001369    	0.001613    	0.001124    	1           
528         	10          	0.001589    	0.001836    	0.001342    	1           
529         	10          	0.001652    	0.001848    	0.001456    	1           
530         	10          	0.001777    	0.002174    	0.00138     	1           
531         	10          	0.001722    	0.00168     	0.001765    	1           
532         	10          	0.001628    	0.001781    	0.001476    	1           
533         	10          	0.001859    	0.002158    	0.00156     	1           
534         	10          	0.00175     	0.002023    	0.001478    	1           
535         	10          	0.001544    	0.001714    	0.001374    	1           
536         	10          	0.00178     	0.001737    	0.001823    	1           
537         	10          	0.001902    	0.001843    	0.001962    	1           
538         	10          	0.002031    	0.002061    	0.002002    	1           
539         	10          	0.001833    	0.001963    	0.001703    	1           
540         	10          	0.001772    	0.0018      	0.001745    	1           
541         	10          	0.001786    	0.001754    	0.001817    	1           
542         	10          	0.001705    	0.001502    	0.001908    	1           
543         	10          	0.001977    	0.001679    	0.002275    	1           
544         	10          	0.001676    	0.001522    	0.00183     	1           
545         	10          	0.001601    	0.001665    	0.001537    	1           
546         	10          	0.001844    	0.002105    	0.001584    	1           
547         	10          	0.001917    	0.001974    	0.001861    	1           
548         	10          	0.001464    	0.001084    	0.001844    	1           
549         	10          	0.001599    	0.001296    	0.001901    	1           
550         	10          	0.00187     	0.001791    	0.001949    	1           
551         	10          	0.001983    	0.001757    	0.002208    	1           
552         	10          	0.001605    	0.001444    	0.001767    	1           
553         	10          	0.001357    	0.001297    	0.001417    	1           
554         	10          	0.001755    	0.001738    	0.001772    	1           
555         	10          	0.001743    	0.001585    	0.0019      	1           
556         	10          	0.001665    	0.001235    	0.002094    	1           
557         	10          	0.001654    	0.001348    	0.001958    	1           
558         	10          	0.00194     	0.00166     	0.002218    	1           
559         	10          	0.001661    	0.001753    	0.001569    	1           
560         	10          	0.001705    	0.001942    	0.001469    	1           
561         	10          	0.001626    	0.001884    	0.001369    	1           
562         	10          	0.001742    	0.00183     	0.001653    	1           
563         	10          	0.0017      	0.001646    	0.001754    	1           
564         	10          	0.00157     	0.001389    	0.00175     	1           
565         	10          	0.001335    	0.001123    	0.001546    	1           
566         	10          	0.001453    	0.001134    	0.001771    	1           
567         	10          	0.001021    	0.0006206   	0.001419    	1           
568         	10          	0.001116    	0.0007732   	0.001455    	1           
569         	10          	0.001185    	0.001144    	0.001226    	1           
570         	10          	0.001382    	0.001254    	0.001508    	1           
571         	10          	0.001507    	0.001034    	0.001976    	1           
572         	10          	0.001506    	0.001202    	0.001808    	1           
573         	10          	0.001549    	0.001239    	0.001857    	1           
574         	10          	0.001474    	0.001279    	0.001668    	1           
575         	10          	0.001738    	0.001298    	0.002174    	1           
576         	10          	0.0015      	0.0009765   	0.002019    	1           
577         	10          	0.001591    	0.001042    	0.002135    	1           
578         	10          	0.001625    	0.001224    	0.002023    	1           
579         	10          	0.001706    	0.001494    	0.001917    	1           
580         	10          	0.001652    	0.001539    	0.001763    	1           
581         	10          	0.001554    	0.001385    	0.001721    	1           
582         	10          	0.001689    	0.001368    	0.002006    	1           
583         	10          	0.001675    	0.001298    	0.002049    	1           
584         	10          	0.001703    	0.001425    	0.001979    	1           
585         	10          	0.001674    	0.001688    	0.001661    	1           
586         	10          	0.001476    	0.001521    	0.001431    	1           
587         	10          	0.001609    	0.002061    	0.001161    	1           
588         	10          	0.001515    	0.001792    	0.00124     	1           
589         	10          	0.001737    	0.001934    	0.001542    	1           
590         	10          	0.001903    	0.001805    	0.002       	1           
591         	10          	0.001803    	0.00195     	0.001658    	1           
592         	10          	0.001932    	0.002225    	0.001641    	1           
593         	10          	0.001787    	0.002071    	0.001505    	1           
594         	10          	0.001809    	0.002062    	0.001557    	1           
595         	10          	0.001928    	0.002225    	0.001633    	1           
596         	10          	0.002003    	0.001982    	0.002024    	1           
597         	10          	0.002048    	0.002048    	0.002048    	1           
598         	10          	0.002051    	0.002252    	0.001852    	1           
599         	10          	0.002088    	0.002039    	0.002136    	1           
600         	10          	0.002063    	0.002028    	0.002098    	1           
601         	10          	0.002206    	0.002       	0.002411    	1           
602         	10          	0.001919    	0.001876    	0.001962    	1           
603         	10          	0.001646    	0.001367    	0.001922    	1           
604         	10          	0.001816    	0.001729    	0.001903    	1           
605         	10          	0.001958    	0.002301    	0.001618    	1           
606         	10          	0.001719    	0.001992    	0.001448    	1           
607         	10          	0.001663    	0.001697    	0.001629    	1           
608         	10          	0.001735    	0.001631    	0.001839    	1           
609         	10          	0.00188     	0.001548    	0.002207    	1           
610         	10          	0.00201     	0.001573    	0.00244     	1           
611         	10          	0.001788    	0.001451    	0.002121    	1           
612         	10          	0.0018      	0.001651    	0.001947    	1           
613         	10          	0.001717    	0.001464    	0.001967    	1           
614         	10          	0.00166     	0.001366    	0.00195     	1           
615         	10          	0.001638    	0.001483    	0.001791    	1           
616         	10          	0.001706    	0.001722    	0.00169     	1           
617         	10          	0.00154     	0.001622    	0.001459    	1           
618         	10          	0.001505    	0.001806    	0.001206    	1           
619         	10          	0.001587    	0.001721    	0.001455    	1           
620         	10          	0.001787    	0.001756    	0.001818    	1           
621         	9.95        	0.00179     	0.001696    	0.001884    	1           
622         	10          	0.001808    	0.001881    	0.001736    	1           
623         	9.95        	0.001927    	0.001588    	0.002264    	1           
624         	9.95        	0.0021      	0.001967    	0.002233    	1           
625         	10          	0.001986    	0.001429    	0.00254     	1           
626         	10          	0.001828    	0.001482    	0.002171    	1           
627         	10          	0.001985    	0.001689    	0.002281    	1           
628         	10          	0.001805    	0.001604    	0.002006    	1           
629         	10          	0.001716    	0.00155     	0.001882    	1           
630         	9.95        	0.001638    	0.001153    	0.002122    	1           
631         	9.95        	0.001869    	0.001478    	0.00226     	1           
632         	10          	0.002266    	0.002077    	0.002454    	1           
633         	10          	0.002326    	0.002132    	0.002519    	1           
634         	10          	0.002452    	0.002311    	0.002592    	1           
635         	10          	0.002069    	0.002229    	0.001909    	1           
636         	10          	0.002107    	0.002091    	0.002122    	1           
637         	10          	0.001967    	0.001936    	0.001998    	1           
638         	10          	0.001879    	0.001671    	0.002085    	1           
639         	10          	0.001861    	0.001646    	0.002076    	1           
640         	10          	0.0017      	0.001433    	0.001965    	1           
641         	10          	0.001847    	0.001989    	0.001704    	1           
642         	10          	0.001521    	0.00178     	0.001262    	1           
643         	10          	0.00131     	0.001423    	0.001197    	1           
644         	9.95        	0.00142     	0.001227    	0.001613    	1           
645         	9.95        	0.001493    	0.001231    	0.001754    	1           
646         	9.95        	0.001406    	0.001449    	0.001363    	1           
647         	9.95        	0.001451    	0.00151     	0.001393    	1           
648         	10          	0.00169     	0.001872    	0.001508    	1           
649         	10          	0.001689    	0.001845    	0.001534    	1           
650         	10          	0.001621    	0.002237    	0.001008    	1           
651         	9.95        	0.001481    	0.001891    	0.001073    	1           
652         	10          	0.001451    	0.001573    	0.00133     	1           
653         	10          	0.001748    	0.001713    	0.001782    	1           
654         	10          	0.001608    	0.001505    	0.001709    	1           
655         	10          	0.001764    	0.001744    	0.001785    	1           
656         	10          	0.002176    	0.002061    	0.00229     	1           
657         	10          	0.002032    	0.001719    	0.002342    	1           
658         	10          	0.00182     	0.001604    	0.002035    	1           
659         	9.95        	0.001869    	0.001477    	0.002258    	1           
660         	9.95        	0.002216    	0.00169     	0.002738    	1           
661         	9.95        	0.001941    	0.001433    	0.002445    	1           
662         	9.95        	0.002066    	0.0018      	0.00233     	1           
663         	9.95        	0.002017    	0.001491    	0.002541    	1           
664         	10          	0.002385    	0.002083    	0.002686    	1           
665         	10          	0.00253     	0.001969    	0.003089    	1           
666         	10          	0.002638    	0.002367    	0.002908    	1           
667         	10          	0.002836    	0.002354    	0.003317    	1           
668         	9.95        	0.002537    	0.002358    	0.002715    	1           
669         	9.95        	0.001993    	0.001793    	0.002193    	1           
670         	10          	0.001986    	0.001938    	0.002034    	1           
671         	10          	0.002041    	0.001856    	0.002226    	1           
672         	10          	0.002368    	0.002147    	0.002589    	1           
673         	10          	0.002485    	0.002448    	0.002522    	1           
674         	10          	0.002395    	0.002175    	0.002616    	1           
675         	9.95        	0.001975    	0.001587    	0.002362    	1           
676         	9.95        	0.001838    	0.001714    	0.001962    	1           
677         	10          	0.001637    	0.001466    	0.001808    	1           
678         	10          	0.001756    	0.001794    	0.001719    	1           
679         	10          	0.001644    	0.001453    	0.001833    	1           
680         	10          	0.001608    	0.001093    	0.002121    	1           
681         	10          	0.001614    	0.001207    	0.002021    	1           
682         	10          	0.0019      	0.001236    	0.002565    	1           
683         	10          	0.00161     	0.001434    	0.001786    	1           
684         	10          	0.001543    	0.001524    	0.001562    	1           
685         	10          	0.001397    	0.001629    	0.001166    	1           
686         	10          	0.001439    	0.00177     	0.001108    	1           
687         	10          	0.001509    	0.001499    	0.001519    	1           
688         	10          	0.001338    	0.0013      	0.001377    	1           
689         	10          	0.001492    	0.001201    	0.001784    	1           
690         	10          	0.001797    	0.001566    	0.00203     	1           
691         	10          	0.001641    	0.001815    	0.001467    	1           
692         	9.95        	0.001619    	0.00178     	0.001457    	1           
693         	10          	0.001839    	0.001891    	0.001786    	1           
694         	9.95        	0.001923    	0.002055    	0.00179     	1           
695         	10          	0.002012    	0.002136    	0.001887    	1           
696         	10          	0.001861    	0.001791    	0.001932    	1           
697         	9.95        	0.001941    	0.00178     	0.002105    	1           
698         	9.9         	0.001654    	0.001331    	0.00198     	1           
699         	9.9         	0.001687    	0.001316    	0.002063    	1           
700         	9.85        	0.001742    	0.001183    	0.002309    	1           
701         	9.85        	0.001845    	0.0013      	0.002399    	1           
702         	9.9         	0.002195    	0.001524    	0.002878    	1           
703         	9.9         	0.002152    	0.001572    	0.002742    	1           
704         	9.85        	0.002267    	0.001694    	0.00285     	1           
705         	9.75        	0.002197    	0.001879    	0.002519    	1           
706         	9.75        	0.002207    	0.002121    	0.002294    	1           
707         	9.75        	0.002334    	0.002147    	0.002524    	1           
708         	9.8         	0.002282    	0.001874    	0.002695    	1           
709         	9.85        	0.001801    	0.001748    	0.001855    	1           
710         	9.85        	0.001889    	0.001729    	0.002051    	1           
711         	9.7         	0.001818    	0.001635    	0.002003    	1           
712         	9.7         	0.001755    	0.001243    	0.002276    	1           
713         	9.75        	0.001757    	0.001125    	0.002399    	1           
714         	9.75        	0.001651    	0.001321    	0.001985    	1           
715         	9.75        	0.001466    	0.001257    	0.001677    	1           
716         	9.75        	0.001444    	0.001289    	0.001602    	1           
717         	9.75        	0.00147     	0.001176    	0.00177     	1           
718         	9.8         	0.001338    	0.001218    	0.001461    	1           
719         	9.9         	0.001415    	0.001426    	0.001403    	1           
720         	9.85        	0.001508    	0.001514    	0.001502    	1           
721         	9.85        	0.00142     	0.001021    	0.001828    	1           
722         	9.85        	0.001357    	0.001309    	0.001405    	1           
723         	9.95        	0.001535    	0.001462    	0.001609    	1           
724         	9.85        	0.001934    	0.001965    	0.001903    	1           
725         	9.85        	0.001828    	0.001798    	0.001858    	1           
726         	9.85        	0.001805    	0.001825    	0.001785    	1           
727         	9.8         	0.001772    	0.001716    	0.00183     	1           
728         	9.85        	0.002123    	0.001917    	0.002334    	1           
729         	9.9         	0.002012    	0.001818    	0.002211    	1           
730         	9.85        	0.002063    	0.00197     	0.002159    	1           
731         	9.85        	0.002297    	0.002359    	0.002234    	1           
732         	9.75        	0.002077    	0.002231    	0.001918    	1           
733         	9.7         	0.001677    	0.001663    	0.001692    	1           
734         	9.6         	0.001468    	0.001426    	0.001511    	1           
735         	9.65        	0.001788    	0.001725    	0.001853    	1           
736         	9.7         	0.001601    	0.001977    	0.001215    	1           
737         	9.75        	0.001509    	0.001936    	0.001072    	1           
738         	9.65        	0.001625    	0.002121    	0.001116    	1           
739         	9.7         	0.001868    	0.002572    	0.001145    	1           
740         	9.75        	0.001857    	0.002256    	0.001448    	1           
741         	9.75        	0.001939    	0.002311    	0.001556    	1           
742         	9.7         	0.001829    	0.002089    	0.001562    	1           
743         	9.7         	0.001457    	0.001677    	0.001232    	1           
744         	9.7         	0.001306    	0.001465    	0.001143    	1           
745         	9.7         	0.001286    	0.001249    	0.001324    	1           
746         	9.85        	0.00131     	0.001354    	0.001265    	1           
747         	9.85        	0.001313    	0.001106    	0.001527    	1           
748         	9.9         	0.001328    	0.001281    	0.001376    	1           
749         	9.85        	0.001267    	0.001303    	0.001229    	1           
750         	9.8         	0.001149    	0.001054    	0.001246    	1           
751         	9.8         	0.001229    	0.001297    	0.001159    	1           
752         	9.85        	0.001391    	0.001376    	0.001408    	1           
753         	9.75        	0.00149     	0.00151     	0.001471    	1           
754         	9.75        	0.001345    	0.001478    	0.001209    	1           
755         	9.75        	0.001358    	0.001672    	0.001037    	1           
756         	9.8         	0.001331    	0.001639    	0.001016    	1           
757         	9.85        	0.001477    	0.001892    	0.001052    	1           
758         	9.75        	0.001654    	0.001884    	0.001419    	1           
759         	9.75        	0.001737    	0.001805    	0.001667    	1           
760         	9.7         	0.001841    	0.002048    	0.001628    	1           
761         	9.7         	0.001421    	0.001605    	0.001233    	1           
762         	9.75        	0.001179    	0.001279    	0.001077    	1           
763         	9.7         	0.001146    	0.001072    	0.001221    	1           
764         	9.65        	0.001115    	0.0008666   	0.001369    	1           
765         	9.6         	0.001224    	0.001257    	0.001191    	1           
766         	9.6         	0.001085    	0.00133     	0.0008347   	1           
767         	9.7         	0.001193    	0.001281    	0.001104    	1           
768         	9.7         	0.001299    	0.001316    	0.001281    	1           
769         	9.8         	0.00113     	0.001272    	0.0009855   	1           
770         	9.75        	0.001227    	0.0013      	0.001154    	1           
771         	9.65        	0.001305    	0.001408    	0.0012      	1           
772         	9.6         	0.001239    	0.001348    	0.001129    	1           
773         	9.6         	0.001058    	0.0008427   	0.001276    	1           
774         	9.6         	0.00133     	0.001156    	0.001507    	1           
775         	9.7         	0.00128     	0.0008889   	0.001677    	1           
776         	9.6         	0.001345    	0.001151    	0.001542    	1           
777         	9.6         	0.001345    	0.001024    	0.001671    	1           
778         	9.6         	0.001207    	0.0008963   	0.00152     	1           
779         	9.6         	0.001424    	0.001045    	0.001807    	1           
780         	9.6         	0.001613    	0.001242    	0.001988    	1           
781         	9.6         	0.001579    	0.001279    	0.001882    	1           
782         	9.55        	0.001404    	0.001023    	0.00179     	1           
783         	9.7         	0.001356    	0.001339    	0.001373    	1           
784         	9.65        	0.001455    	0.001471    	0.001438    	1           
785         	9.65        	0.001373    	0.00131     	0.001437    	1           
786         	9.65        	0.001388    	0.001194    	0.001585    	1           
787         	9.6         	0.001472    	0.001162    	0.001786    	1           
788         	9.65        	0.001557    	0.001097    	0.002023    	1           
789         	9.7         	0.001679    	0.001469    	0.001892    	1           
790         	9.65        	0.001547    	0.001303    	0.001794    	1           
791         	9.65        	0.001513    	0.00146     	0.001567    	1           
792         	9.55        	0.001518    	0.001212    	0.00183     	1           
793         	9.5         	0.001315    	0.001247    	0.001384    	1           
794         	9.5         	0.001414    	0.00142     	0.001408    	1           
795         	9.5         	0.001269    	0.00138     	0.001156    	1           
796         	9.5         	0.001236    	0.001225    	0.001246    	1           
797         	9.5         	0.00162     	0.001472    	0.001769    	1           
798         	9.5         	0.001339    	0.00111     	0.001571    	1           
799         	9.5         	0.001294    	0.001094    	0.001497    	1           
800         	9.5         	0.001668    	0.001471    	0.001869    	1           
801         	9.5         	0.001386    	0.001099    	0.001678    	1           
802         	9.5         	0.001377    	0.001224    	0.001533    	1           
803         	9.5         	0.001468    	0.001298    	0.001641    	1           
804         	9.5         	0.001306    	0.001254    	0.001359    	1           
805         	9.5         	0.001254    	0.001181    	0.001327    	1           
806         	9.5         	0.001225    	0.001329    	0.00112     	1           
807         	9.5         	0.00121     	0.001279    	0.00114     	1           
808         	9.5         	0.001161    	0.00142     	0.0008987   	1           
809         	9.5         	0.001282    	0.001389    	0.001175    	1           
810         	9.5         	0.001038    	0.0009607   	0.001116    	1           
811         	9.5         	0.001288    	0.001062    	0.001515    	1           
812         	9.5         	0.0009857   	0.0007493   	0.001224    	1           
813         	9.5         	0.001225    	0.001001    	0.00145     	1           
814         	9.5         	0.001354    	0.001212    	0.001497    	1           
815         	9.5         	0.001317    	0.001077    	0.001559    	1           
816         	9.5         	0.001576    	0.001175    	0.00198     	1           
817         	9.5         	0.001758    	0.001106    	0.002417    	1           
818         	9.5         	0.001533    	0.0009439   	0.002128    	1           
819         	9.5         	0.001772    	0.001137    	0.002412    	1           
820         	9.5         	0.00165     	0.001326    	0.001976    	1           
821         	9.5         	0.001572    	0.001355    	0.001791    	1           
822         	9.5         	0.001407    	0.001487    	0.001327    	1           
823         	9.5         	0.001555    	0.001452    	0.001659    	1           
824         	9.5         	0.001623    	0.001796    	0.001449    	1           
825         	9.5         	0.001628    	0.001626    	0.001631    	1           
826         	9.5         	0.001511    	0.001624    	0.001396    	1           
827         	9.5         	0.001466    	0.001725    	0.001205    	1           
828         	9.5         	0.001427    	0.001504    	0.00135     	1           
829         	9.5         	0.001713    	0.0017      	0.001726    	1           
830         	9.5         	0.001951    	0.002012    	0.001889    	1           
831         	9.5         	0.002022    	0.002143    	0.001899    	1           
832         	9.5         	0.002028    	0.002192    	0.001861    	1           
833         	9.5         	0.00199     	0.001844    	0.002139    	1           
834         	9.5         	0.002161    	0.002125    	0.002197    	1           
835         	9.5         	0.002412    	0.002098    	0.00273     	1           
836         	9.5         	0.002023    	0.00138     	0.002672    	1           
837         	9.5         	0.001907    	0.001566    	0.002251    	1           
838         	9.5         	0.001688    	0.001342    	0.002037    	1           
839         	9.5         	0.001749    	0.001371    	0.00213     	1           
840         	9.5         	0.001763    	0.001346    	0.002185    	1           
841         	9.5         	0.00207     	0.001702    	0.002441    	1           
842         	9.5         	0.002034    	0.001815    	0.002255    	1           
843         	9.5         	0.001903    	0.002064    	0.001741    	1           
844         	9.5         	0.001774    	0.001753    	0.001795    	1           
845         	9.5         	0.001504    	0.001306    	0.001703    	1           
846         	9.5         	0.001695    	0.001581    	0.00181     	1           
847         	9.5         	0.001703    	0.001236    	0.002176    	1           
848         	9.5         	0.00172     	0.001363    	0.002082    	1           
849         	9.5         	0.00187     	0.001694    	0.002048    	1           
850         	9.5         	0.001597    	0.001203    	0.001996    	1           
851         	9.5         	0.001606    	0.001457    	0.001758    	1           
852         	9.5         	0.001592    	0.001351    	0.001835    	1           
853         	9.5         	0.001906    	0.001934    	0.001878    	1           
854         	9.5         	0.001825    	0.001813    	0.001837    	1           
855         	9.5         	0.001858    	0.002151    	0.001563    	1           
856         	9.5         	0.00189     	0.002205    	0.001573    	1           
857         	9.5         	0.001898    	0.001969    	0.001827    	1           
858         	9.5         	0.0018      	0.001793    	0.001808    	1           
859         	9.5         	0.001813    	0.001718    	0.001908    	1           
860         	9.5         	0.001574    	0.001635    	0.001512    	1           
861         	9.5         	0.001663    	0.001462    	0.001866    	1           
862         	9.5         	0.001411    	0.001485    	0.001335    	1           
863         	9.5         	0.001642    	0.001679    	0.001604    	1           
864         	9.5         	0.001577    	0.001781    	0.001369    	1           
865         	9.5         	0.001469    	0.001609    	0.001326    	1           
866         	9.5         	0.001628    	0.002014    	0.001235    	1           
867         	9.5         	0.001374    	0.001673    	0.00107     	1           
868         	9.5         	0.001498    	0.001743    	0.00125     	1           
869         	9.5         	0.0018      	0.001978    	0.001618    	1           
870         	9.5         	0.001722    	0.001809    	0.001634    	1           
871         	9.5         	0.0016      	0.001614    	0.001586    	1           
872         	9.5         	0.001555    	0.001472    	0.001638    	1           
873         	9.5         	0.00154     	0.001574    	0.001506    	1           
874         	9.5         	0.001592    	0.001797    	0.001383    	1           
875         	9.5         	0.001737    	0.002091    	0.001378    	1           
876         	9.5         	0.001722    	0.001737    	0.001708    	1           
877         	9.5         	0.001639    	0.001575    	0.001703    	1           
878         	9.5         	0.001933    	0.002287    	0.001577    	1           
879         	9.5         	0.001725    	0.002071    	0.001375    	1           
880         	9.5         	0.001314    	0.001376    	0.00125     	1           
881         	9.5         	0.00162     	0.001825    	0.001413    	1           
882         	9.5         	0.001922    	0.002069    	0.001773    	1           
883         	9.5         	0.001799    	0.002054    	0.00154     	1           
884         	9.5         	0.001845    	0.001941    	0.001748    	1           
885         	9.5         	0.001903    	0.002023    	0.001781    	1           
886         	9.5         	0.001949    	0.00168     	0.00222     	1           
887         	9.5         	0.001544    	0.001222    	0.00187     	1           
888         	9.5         	0.001426    	0.001394    	0.001457    	1           
889         	9.5         	0.00139     	0.001222    	0.00156     	1           
890         	9.5         	0.001556    	0.001594    	0.001518    	1           
891         	9.5         	0.001623    	0.001306    	0.001941    	1           
892         	9.5         	0.001664    	0.001421    	0.001907    	1           
893         	9.5         	0.001478    	0.001317    	0.001641    	1           
894         	9.5         	0.001435    	0.001385    	0.001485    	1           
895         	9.5         	0.001537    	0.001469    	0.001606    	1           
896         	9.5         	0.001448    	0.00151     	0.001387    	1           
897         	9.5         	0.001289    	0.00125     	0.001328    	1           
898         	9.5         	0.001591    	0.001642    	0.001539    	1           
899         	9.5         	0.001876    	0.002013    	0.001737    	1           
900         	9.5         	0.001887    	0.00197     	0.001804    	1           
901         	9.5         	0.001894    	0.002149    	0.001637    	1           
902         	9.5         	0.001668    	0.0019      	0.001434    	1           
903         	9.5         	0.001735    	0.002066    	0.0014      	1           
904         	9.5         	0.00157     	0.001791    	0.001348    	1           
905         	9.5         	0.0014      	0.001552    	0.001246    	1           
906         	9.5         	0.001446    	0.001108    	0.001789    	1           
907         	9.5         	0.001743    	0.001445    	0.002045    	1           
908         	9.5         	0.001423    	0.001116    	0.001733    	1           
909         	9.5         	0.001706    	0.001775    	0.001636    	1           
910         	9.5         	0.001741    	0.001529    	0.001955    	1           
911         	9.5         	0.001943    	0.002199    	0.001683    	1           
912         	9.5         	0.001899    	0.002109    	0.001687    	1           
913         	9.5         	0.001795    	0.001706    	0.001886    	1           
914         	9.5         	0.001978    	0.001928    	0.002029    	1           
915         	9.5         	0.002267    	0.00222     	0.002315    	1           
916         	9.5         	0.002152    	0.001886    	0.002421    	1           
917         	9.5         	0.002154    	0.00218     	0.002128    	1           
918         	9.5         	0.002265    	0.002065    	0.002467    	1           
919         	9.5         	0.00232     	0.002081    	0.002562    	1           
920         	9.5         	0.00236     	0.002355    	0.002365    	1           
921         	9.5         	0.00205     	0.001999    	0.002101    	1           
922         	9.5         	0.001847    	0.0019      	0.001794    	1           
923         	9.5         	0.001592    	0.001797    	0.001384    	1           
924         	9.5         	0.001576    	0.001596    	0.001555    	1           
925         	9.5         	0.00167     	0.001565    	0.001775    	1           
926         	9.5         	0.001768    	0.001806    	0.001729    	1           
927         	9.5         	0.001597    	0.00187     	0.001322    	1           
928         	9.5         	0.002278    	0.002181    	0.002377    	1           
929         	9.5         	0.002284    	0.002303    	0.002264    	1           
930         	9.5         	0.002114    	0.002077    	0.002151    	1           
931         	9.5         	0.002011    	0.001955    	0.002067    	1           
932         	9.5         	0.002382    	0.00229     	0.002476    	1           
933         	9.5         	0.002144    	0.002244    	0.002044    	1           
934         	9.5         	0.001819    	0.002049    	0.001586    	1           
935         	9.5         	0.001817    	0.001751    	0.001884    	1           
936         	9.5         	0.001551    	0.001537    	0.001566    	1           
937         	9.5         	0.001652    	0.002069    	0.001232    	1           
938         	9.5         	0.001602    	0.001801    	0.001401    	1           
939         	9.5         	0.001642    	0.001686    	0.001598    	1           
940         	9.5         	0.001797    	0.001632    	0.001963    	1           
941         	9.5         	0.00193     	0.001597    	0.002265    	1           
942         	9.5         	0.001906    	0.001702    	0.002111    	1           
943         	9.5         	0.002014    	0.001639    	0.002392    	1           
944         	9.5         	0.002105    	0.001693    	0.002519    	1           
945         	9.5         	0.002044    	0.001478    	0.002614    	1           
946         	9.5         	0.00225     	0.001505    	0.003       	1           
947         	9.5         	0.002734    	0.001908    	0.003563    	1           
948         	9.5         	0.002838    	0.002027    	0.003653    	1           
949         	9.5         	0.002902    	0.002307    	0.003501    	1           
950         	9.5         	0.002256    	0.001991    	0.002524    	1           
951         	9.5         	0.00225     	0.002256    	0.002244    	1           
952         	9.5         	0.002091    	0.002004    	0.002178    	1           
953         	9.5         	0.00176     	0.001568    	0.001953    	1           
954         	9.5         	0.001683    	0.001605    	0.001762    	1           
955         	9.5         	0.001669    	0.001714    	0.001622    	1           
956         	9.45        	0.001549    	0.001442    	0.001657    	1           
957         	9.45        	0.001425    	0.001514    	0.001334    	1           
958         	9.45        	0.001459    	0.001431    	0.001487    	1           
959         	9.45        	0.001489    	0.001289    	0.00169     	1           
960         	9.5         	0.001313    	0.0009352   	0.001695    	1           
961         	9.5         	0.001013    	0.0007248   	0.001303    	1           
962         	9.45        	0.001049    	0.0009238   	0.001174    	1           
963         	9.5         	0.001232    	0.001023    	0.001443    	1           
964         	9.5         	0.001119    	0.001126    	0.001111    	1           
965         	9.5         	0.001217    	0.001188    	0.001245    	1           
966         	9.4         	0.001202    	0.001048    	0.001357    	1           
967         	9.4         	0.001283    	0.001067    	0.001499    	1           
968         	9.45        	0.001517    	0.001096    	0.001939    	1           
969         	9.35        	0.001489    	0.00119     	0.001789    	1           
970         	9.4         	0.001518    	0.001048    	0.001988    	1           
971         	9.35        	0.001544    	0.001021    	0.002067    	1           
972         	9.35        	0.001681    	0.00139     	0.001973    	1           
973         	9.35        	0.001587    	0.001277    	0.001898    	1           
974         	9.5         	0.00139     	0.001298    	0.001483    	1           
975         	9.45        	0.001631    	0.001527    	0.001735    	1           
976         	9.4         	0.001493    	0.001731    	0.001256    	1           
977         	9.35        	0.001652    	0.001991    	0.001312    	1           
978         	9.4         	0.001629    	0.001965    	0.001291    	1           
979         	9.3         	0.001743    	0.001992    	0.001494    	1           
980         	9.45        	0.001601    	0.00149     	0.001713    	1           
981         	9.45        	0.001727    	0.001732    	0.001723    	1           
982         	9.5         	0.001835    	0.001798    	0.001872    	1           
983         	9.5         	0.00183     	0.001881    	0.001779    	1           
984         	9.4         	0.00195     	0.002002    	0.001899    	1           
985         	9.4         	0.002173    	0.002116    	0.00223     	1           
986         	9.45        	0.001925    	0.001643    	0.002205    	1           
987         	9.4         	0.001771    	0.001507    	0.002034    	1           
988         	9.3         	0.001705    	0.00132     	0.002089    	1           
989         	9.3         	0.001716    	0.001368    	0.002063    	1           
990         	9.35        	0.00206     	0.001623    	0.002495    	1           
991         	9.35        	0.001985    	0.001669    	0.0023      	1           
992         	9.4         	0.002113    	0.001782    	0.002444    	1           
993         	9.4         	0.001816    	0.001732    	0.001901    	1           
994         	9.35        	0.002022    	0.001899    	0.002145    	1           
995         	9.4         	0.001904    	0.001702    	0.002107    	1           
996         	9.45        	0.001705    	0.001449    	0.001962    	1           
997         	9.5         	0.001529    	0.001343    	0.001716    	1           
998         	9.45        	0.001414    	0.001323    	0.001506    	1           
999         	9.4         	0.001506    	0.001059    	0.001954    	1           
1000        	9.4         	0.001718    	0.00145     	0.001986    	1           
