generation  	alive.rpl   	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
102         	1           	10          	0.003436    	0.003932    	0.00293     
103         	1           	10          	0.0037      	0.004251    	0.003138    
104         	1           	10          	0.003448    	0.003678    	0.003214    
105         	1           	10          	0.003135    	0.003232    	0.003036    
106         	1           	10          	0.003461    	0.00361     	0.00331     
107         	1           	10          	0.003547    	0.003802    	0.003288    
108         	1           	10          	0.003494    	0.003575    	0.003413    
109         	1           	10          	0.003342    	0.003529    	0.003151    
110         	1           	10          	0.003719    	0.003824    	0.003613    
111         	1           	10          	0.003741    	0.003886    	0.003593    
112         	1           	10          	0.003581    	0.003531    	0.003632    
113         	1           	10          	0.003875    	0.003594    	0.004162    
114         	1           	10          	0.00397     	0.004323    	0.003611    
115         	1           	10          	0.00414     	0.0043      	0.003977    
116         	1           	10          	0.003679    	0.003694    	0.003664    
117         	1           	10          	0.003758    	0.004004    	0.003507    
118         	1           	10          	0.003639    	0.003746    	0.003531    
119         	1           	10          	0.003933    	0.004421    	0.003437    
120         	1           	10          	0.003843    	0.004338    	0.003339    
121         	1           	10          	0.00388     	0.004076    	0.00368     
122         	1           	10          	0.003692    	0.00364     	0.003745    
123         	1           	10          	0.004087    	0.004298    	0.003872    
124         	1           	10          	0.004596    	0.004505    	0.004689    
125         	1           	10          	0.004617    	0.004513    	0.004724    
126         	1           	10          	0.004657    	0.004244    	0.005078    
127         	1           	10          	0.004361    	0.004552    	0.004166    
128         	1           	10          	0.004253    	0.004139    	0.00437     
129         	1           	10          	0.003898    	0.004325    	0.003463    
130         	1           	10          	0.003597    	0.004118    	0.003066    
131         	1           	10          	0.003452    	0.004109    	0.002782    
132         	1           	10          	0.003182    	0.003744    	0.00261     
133         	1           	10          	0.00364     	0.004048    	0.003223    
134         	1           	10          	0.003791    	0.004164    	0.003411    
135         	1           	10          	0.003817    	0.004231    	0.003396    
136         	1           	10          	0.004583    	0.004561    	0.004605    
137         	1           	10          	0.004671    	0.004732    	0.004607    
138         	1           	10          	0.004655    	0.004795    	0.004512    
139         	1           	10          	0.004387    	0.004479    	0.004294    
140         	1           	10          	0.003979    	0.004192    	0.003761    
141         	1           	10          	0.00406     	0.004355    	0.003758    
142         	1           	10          	0.00359     	0.003986    	0.003186    
143         	1           	10          	0.003338    	0.003736    	0.002931    
144         	1           	10          	0.003238    	0.003588    	0.002881    
145         	1           	10          	0.002971    	0.003456    	0.002475    
146         	1           	10          	0.003237    	0.003602    	0.002864    
147         	1           	10          	0.003152    	0.003453    	0.002844    
148         	1           	10          	0.003064    	0.003506    	0.002611    
149         	1           	10          	0.003155    	0.0035      	0.002802    
150         	1           	10          	0.002958    	0.003153    	0.002758    
151         	1           	10          	0.003414    	0.003644    	0.003179    
152         	1           	10          	0.003393    	0.003409    	0.003378    
153         	1           	10          	0.003463    	0.003731    	0.003191    
154         	1           	10          	0.003189    	0.003403    	0.00297     
155         	1           	10          	0.003357    	0.003581    	0.003129    
156         	1           	10          	0.003504    	0.003505    	0.003504    
157         	1           	10          	0.003687    	0.003552    	0.003825    
158         	1           	10          	0.003702    	0.00384     	0.003562    
159         	1           	10          	0.004013    	0.004218    	0.003804    
160         	1           	10          	0.004078    	0.004189    	0.003963    
161         	1           	10          	0.004045    	0.004232    	0.003854    
162         	1           	10          	0.003994    	0.004161    	0.003824    
163         	1           	10          	0.00399     	0.003875    	0.004107    
164         	1           	10          	0.004048    	0.004196    	0.003897    
165         	1           	10          	0.003939    	0.004075    	0.003801    
166         	1           	10          	0.003762    	0.00369     	0.003836    
167         	1           	10          	0.003658    	0.003425    	0.003897    
168         	1           	10          	0.003845    	0.003798    	0.003893    
169         	1           	10          	0.003615    	0.003789    	0.003438    
170         	1           	10          	0.003743    	0.00418     	0.003296    
171         	1           	10          	0.003506    	0.004092    	0.002906    
172         	1           	10          	0.003584    	0.004099    	0.003058    
173         	1           	10          	0.00372     	0.003912    	0.003523    
174         	1           	10          	0.003672    	0.004031    	0.003304    
175         	1           	10          	0.003813    	0.004202    	0.003416    
176         	1           	10          	0.00411     	0.004358    	0.003858    
177         	1           	10          	0.004662    	0.004455    	0.004873    
178         	1           	10          	0.005023    	0.005177    	0.004865    
179         	1           	10          	0.004885    	0.005598    	0.004158    
180         	1           	10          	0.004636    	0.005301    	0.003958    
181         	1           	10          	0.004755    	0.005255    	0.004246    
182         	1           	10          	0.004669    	0.004824    	0.004511    
183         	1           	10          	0.004271    	0.004374    	0.004166    
184         	1           	10          	0.004421    	0.004737    	0.004098    
185         	1           	10          	0.004538    	0.004607    	0.004467    
186         	1           	10          	0.004381    	0.004297    	0.004466    
187         	1           	10          	0.004016    	0.003691    	0.004347    
188         	1           	10          	0.004071    	0.003584    	0.004567    
189         	1           	10          	0.003842    	0.003711    	0.003975    
190         	1           	10          	0.004092    	0.003882    	0.004306    
191         	1           	10          	0.003793    	0.00326     	0.004336    
192         	1           	10          	0.003888    	0.003519    	0.004263    
193         	1           	10          	0.003795    	0.00346     	0.004134    
194         	1           	10          	0.003619    	0.003271    	0.003973    
195         	1           	10          	0.003805    	0.003858    	0.003751    
196         	1           	10          	0.004142    	0.00412     	0.004164    
197         	1           	10          	0.004224    	0.004253    	0.004195    
198         	1           	10          	0.004063    	0.003973    	0.004155    
199         	1           	10          	0.004061    	0.004049    	0.004074    
200         	1           	10          	0.004335    	0.004016    	0.004657    
201         	1           	10          	0.003994    	0.003621    	0.004371    
202         	1           	10          	0.003705    	0.002807    	0.004616    
203         	1           	10          	0.003335    	0.002878    	0.003799    
204         	1           	10          	0.003282    	0.002821    	0.00375     
205         	1           	10          	0.00316     	0.002795    	0.003529    
206         	1           	10          	0.003411    	0.003578    	0.003243    
207         	1           	10          	0.003499    	0.003524    	0.003473    
208         	1           	10          	0.003395    	0.003401    	0.003388    
209         	1           	10          	0.003346    	0.003905    	0.002777    
210         	1           	10          	0.003393    	0.003876    	0.002902    
211         	1           	10          	0.003606    	0.004365    	0.002835    
212         	1           	10          	0.003406    	0.004181    	0.002618    
213         	1           	10          	0.003296    	0.004026    	0.002553    
214         	1           	10          	0.003237    	0.004248    	0.002207    
215         	1           	10          	0.003292    	0.004158    	0.002409    
216         	1           	10          	0.003241    	0.003725    	0.002746    
217         	1           	10          	0.003761    	0.004391    	0.003117    
218         	1           	10          	0.003819    	0.004394    	0.003232    
219         	1           	10          	0.003772    	0.004471    	0.003058    
220         	1           	10          	0.003839    	0.004384    	0.003281    
221         	1           	10          	0.004007    	0.004595    	0.003407    
222         	1           	10          	0.003842    	0.004224    	0.003452    
223         	1           	10          	0.003335    	0.003476    	0.00319     
224         	1           	10          	0.003243    	0.003311    	0.003174    
225         	1           	10          	0.003454    	0.003405    	0.003504    
226         	1           	10          	0.003785    	0.003843    	0.003726    
227         	1           	10          	0.003888    	0.004255    	0.003515    
228         	1           	10          	0.004019    	0.004343    	0.003688    
229         	1           	10          	0.004062    	0.00447     	0.003647    
230         	1           	10          	0.004199    	0.004891    	0.003494    
231         	1           	10          	0.004101    	0.004546    	0.003648    
232         	1           	10          	0.004737    	0.005393    	0.004068    
233         	1           	10          	0.004726    	0.005557    	0.003878    
234         	1           	10          	0.004507    	0.005075    	0.003929    
235         	1           	10          	0.004429    	0.005285    	0.003556    
236         	1           	10          	0.004633    	0.0056      	0.003648    
237         	1           	10          	0.00501     	0.006086    	0.003917    
238         	1           	10          	0.005077    	0.005635    	0.004511    
239         	1           	10          	0.004617    	0.005369    	0.003852    
240         	1           	10          	0.004563    	0.004846    	0.004275    
241         	1           	10          	0.004349    	0.004619    	0.004074    
242         	1           	10          	0.004496    	0.004554    	0.004438    
243         	1           	10          	0.004       	0.004154    	0.003844    
244         	1           	10          	0.004213    	0.004418    	0.004005    
245         	1           	10          	0.004227    	0.004852    	0.003593    
246         	1           	10          	0.003984    	0.004345    	0.003618    
247         	1           	10          	0.004173    	0.004685    	0.003654    
248         	1           	10          	0.004561    	0.005493    	0.003614    
249         	1           	10          	0.004448    	0.004816    	0.004075    
250         	1           	10          	0.004555    	0.004342    	0.00477     
251         	1           	10          	0.004436    	0.004212    	0.004664    
252         	1           	10          	0.004064    	0.003911    	0.00422     
253         	1           	10          	0.004432    	0.004481    	0.004383    
254         	1           	10          	0.004181    	0.003906    	0.004459    
255         	1           	10          	0.003581    	0.003583    	0.003578    
256         	1           	10          	0.003736    	0.003659    	0.003814    
257         	1           	10          	0.003327    	0.003281    	0.003374    
258         	1           	10          	0.003775    	0.003613    	0.00394     
259         	1           	10          	0.003938    	0.003724    	0.004155    
260         	1           	10          	0.004069    	0.003627    	0.004518    
261         	1           	10          	0.004031    	0.00366     	0.004407    
262         	1           	10          	0.003798    	0.003183    	0.004421    
263         	1           	10          	0.003846    	0.003183    	0.004517    
264         	1           	10          	0.003722    	0.003509    	0.003937    
265         	1           	10          	0.003687    	0.003329    	0.004049    
266         	1           	10          	0.003749    	0.003303    	0.004198    
267         	1           	10          	0.003743    	0.00302     	0.004472    
268         	1           	10          	0.003752    	0.003399    	0.00411     
269         	1           	10          	0.003487    	0.003238    	0.003739    
270         	1           	10          	0.003374    	0.003161    	0.003589    
271         	1           	10          	0.003286    	0.003486    	0.003085    
272         	1           	10          	0.003455    	0.003473    	0.003438    
273         	1           	10          	0.003476    	0.003366    	0.003588    
274         	1           	10          	0.0035      	0.003602    	0.003398    
275         	1           	10          	0.003617    	0.003631    	0.003603    
276         	1           	10          	0.003561    	0.003802    	0.003318    
277         	1           	10          	0.003848    	0.004055    	0.003639    
278         	1           	10          	0.003848    	0.00372     	0.003976    
279         	1           	10          	0.00362     	0.003629    	0.003611    
280         	1           	10          	0.003369    	0.003244    	0.003494    
281         	1           	10          	0.003163    	0.003062    	0.003264    
282         	1           	10          	0.003475    	0.003077    	0.003876    
283         	1           	10          	0.003523    	0.002928    	0.004124    
284         	1           	10          	0.002941    	0.002343    	0.003547    
285         	1           	10          	0.003007    	0.002402    	0.003617    
286         	1           	10          	0.00316     	0.002484    	0.003843    
287         	1           	10          	0.00338     	0.002939    	0.003825    
288         	1           	10          	0.003432    	0.003204    	0.003663    
289         	1           	10          	0.003094    	0.002663    	0.003528    
290         	1           	10          	0.003049    	0.002696    	0.003405    
291         	1           	10          	0.003112    	0.002746    	0.003481    
292         	1           	10          	0.00322     	0.00291     	0.003533    
293         	1           	10          	0.003125    	0.002744    	0.003508    
294         	1           	10          	0.003091    	0.002884    	0.003299    
295         	1           	10          	0.002823    	0.002759    	0.002887    
296         	1           	10          	0.002789    	0.002714    	0.002865    
297         	1           	10          	0.002589    	0.002882    	0.002295    
298         	1           	10          	0.002995    	0.003539    	0.002449    
299         	1           	10          	0.002901    	0.003091    	0.002711    
300         	1           	10          	0.002981    	0.003174    	0.002787    
301         	1           	10          	0.00308     	0.003251    	0.002909    
302         	1           	10          	0.003139    	0.003107    	0.003172    
303         	1           	10          	0.003103    	0.003162    	0.003043    
304         	1           	10          	0.003505    	0.003652    	0.003359    
305         	1           	10          	0.003538    	0.003623    	0.003453    
306         	1           	10          	0.003239    	0.003315    	0.003162    
307         	1           	10          	0.003741    	0.003873    	0.003608    
308         	1           	10          	0.004169    	0.00412     	0.004218    
309         	1           	10          	0.004051    	0.004223    	0.003879    
310         	1           	10          	0.004128    	0.004491    	0.003763    
311         	1           	10          	0.003793    	0.004468    	0.003115    
312         	1           	10          	0.003602    	0.004327    	0.002875    
313         	1           	10          	0.003385    	0.003656    	0.003112    
314         	1           	10          	0.003424    	0.003709    	0.003137    
315         	1           	10          	0.003529    	0.003424    	0.003634    
316         	1           	10          	0.00358     	0.003726    	0.003434    
317         	1           	10          	0.003928    	0.003691    	0.004166    
318         	1           	10          	0.004229    	0.003987    	0.004472    
319         	1           	10          	0.004155    	0.004013    	0.004298    
320         	1           	10          	0.004197    	0.004477    	0.003917    
321         	1           	10          	0.004228    	0.004282    	0.004174    
322         	1           	10          	0.004397    	0.004261    	0.004533    
323         	1           	10          	0.004042    	0.004007    	0.004076    
324         	1           	10          	0.003925    	0.003809    	0.00404     
325         	1           	10          	0.004157    	0.004527    	0.003785    
326         	1           	10          	0.00397     	0.003949    	0.00399     
327         	1           	10          	0.004157    	0.004089    	0.004225    
328         	1           	10          	0.004002    	0.004046    	0.003958    
329         	1           	10          	0.004003    	0.004581    	0.003422    
330         	1           	10          	0.003675    	0.004236    	0.00311     
331         	1           	10          	0.003858    	0.004228    	0.003486    
332         	1           	10          	0.003997    	0.004348    	0.003643    
333         	1           	10          	0.004022    	0.004175    	0.003868    
334         	1           	10          	0.004296    	0.004635    	0.003955    
335         	1           	10          	0.004276    	0.004236    	0.004317    
336         	1           	10          	0.003942    	0.004137    	0.003746    
337         	1           	10          	0.004353    	0.004266    	0.00444     
338         	1           	10          	0.004141    	0.003815    	0.00447     
339         	1           	10          	0.004393    	0.003923    	0.004865    
340         	1           	10          	0.004132    	0.003691    	0.004575    
341         	1           	10          	0.004448    	0.004018    	0.004881    
342         	1           	10          	0.004169    	0.004138    	0.004201    
343         	1           	10          	0.003842    	0.003576    	0.00411     
344         	1           	10          	0.003463    	0.003445    	0.003481    
345         	1           	10          	0.003673    	0.003481    	0.003866    
346         	1           	10          	0.003782    	0.003643    	0.003923    
347         	1           	10          	0.00339     	0.003219    	0.003563    
348         	1           	10          	0.003198    	0.003254    	0.003141    
349         	1           	10          	0.003391    	0.00332     	0.003463    
350         	1           	10          	0.003374    	0.00338     	0.003369    
351         	1           	10          	0.003243    	0.003502    	0.002981    
352         	1           	10          	0.003604    	0.003526    	0.003683    
353         	1           	10          	0.003336    	0.003605    	0.003063    
354         	1           	10          	0.00355     	0.004268    	0.002824    
355         	1           	10          	0.00383     	0.004795    	0.002853    
356         	1           	10          	0.003651    	0.003965    	0.003332    
357         	1           	10          	0.003846    	0.003811    	0.003881    
358         	1           	10          	0.003775    	0.003655    	0.003897    
359         	1           	10          	0.003997    	0.003825    	0.004172    
360         	1           	10          	0.003978    	0.003669    	0.004292    
361         	1           	10          	0.003857    	0.003792    	0.003922    
362         	1           	10          	0.004043    	0.003837    	0.004251    
363         	1           	10          	0.004039    	0.003911    	0.004169    
364         	1           	10          	0.00364     	0.003685    	0.003595    
365         	1           	10          	0.00384     	0.00372     	0.003961    
366         	1           	10          	0.003674    	0.003616    	0.003732    
367         	1           	10          	0.003826    	0.003724    	0.003929    
368         	1           	10          	0.003754    	0.003347    	0.004167    
369         	1           	10          	0.003858    	0.00408     	0.003633    
370         	1           	10          	0.003328    	0.00358     	0.003073    
371         	1           	10          	0.003124    	0.003279    	0.002967    
372         	1           	10          	0.002883    	0.003101    	0.002662    
373         	1           	10          	0.002832    	0.002919    	0.002745    
374         	1           	10          	0.002983    	0.002941    	0.003025    
375         	1           	10          	0.00285     	0.002745    	0.002956    
376         	1           	10          	0.00285     	0.002869    	0.002831    
377         	1           	10          	0.002918    	0.003171    	0.002661    
378         	1           	10          	0.002894    	0.003058    	0.002728    
379         	1           	10          	0.003119    	0.002992    	0.003249    
380         	1           	10          	0.003255    	0.003309    	0.0032      
381         	1           	10          	0.003448    	0.00335     	0.003548    
382         	1           	10          	0.003463    	0.0031      	0.003831    
383         	1           	10          	0.003198    	0.003062    	0.003335    
384         	1           	10          	0.003838    	0.003674    	0.004004    
385         	1           	10          	0.004175    	0.004031    	0.004322    
386         	1           	10          	0.003555    	0.003525    	0.003585    
387         	1           	10          	0.003272    	0.003466    	0.003074    
388         	1           	10          	0.003648    	0.004072    	0.003217    
389         	1           	10          	0.00333     	0.00376     	0.002894    
390         	1           	10          	0.003444    	0.003708    	0.003176    
391         	1           	10          	0.003536    	0.003239    	0.003838    
392         	1           	10          	0.003359    	0.003129    	0.003595    
393         	1           	10          	0.003384    	0.003284    	0.003486    
394         	1           	10          	0.00371     	0.00376     	0.003659    
395         	1           	10          	0.003881    	0.003489    	0.00428     
396         	1           	10          	0.004173    	0.003598    	0.004759    
397         	1           	10          	0.004278    	0.003902    	0.004661    
398         	1           	10          	0.004098    	0.003367    	0.004845    
399         	1           	10          	0.004506    	0.003853    	0.005173    
400         	1           	10          	0.004126    	0.0038      	0.004459    
401         	1           	10          	0.003918    	0.00357     	0.004274    
402         	1           	10          	0.004003    	0.003756    	0.004256    
403         	1           	10          	0.003871    	0.003461    	0.004289    
404         	1           	10          	0.003679    	0.003409    	0.003955    
405         	1           	10          	0.003346    	0.002917    	0.003784    
406         	1           	10          	0.003654    	0.003343    	0.00397     
407         	1           	10          	0.003654    	0.003391    	0.003922    
408         	1           	10          	0.0037      	0.003591    	0.003811    
409         	1           	10          	0.003647    	0.003366    	0.003934    
410         	1           	10          	0.003641    	0.003179    	0.004113    
411         	1           	10          	0.003295    	0.003052    	0.003542    
412         	1           	10          	0.002991    	0.002815    	0.003171    
413         	1           	10          	0.002956    	0.002806    	0.003109    
414         	1           	10          	0.003066    	0.002784    	0.003353    
415         	1           	10          	0.003262    	0.0028      	0.003732    
416         	1           	10          	0.00325     	0.003053    	0.00345     
417         	1           	10          	0.003247    	0.003221    	0.003274    
418         	1           	10          	0.003418    	0.003425    	0.00341     
419         	1           	10          	0.003583    	0.003328    	0.003844    
420         	1           	10          	0.003375    	0.002795    	0.003965    
421         	1           	10          	0.003552    	0.003155    	0.003957    
422         	1           	10          	0.003782    	0.003477    	0.004092    
423         	1           	10          	0.003989    	0.003856    	0.004125    
424         	1           	10          	0.003761    	0.003557    	0.00397     
425         	1           	10          	0.003467    	0.003563    	0.003368    
426         	1           	10          	0.003507    	0.003673    	0.003338    
427         	1           	10          	0.003873    	0.004105    	0.003635    
428         	1           	10          	0.003497    	0.003751    	0.003237    
429         	1           	10          	0.003198    	0.003117    	0.003281    
430         	1           	9.95        	0.003078    	0.002993    	0.003164    
431         	1           	9.95        	0.003053    	0.002807    	0.003305    
432         	1           	10          	0.002972    	0.003102    	0.002839    
433         	1           	10          	0.003139    	0.003426    	0.002845    
434         	1           	10          	0.003176    	0.0034      	0.002946    
435         	1           	10          	0.003601    	0.004084    	0.003108    
436         	1           	10          	0.0036      	0.003733    	0.003464    
437         	1           	10          	0.003296    	0.00324     	0.003354    
438         	1           	10          	0.003089    	0.003038    	0.00314     
439         	1           	10          	0.003233    	0.003002    	0.003469    
440         	1           	10          	0.003218    	0.002849    	0.003597    
441         	1           	10          	0.00285     	0.00278     	0.002921    
442         	1           	10          	0.002541    	0.002882    	0.002191    
443         	1           	10          	0.002722    	0.003088    	0.002345    
444         	1           	10          	0.002949    	0.003673    	0.002203    
445         	1           	10          	0.003134    	0.004271    	0.001965    
446         	1           	10          	0.002961    	0.00397     	0.001925    
447         	1           	10          	0.003048    	0.003972    	0.002096    
448         	1           	10          	0.003139    	0.004146    	0.002102    
449         	1           	10          	0.002849    	0.003594    	0.002083    
450         	1           	10          	0.002506    	0.003018    	0.001978    
451         	1           	10          	0.00283     	0.003481    	0.002157    
452         	1           	10          	0.003132    	0.003677    	0.002568    
453         	1           	10          	0.002948    	0.003299    	0.002586    
454         	1           	10          	0.003139    	0.003192    	0.003085    
455         	1           	10          	0.003171    	0.003358    	0.002977    
456         	1           	9.95        	0.00336     	0.003428    	0.003289    
457         	1           	10          	0.003492    	0.003713    	0.003263    
458         	1           	10          	0.003609    	0.003555    	0.003664    
459         	1           	10          	0.003422    	0.003302    	0.003547    
460         	1           	10          	0.003589    	0.003134    	0.00406     
461         	1           	10          	0.003263    	0.002756    	0.003789    
462         	1           	10          	0.003574    	0.002879    	0.004294    
463         	1           	10          	0.0035      	0.002147    	0.004901    
464         	1           	10          	0.003473    	0.002174    	0.004819    
465         	1           	10          	0.003637    	0.00266     	0.004648    
466         	1           	10          	0.004034    	0.002992    	0.005114    
467         	1           	10          	0.004225    	0.003282    	0.005202    
468         	1           	10          	0.003958    	0.00326     	0.004684    
469         	1           	10          	0.003713    	0.00351     	0.003923    
470         	1           	10          	0.003615    	0.003249    	0.003995    
471         	1           	10          	0.003348    	0.003015    	0.003693    
472         	1           	10          	0.003135    	0.002904    	0.003374    
473         	1           	10          	0.002859    	0.002215    	0.003526    
474         	1           	10          	0.002651    	0.002117    	0.003204    
475         	1           	10          	0.002544    	0.002179    	0.002922    
476         	1           	10          	0.002578    	0.002426    	0.002735    
477         	1           	10          	0.002866    	0.00234     	0.003411    
478         	1           	10          	0.003453    	0.002723    	0.004208    
479         	1           	10          	0.003546    	0.002674    	0.004452    
480         	1           	10          	0.003946    	0.003071    	0.004856    
481         	1           	10          	0.003815    	0.003485    	0.004156    
482         	1           	10          	0.0037      	0.002816    	0.004616    
483         	1           	10          	0.00347     	0.00252     	0.004455    
484         	1           	10          	0.00402     	0.002702    	0.005387    
485         	1           	10          	0.003675    	0.00283     	0.004551    
486         	1           	10          	0.003681    	0.003363    	0.004012    
487         	1           	10          	0.003644    	0.003274    	0.004029    
488         	1           	10          	0.00379     	0.003435    	0.004161    
489         	1           	10          	0.003853    	0.003781    	0.003927    
490         	1           	10          	0.003589    	0.0037      	0.003474    
491         	1           	10          	0.003934    	0.003808    	0.004066    
492         	1           	10          	0.003695    	0.003299    	0.004107    
493         	1           	10          	0.003442    	0.003292    	0.003598    
494         	1           	10          	0.003747    	0.003827    	0.003664    
495         	1           	10          	0.003842    	0.00373     	0.003958    
496         	1           	10          	0.003948    	0.004147    	0.003741    
497         	1           	10          	0.004079    	0.004134    	0.004023    
498         	1           	10          	0.00397     	0.004178    	0.003753    
499         	1           	10          	0.004004    	0.00404     	0.003967    
500         	1           	10          	0.003906    	0.004283    	0.003516    
501         	1           	10          	0.003883    	0.003881    	0.003886    
502         	1           	10          	0.003867    	0.004258    	0.003462    
503         	1           	10          	0.003362    	0.00348     	0.003239    
504         	1           	10          	0.003409    	0.003733    	0.003074    
505         	1           	10          	0.003634    	0.003495    	0.003776    
506         	1           	10          	0.003465    	0.003146    	0.003794    
507         	1           	10          	0.004069    	0.003683    	0.004466    
508         	1           	10          	0.004042    	0.003733    	0.004359    
509         	1           	10          	0.003993    	0.003963    	0.004024    
510         	1           	10          	0.004135    	0.004155    	0.004113    
511         	1           	10          	0.004081    	0.003808    	0.004362    
512         	1           	10          	0.004122    	0.004025    	0.004222    
513         	1           	10          	0.004188    	0.004396    	0.003975    
514         	1           	10          	0.004307    	0.004026    	0.004596    
