replicate   	generation  	n.adlt.nbAll	n.adlt.fst  	n.adlt.fst_l1	n.adlt.fst_l2
1           	1           	5.5         	0.5058      	1           	2.571e-05   
1           	2           	9.95        	0.4461      	0.8812      	0.000722    
1           	3           	10          	0.3985      	0.787       	0.0006978   
1           	4           	10          	0.3563      	0.7026      	0.001075    
1           	5           	10          	0.3151      	0.6207      	0.001577    
1           	6           	10          	0.2835      	0.5584      	0.001624    
1           	7           	10          	0.256       	0.5036      	0.001961    
1           	8           	10          	0.2331      	0.4582      	0.002261    
1           	9           	10          	0.2067      	0.4062      	0.001931    
1           	10          	10          	0.1848      	0.3623      	0.002591    
1           	11          	10          	0.1616      	0.3162      	0.00279     
1           	12          	10          	0.1438      	0.2804      	0.003208    
1           	13          	10          	0.1285      	0.2495      	0.003727    
1           	14          	10          	0.1179      	0.2291      	0.003494    
1           	15          	10          	0.1039      	0.2013      	0.003506    
1           	16          	10          	0.09231     	0.1786      	0.003464    
1           	17          	10          	0.08353     	0.1615      	0.003262    
1           	18          	10          	0.07397     	0.1426      	0.003339    
1           	19          	10          	0.06536     	0.1252      	0.003764    
1           	20          	10          	0.05882     	0.1126      	0.00344     
1           	21          	10          	0.05457     	0.1039      	0.003891    
1           	22          	10          	0.04971     	0.09438     	0.003781    
1           	23          	10          	0.04603     	0.08703     	0.003864    
1           	24          	10          	0.04112     	0.07779     	0.003422    
1           	25          	10          	0.03766     	0.07041     	0.003951    
1           	26          	10          	0.03468     	0.06474     	0.003769    
1           	27          	10          	0.03122     	0.05767     	0.004005    
1           	28          	10          	0.02712     	0.04976     	0.003795    
1           	29          	10          	0.02551     	0.04651     	0.003924    
1           	30          	10          	0.02221     	0.04029     	0.003597    
1           	31          	10          	0.01971     	0.03537     	0.003621    
1           	32          	10          	0.01857     	0.033       	0.003752    
1           	33          	10          	0.01646     	0.02902     	0.00355     
1           	34          	10          	0.0153      	0.02679     	0.003509    
1           	35          	10          	0.01496     	0.02553     	0.004108    
1           	36          	10          	0.01523     	0.02625     	0.003922    
1           	37          	10          	0.01322     	0.02239     	0.003828    
1           	38          	10          	0.01197     	0.02022     	0.003517    
1           	39          	10          	0.01139     	0.01862     	0.003976    
1           	40          	10          	0.01013     	0.01635     	0.003753    
1           	41          	10          	0.009247    	0.01501     	0.003334    
1           	42          	10          	0.008483    	0.01354     	0.003294    
1           	43          	10          	0.007653    	0.01166     	0.003542    
1           	44          	10          	0.007066    	0.01        	0.004057    
1           	45          	10          	0.006871    	0.009608    	0.004067    
1           	46          	10          	0.00649     	0.009282    	0.003626    
1           	47          	10          	0.006168    	0.008643    	0.003626    
1           	48          	10          	0.005607    	0.007554    	0.003607    
1           	49          	10          	0.005356    	0.007066    	0.0036      
1           	50          	10          	0.005409    	0.006608    	0.004178    
1           	51          	10          	0.005141    	0.005855    	0.004408    
1           	52          	10          	0.005177    	0.006018    	0.004313    
1           	53          	10          	0.005445    	0.006615    	0.004244    
1           	54          	10          	0.005195    	0.006258    	0.004103    
1           	55          	10          	0.005414    	0.006838    	0.003948    
1           	56          	10          	0.005348    	0.006752    	0.003899    
1           	57          	10          	0.005428    	0.007035    	0.00377     
1           	58          	10          	0.005922    	0.00729     	0.00451     
1           	59          	10          	0.006376    	0.008406    	0.004283    
1           	60          	10          	0.006168    	0.008081    	0.004194    
1           	61          	10          	0.005882    	0.007955    	0.003746    
1           	62          	10          	0.005542    	0.007409    	0.003617    
1           	63          	10          	0.005468    	0.007308    	0.003574    
1           	64          	10          	0.005605    	0.007783    	0.003364    
1           	65          	10          	0.005856    	0.007729    	0.003929    
1           	66          	10          	0.005687    	0.00775     	0.003562    
1           	67          	10          	0.005307    	0.006778    	0.00379     
1           	68          	10          	0.005245    	0.006477    	0.003976    
1           	69          	10          	0.005471    	0.006489    	0.004423    
1           	70          	10          	0.005208    	0.006206    	0.004182    
1           	71          	10          	0.005719    	0.007361    	0.004031    
1           	72          	10          	0.005152    	0.006687    	0.003576    
1           	73          	10          	0.00521     	0.006532    	0.003852    
1           	74          	10          	0.004998    	0.005908    	0.004065    
1           	75          	10          	0.00468     	0.005451    	0.003889    
1           	76          	10          	0.004181    	0.004743    	0.003604    
1           	77          	10          	0.004052    	0.004687    	0.003402    
1           	78          	10          	0.004142    	0.00499     	0.003274    
1           	79          	10          	0.003781    	0.004693    	0.002847    
1           	80          	10          	0.003944    	0.00459     	0.003283    
1           	81          	10          	0.004252    	0.004565    	0.003931    
1           	82          	10          	0.004559    	0.005357    	0.003744    
1           	83          	10          	0.00479     	0.005458    	0.004106    
1           	84          	10          	0.004647    	0.006159    	0.003099    
1           	85          	10          	0.004668    	0.005825    	0.003484    
1           	86          	10          	0.004519    	0.005169    	0.003854    
1           	87          	10          	0.004557    	0.005465    	0.003628    
1           	88          	10          	0.004492    	0.00513     	0.003839    
1           	89          	10          	0.004195    	0.004902    	0.003472    
1           	90          	10          	0.003688    	0.004392    	0.002969    
1           	91          	10          	0.003558    	0.004148    	0.002955    
1           	92          	10          	0.004054    	0.004419    	0.003682    
1           	93          	10          	0.004485    	0.005002    	0.003958    
1           	94          	10          	0.004312    	0.004861    	0.003752    
1           	95          	10          	0.004084    	0.004596    	0.003562    
1           	96          	10          	0.003711    	0.003703    	0.003719    
1           	97          	10          	0.003825    	0.004035    	0.003612    
1           	98          	10          	0.003609    	0.00362     	0.003598    
1           	99          	10          	0.003645    	0.003464    	0.00383     
1           	100         	10          	0.003594    	0.003536    	0.003654    
1           	101         	10          	0.003572    	0.003798    	0.003342    
1           	102         	10          	0.003436    	0.003932    	0.00293     
1           	103         	10          	0.0037      	0.004251    	0.003138    
1           	104         	10          	0.003448    	0.003678    	0.003214    
1           	105         	10          	0.003135    	0.003232    	0.003036    
1           	106         	10          	0.003461    	0.00361     	0.00331     
1           	107         	10          	0.003547    	0.003802    	0.003288    
1           	108         	10          	0.003494    	0.003575    	0.003413    
1           	109         	10          	0.003342    	0.003529    	0.003151    
1           	110         	10          	0.003719    	0.003824    	0.003613    
1           	111         	10          	0.003741    	0.003886    	0.003593    
1           	112         	10          	0.003581    	0.003531    	0.003632    
1           	113         	10          	0.003875    	0.003594    	0.004162    
1           	114         	10          	0.00397     	0.004323    	0.003611    
1           	115         	10          	0.00414     	0.0043      	0.003977    
1           	116         	10          	0.003679    	0.003694    	0.003664    
1           	117         	10          	0.003758    	0.004004    	0.003507    
1           	118         	10          	0.003639    	0.003746    	0.003531    
1           	119         	10          	0.003933    	0.004421    	0.003437    
1           	120         	10          	0.003843    	0.004338    	0.003339    
1           	121         	10          	0.00388     	0.004076    	0.00368     
1           	122         	10          	0.003692    	0.00364     	0.003745    
1           	123         	10          	0.004087    	0.004298    	0.003872    
1           	124         	10          	0.004596    	0.004505    	0.004689    
1           	125         	10          	0.004617    	0.004513    	0.004724    
1           	126         	10          	0.004657    	0.004244    	0.005078    
1           	127         	10          	0.004361    	0.004552    	0.004166    
1           	128         	10          	0.004253    	0.004139    	0.00437     
1           	129         	10          	0.003898    	0.004325    	0.003463    
1           	130         	10          	0.003597    	0.004118    	0.003066    
1           	131         	10          	0.003452    	0.004109    	0.002782    
1           	132         	10          	0.003182    	0.003744    	0.00261     
1           	133         	10          	0.00364     	0.004048    	0.003223    
1           	134         	10          	0.003791    	0.004164    	0.003411    
1           	135         	10          	0.003817    	0.004231    	0.003396    
1           	136         	10          	0.004583    	0.004561    	0.004605    
1           	137         	10          	0.004671    	0.004732    	0.004607    
1           	138         	10          	0.004655    	0.004795    	0.004512    
1           	139         	10          	0.004387    	0.004479    	0.004294    
1           	140         	10          	0.003979    	0.004192    	0.003761    
1           	141         	10          	0.00406     	0.004355    	0.003758    
1           	142         	10          	0.00359     	0.003986    	0.003186    
1           	143         	10          	0.003338    	0.003736    	0.002931    
1           	144         	10          	0.003238    	0.003588    	0.002881    
1           	145         	10          	0.002971    	0.003456    	0.002475    
1           	146         	10          	0.003237    	0.003602    	0.002864    
1           	147         	10          	0.003152    	0.003453    	0.002844    
1           	148         	10          	0.003064    	0.003506    	0.002611    
1           	149         	10          	0.003155    	0.0035      	0.002802    
1           	150         	10          	0.002958    	0.003153    	0.002758    
1           	151         	10          	0.003414    	0.003644    	0.003179    
1           	152         	10          	0.003393    	0.003409    	0.003378    
1           	153         	10          	0.003463    	0.003731    	0.003191    
1           	154         	10          	0.003189    	0.003403    	0.00297     
1           	155         	10          	0.003357    	0.003581    	0.003129    
1           	156         	10          	0.003504    	0.003505    	0.003504    
1           	157         	10          	0.003687    	0.003552    	0.003825    
1           	158         	10          	0.003702    	0.00384     	0.003562    
1           	159         	10          	0.004013    	0.004218    	0.003804    
1           	160         	10          	0.004078    	0.004189    	0.003963    
1           	161         	10          	0.004045    	0.004232    	0.003854    
1           	162         	10          	0.003994    	0.004161    	0.003824    
