replicate   	generation  	n.adlt.nbAll	n.adlt.ho   	n.adlt.hs   
1           	1040        	11          	0.6976      	0.6916      
1           	1041        	11          	0.6948      	0.6972      
1           	1042        	11          	0.7019      	0.7017      
1           	1043        	11          	0.6976      	0.6996      
1           	1044        	11          	0.7         	0.6968      
1           	1045        	11          	0.7022      	0.699       
1           	1046        	11          	0.7002      	0.7032      
1           	1047        	11          	0.7051      	0.7068      
1           	1048        	11          	0.7099      	0.708       
1           	1049        	11          	0.7089      	0.7078      
1           	1050        	11          	0.7123      	0.7101      
1           	1051        	11          	0.716       	0.7151      
1           	1052        	11          	0.7095      	0.7126      
1           	1053        	11          	0.7077      	0.7111      
1           	1054        	11          	0.7066      	0.7115      
1           	1055        	11          	0.7109      	0.714       
1           	1056        	11          	0.7154      	0.7154      
1           	1057        	11          	0.7191      	0.717       
1           	1058        	11          	0.7135      	0.7194      
1           	1059        	11          	0.7266      	0.7273      
1           	1060        	11          	0.7218      	0.7267      
1           	1061        	11          	0.7212      	0.7256      
1           	1062        	11          	0.7228      	0.7234      
