generation  	adlt.nbPops 	adlt.nbInd  	emigrants   	adlt.nbInd_p1	adlt.nbInd_p2	adlt.nbInd_p3	adlt.nbInd_p4	adlt.nbInd_p5	adlt.nbInd_p6	alive.rpl   
393         	2.083       	5.575e+05   	0.8374      	4.153e+04   	5.536e+04   	5.721e+04   	4.15e+04    	1.662e+04   	2.957e+04   	13          
394         	2.686       	4.935e+05   	1.572       	4.054e+04   	4.925e+04   	5.717e+04   	4.168e+04   	1.653e+04   	2.925e+04   	13          
395         	2.284       	4.894e+05   	0.8465      	3.957e+04   	5.005e+04   	5.667e+04   	4.144e+04   	1.664e+04   	2.843e+04   	13          
396         	2.225       	4.967e+05   	1.069       	4.034e+04   	4.994e+04   	5.575e+04   	4.137e+04   	1.661e+04   	2.741e+04   	13          
397         	2.994       	5.721e+05   	0.3738      	4.1e+04     	4.953e+04   	5.48e+04    	4.14e+04    	1.66e+04    	3.715e+04   	13          
398         	2.533       	5.814e+05   	0.6028      	4.046e+04   	4.927e+04   	5.417e+04   	4.118e+04   	1.669e+04   	3.47e+04    	13          
399         	2.178       	5.894e+05   	0.5882      	4.127e+04   	4.746e+04   	5.323e+04   	4.169e+04   	1.682e+04   	3.158e+04   	13          
400         	2.462       	5.986e+05   	0.6275      	4.123e+04   	4.823e+04   	5.28e+04    	4.985e+04   	1.694e+04   	2.826e+04   	13          
401         	2.379       	6.091e+05   	0.714       	4.152e+04   	4.783e+04   	5.26e+04    	4.949e+04   	1.673e+04   	2.445e+04   	13          
402         	2.154       	5.847e+05   	1.133       	4.096e+04   	4.781e+04   	5.423e+04   	4.967e+04   	1.68e+04    	2.073e+04   	13          
403         	2.024       	5.457e+05   	0.8553      	4.148e+04   	4.766e+04   	5.565e+04   	5.541e+04   	1.69e+04    	1.713e+04   	13          
404         	2.213       	5.505e+05   	0.7034      	4.144e+04   	4.834e+04   	5.537e+04   	5.469e+04   	1.669e+04   	1.416e+04   	13          
405         	2.308       	5.247e+05   	0.6886      	4.174e+04   	4.798e+04   	5.657e+04   	5.406e+04   	1.64e+04    	2.523e+04   	13          
406         	2.462       	5.21e+05    	0.655       	4.063e+04   	4.93e+04    	5.678e+04   	5.228e+04   	1.661e+04   	2.28e+04    	13          
407         	2.331       	5.183e+05   	0.4105      	4.118e+04   	5.152e+04   	5.652e+04   	5.074e+04   	1.668e+04   	2.087e+04   	13          
408         	2.225       	4.395e+05   	0.7552      	4.187e+04   	5.216e+04   	5.616e+04   	4.944e+04   	4.179e+04   	1.884e+04   	13          
409         	2.213       	4.364e+05   	0.4452      	4.165e+04   	5.314e+04   	5.55e+04    	4.823e+04   	4.086e+04   	1.713e+04   	13          
410         	2.746       	4.293e+05   	0.5759      	4.108e+04   	5.336e+04   	5.466e+04   	4.677e+04   	4.085e+04   	1.516e+04   	13          
411         	2.746       	4.39e+05    	0.4165      	4.163e+04   	5.422e+04   	5.406e+04   	4.506e+04   	4.04e+04    	1.354e+04   	13          
412         	2.639       	4.357e+05   	0.8621      	4.154e+04   	5.457e+04   	5.303e+04   	4.319e+04   	3.955e+04   	1.178e+04   	13          
413         	2.639       	4.476e+05   	0.4697      	4.165e+04   	5.508e+04   	5.319e+04   	4.219e+04   	3.894e+04   	9961        	13          
414         	2.083       	4.491e+05   	0.5795      	4.099e+04   	5.013e+04   	5.33e+04    	4.125e+04   	3.71e+04    	7730        	13          
415         	2.84        	4.938e+05   	0.9057      	4.16e+04    	4.987e+04   	5.291e+04   	4.842e+04   	4.424e+04   	5623        	13          
416         	2.391       	4.961e+05   	1.302       	4.12e+04    	4.936e+04   	5.278e+04   	4.925e+04   	4.223e+04   	3748        	13          
417         	2.071       	5.012e+05   	0.8736      	4.127e+04   	4.88e+04    	5.37e+04    	4.933e+04   	3.976e+04   	2170        	13          
418         	2.533       	5.007e+05   	0.5093      	4.12e+04    	4.847e+04   	5.454e+04   	4.88e+04    	4.343e+04   	1211        	13          
419         	2.367       	5.159e+05   	0.2791      	4.007e+04   	4.884e+04   	5.526e+04   	4.903e+04   	4.202e+04   	588.1       	13          
420         	3.148       	5.272e+05   	0.9195      	3.945e+04   	4.966e+04   	5.556e+04   	4.868e+04   	4.086e+04   	255.3       	13          
421         	2.746       	5.569e+05   	0.5873      	3.957e+04   	5.066e+04   	5.559e+04   	5.47e+04    	4.005e+04   	128.3       	13          
422         	3.538       	6.381e+05   	0.8842      	4.033e+04   	5.205e+04   	5.498e+04   	5.414e+04   	4.694e+04   	33.92       	13          
423         	2.544       	6.475e+05   	1.105       	4.147e+04   	5.157e+04   	5.525e+04   	5.295e+04   	4.697e+04   	51.67       	13          
424         	3.101       	6.605e+05   	0.606       	4.275e+04   	5.13e+04    	5.467e+04   	5.198e+04   	4.651e+04   	28.08       	13          
425         	4.024       	6.727e+05   	0.6403      	4.32e+04    	5.176e+04   	5.472e+04   	5.139e+04   	4.51e+04    	60.59       	13          
426         	3.207       	6.885e+05   	0.6685      	4.526e+04   	5.167e+04   	5.426e+04   	5.021e+04   	4.465e+04   	52.7        	13          
427         	3.456       	7.095e+05   	0.7968      	4.669e+04   	5.246e+04   	5.412e+04   	4.911e+04   	4.379e+04   	60.38       	13          
428         	3.846       	7.27e+05    	0.8613      	4.772e+04   	5.308e+04   	5.404e+04   	5.215e+04   	4.111e+04   	1.687e+04   	13          
429         	3.101       	6.63e+05    	0.7584      	4.787e+04   	4.675e+04   	5.363e+04   	5.253e+04   	4.043e+04   	1.631e+04   	13          
430         	3.692       	6.764e+05   	0.701       	4.832e+04   	4.762e+04   	5.226e+04   	5.283e+04   	4.068e+04   	3.037e+04   	13          
431         	3.538       	6.925e+05   	1.295       	4.904e+04   	4.778e+04   	5.178e+04   	5.365e+04   	3.93e+04    	2.962e+04   	13          
432         	3.538       	6.347e+05   	0.8893      	4.928e+04   	4.917e+04   	5.404e+04   	5.383e+04   	4.028e+04   	2.857e+04   	13          
433         	3.609       	6.441e+05   	1.151       	4.955e+04   	5.058e+04   	5.331e+04   	5.395e+04   	4.047e+04   	3.797e+04   	13          
434         	3.053       	6.475e+05   	0.7767      	4.892e+04   	5.087e+04   	5.249e+04   	5.289e+04   	4.076e+04   	3.673e+04   	13          
435         	4.024       	6.578e+05   	0.7713      	4.905e+04   	5.139e+04   	5.169e+04   	5.175e+04   	4.097e+04   	3.473e+04   	13          
436         	2.994       	6.667e+05   	1.05        	4.928e+04   	5.272e+04   	5.294e+04   	5.158e+04   	4.975e+04   	3.175e+04   	13          
437         	3.076       	5.973e+05   	1.084       	5.042e+04   	5.458e+04   	4.948e+04   	4.553e+04   	4.399e+04   	2.941e+04   	12          
438         	3.076       	6.067e+05   	0.5814      	5.034e+04   	5.428e+04   	4.962e+04   	4.384e+04   	4.33e+04    	2.567e+04   	12          
439         	3.076       	6.181e+05   	0.5556      	5.091e+04   	5.422e+04   	4.96e+04    	4.113e+04   	4.363e+04   	2.169e+04   	12          
440         	1.889       	6.199e+05   	0.499       	5.079e+04   	5.304e+04   	5.032e+04   	3.823e+04   	4.35e+04    	1.831e+04   	12          
441         	2.722       	6.233e+05   	0.8442      	5.142e+04   	5.328e+04   	4.985e+04   	3.574e+04   	4.285e+04   	1.519e+04   	12          
442         	3.021       	6.426e+05   	0.9209      	5.185e+04   	5.399e+04   	4.965e+04   	3.418e+04   	4.264e+04   	1.232e+04   	12          
443         	2.556       	6.436e+05   	0.7783      	5.097e+04   	5.492e+04   	5.355e+04   	3.29e+04    	4.974e+04   	9889        	12          
444         	3.354       	6.536e+05   	1.352       	5.132e+04   	5.524e+04   	5.289e+04   	3.177e+04   	4.882e+04   	7378        	12          
445         	2.41        	6.309e+05   	0.4172      	4.415e+04   	5.572e+04   	5.072e+04   	3.143e+04   	4.713e+04   	5026        	12          
446         	2.222       	6.55e+05    	0.7342      	4.34e+04    	5.665e+04   	5.062e+04   	3.167e+04   	4.635e+04   	3026        	12          
447         	3.021       	6.88e+05    	0.6811      	4.383e+04   	5.784e+04   	4.924e+04   	3.206e+04   	4.448e+04   	1.808e+04   	12          
448         	1.722       	6.964e+05   	0.4609      	4.323e+04   	5.771e+04   	4.922e+04   	3.216e+04   	4.354e+04   	1.773e+04   	12          
449         	2.083       	7.903e+05   	0.4294      	4.283e+04   	5.784e+04   	5.219e+04   	3.22e+04    	4.276e+04   	3.239e+04   	12          
450         	2.639       	7.989e+05   	0.9102      	4.245e+04   	5.654e+04   	5.324e+04   	3.232e+04   	4.179e+04   	3.209e+04   	12          
451         	2.556       	7.994e+05   	0.7843      	4.313e+04   	5.739e+04   	5.309e+04   	3.22e+04    	4.037e+04   	3.187e+04   	12          
452         	2.854       	7.955e+05   	1.084       	4.309e+04   	5.691e+04   	5.312e+04   	3.246e+04   	3.856e+04   	3.186e+04   	12          
453         	2.722       	8.001e+05   	0.9988      	4.27e+04    	5.842e+04   	5.294e+04   	3.279e+04   	3.769e+04   	3.067e+04   	12          
454         	2.25        	7.869e+05   	0.7715      	4.299e+04   	5.846e+04   	5.13e+04    	3.301e+04   	3.618e+04   	2.895e+04   	12          
455         	2.25        	7.175e+05   	0.8132      	4.219e+04   	5.91e+04    	5.135e+04   	3.269e+04   	3.539e+04   	3.916e+04   	12          
456         	1.417       	6.739e+05   	0.8251      	4.25e+04    	5.645e+04   	5.019e+04   	3.294e+04   	3.418e+04   	3.737e+04   	12          
457         	2.076       	6.693e+05   	0.6705      	4.302e+04   	5.71e+04    	5e+04       	3.303e+04   	3.321e+04   	3.533e+04   	12          
458         	1.889       	6.537e+05   	0.3898      	4.236e+04   	5.622e+04   	5.009e+04   	3.315e+04   	3.268e+04   	3.289e+04   	12          
459         	1.339       	5.046e+05   	0.6531      	3.304e+04   	5.805e+04   	4.453e+04   	1.936e+04   	1.971e+04   	4.242e+04   	11          
460         	0.9256      	4.963e+05   	0.5457      	3.384e+04   	5.8e+04     	4.482e+04   	1.929e+04   	1.924e+04   	4.028e+04   	11          
461         	1.702       	4.723e+05   	0.4571      	3.412e+04   	5.753e+04   	4.486e+04   	1.931e+04   	1.949e+04   	3.784e+04   	11          
462         	1.521       	5.134e+05   	0.266       	3.498e+04   	5.668e+04   	4.516e+04   	1.937e+04   	1.925e+04   	4.384e+04   	11          
463         	1.339       	4.921e+05   	0.3946      	3.641e+04   	5.607e+04   	4.61e+04    	1.937e+04   	1.931e+04   	4.17e+04    	11          
464         	1.339       	4.692e+05   	0.7058      	3.78e+04    	5.712e+04   	4.605e+04   	1.924e+04   	1.921e+04   	3.789e+04   	11          
465         	1.421       	5.164e+05   	0.4943      	3.435e+04   	5.373e+04   	4.649e+04   	1.949e+04   	1.909e+04   	3.517e+04   	11          
466         	1.653       	5.085e+05   	0.4998      	3.451e+04   	5.404e+04   	4.641e+04   	1.953e+04   	1.917e+04   	3.082e+04   	11          
467         	1.339       	4.26e+05    	0.8264      	3.511e+04   	5.375e+04   	4.643e+04   	1.937e+04   	1.96e+04    	3.686e+04   	11          
468         	1.157       	4.101e+05   	0.4815      	3.462e+04   	5.327e+04   	4.633e+04   	1.931e+04   	1.959e+04   	3.426e+04   	11          
469         	0.9752      	3.961e+05   	0.5048      	3.329e+04   	5.361e+04   	4.617e+04   	1.939e+04   	1.97e+04    	3.099e+04   	11          
470         	1.421       	3.944e+05   	0.6235      	3.414e+04   	5.39e+04    	4.569e+04   	1.959e+04   	1.971e+04   	2.871e+04   	11          
471         	1.322       	3.753e+05   	0.9826      	3.461e+04   	5.198e+04   	4.612e+04   	1.944e+04   	1.97e+04    	2.593e+04   	11          
472         	1.322       	3.623e+05   	0.6965      	3.382e+04   	5.231e+04   	4.58e+04    	1.943e+04   	1.95e+04    	2.277e+04   	11          
473         	1.521       	3.477e+05   	0.5656      	3.327e+04   	5.084e+04   	4.599e+04   	1.952e+04   	1.956e+04   	2.002e+04   	11          
474         	0.9752      	3.372e+05   	0.4064      	3.404e+04   	5.017e+04   	4.61e+04    	1.952e+04   	1.978e+04   	1.809e+04   	11          
475         	0.9587      	3.259e+05   	0.4882      	3.489e+04   	5.131e+04   	4.524e+04   	1.937e+04   	1.94e+04    	1.627e+04   	11          
476         	1.14        	2.956e+05   	0.6584      	1.958e+04   	5.243e+04   	4.599e+04   	1.936e+04   	1.944e+04   	1.451e+04   	11          
477         	0.7769      	2.871e+05   	0.375       	1.919e+04   	5.426e+04   	4.635e+04   	1.944e+04   	1.955e+04   	1.257e+04   	11          
478         	0.7934      	2.059e+05   	0.7547      	1.942e+04   	5.013e+04   	4.612e+04   	1.926e+04   	1.939e+04   	1.006e+04   	11          
479         	0.595       	2.031e+05   	0.2587      	1.923e+04   	4.95e+04    	4.536e+04   	1.925e+04   	1.943e+04   	7901        	11          
480         	0.6116      	1.972e+05   	0.4654      	1.956e+04   	5.132e+04   	4.416e+04   	1.936e+04   	1.939e+04   	5624        	11          
481         	1.339       	1.885e+05   	0.6194      	1.973e+04   	5.221e+04   	4.272e+04   	1.927e+04   	1.965e+04   	3592        	11          
482         	1.157       	1.877e+05   	0.1583      	1.958e+04   	5.318e+04   	4.104e+04   	1.95e+04    	1.983e+04   	2073        	11          
483         	0.9587      	1.755e+05   	0.5118      	1.855e+04   	4.48e+04    	4.882e+04   	1.942e+04   	1.957e+04   	1111        	11          
484         	0.4463      	1.401e+05   	0.1773      	1.801e+04   	4.562e+04   	4.656e+04   	1.895e+04   	3.519e+04   	525.8       	11          
485         	0.7438      	1.44e+05    	0.5099      	1.877e+04   	4.577e+04   	4.554e+04   	1.888e+04   	3.505e+04   	229.1       	11          
486         	0.6116      	1.173e+05   	0.1351      	1.907e+04   	4.502e+04   	5.111e+04   	1.907e+04   	3.476e+04   	1.933e+04   	11          
487         	0.7273      	1.164e+05   	0.2832      	1.936e+04   	4.497e+04   	5.105e+04   	1.928e+04   	3.454e+04   	1.911e+04   	11          
488         	0.876       	1.65e+05    	0.2602      	1.928e+04   	3.333e+04   	5.043e+04   	1.892e+04   	3.396e+04   	1.85e+04    	11          
489         	0.7438      	1.628e+05   	0.541       	1.96e+04    	3.394e+04   	5.132e+04   	1.884e+04   	3.364e+04   	1.792e+04   	11          
490         	0.876       	1.952e+05   	0.6089      	1.974e+04   	3.392e+04   	5.17e+04    	3.432e+04   	5.232e+04   	1.679e+04   	11          
491         	1.091       	1.986e+05   	0.4056      	1.967e+04   	3.466e+04   	5.1e+04     	3.404e+04   	5.11e+04    	1.577e+04   	11          
492         	0.9917      	1.98e+05    	0.3759      	1.936e+04   	3.544e+04   	5.099e+04   	3.341e+04   	4.89e+04    	1.418e+04   	11          
493         	0.9917      	1.872e+05   	0.3392      	1.887e+04   	3.664e+04   	5.498e+04   	3.188e+04   	4.711e+04   	1.213e+04   	11          
494         	0.8099      	1.891e+05   	0.477       	1.74e+04    	3.802e+04   	5.521e+04   	3.049e+04   	4.558e+04   	9779        	11          
495         	0.595       	1.997e+05   	0.6977      	1.816e+04   	3.93e+04    	5.362e+04   	2.912e+04   	4.293e+04   	7205        	11          
496         	0.6942      	2.134e+05   	0.565       	1.863e+04   	4.044e+04   	5.27e+04    	2.701e+04   	3.994e+04   	5013        	11          
497         	0.9917      	2.099e+05   	0.3676      	1.919e+04   	4.105e+04   	5.186e+04   	2.453e+04   	4.526e+04   	3178        	11          
498         	1.058       	2.122e+05   	0.2141      	1.936e+04   	4.279e+04   	5.097e+04   	2.252e+04   	4.181e+04   	1647        	11          
499         	0.6942      	2.206e+05   	0.6311      	1.95e+04    	4.422e+04   	5.166e+04   	2.099e+04   	3.934e+04   	747.3       	11          
500         	1.322       	2.195e+05   	0.7673      	1.9e+04     	4.558e+04   	5.134e+04   	2.008e+04   	3.706e+04   	364.2       	11          
501         	1.157       	2.182e+05   	0.2835      	1.94e+04    	4.675e+04   	5.181e+04   	1.94e+04    	3.41e+04    	135.2       	11          
502         	0.9587      	2.273e+05   	0.244       	1.963e+04   	4.744e+04   	5.011e+04   	1.929e+04   	4.085e+04   	98.98       	11          
503         	0.7934      	2.265e+05   	0.648       	1.954e+04   	4.95e+04    	4.965e+04   	1.93e+04    	3.865e+04   	57.47       	11          
504         	0.9256      	2.261e+05   	0.08886     	1.937e+04   	5.063e+04   	4.892e+04   	1.93e+04    	3.717e+04   	95.32       	11          
505         	0.7769      	2.245e+05   	0.2976      	1.87e+04    	5.108e+04   	4.718e+04   	1.931e+04   	3.6e+04     	22.99       	11          
506         	0.7934      	2.293e+05   	0.5907      	1.903e+04   	5.225e+04   	4.581e+04   	1.936e+04   	3.384e+04   	21.42       	11          
507         	0.562       	2.19e+05    	0.2864      	1.775e+04   	5.211e+04   	4.436e+04   	1.936e+04   	3.077e+04   	19.79       	11          
508         	1.339       	2.186e+05   	0.2165      	1.779e+04   	5.22e+04    	4.397e+04   	1.93e+04    	2.721e+04   	32.78       	11          
509         	1.107       	2.138e+05   	0.6612      	1.849e+04   	5.255e+04   	4.317e+04   	1.926e+04   	2.288e+04   	23.87       	11          
510         	1.421       	2.123e+05   	0.2541      	1.903e+04   	5.36e+04    	4.326e+04   	1.91e+04    	1.92e+04    	72.74       	11          
511         	1.157       	2.103e+05   	0.3352      	1.969e+04   	5.4e+04     	4.415e+04   	1.923e+04   	1.537e+04   	69.9        	11          
512         	1.504       	2.114e+05   	0.1105      	2.043e+04   	5.417e+04   	4.401e+04   	1.89e+04    	1.149e+04   	40.51       	11          
513         	0.9587      	2.02e+05    	0.2399      	1.84e+04    	5.355e+04   	4.494e+04   	1.879e+04   	7698        	14.63       	11          
514         	0.7934      	2.21e+05    	0.7197      	1.895e+04   	5.416e+04   	4.548e+04   	1.827e+04   	2.147e+04   	61.09       	11          
515         	0.4132      	2.16e+05    	0.158       	1.87e+04    	5.378e+04   	4.572e+04   	1.76e+04    	2.035e+04   	74.05       	11          
516         	0.7934      	2.156e+05   	0.1282      	1.848e+04   	5.399e+04   	4.543e+04   	1.656e+04   	1.969e+04   	51.69       	11          
517         	1.521       	2.176e+05   	0.6015      	1.91e+04    	5.403e+04   	4.541e+04   	1.525e+04   	1.959e+04   	16.23       	11          
518         	0.9256      	2.17e+05    	0.451       	1.928e+04   	5.436e+04   	4.553e+04   	1.326e+04   	1.912e+04   	19.79       	11          
519         	1.339       	2.169e+05   	0.2901      	1.862e+04   	5.438e+04   	4.589e+04   	1.113e+04   	1.881e+04   	35.52       	11          
520         	0.9587      	2.23e+05    	0.4066      	1.91e+04    	5.444e+04   	4.622e+04   	8782        	1.798e+04   	21.5        	11          
521         	1.157       	2.152e+05   	0.6559      	1.903e+04   	5.351e+04   	4.579e+04   	6468        	1.709e+04   	29.9        	11          
522         	0.9752      	1.968e+05   	0.2142      	1.855e+04   	4.441e+04   	4.646e+04   	4199        	1.608e+04   	29.79       	11          
523         	0.7438      	1.952e+05   	0.1072      	1.863e+04   	4.403e+04   	4.541e+04   	2557        	1.477e+04   	44.08       	11          
524         	0.7934      	2e+05       	0.5036      	1.911e+04   	4.425e+04   	4.615e+04   	1465        	1.292e+04   	47.82       	11          
525         	0.9256      	1.351e+05   	0.558       	1.948e+04   	4.601e+04   	4.637e+04   	725.8       	2.732e+04   	24.74       	11          
526         	0.9256      	1.326e+05   	0.4487      	1.888e+04   	4.599e+04   	4.64e+04    	315.8       	2.472e+04   	32.74       	11          
527         	1.339       	2.024e+05   	0.1381      	1.816e+04   	4.561e+04   	4.67e+04    	1.917e+04   	2.268e+04   	1.973e+04   	11          
528         	0.7769      	3.53e+05    	0.2648      	1.869e+04   	4.329e+04   	4.63e+04    	3.441e+04   	3.466e+04   	1.983e+04   	11          
529         	1.521       	3.588e+05   	0.4691      	1.892e+04   	4.349e+04   	4.616e+04   	3.425e+04   	3.382e+04   	1.961e+04   	11          
530         	1.504       	3.546e+05   	0.3435      	1.914e+04   	4.189e+04   	4.577e+04   	3.39e+04    	3.27e+04    	1.966e+04   	11          
531         	1.884       	3.654e+05   	0.2061      	1.934e+04   	4.233e+04   	4.584e+04   	3.355e+04   	3.142e+04   	1.958e+04   	11          
532         	2.727       	5.92e+05    	0.5573      	1.957e+04   	4.223e+04   	5.248e+04   	3.321e+04   	3.021e+04   	3.573e+04   	11          
533         	1.686       	5.491e+05   	0.5148      	1.903e+04   	4.189e+04   	5.679e+04   	3.211e+04   	2.846e+04   	3.572e+04   	11          
534         	1.835       	5.518e+05   	0.8383      	1.915e+04   	4.34e+04    	5.76e+04    	3.081e+04   	2.619e+04   	3.526e+04   	11          
535         	2.231       	5.334e+05   	0.8158      	1.947e+04   	4.522e+04   	5.739e+04   	2.932e+04   	2.423e+04   	3.514e+04   	11          
536         	2.364       	5.764e+05   	0.4772      	1.953e+04   	4.661e+04   	5.76e+04    	2.756e+04   	3.567e+04   	3.393e+04   	11          
537         	2.793       	5.711e+05   	0.802       	1.924e+04   	4.74e+04    	5.722e+04   	2.542e+04   	3.482e+04   	3.368e+04   	11          
538         	2.512       	6.076e+05   	0.9865      	1.956e+04   	5.002e+04   	5.7e+04     	3.695e+04   	3.416e+04   	3.267e+04   	11          
539         	2.331       	6.106e+05   	0.9861      	2.036e+04   	5.138e+04   	5.69e+04    	3.587e+04   	3.35e+04    	3.116e+04   	11          
540         	1.818       	5.583e+05   	0.6402      	2.06e+04    	5.169e+04   	5.633e+04   	3.462e+04   	4.432e+04   	2.954e+04   	11          
541         	2.545       	6.452e+05   	0.7428      	2.099e+04   	5.235e+04   	5.634e+04   	3.414e+04   	5.559e+04   	2.803e+04   	11          
542         	1.636       	5.828e+05   	1.027       	2.356e+04   	5.298e+04   	5.575e+04   	4.529e+04   	5.566e+04   	2.584e+04   	11          
543         	2.364       	5.38e+05    	0.5386      	2.536e+04   	5.366e+04   	5.436e+04   	5.552e+04   	5.49e+04    	2.334e+04   	11          
544         	2.083       	4.337e+05   	0.6856      	2.809e+04   	5.4e+04     	5.332e+04   	5.569e+04   	5.342e+04   	2.179e+04   	11          
545         	2.182       	4.237e+05   	0.7478      	3.137e+04   	5.417e+04   	5.34e+04    	5.624e+04   	5.04e+04    	2.032e+04   	11          
546         	2.628       	4.178e+05   	0.5968      	3.412e+04   	5.41e+04    	5.371e+04   	5.546e+04   	4.81e+04    	1.982e+04   	11          
547         	2.446       	4.171e+05   	0.242       	2.667e+04   	5.476e+04   	5.444e+04   	5.474e+04   	4.404e+04   	3.398e+04   	11          
548         	2.182       	4.044e+05   	0.7887      	2.719e+04   	5.391e+04   	5.505e+04   	5.421e+04   	4.075e+04   	3.339e+04   	11          
549         	1.901       	4.889e+05   	0.647       	2.952e+04   	5.403e+04   	5.602e+04   	4.98e+04    	3.655e+04   	3.368e+04   	11          
550         	1.818       	4.582e+05   	0.2592      	3.133e+04   	4.609e+04   	5.679e+04   	4.786e+04   	3.358e+04   	3.357e+04   	11          
551         	2.992       	4.511e+05   	0.4763      	3.273e+04   	4.569e+04   	5.616e+04   	4.679e+04   	3.021e+04   	3.348e+04   	11          
552         	2.628       	4.501e+05   	0.2857      	3.385e+04   	4.577e+04   	5.694e+04   	4.512e+04   	2.721e+04   	3.275e+04   	11          
553         	2.81        	4.546e+05   	0.6908      	3.453e+04   	4.539e+04   	5.771e+04   	4.355e+04   	2.478e+04   	3.251e+04   	11          
554         	2.595       	4.58e+05    	0.5045      	3.513e+04   	4.371e+04   	5.788e+04   	4.242e+04   	2.314e+04   	3.109e+04   	11          
555         	2.81        	4.213e+05   	0.5611      	3.384e+04   	4.393e+04   	5.82e+04    	4.226e+04   	2.142e+04   	2.926e+04   	11          
556         	2.909       	4.934e+05   	0.714       	3.438e+04   	4.417e+04   	5.346e+04   	4.251e+04   	3.335e+04   	2.708e+04   	11          
557         	2.727       	4.982e+05   	0.778       	3.362e+04   	4.453e+04   	5.27e+04    	4.309e+04   	3.344e+04   	2.457e+04   	11          
558         	3.058       	4.967e+05   	0.743       	3.341e+04   	4.361e+04   	5.207e+04   	4.337e+04   	3.368e+04   	2.285e+04   	11          
559         	2.413       	5.466e+05   	0.3063      	3.442e+04   	4.498e+04   	5.084e+04   	4.898e+04   	4.441e+04   	3.552e+04   	11          
560         	2.926       	5.019e+05   	0.5866      	3.478e+04   	3.916e+04   	5.046e+04   	4.968e+04   	4.48e+04    	3.45e+04    	11          
561         	2.876       	5.145e+05   	0.6061      	3.371e+04   	4.111e+04   	5.059e+04   	4.989e+04   	4.498e+04   	3.386e+04   	11          
562         	2.876       	4.461e+05   	0.4994      	3.357e+04   	3.313e+04   	4.977e+04   	5.044e+04   	4.488e+04   	3.333e+04   	11          
563         	3.174       	4.672e+05   	0.7695      	3.433e+04   	3.519e+04   	4.883e+04   	5.035e+04   	4.434e+04   	3.294e+04   	11          
564         	2.364       	4.798e+05   	0.7811      	3.464e+04   	3.761e+04   	4.845e+04   	4.941e+04   	4.359e+04   	3.242e+04   	11          
565         	2.909       	4.862e+05   	0.6622      	3.518e+04   	3.961e+04   	4.871e+04   	4.977e+04   	4.24e+04    	3.085e+04   	11          
566         	2.81        	4.97e+05    	0.8052      	3.545e+04   	4.019e+04   	4.915e+04   	4.944e+04   	4.11e+04    	2.88e+04    	11          
567         	2.909       	5.126e+05   	0.3752      	3.548e+04   	4.162e+04   	4.918e+04   	4.867e+04   	4.012e+04   	2.635e+04   	11          
568         	3.058       	5.209e+05   	0.7454      	3.547e+04   	4.335e+04   	5.013e+04   	4.75e+04    	4.764e+04   	2.333e+04   	11          
569         	3.785       	5.346e+05   	0.6065      	3.456e+04   	4.374e+04   	5.055e+04   	4.642e+04   	4.727e+04   	1.981e+04   	11          
570         	3.355       	5.378e+05   	0.715       	3.52e+04    	4.376e+04   	5.064e+04   	4.549e+04   	4.652e+04   	1.621e+04   	11          
571         	2.81        	5.465e+05   	0.4793      	3.503e+04   	4.41e+04    	5.451e+04   	4.445e+04   	4.625e+04   	1.246e+04   	11          
572         	3.421       	5.828e+05   	0.5935      	3.513e+04   	4.356e+04   	5.506e+04   	4.504e+04   	4.54e+04    	2.506e+04   	11          
573         	2.182       	5.769e+05   	0.5587      	3.545e+04   	4.26e+04    	5.6e+04     	4.501e+04   	5.311e+04   	2.287e+04   	11          
574         	3.058       	5.936e+05   	0.3956      	3.539e+04   	4.268e+04   	5.643e+04   	4.591e+04   	5.317e+04   	2.105e+04   	11          
575         	3.289       	5.973e+05   	0.8184      	3.512e+04   	4.459e+04   	5.689e+04   	4.563e+04   	5.121e+04   	3.413e+04   	11          
576         	2.49        	5.386e+05   	0.7349      	3.741e+04   	4.557e+04   	5.391e+04   	3.759e+04   	4.432e+04   	3.611e+04   	10          
577         	2.36        	4.705e+05   	1.004       	2.168e+04   	4.711e+04   	5.285e+04   	3.772e+04   	4.286e+04   	3.653e+04   	10          
578         	3.01        	4.336e+05   	0.8557      	2.176e+04   	4.968e+04   	5.19e+04    	3.714e+04   	4.876e+04   	3.576e+04   	10          
579         	2.09        	4.384e+05   	0.5664      	2.196e+04   	5.217e+04   	5.021e+04   	3.771e+04   	4.713e+04   	3.517e+04   	10          
580         	2.16        	4.345e+05   	0.7296      	2.169e+04   	5.325e+04   	4.947e+04   	3.732e+04   	4.457e+04   	3.431e+04   	10          
581         	2.09        	4.226e+05   	0.5509      	2.022e+04   	5.487e+04   	4.783e+04   	3.763e+04   	4.226e+04   	3.318e+04   	10          
582         	1.61        	4.192e+05   	0.3316      	2.056e+04   	5.66e+04    	4.627e+04   	3.748e+04   	3.969e+04   	3.083e+04   	10          
583         	2.16        	4.143e+05   	0.7446      	2.1e+04     	5.671e+04   	4.479e+04   	3.706e+04   	3.778e+04   	2.745e+04   	10          
584         	2.16        	4.266e+05   	0.6521      	2.1e+04     	5.794e+04   	4.572e+04   	3.78e+04    	3.615e+04   	2.414e+04   	10          
585         	2.29        	4.055e+05   	1.521       	2.114e+04   	5.772e+04   	4.591e+04   	4.978e+04   	4.356e+04   	1.973e+04   	10          
