generation  	adlt.nbPops 	adlt.nbInd  	emigrants   	adlt.nbInd_p1	adlt.nbInd_p2	adlt.nbInd_p3	adlt.nbInd_p4	adlt.nbInd_p5	adlt.nbInd_p6	alive.rpl   
200         	1.265       	3.182e+05   	0.2513      	5.387e+04   	5.175e+04   	5.333e+04   	4.363e+04   	109.8       	2.694e+04   	14          
201         	1.74        	3.109e+05   	0.2248      	5.373e+04   	5.153e+04   	5.066e+04   	4.797e+04   	87.24       	2.555e+04   	14          
202         	2.026       	3.66e+05    	0.4591      	5.297e+04   	5.168e+04   	4.962e+04   	5.276e+04   	1.547e+04   	2.427e+04   	14          
203         	1.408       	3.727e+05   	0.312       	5.225e+04   	5.194e+04   	4.712e+04   	5.273e+04   	1.538e+04   	2.212e+04   	14          
204         	1.98        	3.8e+05     	0.6503      	5.361e+04   	5.115e+04   	4.673e+04   	5.188e+04   	1.553e+04   	2.038e+04   	14          
205         	1.74        	3.925e+05   	0.5785      	5.348e+04   	5.201e+04   	4.6e+04     	5.164e+04   	1.553e+04   	1.841e+04   	14          
206         	1.495       	4.029e+05   	0.5006      	5.385e+04   	5.268e+04   	4.463e+04   	4.991e+04   	1.554e+04   	1.663e+04   	14          
207         	2.087       	4.31e+05    	0.4536      	5.322e+04   	5.297e+04   	4.461e+04   	5.367e+04   	1.53e+04    	1.473e+04   	14          
208         	1.944       	4.811e+05   	0.3465      	5.225e+04   	5.335e+04   	4.457e+04   	5.406e+04   	1.511e+04   	1.312e+04   	14          
209         	2.102       	4.607e+05   	0.3807      	4.482e+04   	5.405e+04   	4.503e+04   	5.273e+04   	1.478e+04   	1.157e+04   	14          
210         	1.633       	4.467e+05   	0.4172      	4.536e+04   	5.364e+04   	4.635e+04   	4.886e+04   	1.43e+04    	9814        	14          
211         	2.23        	5.008e+05   	0.6138      	4.541e+04   	5.413e+04   	4.751e+04   	4.629e+04   	2.701e+04   	7996        	14          
212         	1.801       	4.497e+05   	0.6472      	3.776e+04   	5.362e+04   	4.726e+04   	4.492e+04   	2.566e+04   	5910        	14          
213         	1.347       	4.566e+05   	0.3733      	3.815e+04   	5.361e+04   	4.785e+04   	4.321e+04   	2.48e+04    	4119        	14          
214         	1.551       	4.586e+05   	0.6845      	3.87e+04    	5.388e+04   	4.801e+04   	4.223e+04   	2.295e+04   	2529        	14          
215         	2.388       	5.546e+05   	0.49        	3.975e+04   	5.361e+04   	4.834e+04   	4.107e+04   	2.078e+04   	1.646e+04   	14          
216         	1.801       	5.645e+05   	0.4615      	4.105e+04   	5.375e+04   	4.865e+04   	4.004e+04   	1.815e+04   	1.572e+04   	14          
217         	1.944       	5.528e+05   	0.2594      	4.281e+04   	5.296e+04   	4.832e+04   	3.86e+04    	2.718e+04   	1.541e+04   	14          
218         	2.026       	5.532e+05   	0.4265      	4.355e+04   	5.245e+04   	4.819e+04   	3.628e+04   	2.391e+04   	1.476e+04   	14          
219         	1.776       	5.492e+05   	0.6761      	4.342e+04   	5.184e+04   	4.808e+04   	3.437e+04   	2.154e+04   	1.427e+04   	14          
220         	1.265       	5.088e+05   	0.5722      	4.451e+04   	5.174e+04   	5.381e+04   	3.298e+04   	1.919e+04   	1.356e+04   	14          
221         	1.918       	5.078e+05   	1.32        	4.545e+04   	5.082e+04   	5.357e+04   	3.107e+04   	1.721e+04   	1.216e+04   	14          
222         	2.107       	5.792e+05   	0.513       	4.591e+04   	4.917e+04   	5.294e+04   	2.972e+04   	1.506e+04   	3.55e+04    	14          
223         	1.694       	5.654e+05   	0.4182      	4.538e+04   	4.841e+04   	5.278e+04   	2.834e+04   	1.359e+04   	3.424e+04   	14          
224         	1.311       	5.353e+05   	0.1571      	4.645e+04   	4.727e+04   	5.329e+04   	2.754e+04   	2.443e+04   	3.24e+04    	14          
225         	1.286       	5.038e+05   	0.2948      	4.548e+04   	4.702e+04   	5.385e+04   	2.75e+04    	2.313e+04   	3.932e+04   	14          
226         	2.209       	4.828e+05   	0.4316      	4.59e+04    	4.63e+04    	5.247e+04   	2.763e+04   	2.127e+04   	3.778e+04   	14          
227         	2.066       	4.698e+05   	0.7609      	4.59e+04    	4.615e+04   	5.193e+04   	2.79e+04    	1.929e+04   	3.632e+04   	14          
228         	1.633       	4.458e+05   	0.4288      	4.556e+04   	4.606e+04   	5.137e+04   	2.858e+04   	2.927e+04   	3.471e+04   	14          
229         	1.352       	4.329e+05   	0.4518      	4.634e+04   	4.629e+04   	4.974e+04   	2.847e+04   	2.786e+04   	3.371e+04   	14          
230         	1.49        	4.166e+05   	0.6001      	4.712e+04   	4.692e+04   	4.721e+04   	2.849e+04   	2.654e+04   	3.105e+04   	14          
231         	1.918       	4.123e+05   	1.054       	4.789e+04   	4.693e+04   	4.561e+04   	2.886e+04   	2.507e+04   	2.855e+04   	14          
232         	1.597       	4.292e+05   	0.5076      	4.762e+04   	4.714e+04   	4.349e+04   	2.895e+04   	2.365e+04   	3.498e+04   	14          
233         	1.944       	4.108e+05   	0.7319      	4.68e+04    	4.765e+04   	4.222e+04   	2.89e+04    	3.347e+04   	3.136e+04   	14          
234         	1.694       	4.037e+05   	0.4205      	4.692e+04   	4.695e+04   	4.082e+04   	2.878e+04   	3.198e+04   	2.795e+04   	14          
235         	1.781       	3.951e+05   	0.712       	4.593e+04   	4.719e+04   	3.934e+04   	2.897e+04   	3.052e+04   	2.412e+04   	14          
236         	1.74        	3.964e+05   	0.2511      	4.66e+04    	4.778e+04   	3.88e+04    	2.87e+04    	2.91e+04    	2.109e+04   	14          
237         	1.429       	4.02e+05    	0.3507      	4.728e+04   	4.66e+04    	3.815e+04   	2.876e+04   	2.821e+04   	1.779e+04   	14          
238         	1.837       	4.037e+05   	0.2464      	4.802e+04   	4.681e+04   	3.882e+04   	2.881e+04   	2.712e+04   	1.466e+04   	14          
239         	1.944       	4.36e+05    	0.4955      	4.735e+04   	5.294e+04   	3.88e+04    	2.887e+04   	2.604e+04   	1.206e+04   	14          
240         	1.673       	4.137e+05   	0.4222      	4.716e+04   	5.349e+04   	4.69e+04    	3.97e+04    	2.475e+04   	9708        	14          
241         	2.066       	4.14e+05    	0.5749      	4.734e+04   	5.339e+04   	4.761e+04   	3.898e+04   	2.331e+04   	7548        	14          
242         	2.087       	4.475e+05   	0.5334      	4.765e+04   	5.289e+04   	4.757e+04   	3.943e+04   	3.252e+04   	5489        	14          
243         	2.388       	5.36e+05    	0.6541      	4.678e+04   	5.275e+04   	4.792e+04   	3.935e+04   	3.947e+04   	3761        	14          
244         	1.918       	5.18e+05    	0.7048      	4.696e+04   	5.271e+04   	4.774e+04   	4.718e+04   	3.684e+04   	2381        	14          
245         	2.204       	4.689e+05   	0.5838      	4.695e+04   	5.297e+04   	4.743e+04   	4.678e+04   	4.211e+04   	1372        	14          
246         	2.388       	4.616e+05   	0.3742      	4.701e+04   	5.347e+04   	4.663e+04   	4.667e+04   	3.954e+04   	725.9       	14          
247         	2.388       	4.657e+05   	0.7372      	4.736e+04   	5.399e+04   	4.57e+04    	4.595e+04   	3.777e+04   	382.8       	14          
248         	2.633       	4.626e+05   	0.3693      	4.73e+04    	5.389e+04   	4.536e+04   	4.506e+04   	3.627e+04   	162.7       	14          
249         	2.102       	3.933e+05   	0.464       	4.671e+04   	5.761e+04   	5.127e+04   	4.63e+04    	4.205e+04   	86          	14          
250         	1.959       	3.884e+05   	0.9505      	4.551e+04   	5.74e+04    	4.98e+04    	4.569e+04   	4.002e+04   	63.43       	14          
251         	1.658       	3.918e+05   	0.3652      	4.555e+04   	5.678e+04   	4.86e+04    	4.512e+04   	3.86e+04    	46.39       	14          
252         	2.49        	4.019e+05   	0.7866      	4.538e+04   	5.767e+04   	4.715e+04   	4.403e+04   	3.697e+04   	26.52       	14          
253         	2.245       	4.071e+05   	0.5604      	4.516e+04   	5.794e+04   	4.536e+04   	4.23e+04    	3.457e+04   	82.49       	14          
254         	2.102       	4.129e+05   	0.6045      	4.515e+04   	5.65e+04    	4.436e+04   	4.119e+04   	3.081e+04   	63.23       	14          
255         	1.837       	4.292e+05   	0.3003      	4.618e+04   	5.648e+04   	4.395e+04   	3.934e+04   	2.775e+04   	29.49       	14          
256         	2.107       	3.892e+05   	0.6641      	3.979e+04   	5.637e+04   	4.186e+04   	3.797e+04   	3.415e+04   	1.605e+04   	14          
257         	2.102       	4.002e+05   	0.4671      	4.087e+04   	5.699e+04   	4.662e+04   	3.606e+04   	3.284e+04   	1.578e+04   	14          
258         	2.245       	4.522e+05   	0.8915      	4.147e+04   	5.845e+04   	4.7e+04     	3.517e+04   	3.128e+04   	2.851e+04   	14          
259         	1.944       	4.32e+05    	0.7837      	3.857e+04   	5.838e+04   	4.728e+04   	3.425e+04   	2.937e+04   	2.771e+04   	14          
260         	2.393       	4.399e+05   	0.4903      	3.913e+04   	5.86e+04    	4.721e+04   	3.273e+04   	2.811e+04   	2.64e+04    	14          
261         	2.061       	4.022e+05   	0.5083      	3.949e+04   	5.854e+04   	4.713e+04   	3.155e+04   	3.645e+04   	3.676e+04   	14          
262         	2.107       	4.085e+05   	0.7385      	3.913e+04   	5.876e+04   	4.701e+04   	3.015e+04   	3.48e+04    	3.51e+04    	14          
263         	2.102       	4.102e+05   	0.5304      	3.946e+04   	5.824e+04   	4.63e+04    	2.887e+04   	3.365e+04   	3.339e+04   	14          
264         	2.204       	4.126e+05   	0.5087      	3.861e+04   	5.779e+04   	4.532e+04   	2.833e+04   	3.181e+04   	3.082e+04   	14          
265         	1.959       	4.327e+05   	0.792       	3.812e+04   	5.7e+04     	4.402e+04   	2.823e+04   	3.928e+04   	2.765e+04   	14          
266         	2.245       	4.394e+05   	0.5103      	3.779e+04   	5.787e+04   	4.246e+04   	2.834e+04   	3.701e+04   	2.505e+04   	14          
267         	2.107       	4.443e+05   	1.014       	3.841e+04   	5.756e+04   	4.137e+04   	2.848e+04   	3.448e+04   	2.22e+04    	14          
268         	1.801       	4.421e+05   	0.5575      	3.818e+04   	5.754e+04   	3.991e+04   	2.88e+04    	3.293e+04   	3.909e+04   	14          
269         	1.816       	4.492e+05   	0.568       	3.88e+04    	5.766e+04   	3.935e+04   	2.865e+04   	3.122e+04   	3.913e+04   	14          
270         	2.393       	4.611e+05   	0.5849      	3.787e+04   	5.823e+04   	3.816e+04   	2.888e+04   	2.949e+04   	3.94e+04    	14          
271         	2.102       	4.764e+05   	0.5567      	3.832e+04   	5.857e+04   	3.831e+04   	2.879e+04   	2.799e+04   	3.942e+04   	14          
272         	1.883       	4.8e+05     	0.5826      	3.82e+04    	5.786e+04   	3.84e+04    	2.859e+04   	2.646e+04   	3.877e+04   	14          
273         	1.964       	5.113e+05   	0.7717      	3.974e+04   	5.868e+04   	3.824e+04   	2.885e+04   	2.479e+04   	4.691e+04   	14          
274         	2.087       	4.695e+05   	0.8792      	4.036e+04   	5.769e+04   	3.798e+04   	2.894e+04   	2.317e+04   	4.579e+04   	14          
275         	1.959       	4.532e+05   	0.4488      	4.258e+04   	5.722e+04   	3.848e+04   	2.896e+04   	3.269e+04   	4.433e+04   	14          
276         	2.102       	4.536e+05   	0.5449      	4.341e+04   	5.627e+04   	3.854e+04   	2.886e+04   	3.164e+04   	4.216e+04   	14          
277         	2.372       	4.603e+05   	0.9603      	4.472e+04   	5.753e+04   	3.9e+04     	2.865e+04   	3.063e+04   	3.962e+04   	14          
278         	2.102       	4.623e+05   	0.4053      	4.475e+04   	5.785e+04   	3.883e+04   	2.911e+04   	2.941e+04   	3.657e+04   	14          
279         	1.673       	4.589e+05   	0.6101      	4.63e+04    	5.746e+04   	3.899e+04   	2.915e+04   	2.838e+04   	3.219e+04   	14          
280         	1.918       	4.574e+05   	0.6534      	4.711e+04   	5.758e+04   	3.901e+04   	2.897e+04   	2.776e+04   	2.71e+04    	14          
281         	2.531       	4.656e+05   	0.5235      	4.776e+04   	5.589e+04   	3.936e+04   	2.849e+04   	2.641e+04   	3.161e+04   	14          
282         	2.25        	4.622e+05   	0.6968      	4.762e+04   	5.534e+04   	3.92e+04    	2.866e+04   	2.592e+04   	2.64e+04    	14          
283         	2.536       	5.04e+05    	1.239       	4.71e+04    	5.478e+04   	3.927e+04   	2.885e+04   	2.421e+04   	3.254e+04   	14          
284         	1.959       	5.19e+05    	0.5736      	4.792e+04   	5.426e+04   	3.924e+04   	2.882e+04   	2.259e+04   	2.985e+04   	14          
285         	2.087       	5.302e+05   	0.4172      	4.815e+04   	5.393e+04   	3.959e+04   	2.898e+04   	2.088e+04   	2.712e+04   	14          
286         	1.347       	5.4e+05     	0.5273      	4.882e+04   	5.445e+04   	3.947e+04   	2.907e+04   	1.924e+04   	2.563e+04   	14          
287         	2.204       	5.531e+05   	0.469       	4.849e+04   	5.439e+04   	3.925e+04   	2.902e+04   	1.812e+04   	2.48e+04    	14          
288         	2.245       	5.173e+05   	0.5796      	4.775e+04   	5.453e+04   	3.902e+04   	4.016e+04   	1.708e+04   	2.35e+04    	14          
289         	2.204       	4.827e+05   	0.6177      	4.791e+04   	5.34e+04    	3.928e+04   	3.967e+04   	1.605e+04   	2.155e+04   	14          
290         	2.388       	4.885e+05   	0.6032      	4.81e+04    	5.393e+04   	5.355e+04   	3.931e+04   	1.565e+04   	1.945e+04   	14          
291         	1.959       	5.279e+05   	0.4105      	4.806e+04   	5.505e+04   	5.391e+04   	3.902e+04   	1.538e+04   	2.888e+04   	14          
292         	2.204       	4.71e+05    	1.321       	4.81e+04    	5.555e+04   	5.348e+04   	3.828e+04   	1.553e+04   	3.609e+04   	14          
293         	1.959       	5.032e+05   	0.4879      	4.838e+04   	5.353e+04   	5.314e+04   	4.602e+04   	2.868e+04   	3.264e+04   	14          
294         	1.964       	4.362e+05   	0.4722      	4.801e+04   	5.296e+04   	5.655e+04   	4.537e+04   	2.83e+04    	2.996e+04   	14          
295         	2.388       	4.28e+05    	0.3541      	4.617e+04   	5.263e+04   	5.644e+04   	4.43e+04    	2.863e+04   	2.771e+04   	14          
296         	2.25        	4.178e+05   	0.7563      	4.732e+04   	5.106e+04   	5.527e+04   	4.329e+04   	2.863e+04   	2.548e+04   	14          
297         	2.536       	4.427e+05   	0.7051      	4.7e+04     	5.039e+04   	5.611e+04   	4.151e+04   	2.846e+04   	2.388e+04   	14          
298         	2.658       	4.435e+05   	0.5138      	4.691e+04   	4.691e+04   	5.559e+04   	4.054e+04   	2.822e+04   	2.143e+04   	14          
299         	2.816       	4.509e+05   	1.133       	4.75e+04    	4.636e+04   	5.437e+04   	3.973e+04   	2.758e+04   	1.953e+04   	14          
300         	2.536       	4.519e+05   	0.6004      	4.768e+04   	4.648e+04   	5.232e+04   	3.884e+04   	2.673e+04   	1.679e+04   	14          
301         	2.245       	4.537e+05   	0.6567      	4.786e+04   	4.667e+04   	4.904e+04   	3.85e+04    	2.609e+04   	1.423e+04   	14          
302         	2.679       	4.609e+05   	0.4345      	4.824e+04   	4.76e+04    	4.856e+04   	3.857e+04   	2.501e+04   	1.147e+04   	14          
303         	2.107       	4.805e+05   	0.6179      	4.804e+04   	4.876e+04   	4.675e+04   	3.88e+04    	2.339e+04   	9059        	14          
304         	3.107       	4.738e+05   	0.7313      	4.734e+04   	5.063e+04   	4.666e+04   	4.67e+04    	2.184e+04   	6676        	14          
305         	2.372       	4.984e+05   	0.672       	4.746e+04   	5.166e+04   	4.672e+04   	4.724e+04   	1.999e+04   	4636        	14          
306         	2.536       	4.86e+05    	0.4309      	4.747e+04   	5.315e+04   	4.679e+04   	4.676e+04   	3.024e+04   	2930        	14          
307         	2.776       	5.176e+05   	1.046       	4.75e+04    	5.478e+04   	5.036e+04   	4.693e+04   	2.945e+04   	1748        	14          
308         	2.673       	5.419e+05   	0.673       	4.754e+04   	5.535e+04   	5.053e+04   	4.706e+04   	2.824e+04   	969.9       	14          
309         	2.515       	5.5e+05     	0.8176      	4.728e+04   	5.577e+04   	5.064e+04   	4.694e+04   	2.738e+04   	460.2       	14          
310         	2.393       	5.647e+05   	0.7659      	4.667e+04   	5.684e+04   	5.002e+04   	4.659e+04   	2.666e+04   	228.1       	14          
311         	2.658       	5.706e+05   	0.719       	4.764e+04   	5.738e+04   	5.021e+04   	4.613e+04   	2.567e+04   	102.5       	14          
312         	2.959       	5.746e+05   	0.6906      	4.785e+04   	5.751e+04   	5.041e+04   	4.479e+04   	2.463e+04   	35.55       	14          
313         	2.801       	5.791e+05   	0.657       	4.814e+04   	5.692e+04   	5.047e+04   	4.429e+04   	2.331e+04   	54.84       	14          
314         	2.515       	5.776e+05   	0.9762      	4.758e+04   	5.736e+04   	5.321e+04   	4.993e+04   	2.171e+04   	42.49       	14          
315         	2.536       	5.856e+05   	0.4969      	4.728e+04   	5.835e+04   	5.335e+04   	4.83e+04    	2.029e+04   	39.74       	14          
316         	2.918       	5.72e+05    	0.7335      	4.755e+04   	5.787e+04   	5.185e+04   	4.7e+04     	1.844e+04   	56.49       	14          
317         	1.944       	5.692e+05   	0.6853      	4.67e+04    	5.743e+04   	5.186e+04   	4.65e+04    	1.725e+04   	33.63       	14          
318         	1.959       	5.679e+05   	0.4003      	4.666e+04   	5.687e+04   	5.206e+04   	4.603e+04   	1.634e+04   	38.96       	14          
319         	2.633       	5.582e+05   	0.6703      	4.622e+04   	5.704e+04   	5.4e+04     	4.583e+04   	1.576e+04   	27.63       	14          
320         	2.25        	5.747e+05   	0.5733      	3.879e+04   	5.723e+04   	5.436e+04   	4.611e+04   	1.559e+04   	41.49       	14          
321         	1.959       	5.236e+05   	0.5784      	3.894e+04   	5.693e+04   	5.488e+04   	5.13e+04    	1.552e+04   	54.69       	14          
322         	2.816       	5.251e+05   	0.9118      	3.84e+04    	5.622e+04   	5.457e+04   	5.088e+04   	1.553e+04   	77.1        	14          
323         	2.393       	5.589e+05   	0.4213      	3.842e+04   	5.534e+04   	5.421e+04   	5.436e+04   	1.547e+04   	72.25       	14          
324         	2.515       	5.6e+05     	0.5898      	3.894e+04   	5.461e+04   	5.461e+04   	5.262e+04   	1.541e+04   	49.41       	14          
325         	2.388       	5.682e+05   	0.6732      	3.903e+04   	5.477e+04   	5.403e+04   	5.132e+04   	1.55e+04    	33.49       	14          
326         	3.372       	5.691e+05   	0.6009      	3.92e+04    	5.496e+04   	5.391e+04   	4.907e+04   	1.539e+04   	43.74       	14          
327         	2.801       	6.598e+05   	0.3871      	4.037e+04   	5.444e+04   	5.325e+04   	4.928e+04   	1.557e+04   	1.561e+04   	14          
328         	2.821       	6.36e+05    	0.7744      	4.015e+04   	5.361e+04   	5.172e+04   	4.896e+04   	2.855e+04   	1.545e+04   	14          
329         	2.816       	6.614e+05   	0.5701      	4.196e+04   	5.46e+04    	5.167e+04   	4.861e+04   	2.857e+04   	1.5e+04     	14          
330         	2.679       	7.611e+05   	0.9265      	4.325e+04   	5.529e+04   	5.227e+04   	4.851e+04   	3.865e+04   	1.464e+04   	14          
331         	3.372       	7.762e+05   	0.7067      	4.473e+04   	5.604e+04   	5.238e+04   	4.754e+04   	3.809e+04   	1.394e+04   	14          
332         	2.679       	7.714e+05   	0.6081      	4.581e+04   	5.657e+04   	5.185e+04   	4.653e+04   	4.594e+04   	1.283e+04   	14          
333         	3.204       	7.532e+05   	0.6699      	4.581e+04   	5.794e+04   	5.205e+04   	4.614e+04   	4.625e+04   	2.497e+04   	14          
334         	3.658       	7.634e+05   	0.5693      	4.66e+04    	5.773e+04   	5.239e+04   	4.671e+04   	4.584e+04   	2.363e+04   	14          
335         	3.066       	6.318e+05   	0.729       	3.803e+04   	5.706e+04   	5.541e+04   	4.663e+04   	5.086e+04   	2.194e+04   	14          
336         	3.061       	6.31e+05    	0.6018      	3.677e+04   	5.659e+04   	5.616e+04   	4.718e+04   	5.047e+04   	1.948e+04   	14          
337         	2.944       	6.207e+05   	0.6632      	3.758e+04   	5.647e+04   	5.644e+04   	4.745e+04   	5.421e+04   	1.802e+04   	14          
338         	3.066       	6.656e+05   	0.8254      	3.777e+04   	5.604e+04   	5.759e+04   	5.356e+04   	5.734e+04   	2.859e+04   	14          
339         	3.408       	6.724e+05   	0.8207      	3.819e+04   	5.713e+04   	5.77e+04    	5.381e+04   	5.57e+04    	2.756e+04   	14          
340         	3.352       	6.721e+05   	0.7449      	3.831e+04   	5.775e+04   	5.816e+04   	5.31e+04    	5.445e+04   	3.673e+04   	14          
341         	4.122       	7.244e+05   	0.7324      	3.863e+04   	5.914e+04   	5.791e+04   	5.308e+04   	5.273e+04   	4.57e+04    	14          
342         	2.776       	6.942e+05   	1.16        	3.932e+04   	5.84e+04    	5.675e+04   	5.611e+04   	5.09e+04    	4.397e+04   	14          
343         	2.352       	6.537e+05   	0.6287      	3.233e+04   	5.889e+04   	5.596e+04   	5.666e+04   	4.68e+04    	4.24e+04    	14          
344         	3.311       	6.674e+05   	0.6457      	3.291e+04   	5.837e+04   	5.639e+04   	5.585e+04   	4.468e+04   	4.037e+04   	14          
345         	2.837       	7.326e+05   	0.6303      	3.545e+04   	5.723e+04   	5.579e+04   	5.497e+04   	4.095e+04   	3.82e+04    	14          
346         	3.209       	7.456e+05   	0.5428      	3.747e+04   	5.767e+04   	5.481e+04   	5.442e+04   	3.763e+04   	3.555e+04   	14          
347         	2.837       	6.842e+05   	0.7963      	3.757e+04   	5.429e+04   	5.431e+04   	5.334e+04   	3.506e+04   	3.417e+04   	14          
348         	3.122       	6.912e+05   	0.5126      	3.853e+04   	5.307e+04   	5.358e+04   	5.229e+04   	3.257e+04   	3.163e+04   	14          
349         	3.066       	6.625e+05   	0.7772      	3.852e+04   	5.344e+04   	5.508e+04   	5.22e+04    	2.984e+04   	2.859e+04   	14          
350         	2.286       	6.1e+05     	0.6333      	3.885e+04   	5.293e+04   	5.421e+04   	5.135e+04   	3.74e+04    	3.552e+04   	14          
351         	3.122       	6.112e+05   	0.5119      	3.941e+04   	5.358e+04   	5.333e+04   	5.036e+04   	3.651e+04   	3.316e+04   	14          
352         	2.98        	6.146e+05   	0.8625      	3.927e+04   	5.295e+04   	5.32e+04    	5.01e+04    	3.683e+04   	3.058e+04   	14          
353         	3.495       	6.199e+05   	0.6402      	3.947e+04   	5.247e+04   	5.392e+04   	4.925e+04   	3.736e+04   	2.821e+04   	14          
354         	2.168       	6.201e+05   	0.7065      	3.997e+04   	5.14e+04    	5.343e+04   	4.82e+04    	3.725e+04   	2.587e+04   	14          
355         	3.209       	6.206e+05   	0.8771      	4.019e+04   	5.026e+04   	5.355e+04   	4.69e+04    	3.763e+04   	2.456e+04   	14          
356         	2.551       	4.868e+05   	0.9691      	3.861e+04   	4.636e+04   	5.396e+04   	4.602e+04   	4.548e+04   	3.348e+04   	14          
357         	3.265       	5.351e+05   	0.6226      	3.92e+04    	4.674e+04   	5.335e+04   	4.506e+04   	5.106e+04   	4.053e+04   	14          
358         	2.837       	5.451e+05   	0.6689      	3.917e+04   	4.652e+04   	5.32e+04    	4.475e+04   	4.998e+04   	3.857e+04   	14          
359         	2.781       	5.445e+05   	0.7938      	3.834e+04   	4.678e+04   	5.187e+04   	4.566e+04   	4.893e+04   	3.608e+04   	14          
360         	2.429       	5.508e+05   	0.7829      	3.803e+04   	4.746e+04   	5.197e+04   	4.597e+04   	4.727e+04   	3.384e+04   	14          
361         	2.311       	5.55e+05    	0.6243      	3.871e+04   	4.752e+04   	5.125e+04   	4.652e+04   	4.568e+04   	3.08e+04    	14          
362         	2.066       	5.7e+05     	0.5306      	3.905e+04   	4.941e+04   	5.164e+04   	4.694e+04   	4.42e+04    	2.8e+04     	14          
363         	2.694       	5.891e+05   	0.5781      	3.999e+04   	5.127e+04   	5.221e+04   	4.735e+04   	4.294e+04   	2.584e+04   	14          
364         	2.495       	6.014e+05   	0.6969      	4.037e+04   	5.236e+04   	5.234e+04   	4.771e+04   	4.347e+04   	2.352e+04   	14          
365         	3.265       	6.316e+05   	0.9868      	3.972e+04   	5.293e+04   	5.657e+04   	4.72e+04    	4.819e+04   	3.164e+04   	14          
366         	2.495       	6.299e+05   	0.6957      	3.898e+04   	5.172e+04   	5.662e+04   	5.27e+04    	4.662e+04   	2.96e+04    	14          
367         	2.864       	6.078e+05   	0.6999      	4.159e+04   	5.479e+04   	5.511e+04   	4.938e+04   	4.11e+04    	2.919e+04   	13          
368         	2.864       	6.246e+05   	0.8802      	4.158e+04   	5.479e+04   	5.521e+04   	4.99e+04    	3.925e+04   	2.693e+04   	13          
369         	2.533       	6.257e+05   	0.4866      	4.086e+04   	5.493e+04   	5.436e+04   	4.936e+04   	3.773e+04   	2.471e+04   	13          
370         	2.331       	6.385e+05   	0.5292      	4.047e+04   	5.519e+04   	5.373e+04   	4.857e+04   	3.573e+04   	2.208e+04   	13          
371         	2.675       	6.458e+05   	0.6872      	4.031e+04   	5.545e+04   	5.32e+04    	4.811e+04   	3.412e+04   	1.88e+04    	13          
372         	2.639       	6.503e+05   	0.5383      	4.066e+04   	5.458e+04   	5.226e+04   	4.683e+04   	3.251e+04   	1.586e+04   	13          
373         	2.592       	6.168e+05   	0.5139      	4.151e+04   	4.919e+04   	5.16e+04    	4.647e+04   	3.018e+04   	1.295e+04   	13          
374         	2.84        	6.274e+05   	0.4748      	4.088e+04   	4.898e+04   	5.378e+04   	4.541e+04   	2.692e+04   	9832        	13          
375         	2.379       	6.198e+05   	0.3436      	4.156e+04   	4.851e+04   	5.275e+04   	4.386e+04   	2.371e+04   	7061        	13          
376         	2.13        	6.123e+05   	0.7976      	4.165e+04   	4.898e+04   	5.264e+04   	4.234e+04   	2.098e+04   	4898        	13          
377         	2.308       	5.931e+05   	0.7553      	4.13e+04    	4.771e+04   	5.181e+04   	4.106e+04   	1.906e+04   	3026        	13          
378         	2.225       	5.878e+05   	0.8254      	4.153e+04   	4.755e+04   	5.222e+04   	4.077e+04   	1.788e+04   	1674        	13          
379         	1.751       	5.904e+05   	0.6074      	4.189e+04   	4.673e+04   	5.293e+04   	4.088e+04   	1.692e+04   	844.8       	13          
380         	2.13        	5.821e+05   	0.647       	4.169e+04   	4.779e+04   	5.328e+04   	4.069e+04   	1.663e+04   	405         	13          
381         	3.101       	5.805e+05   	0.4399      	4.12e+04    	4.724e+04   	5.498e+04   	4.1e+04     	1.657e+04   	179.3       	13          
382         	2.225       	5.558e+05   	0.512       	4.044e+04   	4.924e+04   	5.5e+04     	4.124e+04   	1.644e+04   	1.68e+04    	13          
383         	2.639       	5.601e+05   	1.016       	4.09e+04    	5.049e+04   	5.435e+04   	4.123e+04   	1.653e+04   	1.689e+04   	13          
384         	2.533       	5.649e+05   	0.6589      	4.156e+04   	5.193e+04   	5.48e+04    	4.11e+04    	1.661e+04   	1.659e+04   	13          
385         	2.639       	5.691e+05   	0.7823      	4.133e+04   	5.322e+04   	5.499e+04   	4.17e+04    	1.659e+04   	1.632e+04   	13          
386         	2.213       	5.709e+05   	0.9555      	4.095e+04   	5.33e+04    	5.51e+04    	4.168e+04   	1.663e+04   	1.547e+04   	13          
387         	2.521       	5.709e+05   	0.4645      	4.072e+04   	5.349e+04   	5.518e+04   	4.168e+04   	1.652e+04   	1.475e+04   	13          
388         	1.941       	5.763e+05   	0.4036      	4.085e+04   	5.434e+04   	5.57e+04    	4.193e+04   	1.664e+04   	1.393e+04   	13          
389         	1.917       	5.101e+05   	0.6531      	4.066e+04   	5.534e+04   	5.854e+04   	4.186e+04   	1.68e+04    	1.251e+04   	13          
390         	2.864       	5.11e+05    	0.6428      	4.114e+04   	5.518e+04   	5.879e+04   	4.141e+04   	1.687e+04   	1.07e+04    	13          
391         	2.686       	5.578e+05   	0.7895      	4.165e+04   	5.582e+04   	5.745e+04   	4.115e+04   	1.693e+04   	3.066e+04   	13          
392         	2.284       	5.544e+05   	0.2996      	4.197e+04   	5.497e+04   	5.791e+04   	4.158e+04   	1.666e+04   	3.015e+04   	13          
