generation  	adlt.nbPops 	adlt.nbInd  	emigrants   	adlt.nbInd_p1	adlt.nbInd_p2	adlt.nbInd_p3	adlt.nbInd_p4	adlt.nbInd_p5	adlt.nbInd_p6	alive.rpl   
560         	3.727       	1424        	1.345       	87.91       	135.6       	190.7       	277.5       	346.7       	385         	11          
561         	3.818       	1450        	1.133       	86.55       	143.6       	196.5       	285.2       	349.9       	388.5       	11          
562         	3.818       	1432        	1.168       	86.36       	106.6       	201.8       	292.5       	352.7       	392.4       	11          
563         	4.091       	1456        	1.333       	87.45       	112.9       	206.9       	298         	354.2       	396.7       	11          
564         	4           	1478        	1.541       	87.73       	118.4       	213.8       	299.8       	356         	401.8       	11          
565         	4           	1499        	1.283       	88.64       	122.8       	221.6       	305.8       	357.6       	402.3       	11          
566         	4.091       	1521        	1.347       	89.09       	125.2       	230         	310.3       	361.2       	404.8       	11          
567         	4           	1548        	1.145       	88.91       	129.3       	238         	314.8       	368         	408.5       	11          
568         	3.818       	1560        	1.28        	89          	134.1       	247.3       	319.4       	356.4       	413.5       	11          
569         	4.182       	1582        	1.121       	88.18       	138         	255.6       	323.6       	355.3       	420.8       	11          
570         	3.909       	1605        	1.356       	88.55       	142         	263         	328.5       	353.5       	429.8       	11          
571         	4.091       	1613        	1.217       	88.45       	148.2       	254.7       	332.1       	354         	436         	11          
572         	4.182       	1591        	1.356       	88.91       	153.8       	257.4       	338.9       	351.7       	400.4       	11          
573         	4           	1570        	1.302       	89.09       	159.5       	260.5       	342.6       	309.7       	408.2       	11          
574         	4.182       	1594        	1.05        	88.91       	167.8       	262.9       	347.7       	312.4       	414.7       	11          
575         	3.727       	1568        	1.217       	88.45       	178         	265.7       	347.9       	309.6       	378.4       	11          
576         	4.1         	1697        	1.512       	96.7        	202.9       	292.6       	387.1       	342.2       	375.7       	10          
577         	4.2         	1672        	1.568       	49.3        	211.1       	294.2       	388.1       	345.9       	383.6       	10          
578         	4.3         	1638        	1.977       	49.5        	219.8       	297         	385.1       	301.5       	384.8       	10          
579         	4.1         	1659        	1.74        	49.4        	226.7       	298.8       	388.2       	308.2       	387.6       	10          
580         	4.2         	1674        	1.62        	49.2        	230.1       	304.5       	386.2       	312.6       	391.4       	10          
581         	4.1         	1694        	1.703       	47.4        	234         	308.8       	387.7       	318.7       	397.7       	10          
582         	4.3         	1712        	1.588       	47.8        	238         	312.5       	386.9       	325.2       	401.6       	10          
583         	4.2         	1726        	1.378       	48.3        	238.3       	314.6       	384.9       	335.6       	404.6       	10          
584         	4.2         	1763        	1.68        	48.3        	240.9       	323.4       	388.7       	348.7       	413.3       	10          
585         	4.1         	1693        	1.842       	48.8        	240.2       	328.5       	340.7       	316.2       	418.8       	10          
586         	4.4         	1710        	1.633       	48.8        	241.1       	331.7       	338.5       	325.6       	424.4       	10          
587         	4.3         	1686        	1.255       	48.8        	241.8       	337.8       	289.6       	333.2       	435.1       	10          
588         	4           	1708        	1.318       	48.6        	239.8       	340         	292.3       	344.9       	442.2       	10          
589         	4.4         	1734        	1.262       	49.1        	240         	342.9       	295.4       	352.1       	454         	10          
590         	4.4         	1761        	1.232       	49          	240.4       	348.4       	295.5       	364.4       	463.1       	10          
591         	4.3         	1783        	1.452       	49.1        	240         	354.2       	298.6       	370.3       	470.6       	10          
592         	4.5         	1803        	1.673       	49          	240.4       	354.3       	299.4       	381.8       	478         	10          
593         	4.2         	1818        	1.412       	48.5        	242.5       	355.6       	302.7       	388.3       	480.5       	10          
594         	4.3         	1786        	1.7         	48.9        	243.1       	361.7       	303.9       	393.7       	434.5       	10          
595         	4.3         	1750        	1.75        	48          	194.6       	368.1       	309         	397.4       	432.6       	10          
596         	4.2         	1759        	1.735       	48          	194.4       	372.7       	318.7       	387.2       	437.7       	10          
597         	4.2         	1771        	1.858       	48.3        	194.1       	378.5       	324.6       	388.2       	437.3       	10          
598         	4.2         	1783        	1.853       	48          	194.9       	380.4       	332.3       	387.8       	439.6       	10          
599         	4.3         	1792        	1.495       	48.4        	192.2       	381.7       	342.3       	387.9       	439         	10          
600         	4.2         	1796        	1.57        	48.7        	190         	380.6       	346.8       	387         	442.7       	10          
601         	4           	1812        	1.228       	47.3        	191.6       	383.3       	356.5       	389.1       	444         	10          
602         	3.9         	1775        	1.738       	48.1        	191.4       	338.8       	364.6       	386.1       	445.7       	10          
603         	4           	1775        	1.993       	48.2        	191.6       	335         	369.1       	384.1       	446.6       	10          
604         	3.9         	1740        	1.608       	48.9        	144.7       	337.1       	373.2       	385.2       	450.5       	10          
605         	4.2         	1753        	1.928       	49.2        	145.9       	337.8       	379.6       	387.9       	452.4       	10          
606         	4.1         	1759        	1.44        	48.7        	146         	337.6       	382.6       	389.5       	454.5       	10          
607         	4           	1771        	1.48        	48.7        	146         	337.4       	382.7       	392.7       	463.2       	10          
608         	3.9         	1777        	2.073       	49          	145.5       	337.1       	386.8       	389.3       	469         	10          
609         	4.1         	1788        	1.497       	46.9        	146.6       	338.2       	389         	394.2       	473.3       	10          
610         	4.2         	1785        	1.797       	48          	146         	337.8       	388         	391.9       	473.3       	10          
611         	4.2         	1802        	1.693       	48.3        	148.2       	337.6       	388.9       	397.2       	481.5       	10          
612         	4.2         	1755        	1.72        	47.4        	150.2       	336.1       	386.6       	401.4       	433.1       	10          
613         	4.1         	1717        	1.765       	47.5        	151.3       	336.7       	387.1       	404.6       	389.9       	10          
614         	4.5         	1731        	1.973       	48.4        	153.3       	340.4       	386.5       	410.9       	391.2       	10          
615         	4.3         	1741        	1.503       	48.7        	155         	339.1       	389.1       	418.4       	390.3       	10          
616         	4           	1700        	1.55        	47.6        	158.8       	339.5       	388.9       	373.2       	392.4       	10          
617         	4           	1711        	1.487       	47.8        	162.7       	339.8       	389.3       	377.4       	394.2       	10          
618         	4.1         	1716        	1.543       	48.1        	166.4       	339.2       	384.5       	380.8       	397.3       	10          
619         	3.9         	1720        	1.92        	48.4        	170.1       	337         	387.7       	381.1       	396.2       	10          
620         	4.1         	1738        	1.623       	48.6        	176.6       	336.8       	386.5       	388.1       	401.7       	10          
621         	4           	1754        	1.702       	49.1        	182.1       	338.2       	385.5       	388.6       	410.2       	10          
622         	4.3         	1768        	1.247       	48.8        	186.2       	337.6       	387.3       	392.8       	415.7       	10          
623         	4           	1780        	1.757       	48.9        	187.8       	338.3       	386.6       	396.6       	422         	10          
624         	4.3         	1798        	1.46        	47.5        	189.7       	335.5       	389.4       	401.4       	434.1       	10          
625         	4.5         	1814        	1.842       	48.5        	191.7       	336.6       	389         	402.2       	445.8       	10          
626         	4.1         	1784        	1.527       	47.7        	193.6       	290.1       	390.1       	405.8       	456.5       	10          
627         	4.4         	1764        	1.583       	48.8        	193.9       	291.8       	388.3       	411.2       	429.8       	10          
628         	4.3         	1767        	1.577       	49.7        	194.4       	287.1       	388.1       	417.5       	430.1       	10          
629         	4.5         	1776        	1.682       	51.3        	194.8       	288.4       	385.4       	419.6       	436.4       	10          
630         	4.4         	1786        	1.74        	52.3        	195.6       	290.1       	385.5       	424         	438.1       	10          
631         	4.2         	1795        	1.793       	53.7        	194.7       	289.1       	388.9       	429.4       	439         	10          
632         	4.2         	1759        	1.663       	56.4        	194.9       	289.4       	389.3       	389.6       	439.5       	10          
633         	4.2         	1766        	1.328       	59.9        	194.2       	291.9       	387.5       	389.8       	442.9       	10          
634         	4.4         	1773        	1.635       	64.5        	193.6       	292.8       	389.1       	388.8       	443.9       	10          
635         	4.3         	1778        	2.05        	69.3        	193.9       	294.1       	388.6       	387.4       	444.4       	10          
636         	4.2         	1788        	1.728       	73.7        	193.4       	297.8       	388.6       	389.2       	445.2       	10          
637         	4.2         	1794        	1.533       	77.3        	193.8       	300.8       	386.6       	390.9       	444.6       	10          
638         	4.4         	1804        	1.543       	82.6        	193.8       	299.3       	386.5       	394         	448.1       	10          
639         	4.5         	1824        	1.73        	86.9        	194.5       	306.5       	385.6       	397.5       	452.6       	10          
640         	4.2         	1747        	1.393       	90.2        	196.5       	262.3       	390.3       	400.1       	407.7       	10          
641         	4.4         	1722        	1.675       	92.7        	197.6       	268.8       	391.5       	406.2       	364.7       	10          
642         	4.2         	1738        	1.703       	94.2        	201.3       	274.6       	388.6       	409         	370.2       	10          
643         	4.2         	1751        	2.057       	95.5        	202.9       	277.9       	389.6       	406.9       	378.4       	10          
644         	4.4         	1775        	1.337       	96.5        	206         	282.6       	389.7       	416.3       	384.1       	10          
645         	4.4         	1791        	1.807       	97          	209.8       	288.1       	389.6       	418.9       	387.2       	10          
646         	4.4         	1811        	1.768       	96.6        	215.6       	292.6       	389.7       	423.7       	392.4       	10          
647         	4.4         	1777        	1.803       	96.5        	223         	294.8       	340.5       	423.6       	398.7       	10          
648         	4.4         	1794        	1.757       	95.1        	225.5       	300.2       	339.7       	430.5       	403         	10          
649         	4.4         	1768        	1.892       	95.5        	183.6       	303.2       	341.2       	431.9       	413.1       	10          
650         	4.4         	1795        	1.375       	96.5        	186.8       	309.5       	342.6       	434.4       	424.9       	10          
651         	4.4         	1817        	1.543       	96.4        	190.3       	315.7       	344.8       	435.9       	433.6       	10          
652         	4.2         	1788        	1.645       	95.8        	145.5       	323.1       	343.4       	437         	443.6       	10          
653         	4.4         	1810        	1.588       	95.9        	144.9       	329.1       	344.2       	439.1       	456.5       	10          
654         	4.4         	1816        	1.662       	96          	146.7       	333.5       	346.9       	436         	457.4       	10          
655         	4.5         	1833        	1.662       	97.4        	146.6       	339.1       	350.3       	432.7       	466.8       	10          
656         	4.4         	1847        	1.587       	97.6        	146.7       	345.2       	352.3       	431.9       	473.4       	10          
657         	4.4         	1862        	1.373       	98          	146.5       	347.9       	356         	434.5       	479.5       	10          
658         	4.5         	1885        	1.803       	98.7        	146.8       	356.7       	362.2       	434.9       	485.4       	10          
659         	4.5         	1902        	1.612       	98.8        	148.9       	365.3       	367.1       	432.3       	489.1       	10          
660         	4.3         	1921        	1.97        	99.8        	153.1       	370.8       	374.4       	431.7       	491.2       	10          
661         	4           	1828        	1.75        	95.1        	156.9       	370.6       	331.7       	434.6       	438.9       	10          
662         	4.2         	1839        	1.672       	95.6        	159.8       	375.3       	334.2       	434.5       	439.9       	10          
663         	4.3         	1853        	1.638       	96.4        	165         	379.1       	335.6       	435.2       	441.3       	10          
664         	4.3         	1857        	1.637       	96.1        	168.4       	380.6       	337.7       	436.5       	437.9       	10          
665         	4.9         	1860        	1.693       	96.9        	172.9       	377.8       	339.6       	436.6       	436.2       	10          
666         	4.3         	1869        	1.738       	96.4        	179.8       	382.3       	339.3       	435.8       	435.2       	10          
667         	4.3         	1840        	1.792       	97.6        	184.2       	338.7       	342.9       	437.8       	439.3       	10          
668         	4           	1795        	1.585       	96.7        	187.2       	340.6       	340.6       	436.6       	393.1       	10          
669         	4.3         	1799        	1.85        	96.9        	188.8       	336.5       	341.1       	439.2       	396.9       	10          
670         	4.1         	1804        	1.327       	97.8        	191.6       	336.5       	339.8       	436.2       	401.8       	10          
671         	4           	1761        	1.398       	97          	194.6       	288.4       	343.5       	433.7       	403.6       	10          
672         	4.3         	1766        	1.58        	97.2        	194.1       	290.9       	341.9       	433.8       	407.6       	10          
673         	4.6         	1726        	1.533       	96.5        	196.6       	291         	341.5       	436.5       	364.1       	10          
674         	4           	1735        	1.263       	97.2        	196.2       	294         	340         	440         	367.2       	10          
675         	4.1         	1740        	1.568       	96.1        	199.8       	293         	339.3       	439.2       	372.1       	10          
676         	4.4         	1743        	1.292       	96.1        	201.5       	296.6       	339.5       	435.2       	373.9       	10          
677         	4.2         	1707        	1.612       	96.6        	157.6       	297.8       	338.7       	437.1       	378.9       	10          
678         	4.5         	1715        	1.54        	95.9        	159.7       	298.6       	339.9       	436.7       	384.1       	10          
679         	4.1         	1682        	1.583       	95.3        	163.3       	303.7       	341.3       	437.8       	340.4       	10          
680         	4.1         	1692        	1.165       	95.5        	169         	307.7       	340.2       	435.1       	344.2       	10          
681         	4.3         	1705        	1.887       	94.1        	173.6       	311.5       	338.6       	435.7       	351.8       	10          
682         	4.3         	1724        	1.782       	95.3        	179.1       	317.9       	337.8       	435.3       	358.9       	10          
683         	4.3         	1742        	1.803       	96          	184.6       	321.7       	338.1       	436.7       	365.2       	10          
684         	4.1         	1766        	1.76        	96.2        	187.4       	325.1       	341.2       	438.1       	378.3       	10          
685         	4.4         	1786        	1.76        	96.8        	189.8       	331         	341.6       	436.5       	389.9       	10          
686         	4.2         	1803        	1.208       	95.9        	193.1       	336.2       	342.8       	436.6       	398.7       	10          
687         	4.6         	1818        	1.812       	96.5        	188.2       	340.3       	346.7       	434.8       	411.8       	10          
688         	4.2         	1846        	1.627       	97.2        	189.6       	345.8       	352         	436.8       	424.8       	10          
689         	4.2         	1864        	1.713       	97.4        	190.2       	349.8       	355.6       	432.9       	437.7       	10          
690         	4.1         	1867        	1.645       	98          	193         	336.2       	360.2       	433.9       	445.8       	10          
691         	4.3         	1874        	1.405       	95.5        	192.2       	338.8       	360.8       	432.5       	453.8       	10          
692         	4.2         	1890        	1.685       	95.1        	189.6       	342.5       	366.9       	430.6       	465.6       	10          
693         	4.1         	1859        	1.727       	96.1        	190.4       	294.8       	371.4       	434.9       	471.3       	10          
694         	4.1         	1828        	1.567       	96.9        	193.2       	293.9       	328.4       	436.5       	478.9       	10          
695         	4           	1831        	1.815       	96.7        	195.2       	292         	334.4       	433.4       	478.9       	10          
696         	4.1         	1839        	1.737       	96.5        	191.9       	296.1       	335.5       	434.7       	483.9       	10          
697         	4.3         	1845        	1.617       	96.8        	193.4       	300.5       	337.3       	430.9       	486.3       	10          
698         	4.5         	1854        	1.783       	97.3        	194.5       	303.8       	338.4       	433.5       	486.7       	10          
699         	4           	1863        	2.153       	96.1        	196.3       	309.1       	341.5       	430.9       	489         	10          
700         	4.1         	1869        	1.358       	97          	195.5       	313.2       	344.6       	433.2       	485.6       	10          
701         	4.1         	1876        	1.747       	97.7        	193.8       	318.3       	348.6       	431.7       	485.7       	10          
702         	4.1         	1889        	1.808       	98          	192.9       	323.2       	354         	434.9       	485.6       	10          
703         	4.1         	1852        	1.898       	96.2        	194.2       	280.5       	355.2       	437.6       	488.3       	10          
704         	4.3         	1860        	1.373       	97          	193.2       	282.7       	360.5       	435.9       	490.3       	10          
705         	4.1         	1815        	1.968       	96.4        	191.2       	286.6       	364.5       	434.7       	441.5       	10          
706         	4.2         	1822        	1.532       	97.1        	193.4       	290         	370         	434.3       	437.2       	10          
707         	4.2         	1832        	1.878       	97.1        	193.3       	290.1       	375.5       	434.8       	441.4       	10          
708         	4.3         	1837        	1.647       	96.4        	193.3       	291.9       	379.9       	433.7       	442.1       	10          
709         	4.3         	1837        	1.907       	95.9        	193.4       	294.4       	378.4       	434.6       	440.6       	10          
710         	4.3         	1848        	1.36        	96.4        	194.8       	294.9       	384         	438         	439.5       	10          
711         	4.4         	1847        	2.175       	96.6        	195.3       	296.7       	382.5       	433         	443         	10          
712         	4.2         	1856        	1.48        	97.1        	194.4       	296.5       	387.1       	434.3       	446.7       	10          
713         	4.4         	1862        	1.51        	96.8        	194.1       	295.3       	389.8       	437         	449.5       	10          
714         	4.4         	1873        	1.835       	96.6        	193.6       	301.4       	390.1       	439.1       	452.6       	10          
715         	4.6         	1883        	1.977       	97.3        	193.6       	307.5       	391.4       	436.6       	456.2       	10          
716         	4.4         	1897        	1.927       	95.3        	195.5       	312.8       	394.9       	436.6       	461.9       	10          
717         	4.1         	1906        	1.998       	95.3        	195.8       	320.2       	391.5       	438.6       	464.6       	10          
718         	4.2         	1916        	1.41        	96.7        	193.2       	325.5       	392.5       	438.5       	469.6       	10          
719         	4.3         	1878        	2.017       	96.7        	193.1       	326.6       	348.6       	437.6       	475.4       	10          
720         	4.1         	1842        	1.575       	96.2        	193.5       	330.5       	352.5       	388.1       	480.8       	10          
721         	4.3         	1856        	1.538       	96.9        	194.9       	334.8       	357.7       	384.7       	486.6       	10          
722         	4.4         	1867        	1.692       	97.8        	194         	337         	365.3       	386.8       	485.9       	10          
723         	4.1         	1779        	1.637       	96.1        	194.7       	338.2       	274.4       	391.2       	484.5       	10          
724         	4.5         	1783        	1.332       	96.1        	194.1       	336.1       	281         	390.4       	485.2       	10          
725         	4.4         	1789        	1.393       	96.6        	195.7       	338.6       	287.5       	389.6       	481.1       	10          
726         	4.3         	1803        	1.555       	95.1        	197.5       	338.3       	291.6       	393.5       	486.9       	10          
727         	4.3         	1760        	1.407       	95.8        	196.8       	291         	297.6       	396.3       	482.7       	10          
728         	4.4         	1776        	1.835       	96          	199.3       	290.8       	304.4       	399.7       	485.7       	10          
729         	4.4         	1748        	1.432       	96          	201.7       	291.4       	314.1       	357.2       	487.5       	10          
730         	4.2         	1762        	1.598       	94.4        	203.6       	291         	319.9       	364.1       	488.7       	10          
731         	4           	1766        	1.282       	95.8        	192.7       	291.7       	327.5       	370.5       	487.7       	10          
732         	4.1         	1732        	1.615       	96.6        	191.7       	293.8       	336.8       	322.8       	490         	10          
733         	4.2         	1750        	1.68        	96.2        	193.3       	297.4       	343.7       	329.3       	489.6       	10          
734         	4.2         	1763        	1.578       	96.5        	195.1       	301.7       	352.1       	333.5       	483.7       	10          
735         	4.2         	1733        	1.407       	96          	194.2       	306.4       	312.1       	339.9       	484         	10          
736         	4.3         	1750        	1.367       	96.8        	194.3       	307         	320.3       	344.5       	486.6       	10          
737         	4.2         	1767        	1.542       	97.1        	194.2       	314.2       	326         	350         	485.5       	10          
738         	4.1         	1781        	1.332       	97.1        	193.8       	318.2       	329.6       	355.9       	486         	10          
739         	4.1         	1788        	1.94        	97.5        	191.4       	322.2       	332.6       	360.1       	484.6       	10          
740         	4.3         	1763        	1.827       	48.6        	192.8       	327.4       	339.3       	367.8       	487.3       	10          
741         	4.2         	1779        	1.37        	48.9        	193.4       	332.1       	343.7       	377.6       	483.7       	10          
742         	4.3         	1796        	1.667       	48.7        	194.5       	335.3       	347.3       	387         	483.2       	10          
743         	4.2         	1817        	1.547       	48.7        	194.5       	338.7       	352.7       	397         	485.8       	10          
744         	4           	1830        	1.66        	46.8        	194.2       	340.4       	355.7       	408.1       	485.3       	10          
745         	4.1         	1842        	1.478       	47.8        	192.3       	341         	361.9       	415.3       	483.2       	10          
746         	4.4         	1852        	1.717       	47.7        	192.7       	343.5       	365         	419.2       	483.7       	10          
747         	4           	1864        	1.438       	48.3        	189.7       	343         	370.9       	425.9       	486.7       	10          
748         	4.2         	1873        	1.608       	47.7        	192.1       	337.3       	376.9       	431.7       	487.3       	10          
749         	4.1         	1877        	1.745       	47.6        	193.3       	337         	379.2       	433.4       	486.7       	10          
750         	4.4         	1888        	1.678       	48.6        	194.9       	337.2       	383.5       	433.6       	490.4       	10          
751         	4.3         	1898        	1.512       	48.5        	197.8       	338.7       	384.5       	438.6       	489.7       	10          
752         	4.5         	1900        	1.435       	48.7        	197.4       	339.9       	388.3       	437.4       	488.7       	10          
753         	4.2         	1851        	1.838       	48.5        	198.4       	288.2       	387.9       	438.6       	489         	10          
754         	4.4         	1851        	1.855       	49          	200         	289.7       	388.8       	436.3       	487         	10          
755         	4.1         	1851        	1.738       	48.6        	204.2       	288.4       	388.7       	432.5       	488.5       	10          
756         	4.3         	1846        	1.898       	48.9        	206.1       	288.4       	385         	431.6       	485.7       	10          
757         	4.1         	1801        	1.702       	48.5        	209.6       	241.9       	385         	429.9       	486.2       	10          
758         	4.1         	1761        	1.578       	48.1        	213.8       	242.1       	335.4       	435.1       	486.8       	10          
759         	4           	1759        	1.318       	47.8        	218.1       	242.9       	336.2       	431         	483.4       	10          
760         	4.2         	1770        	1.678       	49.5        	224         	241.1       	339.8       	432.7       	483.1       	10          
761         	4           	1783        	1.678       	50.6        	228.5       	242.5       	338.7       	435.2       	487.6       	10          
762         	3.9         	1791        	1.628       	51.4        	233.5       	244.8       	338.6       	433.6       	489.3       	10          
763         	4           	1750        	2.002       	53.3        	235.3       	245.1       	289.8       	435.3       	491.1       	10          
764         	4           	1754        	1.402       	55.1        	237.7       	244.3       	291.8       	434.5       	490.1       	10          
765         	4.3         	1752        	1.463       	56.9        	239.2       	244.6       	292.1       	431.7       	488         	10          
766         	4           	1766        	1.62        	60.6        	239.4       	248.5       	293.8       	433.1       	490.3       	10          
767         	3.9         	1731        	1.265       	62.7        	242.4       	204         	295.3       	435.1       	491.3       	10          
768         	4.1         	1735        	1.567       	67.8        	243.9       	206.9       	292.3       	433.4       	490.5       	10          
769         	4.1         	1692        	1.553       	73.6        	240.4       	209.1       	291.9       	386.9       	490.6       	10          
770         	3.9         	1701        	1.463       	79          	241         	216.2       	290.9       	381.9       	491.7       	10          
771         	3.9         	1716        	1.547       	83.7        	242.8       	222.9       	290.1       	387.1       	489.6       	10          
772         	3.9         	1673        	1.22        	88          	194.2       	226.5       	289.1       	387.3       	487.8       	10          
773         	4.1         	1683        	1.617       	90.3        	195.8       	231.2       	292.3       	387         	486.6       	10          
774         	4           	1693        	1.243       	91.8        	194.8       	235.5       	297.6       	388.5       	484.7       	10          
775         	4           	1709        	1.29        	93.8        	195.4       	241.5       	303.3       	388.6       	486.8       	10          
776         	4.1         	1719        	1.457       	93.9        	198.8       	246.5       	306.8       	385.9       	487         	10          
777         	4.1         	1728        	1.325       	95.3        	201.2       	249.6       	308.1       	388         	486.1       	10          
778         	4           	1745        	1.383       	96.4        	204.6       	255.9       	313.7       	388.3       	486.1       	10          
779         	4           	1766        	1.293       	96.8        	212.3       	260.2       	320         	390.1       	486.4       	10          
780         	3.9         	1787        	1.607       	97.1        	220.7       	265         	324.4       	390.7       	489.5       	10          
781         	4.2         	1801        	1.647       	95.4        	229.7       	268.9       	330.5       	392.4       	484.1       	10          
782         	3.9         	1812        	1.903       	95          	240.8       	274.8       	330.6       	386.1       	485.2       	10          
783         	4.2         	1830        	1.22        	95.6        	251.3       	278.4       	332.9       	384.7       	487.1       	10          
784         	4           	1798        	1.763       	93.8        	259.3       	283.4       	336.7       	387.9       	436.6       	10          
785         	4.1         	1814        	1.57        	94.1        	269.5       	286.8       	339.4       	388.8       	435.5       	10          
786         	4.2         	1827        	1.683       	96          	275         	288.9       	338.8       	389.1       	439.3       	10          
787         	4           	1787        	1.457       	96          	280.6       	289.2       	292         	389.5       	439.9       	10          
788         	4           	1788        	1.41        	95.1        	284.8       	289.9       	291.9       	386.2       	440.4       	10          
789         	3.9         	1795        	1.743       	95.9        	288.3       	291.6       	292.2       	387         	439.9       	10          
790         	4.1         	1800        	1.557       	95.6        	289.5       	288.7       	292.4       	390.5       	443.7       	10          
791         	4.1         	1802        	1.225       	95.9        	288.1       	286.9       	291.2       	389.4       	450.2       	10          
792         	4           	1802        	1.31        	93.1        	291.5       	290.7       	292.7       	384.6       	449.3       	10          
793         	4.2         	1814        	1.558       	95.1        	290.4       	292         	294.8       	388         	453.5       	10          
794         	4           	1822        	1.427       	96.5        	290.5       	290.6       	297         	388         	459.8       	10          
795         	3.9         	1783        	1.445       	96.4        	290.7       	291.1       	252.6       	385.3       	466.5       	10          
796         	4.3         	1746        	1.043       	97.5        	290.2       	290.6       	255.7       	339.8       	472.7       	10          
797         	4.1         	1744        	1.315       	97.6        	288.3       	289         	258.3       	337.9       	472.6       	10          
798         	3.9         	1753        	1.33        	97.9        	287.7       	288.2       	261.4       	339.9       	477.5       	10          
799         	4           	1764        	1.227       	97.5        	290.7       	286.7       	266.1       	341.6       	481.3       	10          
800         	3.9         	1769        	1.607       	97.8        	287.2       	289.7       	271.4       	341.1       	482.2       	10          
801         	3.9         	1725        	1.852       	48          	286         	290.9       	276.3       	336.9       	487.2       	10          
802         	3.8         	1733        	1.583       	48.4        	288.3       	289.3       	282.2       	335.6       	489.2       	10          
803         	3.9         	1739        	1.683       	48.3        	289.3       	289.4       	286.4       	338.2       	487.6       	10          
804         	3.7         	1744        	1.557       	48.5        	290         	288.8       	288.4       	340.2       	488.5       	10          
805         	4.2         	1699        	1.628       	48.8        	287.8       	291.3       	291.5       	339.1       	440.3       	10          
806         	4.333       	1840        	1.293       	54.56       	267.4       	324         	328.6       	378.7       	487.1       	9           
807         	4.111       	1849        	1.319       	54.33       	269.9       	323.8       	335.8       	376.7       	488.7       	9           
808         	4.111       	1855        	1.548       	53.44       	268.7       	325.3       	340.1       	377.7       	489.6       	9           
809         	4           	1808        	1.637       	53.78       	269.9       	269.6       	346.1       	379.1       	489.6       	9           
810         	4           	1806        	1.05        	54.11       	268.8       	267.2       	349.4       	380.1       	486.7       	9           
811         	4           	1761        	1.381       	53.89       	270.2       	270         	355.1       	377.9       	433.4       	9           
812         	4.444       	1762        	1.411       	53.22       	267.8       	269.7       	360.7       	377.4       	433         	9           
813         	4           	1774        	1.596       	53.56       	267.4       	272.6       	367.1       	376.7       	436.8       	9           
814         	4           	1774        	1.863       	53.11       	268         	272.1       	369.4       	375         	436.3       	9           
815         	4           	1781        	1.069       	53.89       	265.9       	274.4       	374.7       	376.6       	435.6       	9           
816         	4.111       	1781        	1.687       	53.44       	267         	275.3       	375.4       	372.9       	437.2       	9           
817         	4.222       	1788        	1.537       	52.22       	268.9       	276         	378.1       	375.8       	436.8       	9           
818         	4.333       	1800        	1.63        	53.44       	269.9       	283.7       	379.3       	376.2       	437.3       	9           
819         	4.333       	1810        	1.694       	53.89       	270.2       	292         	375.2       	378.3       	439.9       	9           
820         	3.889       	1713        	1.4         	52.56       	269.4       	299.2       	270.6       	375.9       	445.3       	9           
821         	3.778       	1671        	1.643       	53          	269.9       	303.1       	271.4       	375.9       	397.6       	9           
822         	3.778       	1680        	1.337       	52.33       	269.9       	306.6       	271.2       	375.8       	404.3       	9           
823         	4           	1697        	1.348       	53          	267.4       	312.4       	273.9       	377.2       	412.9       	9           
824         	4.222       	1705        	1.374       	53.67       	267.7       	314.1       	273.9       	378.9       	416.3       	9           
825         	3.889       	1713        	1.511       	54          	266.8       	316.7       	275.3       	378.8       	421.7       	9           
826         	3.889       	1722        	1.672       	54.56       	266.8       	319.1       	274.4       	378.9       	428.1       	9           
827         	4.111       	1728        	1.998       	53.89       	265.4       	321         	278.6       	374.8       	434.8       	9           
828         	4           	1679        	1.393       	53.44       	267.7       	318.7       	283.2       	374         	381.9       	9           
829         	3.778       	1695        	1.524       	53.56       	268.6       	321.4       	288.9       	374.4       	388.2       	9           
830         	4           	1712        	1.65        	53.44       	270.3       	324.1       	294.8       	376         	393.2       	9           
831         	4           	1717        	1.306       	52          	269.6       	323.8       	298.4       	374         	399.4       	9           
832         	4.222       	1729        	1.844       	52.89       	269.2       	326.1       	300.3       	375.7       	404.6       	9           
833         	4.111       	1740        	1.513       	53.67       	268.3       	325.3       	307.4       	375.7       	409.6       	9           
834         	4.111       	1753        	1.552       	53          	270.2       	324.9       	311.4       	375.3       	418         	9           
835         	4.111       	1763        	1.574       	52.44       	269         	321.8       	314.3       	379.4       	425.8       	9           
836         	4.111       	1777        	1.181       	53.44       	269         	321         	319.6       	378.7       	435         	9           
837         	3.889       	1730        	1.28        	54.11       	268.7       	320.6       	268.4       	375.4       	443.1       	9           
838         	3.889       	1733        	1.641       	54.11       	267.6       	318.4       	271.6       	374.9       	446.1       	9           
839         	4.111       	1749        	1.793       	54.56       	268.9       	322.3       	271.8       	375.9       	455.3       	9           
840         	3.889       	1750        	1.226       	53.67       	268.4       	323.8       	266.9       	376.1       	461.4       	9           
841         	4.111       	1760        	1.469       	54.44       	268.6       	323.4       	267.6       	377.9       	468.3       	9           
842         	3.889       	1772        	1.183       	54.22       	268.3       	323.3       	273.3       	378.4       	474.8       	9           
843         	4.222       	1780        	1.174       	54.44       	268.6       	323.6       	276.4       	377.6       	479.8       	9           
844         	3.889       	1791        	1.811       	54.11       	267.7       	325         	279.9       	378.4       	485.4       	9           
