generation  	adlt.nbPops 	adlt.nbInd  	emigrants   	adlt.nbInd_p1	adlt.nbInd_p2	adlt.nbInd_p3	adlt.nbInd_p4	adlt.nbInd_p5	adlt.nbInd_p6	alive.rpl   
276         	4.429       	1879        	1.739       	131.2       	205.8       	376         	415.7       	393.1       	357.1       	14          
277         	4.643       	1897        	1.52        	133.7       	208.7       	377.9       	414.2       	399.8       	362.7       	14          
278         	4.571       	1912        	1.886       	133.8       	209.8       	377.1       	417.7       	403.6       	370.1       	14          
279         	4.571       	1927        	1.481       	136.1       	209.8       	378.1       	418.1       	407.1       	378         	14          
280         	4.714       	1942        	1.862       	137.6       	211.1       	378.4       	416.7       	412.1       	386.4       	14          
281         	4.571       	1918        	1.748       	138.5       	209.6       	379.7       	413.1       	412.7       	364.2       	14          
282         	4.5         	1936        	1.87        	138.2       	211.4       	378.9       	414.5       	418.9       	373.8       	14          
283         	4.5         	1926        	2.101       	137.4       	213.5       	379.4       	415.6       	418.8       	361.1       	14          
284         	4.571       	1944        	1.911       	138.6       	216.2       	379.1       	415.5       	419.9       	374.9       	14          
285         	4.643       	1961        	1.71        	139.1       	219.3       	380.9       	416.8       	422.4       	382.9       	14          
286         	4.714       	1983        	1.808       	139.9       	224.6       	380.4       	417.9       	426.4       	393.9       	14          
287         	4.714       	2003        	1.775       	139.6       	228.2       	379.3       	417.2       	433.3       	405.7       	14          
288         	4.571       	1984        	1.731       	138.3       	231.3       	378.1       	383.7       	439         	414.1       	14          
289         	4.714       	1961        	1.569       	138.9       	199.9       	379.5       	382.2       	439.1       	421.1       	14          
290         	4.429       	1905        	1.721       	139         	202.8       	310.4       	381.5       	441.9       	429.3       	14          
291         	4.571       	1886        	1.473       	138.6       	206.4       	312.5       	382.7       	443.2       	402.4       	14          
292         	4.714       	1863        	1.764       	139         	209.1       	311.6       	382.1       	447.8       	373.3       	14          
293         	4.571       	1801        	1.637       	139.2       	207.9       	311.6       	349.1       	414.4       	378.5       	14          
294         	4.5         	1778        	1.568       	138.6       	210.5       	277.9       	350.8       	413.3       	386.8       	14          
295         	4.571       	1793        	1.567       	136.1       	214.9       	279.6       	352.7       	414.6       	395.5       	14          
296         	4.5         	1811        	1.575       	137.6       	218.6       	280.2       	356.1       	415.9       	402.9       	14          
297         	4.5         	1797        	1.885       	137.2       	226.4       	247.6       	357.8       	414.9       	413.4       	14          
298         	4.643       	1784        	1.493       	137.4       	199.1       	252.1       	362         	415.8       	418.1       	14          
299         	4.429       	1812        	1.805       	137.9       	208.8       	256.1       	366.4       	415.4       	427.6       	14          
300         	4.5         	1834        	1.802       	138.3       	219.8       	260.2       	368.7       	415.5       	431.7       	14          
301         	4.429       	1863        	1.49        	138.4       	229.9       	262.8       	371.4       	419.9       	440.7       	14          
302         	4.5         	1892        	1.488       	139         	240.1       	272.4       	373.8       	421.8       	445.1       	14          
303         	4.5         	1919        	1.696       	138.7       	248.5       	278.6       	376.4       	423.1       	453.6       	14          
304         	4.5         	1911        	1.523       	138         	256.6       	288.2       	341.3       	427.6       	459         	14          
305         	4.357       	1934        	1.636       	137.8       	260.9       	298.1       	344         	429.1       	464.5       	14          
306         	4.5         	1920        	1.618       	138         	265.7       	307.1       	343.1       	397.1       	469.3       	14          
307         	4.286       	1909        	1.923       	138.1       	270         	279.6       	344.4       	402.9       	473.4       	14          
308         	4.429       	1926        	1.674       	138         	271.8       	286.9       	345.9       	403.9       	480         	14          
309         	4.357       	1941        	1.71        	137.5       	272.8       	292.9       	346.7       	407.1       	483.7       	14          
310         	4.5         	1951        	1.967       	136.7       	275.4       	296.4       	347.9       	411.3       	483.1       	14          
311         	4.357       	1966        	1.927       	138.1       	276.6       	301.4       	349.4       	414.8       	485.6       	14          
312         	4.571       	1975        	1.771       	138.6       	277.2       	305.7       	348.4       	418.4       	486.9       	14          
313         	4.357       	1984        	1.874       	138.9       	275.4       	309.8       	352.4       	423         	484.1       	14          
314         	4.357       	1928        	1.82        	138.4       	276.6       	277.1       	320.9       	428.1       	487.1       	14          
315         	4.5         	1904        	1.483       	138.2       	241.6       	282.3       	322.1       	433.1       	486.2       	14          
316         	4.286       	1907        	1.929       	138.5       	240.9       	283.8       	324.5       	433.9       	485.7       	14          
317         	4.643       	1922        	1.842       	137.9       	240.6       	289.3       	329.6       	437.7       	487.3       	14          
318         	4.571       	1935        	1.805       	138.3       	240.4       	294.9       	333.9       	438.6       	488.6       	14          
319         	4.286       	1912        	1.68        	138.2       	242.3       	262.6       	338.1       	440.7       	490.3       	14          
320         	4.5         	1893        	1.804       	105.9       	244.7       	266.1       	343.7       	444.3       	487.9       	14          
321         	4.429       	1867        	1.721       	107.1       	246.4       	269.9       	310.6       	447.1       	486.1       	14          
322         	4.429       	1873        	1.804       	108.1       	247.8       	271.5       	313.5       	447.8       	484.6       	14          
323         	4.5         	1848        	1.61        	110.4       	249.6       	273.1       	282.1       	447.2       	485.5       	14          
324         	4.357       	1861        	1.689       	113.4       	252.4       	276         	283.8       	447         	488.1       	14          
325         	4.429       	1874        	1.767       	116.1       	257.3       	277.2       	287.5       	448.5       	486.9       	14          
326         	4.357       	1885        	1.795       	119.2       	261.6       	280.7       	288.6       	446.6       	487.8       	14          
327         	4.357       	1866        	1.619       	123         	263.7       	283.9       	296.4       	449.1       	449.7       	14          
328         	4.5         	1844        	1.72        	125         	264.5       	285         	302.9       	413.4       	452.8       	14          
329         	4.429       	1864        	1.714       	128.6       	268.6       	290.1       	309.4       	414.1       	452.9       	14          
330         	4.5         	1846        	1.819       	131.6       	270.9       	296.6       	316.1       	377.9       	453.1       	14          
331         	4.357       	1859        	1.433       	134.4       	273         	300.5       	320.2       	377.5       	453.1       	14          
332         	4.5         	1836        	1.667       	136.9       	274.6       	302.3       	323.4       	343.4       	455.7       	14          
333         	4.286       	1816        	1.28        	137.4       	277.9       	304.7       	328.6       	347.4       	420.5       	14          
334         	4.357       	1833        	1.527       	139.7       	277.4       	306.4       	335.1       	349.4       	424.9       	14          
335         	4.071       	1735        	1.414       	105.7       	275.8       	271.6       	337.9       	315.6       	428.1       	14          
336         	4.286       	1742        	1.463       	105.8       	274.6       	273.6       	341.4       	319.6       	427.3       	14          
337         	4.357       	1751        	1.489       	109.1       	274.9       	274.4       	343.5       	314.9       	434.4       	14          
338         	4.071       	1658        	1.426       	112.3       	273.4       	277.2       	309.9       	280.6       	404.3       	14          
339         	4.143       	1672        	1.474       	116.1       	275.9       	277.5       	311.9       	280.8       	410.1       	14          
340         	4.071       	1648        	1.404       	120.3       	277.4       	278.9       	310.6       	282.4       	378.6       	14          
341         	4.143       	1599        	1.326       	125.1       	243.1       	279         	312.4       	284.9       	354.4       	14          
342         	4.286       	1574        	1.602       	130.4       	241.7       	276.8       	278.4       	290.4       	356.5       	14          
343         	3.929       	1518        	1.415       	102.3       	242.6       	275.7       	244.8       	292.9       	359.9       	14          
344         	4.214       	1542        	1.475       	106.8       	241.9       	279.2       	247.2       	303.3       	363.8       	14          
345         	4.143       	1531        	1.23        	113.2       	207.6       	280.2       	250.1       	311.8       	368.4       	14          
346         	4.071       	1557        	1.242       	118.6       	208.6       	281.1       	254.3       	323.2       	371         	14          
347         	3.857       	1535        	1.25        	101.1       	174.4       	283.7       	257.7       	337.8       	380.6       	14          
348         	4.143       	1562        	1.202       	102.6       	172.9       	286.6       	261.4       	352.2       	386.2       	14          
349         	4.071       	1556        	1.343       	102.9       	174.4       	255.9       	268.4       	363.1       	391.4       	14          
350         	4           	1528        	1.475       	102.9       	174.6       	259.1       	274.1       	350.5       	366.9       	14          
351         	4.143       	1554        	1.295       	103.9       	177.2       	261.2       	279.1       	355.8       	376.7       	14          
352         	4.143       	1582        	1.654       	103.6       	178.3       	264.7       	286.6       	363.3       	385.8       	14          
353         	4.071       	1611        	1.304       	103.9       	180.5       	269.3       	293.8       	370.7       	392.6       	14          
354         	4.214       	1632        	1.614       	104.5       	183         	271.6       	301         	374.3       	397.9       	14          
355         	4.071       	1661        	1.325       	104.8       	186.2       	274.8       	307.6       	380         	407.9       	14          
356         	3.857       	1572        	1.789       	102.8       	145.1       	279.4       	314.9       	347.3       	382.2       	14          
357         	3.857       	1523        	1.477       	103.6       	148.5       	282.2       	320.1       	315.2       	353.6       	14          
358         	3.857       	1544        	1.319       	103.4       	151.4       	287.2       	325         	317.4       	359.6       	14          
359         	3.929       	1567        	1.455       	102.2       	154.9       	288.9       	332.6       	322         	366.4       	14          
360         	4           	1591        	1.456       	101.9       	158.4       	294.1       	336.5       	325.3       	374.6       	14          
361         	4.214       	1611        	1.46        	102.9       	160.6       	296.6       	340.4       	329.3       	381.1       	14          
362         	4.071       	1634        	1.427       	103.3       	164.8       	301.1       	342         	334.4       	388.8       	14          
363         	3.857       	1662        	1.313       	104.4       	168.2       	304.6       	344         	341.4       	399.2       	14          
364         	4.071       	1680        	1.246       	104.9       	170.6       	306         	345.7       	345         	408.1       	14          
365         	3.857       	1589        	1.575       	104.4       	171.5       	274.6       	343.4       	314.6       	380.3       	14          
366         	4.071       	1564        	1.676       	103.3       	169.7       	275.7       	308.1       	318.7       	388.5       	14          
367         	4.462       	1672        	1.379       	112         	185.5       	298.7       	333.7       	351.5       	390.2       	13          
368         	4.538       	1688        	1.608       	112.1       	185.5       	299.9       	336.8       	356.2       	397.7       	13          
369         	4.077       	1699        	1.349       	110.7       	185.8       	298.8       	336.6       	361         	406.4       	13          
370         	4.231       	1711        	1.531       	110.4       	186.5       	299.3       	336.1       	364.6       	414.2       	13          
371         	4.308       	1727        	1.485       	110.2       	187.4       	301.8       	337.7       	371.4       	418.4       	13          
372         	4.231       	1745        	1.612       	110.5       	186.6       	303.1       	337         	379.5       	428         	13          
373         	4.154       	1736        	1.704       	111.7       	150.5       	306.7       	340.9       	388.2       	438.5       	13          
374         	4.077       	1718        	1.412       	110.9       	151.2       	271.5       	344.2       	394.5       	445.3       	13          
375         	4.077       	1739        	1.565       	111.8       	151.9       	274.7       	346.7       	401.6       	452.7       	13          
376         	4.154       	1769        	1.85        	111.8       	154.8       	279.8       	349.4       	411.5       	461.8       	13          
377         	4           	1787        	1.635       	111.3       	155.3       	281.5       	352.1       	420         	466.6       	13          
378         	4.077       	1812        	1.769       	111.6       	158         	285.7       	357.3       	428.5       	470.8       	13          
379         	4.308       	1835        	1.885       	112.3       	160.2       	289.2       	363.1       	433.5       	476.8       	13          
380         	4.154       	1853        	1.277       	111.9       	165.2       	291.4       	364.9       	437.8       	482.1       	13          
381         	4.231       	1870        	1.746       	111.5       	166.8       	296.2       	368         	441.8       	485.8       	13          
382         	4.077       	1840        	1.881       	110.2       	172.4       	296.6       	370.2       	442.5       	448.2       	13          
383         	4.231       	1848        	1.986       	110.8       	176.1       	295         	370.4       	444.7       	451.2       	13          
384         	4.077       	1855        	1.517       	111.8       	179.2       	296         	370.1       	446         	451.5       	13          
385         	4.231       	1862        	1.818       	111.5       	182.3       	296.5       	372.8       	445.5       	453         	13          
386         	4.308       	1860        	1.717       	110.9       	182.8       	297.2       	372.6       	446.2       	450.5       	13          
387         	4.308       	1859        	1.485       	110.6       	183.4       	297.6       	372.5       	444.7       	450.3       	13          
388         	4.538       	1870        	1.692       	111         	185.4       	298.5       	373.7       	447.4       	454.4       	13          
389         	4.077       	1837        	1.587       	110.5       	187.1       	261.3       	373.4       	449.4       	455         	13          
390         	4.462       	1837        	1.626       	111.4       	187.5       	262.5       	371.3       	449.3       	454.8       	13          
391         	3.923       	1789        	2           	112.1       	186.8       	260         	370.2       	449.9       	410.4       	13          
392         	4.154       	1789        	1.709       	112.3       	185.5       	261.5       	372.2       	447.3       	410.5       	13          
393         	4.385       	1789        	1.905       	111.9       	186.2       	261.9       	371.8       	446         	410.9       	13          
394         	4.077       	1754        	1.732       	110.5       	148.2       	263.5       	372.5       	445.2       	414.3       	13          
395         	4.154       	1758        	1.858       	109.2       	149.5       	265.1       	371.6       	446.3       	416.1       	13          
396         	4.077       	1763        	1.336       	110         	150.1       	266.4       	371.2       	445.8       	420         	13          
397         	3.923       	1730        	1.529       	111         	150         	268.5       	371.4       	445.8       	383.2       	13          
398         	3.923       	1738        	1.572       	110.2       	151         	272.2       	370.2       	447.1       	387.5       	13          
399         	4.231       	1750        	1.674       	111.5       	150         	275.5       	373         	448.9       	391.2       	13          
400         	4           	1729        	1.724       	111.3       	153.4       	279.2       	334.8       	450.5       	399.4       	13          
401         	4.077       	1738        	1.622       	111.7       	155.5       	283.2       	334.6       	447.6       	405.6       	13          
402         	4           	1717        	1.832       	110.8       	158.8       	248.4       	336.2       	448.7       	414.2       	13          
403         	4.231       	1699        	1.603       	111.8       	162.2       	253.2       	300.7       	449.9       	421.5       	13          
404         	4.308       	1713        	1.833       	111.7       	166.8       	254.3       	301.3       	446.9       	432.4       	13          
405         	4           	1695        	1.804       	112         	168.8       	257.8       	302.5       	443.1       	410.9       	13          
406         	4           	1705        	1.569       	110.4       	173.1       	259.8       	301.7       	446         	414.2       	13          
407         	4.231       	1723        	1.631       	111.2       	178.5       	261.2       	302.8       	447         	422.8       	13          
408         	3.923       	1665        	1.523       	112.1       	180.6       	262.8       	306.4       	373.2       	430.2       	13          
409         	4.308       	1680        	1.576       	112.1       	183         	265.4       	311.9       	370.1       	437.9       	13          
410         	4.154       	1696        	1.469       	111.3       	184         	267.5       	319.4       	372.2       	441.5       	13          
411         	4.154       	1714        	1.581       	112.2       	186.2       	271.4       	325.5       	372.8       	446.2       	13          
412         	4.231       	1731        	1.481       	112.2       	187.5       	274.8       	332         	372.9       	451.5       	13          
413         	4.231       	1757        	1.508       	112.8       	189.8       	279.8       	340.5       	376.7       	457.8       	13          
414         	4.385       	1737        	1.447       	112.5       	154.5       	284.7       	347.2       	378.2       	460         	13          
415         	4.077       	1697        	1.26        	113.8       	156.2       	286.9       	329.2       	344.5       	466.8       	13          
416         	4.385       	1715        	1.722       	114.3       	158.2       	288.6       	333.5       	349.8       	471         	13          
417         	4.077       	1728        	1.524       	115.3       	160.5       	292.1       	333.5       	355.2       	471.2       	13          
418         	4.077       	1732        	1.277       	116.8       	163.2       	295.1       	333.1       	349.2       	474.5       	13          
419         	4.308       	1749        	1.426       	117.4       	167.3       	297.9       	334.8       	352.5       	479.3       	13          
420         	4.077       	1764        	1.501       	119         	171.6       	298.5       	335.6       	358.1       	481.5       	13          
421         	4.154       	1744        	1.203       	122.3       	175.6       	299.2       	301.5       	362.7       	482.8       	13          
422         	4           	1719        	1.31        	126.3       	179.7       	296.8       	302.4       	328.8       	484.9       	13          
423         	4.385       	1733        	1.692       	130.8       	180.8       	297.8       	303.1       	334         	486.2       	13          
424         	4.231       	1743        	1.392       	134.7       	181.8       	296.7       	305.2       	337.8       	486.4       	13          
425         	4.231       	1751        	1.294       	137         	184.5       	297.6       	309.2       	338.5       	483.8       	13          
426         	4.154       	1768        	1.381       	141.2       	186.4       	297.2       	312.8       	344.1       	486.6       	13          
427         	3.923       	1785        	1.418       	143.5       	190.6       	298.3       	316.2       	348.8       	487.1       	13          
428         	4           	1719        	1.564       	145.6       	195.4       	300.8       	281.1       	347.1       	449.5       	13          
429         	4.231       	1693        	1.556       	146         	159.8       	303         	285.3       	352.1       	446.5       	13          
430         	4           	1676        	1.204       	146.6       	164.5       	303.2       	289.5       	359.2       	412.9       	13          
431         	4           	1686        	1.572       	147.6       	167.8       	307.1       	293.8       	357.5       	412         	13          
432         	4           	1666        	1.578       	148.1       	172.7       	272.5       	295.9       	364.3       	412.8       	13          
433         	3.923       	1643        	1.617       	148.4       	177.2       	276.7       	298.7       	366.5       	375.2       	13          
434         	4.154       	1657        	1.604       	147.4       	179.7       	280         	300.4       	368.5       	380.8       	13          
435         	4.231       	1670        	1.323       	147.8       	181.9       	284         	301.7       	369.4       	385.5       	13          
436         	4.077       	1652        	1.533       	148.1       	185.9       	287.4       	307.1       	334.7       	389.2       	13          
437         	4.417       	1763        	1.625       	158.8       	204.8       	313.8       	337.8       	363.5       	384.1       	12          
438         	4.583       	1782        	1.514       	159         	207.6       	316.7       	344.5       	361.3       	393.1       	12          
439         	4.417       	1804        	1.321       	159.7       	211.2       	318.4       	349.2       	363.3       	401.9       	12          
440         	4.667       	1829        	1.497       	159.6       	213.6       	323.3       	354.7       	363.8       	413.7       	12          
441         	4.667       	1850        	1.536       	160.8       	218.2       	324.8       	360.2       	362.9       	422.8       	12          
442         	4.25        	1881        	1.751       	161         	224.1       	328.7       	368.2       	366.1       	433.2       	12          
443         	4.333       	1826        	1.66        	159.8       	229.4       	289.3       	375.2       	326.2       	445.8       	12          
444         	4.25        	1849        	1.628       	160.2       	232.5       	294.1       	380.3       	328.2       	453.7       	12          
445         	4.417       	1828        	1.408       	121.8       	234.8       	294.2       	386.1       	329.2       	462.2       	12          
446         	4.333       	1852        	1.576       	120.2       	237.6       	301         	392.6       	334.5       	466         	12          
447         	4.25        	1846        	1.408       	121.1       	240.2       	303.6       	397.9       	337.7       	445.5       	12          
448         	4.667       	1859        	1.64        	120.6       	240.2       	310.3       	400.3       	343.1       	444.9       	12          
449         	4.5         	1786        	1.415       	120.2       	240.4       	271.3       	400.7       	348.5       	405.2       	12          
450         	4.167       	1795        	1.529       	119.5       	237.6       	277.7       	401.8       	353.4       	404.8       	12          
451         	4.333       	1805        	1.682       	120.7       	239.8       	280.8       	401         	356.8       	405.9       	12          
452         	4.25        	1817        	1.811       	121.2       	238.5       	285.4       	402.7       	358.9       	409.9       	12          
453         	4.333       	1833        	1.647       	121.2       	241.7       	290.1       	404.8       	364.7       	410.6       	12          
454         	4.5         	1841        	1.715       	122         	242.1       	291.9       	406.1       	368.8       	409.8       	12          
455         	4.5         	1816        	1.589       	121.9       	243.6       	298.9       	403.9       	377         	370.5       	12          
456         	4.5         	1791        	1.686       	123.5       	201.3       	302.4       	406.1       	383.5       	374.3       	12          
457         	4.417       	1808        	1.306       	126.2       	202.5       	306.6       	406.3       	388.3       	378.6       	12          
458         	4.667       	1824        	1.594       	128         	201.1       	311.2       	407.1       	392.8       	384         	12          
459         	4.545       	1867        	2.036       	97.64       	221.1       	340.5       	439.5       	432.3       	336.4       	11          
460         	4.727       	1884        	1.721       	101.5       	221.6       	344.4       	439         	433.5       	343.9       	11          
461         	4.545       	1898        	1.806       	105.2       	219.3       	345         	438.9       	439.1       	350.3       	11          
462         	4.455       	1866        	1.656       	109.3       	217.6       	346.6       	439.5       	438.2       	314.6       	11          
463         	4.455       	1885        	1.633       	113.6       	216.6       	350.5       	439.8       	439         	325.9       	11          
464         	4.545       	1898        	1.965       	117.5       	219         	350.3       	438.2       	437.9       	335.1       	11          
465         	4.182       	1843        	1.574       	87.36       	176.6       	352         	441.4       	436.3       	349.7       	11          
466         	4.727       	1856        	1.644       	87.91       	178.3       	351.7       	441.5       	437.5       	359         	11          
467         	4.455       	1831        	1.9         	88.55       	178.5       	352.2       	440         	442.5       	329.1       	11          
468         	4.455       	1843        	1.702       	87.82       	178.9       	351.7       	439.1       	442.2       	343.4       	11          
469         	4.455       	1857        	1.959       	86.09       	181.5       	350.7       	441.1       	443.5       	353.9       	11          
470         	4.182       	1876        	1.85        	87.09       	184.4       	349         	442         	443.6       	369.6       	11          
471         	4.636       	1892        	2.073       	87.91       	185.1       	350.5       	440.5       	443.4       	384.6       	11          
472         	4.636       	1904        	1.852       	86.91       	189.1       	349.9       	440.2       	441.5       	396.7       	11          
473         	4.545       	1918        	1.905       	86.09       	191.2       	350.1       	441.3       	441.9       	407.7       	11          
474         	4.545       	1937        	2.048       	87.09       	194.1       	351.2       	441.5       	444.5       	418.7       	11          
475         	4.636       	1944        	1.489       	88.27       	200         	348.3       	439.4       	440         	428.2       	11          
476         	4.364       	1919        	1.817       	44.45       	204.6       	352.2       	439.3       	440.5       	437.9       	11          
477         	4.364       	1936        	1.594       	43.91       	210.4       	354.5       	440.5       	441.9       	444.9       	11          
478         	4.455       	1898        	1.945       	44.27       	168.6       	355.9       	438.5       	440         	450.6       	11          
479         	4.636       	1908        	1.435       	44.45       	168.4       	356.5       	438.4       	440.6       	459.5       	11          
480         	4.545       	1920        	1.538       	44.73       	171.4       	355.4       	439.6       	441.2       	467.5       	11          
481         	4.455       	1922        	1.67        	44.82       	172.8       	355         	437.8       	443         	468.8       	11          
482         	4.545       	1934        	1.95        	44.45       	174.7       	355.5       	440.9       	445.1       	473.5       	11          
483         	4.364       	1851        	1.671       	43.27       	130.7       	318         	440.4       	441.8       	477         	11          
484         	4.091       	1811        	1.656       	42.64       	132.3       	319         	436.9       	397.9       	482.3       	11          
485         	4.273       	1820        	1.997       	43.82       	133.5       	323.8       	439.3       	398         	481.3       	11          
486         	4.545       	1739        	1.55        	44.27       	134.2       	286.9       	438.1       	397.3       	438.7       	11          
487         	4           	1749        	1.697       	44          	136.2       	291.4       	438.4       	398         	440.9       	11          
488         	4.182       	1709        	1.823       	43.91       	94.36       	294.1       	437.3       	398.7       	440.5       	11          
489         	4.273       	1725        	1.686       	44.27       	98.45       	299.1       	438.7       	401.7       	442.6       	11          
490         	4.182       	1602        	1.686       	44.73       	101.9       	302.5       	396.8       	312.5       	443.2       	11          
491         	4           	1614        	1.6         	44.45       	106.9       	302.9       	399.2       	313.7       	446.8       	11          
492         	4.091       	1628        	1.656       	44          	112.1       	306.5       	400.9       	315.5       	449.2       	11          
493         	4.091       	1556        	1.788       	43.64       	117.4       	222.1       	400.5       	320.6       	452         	11          
494         	4.091       	1577        	1.652       	41.82       	122.9       	226.6       	401.6       	328         	456.4       	11          
495         	4.364       	1599        	1.645       	42.82       	128.1       	228.2       	406.5       	334.7       	459         	11          
496         	4.182       	1625        	1.671       	43.36       	132.8       	232.3       	408.4       	341.5       	466.5       	11          
497         	4.091       	1608        	1.352       	43.91       	137.5       	236.5       	411.2       	307.1       	471.4       	11          
498         	4.182       	1630        	1.62        	44          	144.1       	241.2       	416.4       	313.7       	470.5       	11          
499         	4.182       	1662        	1.465       	44.36       	149.5       	249.2       	420.6       	324.3       	474.4       	11          
500         	4.364       	1694        	1.717       	44.09       	154.8       	254.6       	425.9       	337         	477.7       	11          
501         	4.455       	1724        	1.253       	44.55       	159.5       	261.9       	429.5       	348.2       	480.5       	11          
502         	4.636       	1709        	1.359       	45          	163         	266.2       	433.5       	319         	482.5       	11          
503         	4.455       	1736        	1.535       	45          	167.1       	273.9       	437         	329         	484.3       	11          
504         	4.273       	1762        	1.759       	45          	169.5       	282.5       	439.2       	340.9       	484.6       	11          
505         	4.364       	1783        	1.658       	44.82       	170.7       	289.4       	438.7       	354.2       	484.9       	11          
506         	4.545       	1807        	1.668       	46.18       	172.6       	298.3       	439.5       	364.7       	485.8       	11          
507         	4.727       	1829        	1.665       	45.73       	172.6       	307         	439.6       	374.5       	489.8       	11          
508         	4.545       	1850        	1.659       	47.27       	172.8       	315.7       	439.9       	383.7       	490.4       	11          
509         	4.727       	1869        	1.818       	49.82       	173.5       	322.4       	440.5       	391.7       	491.4       	11          
510         	4.818       	1889        	1.785       	53.55       	175.3       	329.6       	438.8       	403.8       	487.7       	11          
511         	4.455       	1916        	1.671       	57.18       	176.1       	337.5       	441.3       	415.6       	488.1       	11          
512         	4.636       	1936        	1.594       	61.91       	176.4       	340.1       	440         	427.9       	490.2       	11          
513         	4.636       	1934        	1.685       	46.27       	175.6       	345.4       	442.3       	435.4       	488.9       	11          
514         	4.455       	1911        	2.1         	43.73       	176.6       	347.6       	443.3       	414.1       	486         	11          
515         	4.636       	1923        	1.82        	43.55       	176.3       	348.8       	445.5       	421.1       	487.6       	11          
516         	4.455       	1925        	1.648       	43.09       	176.9       	348.2       	445.4       	427.5       	484.4       	11          
517         	4.455       	1939        	1.611       	44          	177.5       	347.8       	448.2       	433.6       	487.4       	11          
518         	4.273       	1945        	1.811       	43.91       	178.9       	348.3       	446.9       	437.1       	490.2       	11          
519         	4.545       	1953        	1.729       	43.45       	180.2       	349.6       	450.1       	440.1       	489.5       	11          
520         	4.636       	1958        	1.574       	43.91       	182.2       	350.9       	455.8       	439.6       	485.6       	11          
521         	4.545       	1962        	1.827       	43.73       	183.2       	349.3       	458.4       	439.8       	487.9       	11          
522         	4.545       	1928        	1.495       	43.27       	139.2       	351.9       	462.8       	442.7       	488.2       	11          
523         	4.727       	1936        	2.058       	43.36       	142.4       	348         	467.2       	446.2       	488.9       	11          
524         	4.455       	1947        	1.852       	43.82       	146.9       	350.6       	470.3       	447.9       	487         	11          
525         	4.727       	1905        	1.712       	44.64       	134.5       	351.5       	476.3       	406.7       	491.3       	11          
526         	4.273       	1907        	2.05        	43.45       	135.6       	351.7       	478.7       	408.6       	489.3       	11          
527         	4.545       	1827        	1.777       	42.82       	137.6       	352.8       	436.3       	413.1       	444         	11          
528         	4.636       	1749        	1.495       	43.73       	137.1       	351.5       	394.6       	376.3       	446         	11          
529         	4.455       	1758        	1.411       	44.09       	141.5       	350.6       	395.9       	383.6       	442.3       	11          
530         	4.364       	1767        	1.582       	44.55       	144.5       	349.3       	395.8       	390.2       	443.1       	11          
531         	4.455       	1781        	1.524       	45.27       	151.8       	349.5       	397.7       	395         	441.6       	11          
532         	4           	1711        	1.721       	45.82       	159.1       	302.8       	401.2       	400.9       	400.8       	11          
533         	4.364       	1682        	1.411       	46.09       	166.4       	261.2       	401.9       	405.1       	401.8       	11          
534         	4.273       	1698        	1.735       	47.18       	176.3       	263.3       	402.2       	407.9       	400.7       	11          
535         	4.364       	1688        	1.65        	49.36       	156         	263         	404.9       	412.5       	402.1       	11          
536         	4           	1654        	1.208       	51.55       	160.3       	263.6       	408.2       	372.6       	397.8       	11          
537         	4.455       	1629        	1.633       	54.18       	163.5       	220         	410.7       	380         	400.1       	11          
538         	3.818       	1603        	1.412       	57.82       	168.3       	220.7       	371.9       	383.4       	400.5       	11          
539         	4.182       	1622        	1.902       	63.18       	171.2       	222.5       	376.7       	386.8       	401.8       	11          
540         	4           	1598        	1.844       	68.27       	171.8       	224.5       	379.9       	347.1       	406.3       	11          
541         	4           	1533        	1.538       	74          	173.2       	227.9       	383         	263.3       	412.1       	11          
542         	4           	1514        	1.579       	82.36       	174.1       	231.2       	344.5       	267.6       	414.5       	11          
543         	4           	1442        	1.324       	89.55       	175.4       	233.3       	257.4       	271.9       	414.6       	11          
544         	3.909       	1423        	1.273       	97.09       	176.1       	236.3       	216.9       	276.2       	420.4       	11          
545         	4           	1448        	1.444       	104.8       	176.4       	242         	220.3       	280.4       	424.1       	11          
546         	3.909       	1475        	1.547       	110.9       	176.1       	247         	222         	289.6       	429         	11          
547         	4.091       	1415        	1.159       	76.27       	177.5       	251.8       	225.4       	296.4       	388         	11          
548         	4           	1436        	1.358       	77.64       	176.9       	254.9       	229.5       	309.3       	387.9       	11          
549         	4.091       	1421        	1.333       	80.82       	178.8       	258.3       	190.5       	320.6       	391.7       	11          
550         	4           	1406        	1.371       	83.45       	134.9       	260.8       	197         	335.7       	394         	11          
551         	4.091       	1434        	1.202       	85.36       	136         	260.3       	206.5       	349.4       	396.3       	11          
552         	4.091       	1467        	1.227       	86.82       	138.1       	262.7       	217.7       	363.1       	398.5       	11          
553         	4.091       	1505        	1.373       	87.82       	140.7       	264.9       	229.6       	377         	404.8       	11          
554         	4.364       	1539        	1.33        	88.91       	142.3       	266.3       	242.5       	391.8       	407.3       	11          
555         	4.091       	1527        	1.306       	87.27       	147.3       	223.6       	256.6       	403.2       	408.7       	11          
556         	4           	1470        	1.32        	88.18       	152.7       	179.9       	270.5       	368.8       	409.6       	11          
557         	4           	1501        	1.217       	86.55       	159.2       	180.4       	284.5       	378.5       	412.3       	11          
558         	3.818       	1531        	1.548       	86.27       	163.5       	182.8       	296.4       	384.4       	417.4       	11          
559         	3.636       	1437        	0.9         	87.45       	171.6       	185.3       	269.1       	343.8       	380.2       	11          
